SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.013	0.17	0	0.006	0	0	0.0021	0.81	7	0.094	0.067
1	0.00013	0.0085	0	5.7e-05	0	0	0.0014	0.99	7	0.094	0.067
2	0.68	0.011	0	0.31	0.00054	0	0.00046	1.3e-05	0	0.17	0.15
3	0.00012	0.025	0	5.4e-05	0	0	0.0046	0.97	7	0.094	0.067
4	0	4.5e-05	0	0	0	0	3.8e-06	1	7	0.094	0.067
5	0.69	0	0	0.31	0.00018	0	0	0	0	0.17	0.15
6	0.68	0.012	0	0.3	2.5e-06	0	0.0026	7.2e-06	0	0.17	0.15
7	0.00027	0.009	0	0.00012	0	0	0.0039	0.99	7	0.094	0.067
8	0.66	0.019	0	0.3	0.019	0	0.0032	0.00091	0	0.17	0.15
9	0.25	0.021	0	0.11	0	0	0.61	0.0098	6	0.17	0.083
10	0.63	1.4e-05	0	0.28	0.084	0	0.011	0	0	0.17	0.15
11	0.69	0.0066	0	0.31	0.00044	0	0.0013	1.2e-05	0	0.17	0.15
12	0.63	0.094	0	0.28	0.00032	0	0.00056	0.00073	0	0.17	0.15
13	0.54	0.1	0	0.24	0.0011	0	0.032	0.077	0	0.17	0.15
14	0.38	0.089	0	0.17	0.0011	0	0.08	0.29	0	0.17	0.15
15	0.6	0.075	0	0.27	0.00097	0	0.025	0.026	0	0.17	0.15
16	0.43	6.7e-05	0	0.19	0.38	0	0.00037	0	0	0.17	0.15
17	0.66	0.028	0	0.3	0.00017	0	0.014	0.0011	0	0.17	0.15
18	0.64	0.016	0	0.29	0.044	0	0.0065	0.0019	0	0.17	0.15
19	0.033	0.013	0	0.015	0	0	0.69	0.25	6	0.17	0.083
20	0.01	0.1	0	0.0047	0	0	0.0023	0.88	7	0.094	0.067
21	0.19	0.56	0	0.086	0	0	0.016	0.15	1	0.11	0.12
22	0.69	0.00072	0	0.31	0.0024	0	0.004	1.1e-06	0	0.17	0.15
23	0.59	0.031	0	0.26	0.015	0	0.066	0.041	0	0.17	0.15
24	0.68	0.02	0	0.3	0	0	8.6e-06	0	0	0.17	0.15
25	0.66	0.015	0	0.3	2.7e-06	0	0.025	9.3e-05	0	0.17	0.15
26	0.69	0	0	0.31	0.0021	0	3.3e-05	0	0	0.17	0.15
27	0.66	0.0071	0	0.3	5.5e-05	0	0.037	0.00011	0	0.17	0.15
28	0.68	4e-06	0	0.31	0.01	0	2.9e-06	0	0	0.17	0.15
29	6.3e-06	0.013	0	2.8e-06	0	0	0.00013	0.99	7	0.094	0.067
30	0.0024	0.1	0	0.0011	0	0	0.00032	0.9	7	0.094	0.067
31	0.013	0.56	0	0.0059	0	0	0.0015	0.41	1	0.11	0.12
32	0	3.5e-06	0	0	0	0	0	1	7	0.094	0.067
33	0.24	0.0062	0	0.11	0.00014	0	0.63	0.015	6	0.17	0.083
34	0.69	0.0019	0	0.31	1.1e-05	0	3e-05	0	0	0.17	0.15
35	0.69	0.00036	0	0.31	0.0018	0	4.6e-05	0	0	0.17	0.15
36	0.068	0.14	0	0.03	7e-06	0	0.019	0.75	7	0.094	0.067
37	0.64	0.02	0	0.29	0.00012	0	0.055	0.0018	0	0.17	0.15
38	0.068	0.23	0	0.03	2.3e-06	0	0.0091	0.66	7	0.094	0.067
39	7.8e-05	0.015	0	3.5e-05	0	0	0.00041	0.98	7	0.094	0.067
40	0.69	0.0025	0	0.31	0	0	0.00024	0	0	0.17	0.15
41	0.68	0.018	0	0.3	0.00022	0	0.0019	7.6e-05	0	0.17	0.15
42	0.65	0.042	0	0.29	0.013	0	0.005	0.0055	0	0.17	0.15
43	0.65	0.037	0	0.29	0.0019	0	0.015	0.0052	0	0.17	0.15
44	0.068	0.053	0	0.03	1.6e-05	0	0.086	0.76	7	0.094	0.067
45	0.044	0.68	0	0.02	0	0	0.017	0.24	1	0.11	0.12
46	0.31	0.00018	0	0.14	0.55	0	0.0041	5.7e-06	4	0.24	0.23
47	0.69	0.0038	0	0.31	0.0013	0	0.00016	0	0	0.17	0.15
48	2.2e-06	0.0056	0	0	0	0	6.1e-05	0.99	7	0.094	0.067
49	0	0.0014	0	0	0	0	0	1	7	0.094	0.067
50	0.031	0.058	0	0.014	2.6e-06	0	0.03	0.87	7	0.094	0.067
51	0	0.0026	0	0	0	0	2.6e-05	1	7	0.094	0.067
52	0.68	0.016	0	0.3	5.5e-05	0	7.4e-06	0	0	0.17	0.15
53	0.58	0.011	0	0.26	0.016	0	0.12	0.012	0	0.17	0.15
54	0.65	0.054	0	0.29	0.00015	0	0.0074	0.0018	0	0.17	0.15
55	0	0.0037	0	0	0	0	0	1	7	0.094	0.067
56	0.67	0	0	0.3	3.4e-05	0	0.029	0	0	0.17	0.15
57	0.36	0.098	0	0.16	0.00076	0	0.074	0.3	0	0.17	0.15
58	0	0.0058	0	0	2.1e-05	0	4.9e-06	0.99	7	0.094	0.067
59	0.6	0.036	0	0.27	2.8e-05	0	0.09	0.0082	0	0.17	0.15
60	5e-06	0.0044	0	2.3e-06	0	0	0.00082	0.99	7	0.094	0.067
61	0.00095	0.0084	0	0.00042	0	0	0.03	0.96	7	0.094	0.067
62	0.69	0.0033	0	0.31	0.00055	0	0.00091	2.5e-06	0	0.17	0.15
63	0.071	0.19	0	0.032	0	0	0.023	0.68	7	0.094	0.067
64	0	0.00017	0	0	0	0	3.3e-06	1	7	0.094	0.067
65	0.24	0.039	0	0.11	1.2e-05	0	0.49	0.12	6	0.17	0.083
66	0.00013	0.078	0	5.7e-05	0	0	0.00015	0.92	7	0.094	0.067
67	0.026	0.1	0	0.012	0	0	0.092	0.77	7	0.094	0.067
68	0	1.6e-05	0	0	0	0	0	1	7	0.094	0.067
69	0.69	0.0024	0	0.31	3.6e-06	0	0.002	0	0	0.17	0.15
70	2.6e-05	0.016	0	1.1e-05	0	0	0.00013	0.98	7	0.094	0.067
71	8.7e-05	0.027	0	3.9e-05	0	0	0.00058	0.97	7	0.094	0.067
72	0.62	0.00065	0	0.28	0.082	0	0.016	1.8e-05	0	0.17	0.15
73	0.69	8.4e-05	0	0.31	0	0	2.8e-05	0	0	0.17	0.15
74	0.41	0.1	0	0.18	8.6e-05	0	0.13	0.17	0	0.17	0.15
75	0.64	0.011	0	0.28	0.029	0	0.033	0.0083	0	0.17	0.15
76	0.66	0.0017	0	0.3	0.035	0	0.00091	1.1e-05	0	0.17	0.15
77	0.031	0.11	0	0.014	0.058	0	0.018	0.77	7	0.094	0.067
78	0.69	5.9e-06	0	0.31	0.0043	0	1.9e-05	0	0	0.17	0.15
79	0.65	0.00029	0	0.29	0.063	0	0.00042	0	0	0.17	0.15
80	0.69	0.004	0	0.31	0	0	0.00038	0	0	0.17	0.15
81	0.63	0.052	0	0.28	0.027	0	0.0011	0.0067	0	0.17	0.15
82	0.68	0	0	0.31	5.6e-05	0	0.012	0	0	0.17	0.15
83	0.67	0.0017	0	0.3	0.028	0	4.9e-05	0	0	0.17	0.15
84	0.61	0.074	0	0.27	0.0077	0	0.0077	0.03	0	0.17	0.15
85	0	0.0036	0	0	0	0	0	1	7	0.094	0.067
86	0.69	0.0029	0	0.31	0	0	3.4e-06	0	0	0.17	0.15
87	0.69	0.0029	0	0.31	0	0	2.5e-05	0	0	0.17	0.15
88	0	1.3e-06	0	0	0	0	0	1	7	0.094	0.067
89	0.69	0.00039	0	0.31	0.004	0	1.2e-05	0	0	0.17	0.15
90	0.0054	0.0033	0	0.0024	0	0	0.98	0.013	6	0.17	0.083
91	0.69	0.00094	0	0.31	5.2e-06	0	0	0	0	0.17	0.15
92	0.68	0	0	0.3	0.012	0	0.0028	0	0	0.17	0.15
93	0.63	0.00099	0	0.28	0.079	0	0.0018	5.6e-06	0	0.17	0.15
94	0.0037	0	0	0.0016	0.99	0	0	0	4	0.24	0.23
95	0.049	0	0	0.022	0.93	0	0	0	4	0.24	0.23
96	0.0055	0	0	0.0025	0.99	0	0	0	4	0.24	0.23
97	0.69	0	0	0.31	0.00063	0	0	0	0	0.17	0.15
98	0.22	0	0	0.097	0.69	0	0	0	4	0.24	0.23
99	0.56	0	0	0.25	0.19	0	0	0	0	0.17	0.15
100	0.36	1.2e-06	0	0.16	0.48	0	3.1e-06	0	4	0.24	0.23
101	0.5	0.00027	0	0.23	0.27	0	6.8e-05	0	0	0.17	0.15
102	0.69	0	0	0.31	0.0057	0	2.4e-05	0	0	0.17	0.15
103	0.062	0	0	0.028	0.91	0	0	0	4	0.24	0.23
104	0.14	0.38	0	0.061	0.045	0	0.016	0.36	1	0.11	0.12
105	0.044	0.097	0	0.02	0.18	0	0.0088	0.65	7	0.094	0.067
106	0.69	0	0	0.31	0.0072	0	0	0	0	0.17	0.15
107	6.1e-06	0.0019	0	0	0.16	0	0.0002	0.84	7	0.094	0.067
108	0.69	0.00012	0	0.31	0.0038	0	0	0	0	0.17	0.15
109	0.42	0.14	0	0.19	0.018	0	0.069	0.16	0	0.17	0.15
110	0	7.7e-05	0	0	0.094	0	4.7e-06	0.91	7	0.094	0.067
111	0.67	0.0013	0	0.3	0.015	0	0.0091	3.6e-05	0	0.17	0.15
112	0.63	0	0	0.28	0.095	0	0	0	0	0.17	0.15
113	0.43	0	0	0.19	0.38	0	0	0	0	0.17	0.15
114	0.61	0	0	0.27	0.11	0	0	0	0	0.17	0.15
115	0.69	0	0	0.31	0.0054	0	0	0	0	0.17	0.15
116	0.69	0.0059	0	0.31	0.00017	0	1.3e-05	0	0	0.17	0.15
117	0.69	0	0	0.31	0.00033	0	0	0	0	0.17	0.15
118	0.69	0	0	0.31	5.4e-05	0	0	0	0	0.17	0.15
119	0.21	0	0	0.093	0.7	0	0	0	4	0.24	0.23
120	0.68	0.0024	0	0.31	0	0	0.0092	0	0	0.17	0.15
121	0.69	0	0	0.31	0	0	0	0	0	0.17	0.15
122	0.69	5.6e-06	0	0.31	0.00018	0	7.8e-05	0	0	0.17	0.15
123	0.00073	0.8	0	0.00033	0.017	0	0.001	0.18	1	0.11	0.12
124	2.4e-05	0.0045	0	1.1e-05	0.12	0	0.00021	0.88	7	0.094	0.067
125	0.66	0.022	0	0.29	0.01	0	0.013	0.0072	0	0.17	0.15
126	0.54	0.031	0	0.24	0.018	0	0.062	0.1	0	0.17	0.15
127	0.0051	0.038	0	0.0023	0.12	0	0.0045	0.83	7	0.094	0.067
128	0	0.0011	0	0	0.2	0	0	0.8	7	0.094	0.067
129	0.15	0.14	0	0.066	0.031	0	0.045	0.57	7	0.094	0.067
130	0.18	0.19	0	0.082	0.077	0	0.014	0.46	7	0.094	0.067
131	0.017	0.14	0	0.0075	0.097	0	0.0051	0.73	7	0.094	0.067
132	0	0.0091	0	0	0.05	0	3.2e-06	0.94	7	0.094	0.067
133	0.0067	0.16	0	0.003	0.16	0	0.002	0.67	7	0.094	0.067
134	0	0.00033	0	0	0.4	0	0	0.6	7	0.094	0.067
135	2.1e-05	0.068	0	9.4e-06	0.11	0	0.00014	0.82	7	0.094	0.067
136	0.64	0	0	0.29	0.076	0	0	0	0	0.17	0.15
137	0.51	0.00022	0	0.23	0.26	0	0.00013	0	0	0.17	0.15
138	0.17	0	0	0.076	0.75	0	0	0	4	0.24	0.23
139	0.0018	0.2	0	0.00082	0	0	0.0005	0.8	7	0.094	0.067
140	0.64	0	0	0.29	0.071	0	3.9e-06	0	0	0.17	0.15
141	0	1.2e-05	0	0	0.34	0	0	0.66	7	0.094	0.067
142	3.4e-05	0.0024	0	1.5e-05	0.029	0	0.0021	0.97	7	0.094	0.067
143	0.0027	0.059	0	0.0012	0.2	0	0.0011	0.73	7	0.094	0.067
144	0.082	0.08	0	0.037	0.028	0	0.07	0.7	7	0.094	0.067
145	0.24	0.17	0	0.11	0.049	0	0.025	0.41	7	0.094	0.067
146	0.32	0	0	0.14	0.54	0	1.6e-05	0	4	0.24	0.23
147	0.61	0.02	0	0.27	2.6e-05	0	0.087	0.0057	0	0.17	0.15
148	0	0.0004	0	0	0	0	5.8e-05	1	7	0.094	0.067
149	0.69	0	0	0.31	0	0	0	0	0	0.17	0.15
150	0.68	0.016	0	0.3	0.00034	0	0.0029	0.00048	0	0.17	0.15
151	0.55	0.055	0	0.25	0	0	0.14	0.0048	0	0.17	0.15
152	0.65	0.033	0	0.29	0.0081	0	0.0044	0.012	0	0.17	0.15
153	0.69	3e-05	0	0.31	0	0	8.4e-06	0	0	0.17	0.15
154	0.68	0.0098	0	0.31	0	0	0.0028	9.5e-06	0	0.17	0.15
155	0.68	0.0065	0	0.31	0.0035	0	0.00045	4.2e-05	0	0.17	0.15
156	0.0054	0.0037	0	0.0024	0	0	0.95	0.042	6	0.17	0.083
157	0.65	0	0	0.29	0.06	0	0	0	0	0.17	0.15
158	0.66	0	0	0.3	0.04	0	0.00029	0	0	0.17	0.15
159	0.69	9.4e-05	0	0.31	4.7e-05	0	0	0	0	0.17	0.15
160	0	0.0014	0	0	0.25	0	6e-06	0.75	7	0.094	0.067
161	0.68	0.014	0	0.3	5.7e-06	0	0.00045	7.7e-06	0	0.17	0.15
162	0.65	0.0066	0	0.29	0.041	0	0.0052	0.0007	0	0.17	0.15
163	0.66	0.0048	0	0.29	0.042	0	0.0013	0.00013	0	0.17	0.15
164	0.69	0	0	0.31	0.00033	0	0	0	0	0.17	0.15
165	0.69	0.0015	0	0.31	0	0	1.3e-05	0	0	0.17	0.15
166	0.66	0.011	0	0.3	0.026	0	0.0017	0.0021	0	0.17	0.15
167	0.63	0.0018	0	0.28	0.092	0	0.00044	6.6e-05	0	0.17	0.15
168	0.61	0.005	0	0.27	0.093	0	0.021	0.0025	0	0.17	0.15
169	0.66	0	0	0.29	0.046	0	0	0	0	0.17	0.15
170	0.68	0.015	0	0.3	0	0	0.00027	0	0	0.17	0.15
171	0	0	0	0	1	0	0	0	4	0.24	0.23
172	0.69	0.001	0	0.31	0.0011	0	0.00014	0	0	0.17	0.15
173	0.67	0.0015	0	0.3	0.026	0	0.0081	5.4e-05	0	0.17	0.15
174	0.69	0	0	0.31	0.0072	0	0	0	0	0.17	0.15
175	0	7.3e-05	0	0	0.0006	0	0.00014	1	7	0.094	0.067
176	0.67	0.029	0	0.3	2.9e-05	0	0.004	0.00035	0	0.17	0.15
177	0.67	0.018	0	0.3	0.0014	0	0.0037	0.00081	0	0.17	0.15
178	0	0.003	0	0	0.078	0	3e-05	0.92	7	0.094	0.067
