SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0.17	0	0	0.012	0	0	0	0	0	0.48	0.0002	0.32	0	0.016	0.0053	0	9	0.076	0.067
1	0.0092	0	0	0.00013	0	0	0	0	0	0.53	1.6e-05	0.43	0	0.03	5.5e-05	0	9	0.076	0.067
2	0.012	0	0	0.69	1.3e-05	0.00026	0	0.00051	0	0	0.0016	5.5e-06	0	1.6e-05	0.3	0	3	0.17	0.15
3	0.042	0	0	0.00018	0	0	0	0	0	0.14	6.6e-05	0.65	0	0.16	8e-05	0	11	0.094	0.067
4	3.1e-05	0	0	0	0	0	0	0	0	0.72	0	0.28	0	0.0027	0	0	9	0.076	0.067
5	0	0	0	0.59	3.3e-05	7.3e-05	0	0.16	0	0	0.00034	0	0	0	0.26	0	3	0.17	0.15
6	0.013	0	0	0.68	1.4e-05	1.2e-06	0	0.00011	0	0	0.0048	3.2e-06	0	5.6e-05	0.3	0	3	0.17	0.15
7	0.012	0	0	0.00033	0	0	0	0	0	0.38	4.6e-05	0.53	0	0.077	0.00014	0	11	0.094	0.067
8	0.02	0	0	0.67	0.00027	0.0091	0	0.0031	0.00032	0.00011	0.0022	0.0004	0	0.00048	0.29	0	3	0.17	0.15
9	0.043	0	0	0.48	0.013	0	0	0.00076	0	0.00014	0.043	0.0082	0	0.2	0.21	0	3	0.17	0.15
10	1e-05	0	0	0.42	0.084	0.027	0	0.27	0.0048	0	0.0035	0	0	8.3e-06	0.19	0	3	0.17	0.15
11	0.0071	0	0	0.69	3.2e-05	0.00021	0	0.00059	0	0	0.0023	5.3e-06	0	4.3e-05	0.3	0	3	0.17	0.15
12	0.1	0	0	0.62	2.7e-06	0.00015	0	9.7e-05	0	0.00013	0.0013	0.00032	0	0.00012	0.27	0	3	0.17	0.15
13	0.12	0	0	0.56	0.00075	0.00056	0	0.0012	1.1e-05	0.015	0.0054	0.035	0	0.021	0.24	0	3	0.17	0.15
14	0.11	0	0	0.41	0.003	0.00058	0	0.0018	3e-05	0.065	0.0063	0.14	0	0.085	0.18	0	3	0.17	0.15
15	0.082	0	0	0.62	0.00062	0.00048	0	0.0012	6.3e-06	0.0033	0.0055	0.012	0	0.011	0.27	0	3	0.17	0.15
16	8e-05	0	1.2e-05	0.47	0.0017	0.2	1.2e-05	0.068	0.05	0	0.00089	0	0	1.4e-06	0.21	0	3	0.17	0.15
17	0.03	0	0	0.67	0.0002	8.4e-05	0	0.00057	0	3.3e-05	0.0056	0.00049	0	0.0021	0.29	0	3	0.17	0.15
18	0.017	0	3e-06	0.66	0.0011	0.021	3e-06	0.0072	0.0023	0.00024	0.0027	0.00084	0	0.0011	0.29	0	3	0.17	0.15
19	0.015	0	0	0.035	0.0062	0	0	8e-05	0	0.0063	0.0056	0.12	0	0.8	0.015	0	13	0.13	0.067
20	0.08	0	0	0.0077	1.1e-06	0	0	0	0	0.61	0.00014	0.29	0	0.013	0.0033	0	9	0.076	0.067
21	0.61	0	0	0.2	3.5e-06	0	0	3e-06	0	0.018	0.0037	0.065	0	0.024	0.085	0	0	0.11	0.12
22	0.00078	0	0	0.69	0.0012	0.0011	0	0.009	1e-05	0	0.0038	0	0	3.3e-05	0.3	0	3	0.17	0.15
23	0.035	0	1.7e-06	0.61	0.01	0.0074	1.7e-06	0.011	0.0015	0.0055	0.0068	0.019	0	0.026	0.27	0	3	0.17	0.15
24	0.021	0	0	0.68	0	0	0	0	0	0	0.00089	0	0	0	0.3	0	3	0.17	0.15
25	0.016	0	0	0.68	0.00018	1.3e-06	0	0.00025	0	0	0.011	4.2e-05	0	0.0011	0.29	0	3	0.17	0.15
26	0	0	0	0.59	0.00086	0.00086	0	0.15	1.3e-06	0	0.0011	0	0	0	0.26	0	3	0.17	0.15
27	0.0078	0	0	0.68	0.0023	2.7e-05	0	0.0026	0	0	0.011	4.9e-05	0	0.0013	0.3	0	3	0.17	0.15
28	4.4e-06	0	0	0.69	1.8e-06	0.0049	0	0.0031	1e-06	0	0.00026	0	0	0	0.3	0	3	0.17	0.15
29	0.014	0	0	6.4e-06	0	0	0	0	0	0.54	1.7e-06	0.43	0	0.01	2.8e-06	0	9	0.076	0.067
30	0.049	0	0	0.0011	0	0	0	0	0	0.77	1.6e-05	0.18	0	0.0024	0.00047	0	9	0.076	0.067
31	0.61	0	0	0.013	0	0	0	0	0	0.17	0.00032	0.18	0	0.0094	0.0058	0	0	0.11	0.12
32	3.5e-06	0	0	0	0	0	0	0	0	0.59	0	0.41	0	0.00049	0	0	9	0.076	0.067
33	0.011	0	0	0.39	0.18	0.00011	0	0.013	9.1e-06	0.00039	0.023	0.01	0	0.19	0.17	0	3	0.17	0.15
34	0.0021	0	0	0.69	0	5.2e-06	0	4.1e-05	0	0	0.00081	0	0	0	0.3	0	3	0.17	0.15
35	0.00039	0	0	0.69	6.9e-06	0.00088	0	0.0015	0	0	0.00074	0	0	0	0.3	0	3	0.17	0.15
36	0.15	0	0	0.07	8.5e-05	3.5e-06	0	3.7e-05	0	0.35	0.0014	0.34	0	0.054	0.031	0	9	0.076	0.067
37	0.023	0	0	0.67	0.0017	6.1e-05	0	0.0016	0	3.7e-05	0.011	0.0008	0	0.0067	0.29	0	3	0.17	0.15
38	0.25	0	0	0.069	1.1e-05	1.1e-06	0	8.6e-06	0	0.33	0.001	0.29	0	0.031	0.03	0	9	0.076	0.067
39	0.011	0	0	5.6e-05	0	0	0	0	0	0.67	5.9e-06	0.31	0	0.0085	2.4e-05	0	9	0.076	0.067
40	0.0027	0	0	0.69	0	0	0	7.7e-06	0	0	0.0025	0	0	1e-06	0.3	0	3	0.17	0.15
41	0.02	0	0	0.68	3.9e-05	0.00011	0	0.0005	0	2.7e-06	0.0028	3.4e-05	0	0.00011	0.3	0	3	0.17	0.15
42	0.046	0	0	0.65	0.00025	0.0062	0	0.002	0.0002	0.0011	0.0025	0.0024	0	0.0015	0.28	0	3	0.17	0.15
43	0.04	0	0	0.66	0.00046	0.00092	0	0.0015	1e-05	0.00042	0.0045	0.0023	0	0.0037	0.29	0	3	0.17	0.15
44	0.069	0	0	0.082	0.0014	9.4e-06	0	0.00019	0	0.19	0.003	0.4	0	0.21	0.036	0	11	0.094	0.067
45	0.76	0	0	0.046	0	0	0	0	0	0.016	0.0023	0.11	0	0.047	0.02	0	0	0.11	0.12
46	0.00019	0	0.0017	0.31	0.013	0.27	0.0017	0.071	0.21	0	0.0013	2.5e-06	0	8.7e-05	0.13	0	3	0.17	0.15
47	0.0041	0	0	0.69	6.6e-06	0.00063	0	0.0006	0	0	0.001	0	0	2.5e-06	0.3	0	3	0.17	0.15
48	0.0058	0	0	2.1e-06	0	0	0	0	0	0.57	0	0.42	0	0.0083	0	0	9	0.076	0.067
49	0.00063	0	0	0	0	0	0	0	0	0.82	0	0.18	0	0.0003	0	0	9	0.076	0.067
50	0.072	0	0	0.036	0.00017	1.4e-06	0	2.9e-05	0	0.31	0.0012	0.44	0	0.12	0.016	0	11	0.094	0.067
51	0.0032	0	0	0	0	0	0	0	0	0.48	0	0.51	0	0.009	0	0	11	0.094	0.067
52	0.017	0	0	0.68	0	2.7e-05	0	8.9e-06	0	0	0.00032	0	0	0	0.3	0	3	0.17	0.15
53	0.013	0	1.2e-06	0.61	0.04	0.0079	1.2e-06	0.025	0.0022	0.00066	0.0093	0.0055	0	0.026	0.26	0	3	0.17	0.15
54	0.059	0	0	0.65	8.6e-05	7.1e-05	0	0.0004	0	0.00012	0.0043	0.0008	0	0.0013	0.28	0	3	0.17	0.15
55	0.0013	0	0	0	0	0	0	0	0	0.86	0	0.14	0	2.9e-05	0	0	9	0.076	0.067
56	0	0	0	0.46	0.18	1.1e-05	0	0.15	0	0	0.015	0	0	0	0.2	0	3	0.17	0.15
57	0.12	0	0	0.4	0.0019	0.0004	0	0.0012	1.3e-05	0.066	0.006	0.15	0	0.088	0.17	0	3	0.17	0.15
58	0.0018	0	0	0	0.027	3e-06	0	0.0015	0	0.84	0	0.13	0	0.00031	0	0	9	0.076	0.067
59	0.042	0	0	0.64	0.0013	1.4e-05	0	0.00079	7.7e-05	0.00036	0.014	0.0039	0	0.012	0.28	0	3	0.17	0.15
60	0.0067	0	0	7.1e-06	0.0029	0	0	4.9e-06	0	0.33	5.3e-06	0.62	0	0.044	3.1e-06	0	11	0.094	0.067
61	0.012	0	0	0.0013	0.00057	0	0	5.3e-06	0	0.13	0.00024	0.57	0	0.29	0.00056	0	11	0.094	0.067
62	0.0036	0	0	0.69	5.2e-05	0.00027	0	0.0012	0	0	0.0022	1.1e-06	0	1.5e-05	0.3	0	3	0.17	0.15
63	0.25	0	0	0.084	2.7e-05	0	0	9.9e-06	0	0.2	0.002	0.35	0	0.082	0.036	0	11	0.094	0.067
64	0.00018	0	0	0	0	0	0	0	0	0.58	0	0.42	0	0.004	0	0	9	0.076	0.067
65	0.058	0	0	0.33	0.016	7.8e-06	0	0.0013	0	0.0062	0.019	0.075	0	0.35	0.14	0	13	0.13	0.067
66	0.073	0	0	0.00011	0	0	0	0	0	0.57	7.4e-06	0.35	0	0.0061	4.9e-05	0	9	0.076	0.067
67	0.13	0	0	0.031	5.2e-05	0	0	2.5e-06	0	0.075	0.0027	0.41	0	0.33	0.014	0	11	0.094	0.067
68	1.6e-05	0	0	0	0	0	0	0	0	0.58	0	0.42	0	0.0012	0	0	9	0.076	0.067
69	0.0026	0	0	0.69	3e-05	1.7e-06	0	0.00027	0	0	0.0049	0	0	1.2e-05	0.3	0	3	0.17	0.15
70	0.015	0	0	2.2e-05	0	0	0	0	0	0.61	2.3e-06	0.36	0	0.0073	9.4e-06	0	9	0.076	0.067
71	0.031	0	0	9.1e-05	0	0	0	0	0	0.5	1.3e-05	0.45	0	0.019	4e-05	0	9	0.076	0.067
72	0.00067	0	1.8e-06	0.59	0.025	0.037	1.8e-06	0.072	0.011	0	0.0043	7.5e-06	0	0.00031	0.26	0	3	0.17	0.15
73	9.1e-05	0	0	0.69	0	0	0	0	0	0	0.0063	0	0	0	0.3	0	3	0.17	0.15
74	0.12	0	0	0.45	0.0013	4.6e-05	0	0.00053	0	0.016	0.0095	0.084	0	0.12	0.2	0	3	0.17	0.15
75	0.012	0	0.0019	0.64	0.0046	0.014	0.0019	0.013	0.0098	0.00082	0.0039	0.0037	0	0.0081	0.28	0	3	0.17	0.15
76	0.0019	0	0.0016	0.67	0.00016	0.017	0.0016	0.0068	0.0011	0	0.0011	4.9e-06	0	2.8e-05	0.29	0	3	0.17	0.15
77	0.15	0	1.7e-06	0.038	7.5e-06	0.034	1.7e-06	2.3e-06	0.021	0.24	0.001	0.41	0	0.088	0.016	0	11	0.094	0.067
78	6.4e-06	0	0.002	0.69	6.5e-06	0.0021	0.002	0.0038	0	0	0.00043	0	0	0	0.3	0	3	0.17	0.15
79	0.00032	0	0.0023	0.66	0.00012	0.031	0.0023	0.009	0.00095	0	0.00084	0	0	4.2e-06	0.29	0	3	0.17	0.15
80	0.0043	0	3.5e-05	0.69	0	0	3.5e-05	1.6e-05	3.8e-05	0	0.0022	0	0	2.9e-06	0.3	0	3	0.17	0.15
81	0.057	0	0.00032	0.64	1.8e-05	0.013	0.00032	0.00077	0.0008	0.0034	0.00088	0.003	0	0.00054	0.28	0	3	0.17	0.15
82	0	0	0.019	0.5	0.07	1.9e-05	0.019	0.17	2.2e-05	0	0.0088	0	0	0	0.22	0	3	0.17	0.15
83	0.0019	0	0.00061	0.68	3.1e-06	0.014	0.00061	0.0012	0.00013	0	0.00036	0	0	0	0.3	0	3	0.17	0.15
84	0.081	0	0.00032	0.61	0.00012	0.0037	0.00032	0.00096	0.0027	0.0094	0.0023	0.013	0	0.0044	0.27	0	3	0.17	0.15
85	0.0012	0	0	0	0	0	0	0	0	0.87	0	0.13	0	8.6e-05	0	0	9	0.076	0.067
86	0.0031	0	0	0.69	0	0	0	0	0	0	0.0008	0	0	0	0.3	0	3	0.17	0.15
87	0.0031	0	1.2e-05	0.69	0	0	1.2e-05	2.8e-06	2e-06	0	0.0011	0	0	0	0.3	0	3	0.17	0.15
88	0	0	0	0	0	0	0	0	0	0.82	0	0.18	0	0.0011	0	0	9	0.076	0.067
89	0.00043	0	0	0.69	0	0.0019	0	0.00063	0	0	0.00037	0	0	0	0.3	0	3	0.17	0.15
90	0.0074	0	0	0.011	0.0013	0	0	1.9e-06	0	5.3e-05	0.0098	0.012	0	0.95	0.005	0	13	0.13	0.067
91	0.001	0	0	0.7	0	2.5e-06	0	1.7e-06	0	0	9.9e-05	0	0	0	0.3	0	3	0.17	0.15
92	0	0	2.5e-06	0.68	0.00087	0.0059	2.5e-06	0.0096	0.0071	0	0.0027	0	0	0	0.3	0	3	0.17	0.15
93	0.0011	0	0.00019	0.65	0.001	0.039	0.00019	0.017	0.0097	0	0.0019	2.5e-06	0	3.6e-05	0.28	0	3	0.17	0.15
94	0	0	0.35	0.0015	0	0.2	0.35	3.9e-05	0.11	0	0	0	0	0	0.00066	0	2	0.39	0.31
