SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.0047	0.069	0	0.069	0	0	0	0	0.069	0.00078	0.069	0.0024	0	0.0037	0.71	0.0047	0	0	14	0.076	0.067
1	6.1e-05	0.013	0	0.013	0	0	0	0	0.013	0.0023	0.013	3.1e-05	0	4.8e-05	0.94	6.1e-05	0	0	14	0.076	0.067
2	0.3	0.0013	0	0.0013	1.5e-06	0.00014	0	0	0.0013	1.5e-05	0.0013	0.15	0.00014	0.24	0	0.3	0	0	0	0.17	0.15
3	0.00015	0.14	0	0.14	0	0	0	0	0.14	0.014	0.14	7.8e-05	0	0.00012	0.45	0.00015	0	0	14	0.076	0.067
4	0	0.00014	0	0.00014	0	0	0	0	0.00014	1.5e-05	0.00014	0	0	0	1	0	0	0	14	0.076	0.067
5	0.3	0	0	0	0	4.6e-05	0	0	0	0	0	0.15	4.7e-05	0.24	0	0.3	0	0	0	0.17	0.15
6	0.3	0.002	0	0.002	1.5e-06	0	0	0	0.002	7.8e-05	0.002	0.15	0	0.24	0	0.3	0	0	0	0.17	0.15
7	0.0002	0.025	0	0.025	0	0	0	0	0.025	0.012	0.025	0.0001	0	0.00016	0.89	0.0002	0	0	14	0.076	0.067
8	0.3	0.0039	0.00017	0.0039	1.3e-06	0.0049	0	0.00017	0.0039	0.00051	0.0039	0.15	0.005	0.23	0.00018	0.3	0	0	0	0.17	0.15
9	0.15	0.025	0	0.025	0	0	0	0	0.025	0.42	0.025	0.074	0	0.11	0.00016	0.15	0	0	9	0.17	0.067
10	0.29	3.9e-06	0.0039	3.9e-06	0	0.023	0	0.0039	3.9e-06	0.0016	3.9e-06	0.15	0.023	0.22	0	0.29	0	0	0	0.17	0.15
11	0.3	0.00098	0	0.00098	1.3e-06	0.00011	0	0	0.00098	6.8e-05	0.00098	0.15	0.00012	0.24	0	0.3	0	0	0	0.17	0.15
12	0.29	0.012	0	0.012	2.7e-06	8.8e-05	0	0	0.012	3e-05	0.012	0.15	8.9e-05	0.23	0.00022	0.29	0	0	0	0.17	0.15
13	0.24	0.042	5.9e-06	0.042	1.4e-06	0.0003	0	5.9e-06	0.042	0.013	0.042	0.12	0.0003	0.19	0.024	0.24	0	0	0	0.17	0.15
14	0.18	0.055	1.6e-05	0.055	0	0.00032	0	1.6e-05	0.055	0.067	0.055	0.093	0.00032	0.14	0.11	0.18	0	0	0	0.17	0.15
