SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	0.99	0	0	0.011	0	0.094	0.083
1	1	0	0	0.00028	0	0.094	0.083
2	0.0004	0	0.00052	1	3	0.17	0.15
3	1	0	0	0.00018	0	0.094	0.083
4	1	0	0	0	0	0.094	0.083
5	0	0	0.00017	1	3	0.17	0.15
6	0.00025	0	2.4e-06	1	3	0.17	0.15
7	1	0	0	0.00069	0	0.094	0.083
8	0.006	0	0.018	0.98	3	0.17	0.15
9	0.05	0	0	0.95	3	0.17	0.15
10	0	0	0.081	0.92	3	0.17	0.15
11	0.00024	0	0.00043	1	3	0.17	0.15
12	0.016	0	0.00034	0.98	3	0.17	0.15
13	0.2	0	0.0011	0.8	3	0.17	0.15
14	0.42	0	0.0011	0.58	3	0.17	0.15
15	0.088	0	0.00097	0.91	3	0.17	0.15
16	0	0	0.37	0.63	3	0.17	0.15
17	0.007	0	0.00017	0.99	3	0.17	0.15
18	0.0081	0	0.042	0.95	3	0.17	0.15
19	0.72	0	0	0.28	0	0.094	0.083
20	0.99	0	0	0.0099	0	0.094	0.083
21	0.74	0	0	0.26	0	0.094	0.083
22	1.5e-05	0	0.0023	1	3	0.17	0.15
23	0.07	0	0.015	0.91	3	0.17	0.15
24	7.3e-06	0	0	1	3	0.17	0.15
25	0.0011	0	2.7e-06	1	3	0.17	0.15
26	0	0	0.002	1	3	0.17	0.15
27	0.00082	0	5.5e-05	1	3	0.17	0.15
28	0	0	0.0097	0.99	3	0.17	0.15
29	1	0	0	7.4e-06	0	0.094	0.083
30	1	0	0	0.0017	0	0.094	0.083
31	0.99	0	0	0.0075	0	0.094	0.083
32	1	0	0	0	0	0.094	0.083
33	0.035	0	0.00038	0.97	3	0.17	0.15
34	1.9e-06	0	1e-05	1	3	0.17	0.15
35	0	0	0.0017	1	3	0.17	0.15
36	0.92	0	5.2e-06	0.076	0	0.094	0.083
37	0.0076	0	0.00013	0.99	3	0.17	0.15
38	0.94	0	1.4e-06	0.062	0	0.094	0.083
39	1	0	0	0.00011	0	0.094	0.083
40	2.4e-06	0	0	1	3	0.17	0.15
41	0.0014	0	0.00022	1	3	0.17	0.15
