SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0.092	0	0	0.0018	0.0037	0.0037	0	0	0.092	0	0	0.092	0.71	0.008	0	12	0.076	0.067
1	0.018	0	0	0.0016	4.8e-05	4.8e-05	0	0	0.018	0	0	0.018	0.94	0.0001	0	12	0.076	0.067
2	0.0018	0.00026	2.7e-06	0.00049	0.24	0.24	2.3e-06	2.3e-06	0.0018	0	0	0.0018	0	0.52	0.0002	13	0.17	0.15
3	0.18	0	0	0.014	0.00012	0.00012	0	0	0.18	0	0	0.18	0.44	0.00026	0	12	0.076	0.067
4	0.00018	0	0	2.2e-06	0	0	0	0	0.00018	0	0	0.00018	1	0	0	12	0.076	0.067
5	0	8.5e-05	0	0	0.24	0.24	6.9e-06	6.9e-06	0	0	0	0	0	0.52	6.5e-05	13	0.17	0.15
6	0.0028	1.2e-06	2.5e-06	0.0027	0.24	0.24	2.4e-06	2.4e-06	0.0028	0	0	0.0028	0	0.51	0	13	0.17	0.15
7	0.033	0	0	0.0072	0.00016	0.00016	0	0	0.033	0	0	0.033	0.89	0.00035	0	12	0.076	0.067
8	0.0052	0.0089	2.2e-06	0.0034	0.23	0.23	4.8e-05	4.8e-05	0.0052	3.6e-06	0	0.0052	0.00018	0.5	0.0069	13	0.17	0.15
9	0.024	0	0	0.59	0.08	0.08	0.0011	0.0011	0.024	0	0	0.024	0.00011	0.17	0	3	0.17	0.083
10	4.9e-06	0.038	0	0.012	0.21	0.21	0.022	0.022	4.9e-06	0	0	4.9e-06	0	0.46	0.03	13	0.17	0.15
11	0.0013	0.00021	2.2e-06	0.0014	0.24	0.24	5.7e-06	5.7e-06	0.0013	0	0	0.0013	0	0.52	0.00016	13	0.17	0.15
12	0.017	0.00016	4.7e-06	0.00063	0.23	0.23	0	0	0.017	0	0	0.017	0.00023	0.49	0.00012	13	0.17	0.15
13	0.055	0.00053	2.3e-06	0.033	0.19	0.19	0.00013	0.00013	0.055	0	0	0.055	0.023	0.4	0.00041	13	0.17	0.15
14	0.072	0.00056	1.5e-06	0.091	0.14	0.14	0.00052	0.00052	0.072	0	0	0.072	0.1	0.3	0.00043	13	0.17	0.15
15	0.036	0.00045	2.4e-06	0.027	0.21	0.21	0.00011	0.00011	0.036	0	0	0.036	0.0053	0.45	0.00035	13	0.17	0.15
16	1.2e-05	0.19	0	0.00042	0.16	0.16	0.0003	0.0003	1.2e-05	0.0002	0	1.2e-05	0	0.34	0.15	13	0.17	0.15
17	0.011	8.1e-05	2.3e-06	0.015	0.23	0.23	3.5e-05	3.5e-05	0.011	0	0	0.011	5.4e-05	0.49	6.3e-05	13	0.17	0.15
18	0.0054	0.021	1.8e-06	0.007	0.23	0.23	0.00019	0.00019	0.0054	4e-05	0	0.0054	0.00039	0.49	0.016	13	0.17	0.15
19	0.034	0	0	0.83	0.013	0.013	0.0012	0.0012	0.034	0	0	0.034	0.011	0.028	0	3	0.17	0.083
20	0.046	0	0	0.0015	0.0023	0.0023	0	0	0.046	0	0	0.046	0.85	0.0049	0	12	0.076	0.067
21	0.24	0	1.7e-06	0.014	0.055	0.055	0	0	0.24	0	0	0.24	0.024	0.12	0	0	0.11	0.1
22	0.00019	0.0011	0	0.0042	0.24	0.24	0.00022	0.00022	0.00019	0	0	0.00019	0	0.52	0.00086	13	0.17	0.15
23	0.02	0.007	1.5e-06	0.07	0.2	0.2	0.0017	0.0017	0.02	1.1e-05	0	0.02	0.0087	0.44	0.0054	13	0.17	0.15
24	0.00087	0	6.8e-06	9.3e-06	0.24	0.24	0	0	0.00087	0	0	0.00087	0	0.52	0	13	0.17	0.15
25	0.0061	1.3e-06	1.9e-06	0.027	0.23	0.23	3.1e-05	3.1e-05	0.0061	0	0	0.0061	0	0.5	0	13	0.17	0.15
26	0	0.00099	0	3.5e-05	0.24	0.24	0.00018	0.00018	0	0	0	0	0	0.52	0.00077	13	0.17	0.15
27	0.0033	2.6e-05	1.3e-06	0.04	0.23	0.23	0.00039	0.00039	0.0033	0	0	0.0033	1.4e-06	0.49	2e-05	13	0.17	0.15
28	0	0.0048	0	3.1e-06	0.24	0.24	0	0	0	0	0	0	0	0.51	0.0037	13	0.17	0.15
29	0.027	0	0	0.00014	2.3e-06	2.3e-06	0	0	0.027	0	0	0.027	0.92	4.9e-06	0	12	0.076	0.067
30	0.021	0	0	0.00011	0.00028	0.00028	0	0	0.021	0	0	0.021	0.93	0.00059	0	12	0.076	0.067
31	0.25	0	0	0.0013	0.0036	0.0036	0	0	0.25	0	0	0.25	0.23	0.0078	0	0	0.11	0.1
32	9.6e-05	0	0	0	0	0	0	0	9.6e-05	0	0	9.6e-05	1	0	0	12	0.076	0.067
33	0.0079	6.2e-05	0	0.62	0.078	0.078	0.019	0.019	0.0079	0	0	0.0079	0.00036	0.17	4.8e-05	3	0.17	0.083
