SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0.99	0.0012	0.011	0	0	0	0	0.094	0.083
1	1	0.0022	0.00028	0	0	0	0	0.094	0.083
2	0.0004	0.00049	1	0	0.00056	0	2	0.17	0.15
3	0.99	0.0049	0.00018	0	0	0	0	0.094	0.083
4	1	2.8e-05	0	0	0	0	0	0.094	0.083
5	0	0	1	0	0.00018	0	2	0.17	0.15
6	0.00025	0.0027	1	0	2.6e-06	0	2	0.17	0.15
7	0.99	0.0072	0.00068	0	0	0	0	0.094	0.083
8	0.006	0.0034	0.97	0	0.02	0	2	0.17	0.15
9	0.019	0.62	0.36	0	0	0	1	0.17	0.083
10	0	0.012	0.9	0	0.086	0	2	0.17	0.15
11	0.00024	0.0013	1	0	0.00046	0	2	0.17	0.15
12	0.016	0.00064	0.98	0	0.00036	0	2	0.17	0.15
13	0.19	0.032	0.77	0	0.0012	0	2	0.17	0.15
14	0.38	0.081	0.53	0	0.0011	0	2	0.17	0.15
15	0.086	0.027	0.89	0	0.001	0	2	0.17	0.15
16	0	0.00038	0.61	0	0.39	0	2	0.17	0.15
17	0.0069	0.015	0.98	0	0.00018	0	2	0.17	0.15
18	0.0081	0.0068	0.94	0	0.045	0	2	0.17	0.15
19	0.14	0.81	0.054	0	0	0	1	0.17	0.083
20	0.99	0.0016	0.0098	0	0	0	0	0.094	0.083
21	0.73	0.015	0.25	0	0	0	0	0.094	0.083
22	1.5e-05	0.0041	0.99	0	0.0024	0	2	0.17	0.15
23	0.065	0.069	0.85	0	0.015	0	2	0.17	0.15
24	7.3e-06	9.1e-06	1	0	0	0	2	0.17	0.15
25	0.001	0.026	0.97	0	2.8e-06	0	2	0.17	0.15
26	0	3.5e-05	1	0	0.0022	0	2	0.17	0.15
27	0.00079	0.039	0.96	0	5.6e-05	0	2	0.17	0.15
28	0	3e-06	0.99	0	0.01	0	2	0.17	0.15
29	1	0.0001	7.4e-06	0	0	0	0	0.094	0.083
30	1	0.00016	0.0017	0	0	0	0	0.094	0.083
31	0.99	0.00062	0.0074	0	0	0	0	0.094	0.083
32	1	0	0	0	0	0	0	0.094	0.083
33	0.012	0.64	0.34	0	0.00014	0	1	0.17	0.083
34	1.9e-06	3.1e-05	1	0	1.1e-05	0	2	0.17	0.15
35	0	4.8e-05	1	0	0.0019	0	2	0.17	0.15
36	0.91	0.015	0.074	0	5.4e-06	0	0	0.094	0.083
37	0.0072	0.057	0.94	0	0.00013	0	2	0.17	0.15
38	0.93	0.0059	0.061	0	1.4e-06	0	0	0.094	0.083
39	1	0.0004	0.00011	0	0	0	0	0.094	0.083
40	2.4e-06	0.00026	1	0	0	0	2	0.17	0.15
41	0.0014	0.0021	1	0	0.00023	0	2	0.17	0.15
42	0.027	0.0053	0.95	0	0.013	0	2	0.17	0.15
43	0.022	0.016	0.96	0	0.002	0	2	0.17	0.15
44	0.77	0.11	0.12	0	2.1e-05	0	0	0.094	0.083
45	0.94	0.012	0.045	0	0	0	0	0.094	0.083
46	1.9e-05	0.0042	0.44	0	0.56	0	4	0.24	0.23
47	4.6e-05	0.00017	1	0	0.0013	0	2	0.17	0.15
48	1	7.6e-05	3.8e-06	0	0	0	0	0.094	0.083
49	1	0	0	0	0	0	0	0.094	0.083
50	0.91	0.035	0.051	0	3e-06	0	0	0.094	0.083
51	1	3.2e-05	0	0	0	0	0	0.094	0.083
52	5.5e-05	7.8e-06	1	0	5.7e-05	0	2	0.17	0.15
53	0.016	0.13	0.84	0	0.016	0	2	0.17	0.15
54	0.016	0.008	0.98	0	0.00016	0	2	0.17	0.15
55	1	0	0	0	0	0	0	0.094	0.083
56	0	0.03	0.97	0	3.5e-05	0	2	0.17	0.15
57	0.41	0.076	0.51	0	0.00077	0	2	0.17	0.15
58	1	4.6e-06	2e-06	0	1.9e-05	0	0	0.094	0.083
59	0.03	0.095	0.88	0	2.9e-05	0	2	0.17	0.15
60	1	0.0012	1.1e-05	0	0	0	0	0.094	0.083
61	0.92	0.074	0.0033	0	0	0	0	0.094	0.083
62	6.8e-05	0.00095	1	0	0.00057	0	2	0.17	0.15
63	0.91	0.017	0.075	0	0	0	0	0.094	0.083
64	1	1e-05	0	0	0	0	0	0.094	0.083
65	0.13	0.52	0.35	0	1.2e-05	0	1	0.17	0.083
66	1	7e-05	8e-05	0	0	0	0	0.094	0.083
67	0.87	0.091	0.035	0	0	0	0	0.094	0.083
68	1	0	0	0	0	0	0	0.094	0.083
69	1.5e-05	0.002	1	0	3.7e-06	0	2	0.17	0.15
70	1	0.00011	3.2e-05	0	0	0	0	0.094	0.083
71	1	0.00044	9.2e-05	0	0	0	0	0.094	0.083
72	7.1e-05	0.017	0.9	0	0.084	0	2	0.17	0.15
73	0	2.9e-05	1	0	0	0	2	0.17	0.15
74	0.28	0.13	0.59	0	8.9e-05	0	2	0.17	0.15
75	0.014	0.034	0.92	0	0.03	0	2	0.17	0.15
76	0.00012	0.00094	0.96	0	0.036	0	2	0.17	0.15
77	0.91	0.014	0.034	0	0.045	0	0	0.094	0.083
78	0	2e-05	1	0	0.0045	0	2	0.17	0.15
79	5.1e-06	0.00043	0.93	0	0.065	0	2	0.17	0.15
80	1.4e-05	0.00039	1	0	0	0	2	0.17	0.15
81	0.041	0.0011	0.93	0	0.028	0	2	0.17	0.15
82	0	0.013	0.99	0	5.7e-05	0	2	0.17	0.15
83	2.9e-05	5.1e-05	0.97	0	0.029	0	2	0.17	0.15
84	0.11	0.008	0.88	0	0.0078	0	2	0.17	0.15
85	1	0	0	0	0	0	0	0.094	0.083
86	0	3.5e-06	1	0	0	0	2	0.17	0.15
87	0	2.6e-05	1	0	0	0	2	0.17	0.15
88	1	1.5e-05	0	0	0	0	0	0.094	0.083
89	0	1.2e-05	1	0	0.0041	0	2	0.17	0.15
90	0.01	0.98	0.0076	0	0	0	1	0.17	0.083
91	0	0	1	0	5.4e-06	0	2	0.17	0.15
92	0	0.0029	0.98	0	0.013	0	2	0.17	0.15
93	5.3e-05	0.0019	0.92	0	0.081	0	2	0.17	0.15
94	0	0	0.0052	0	0.99	0	4	0.24	0.23
95	0	0	0.069	0	0.93	0	4	0.24	0.23
96	0	0	0.0077	0	0.99	0	4	0.24	0.23
97	0	0	1	0	0.00065	0	2	0.17	0.15
98	0	0	0.31	0	0.69	0	4	0.24	0.23
99	0	0	0.8	0	0.2	0	2	0.17	0.15
100	0	3.2e-06	0.52	0	0.48	0	2	0.17	0.15
101	2.3e-06	7e-05	0.72	0	0.28	0	2	0.17	0.15
102	0	2.5e-05	0.99	0	0.0058	0	2	0.17	0.15
103	0	0	0.088	0	0.91	0	4	0.24	0.23
104	0.83	0.011	0.13	0	0.031	0	0	0.094	0.083
105	0.8	0.0072	0.05	0	0.15	0	0	0.094	0.083
106	0	0	0.99	0	0.0075	0	2	0.17	0.15
107	0.71	0.00036	1.5e-05	0	0.29	0	0	0.094	0.083
108	0	0	1	0	0.0039	0	2	0.17	0.15
109	0.36	0.065	0.56	0	0.017	0	2	0.17	0.15
110	0.62	1.9e-05	0	0	0.38	0	0	0.094	0.083
111	0.00017	0.0095	0.97	0	0.015	0	2	0.17	0.15
112	0	0	0.9	0	0.097	0	2	0.17	0.15
113	0	0	0.61	0	0.39	0	2	0.17	0.15
114	0	0	0.88	0	0.12	0	2	0.17	0.15
115	0	0	0.99	0	0.0055	0	2	0.17	0.15
116	2.2e-05	1.4e-05	1	0	0.00018	0	2	0.17	0.15
117	0	0	1	0	0.00034	0	2	0.17	0.15
118	0	0	1	0	5.6e-05	0	2	0.17	0.15
