SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0.015	0.067	0	2.9e-06	0	0.067	0.067	0.067	0.0017	0.72	0	9	0.076	0.067
1	0.0002	0.013	0	0	0	0.013	0.013	0.013	0.0016	0.95	0	9	0.076	0.067
2	0.99	0.0013	0	0.00088	0	0.0013	0.0013	0.0013	0.00049	0	0	0	0.17	0.15
3	0.0005	0.13	0	0	0	0.13	0.13	0.13	0.014	0.45	0	9	0.076	0.067
4	0	0.00013	0	0	0	0.00013	0.00013	0.00013	2.1e-06	1	0	9	0.076	0.067
5	1	0	0	0	0	0	0	0	0	0	0	0	0.17	0.15
6	0.99	0.002	0	1.9e-05	0	0.002	0.002	0.002	0.0027	0	0	0	0.17	0.15
7	0.00066	0.024	0	0	0	0.024	0.024	0.024	0.0071	0.9	0	9	0.076	0.067
8	0.98	0.0038	0.00045	0.005	0	0.0038	0.0038	0.0038	0.0034	0.00018	0	0	0.17	0.15
9	0.34	0.018	0	0	0	0.018	0.018	0.018	0.59	0.00012	0	8	0.17	0.083
10	0.98	3.9e-06	0.011	0.00017	0	3.9e-06	3.9e-06	3.9e-06	0.013	0	0	0	0.17	0.15
11	0.99	0.00096	0	0.00062	0	0.00096	0.00096	0.00096	0.0014	0	0	0	0.17	0.15
12	0.95	0.012	0	0.0026	0	0.012	0.012	0.012	0.00062	0.00023	0	0	0.17	0.15
13	0.78	0.04	1.5e-05	0.00063	0	0.04	0.04	0.04	0.033	0.024	0	0	0.17	0.15
14	0.59	0.053	4.2e-05	0.00033	0	0.053	0.053	0.053	0.091	0.11	0	0	0.17	0.15
15	0.86	0.026	8.7e-06	0.00058	0	0.026	0.026	0.026	0.026	0.0054	0	0	0.17	0.15
16	0.9	1.2e-05	0.094	0.0046	0	1.2e-05	1.2e-05	1.2e-05	0.00057	0	0	0	0.17	0.15
17	0.95	0.0078	0	0.00024	0	0.0078	0.0078	0.0078	0.015	5.5e-05	0	0	0.17	0.15
18	0.97	0.004	0.0033	0.0049	0	0.004	0.004	0.004	0.0071	0.00041	0	0	0.17	0.15
19	0.055	0.025	0	0	0	0.025	0.025	0.025	0.83	0.012	0	8	0.17	0.083
20	0.0093	0.033	0	2e-06	0	0.033	0.033	0.033	0.0015	0.86	0	9	0.076	0.067
21	0.24	0.18	0	4.7e-06	0	0.18	0.18	0.18	0.014	0.024	0	0	0.17	0.15
22	1	0.00014	1.5e-05	0.00021	0	0.00014	0.00014	0.00014	0.0042	0	0	0	0.17	0.15
23	0.86	0.015	0.002	0.001	0	0.015	0.015	0.015	0.07	0.0089	0	0	0.17	0.15
24	1	0.00063	0	8.6e-06	0	0.00063	0.00063	0.00063	9.2e-06	0	0	0	0.17	0.15
25	0.96	0.0045	0	8.6e-06	0	0.0045	0.0045	0.0045	0.026	0	0	0	0.17	0.15
26	1	0	2.2e-06	1e-05	0	0	0	0	3.5e-05	0	0	0	0.17	0.15
27	0.95	0.0024	0	1.7e-05	0	0.0024	0.0024	0.0024	0.039	1.5e-06	0	0	0.17	0.15
28	1	0	1.5e-06	0.0027	0	0	0	0	3.1e-06	0	0	0	0.17	0.15
29	9.3e-06	0.02	0	0	0	0.02	0.02	0.02	0.00013	0.92	0	9	0.076	0.067
30	0.0011	0.015	0	0	0	0.015	0.015	0.015	0.00011	0.94	0	9	0.076	0.067
31	0.015	0.19	0	0	0	0.19	0.19	0.19	0.0013	0.23	0	9	0.076	0.067
32	0	6.9e-05	0	0	0	6.9e-05	6.9e-05	6.9e-05	0	1	0	9	0.076	0.067
33	0.34	0.006	7.6e-06	4.9e-06	0	0.006	0.006	0.006	0.64	0.00038	0	8	0.17	0.083
34	1	9.3e-05	0	0.00022	0	9.3e-05	9.3e-05	9.3e-05	3.1e-05	0	0	0	0.17	0.15
35	1	2.1e-05	1.2e-06	0.001	0	2.1e-05	2.1e-05	2.1e-05	4.8e-05	0	0	0	0.17	0.15
36	0.099	0.078	0	1.6e-05	0	0.078	0.078	0.078	0.02	0.57	0	9	0.076	0.067
37	0.91	0.008	0	5.9e-05	0	0.008	0.008	0.008	0.057	5.9e-05	0	0	0.17	0.15
38	0.092	0.099	0	2e-05	0	0.099	0.099	0.099	0.0089	0.5	0	9	0.076	0.067
39	6.9e-05	0.01	0	0	0	0.01	0.01	0.01	0.00026	0.96	0	9	0.076	0.067
40	1	0.0002	0	1.3e-05	0	0.0002	0.0002	0.0002	0.00026	0	0	0	0.17	0.15
41	0.99	0.0029	0	0.00037	0	0.0029	0.0029	0.0029	0.0021	4.6e-06	0	0	0.17	0.15
42	0.95	0.0098	0.00029	0.005	0	0.0098	0.0098	0.0098	0.0053	0.0018	0	0	0.17	0.15
43	0.94	0.011	1.4e-05	0.00099	0	0.011	0.011	0.011	0.015	0.0007	0	0	0.17	0.15
44	0.15	0.071	0	1.3e-05	0	0.071	0.071	0.071	0.14	0.42	0	9	0.076	0.067
45	0.04	0.23	0	0	0	0.23	0.23	0.23	0.011	0.016	0	1	0.11	0.1
46	0.6	6.5e-05	0.39	0.0039	0	6.5e-05	6.5e-05	6.5e-05	0.0059	0	8.6e-05	0	0.17	0.15
47	1	0.00031	1.1e-06	0.0018	0	0.00031	0.00031	0.00031	0.00017	0	0	0	0.17	0.15
48	3.1e-06	0.0093	0	0	0	0.0093	0.0093	0.0093	6.3e-05	0.96	0	9	0.076	0.067
49	0	0.00097	0	0	0	0.00097	0.00097	0.00097	0	1	0	9	0.076	0.067
50	0.063	0.065	0	5.5e-06	0	0.065	0.065	0.065	0.045	0.63	0	9	0.076	0.067
51	0	0.01	0	0	0	0.01	0.01	0.01	3.7e-05	0.96	0	9	0.076	0.067
52	0.99	0.00058	0	0.0051	0	0.00058	0.00058	0.00058	7.9e-06	0	0	0	0.17	0.15
53	0.84	0.0062	0.003	0.00046	0	0.0062	0.0062	0.0062	0.13	0.0011	0	0	0.17	0.15
54	0.94	0.013	0	0.00029	0	0.013	0.013	0.013	0.0078	0.00019	0	0	0.17	0.15
55	0	0.002	0	0	0	0.002	0.002	0.002	0	0.99	0	9	0.076	0.067
56	0.97	0	0	0	0	0	0	0	0.03	0	0	0	0.17	0.15
57	0.57	0.058	1.8e-05	0.00033	0	0.058	0.058	0.058	0.085	0.11	0	0	0.17	0.15
58	0	0.0012	0	0	0	0.0012	0.0012	0.0012	0	1	0	9	0.076	0.067
59	0.84	0.016	9.8e-05	2.7e-05	0	0.016	0.016	0.016	0.092	0.00055	0	0	0.17	0.15
60	1.7e-05	0.026	0	0	0	0.026	0.026	0.026	0.002	0.89	0	9	0.076	0.067
61	0.0053	0.062	0	0	0	0.062	0.062	0.062	0.12	0.63	0	9	0.076	0.067
62	1	0.00043	0	0.00039	0	0.00043	0.00043	0.00043	0.00096	0	0	0	0.17	0.15
63	0.12	0.13	0	9e-06	0	0.13	0.13	0.13	0.028	0.33	0	9	0.076	0.067
64	0	0.00098	0	0	0	0.00098	0.00098	0.00098	3.4e-06	1	0	9	0.076	0.067
65	0.34	0.036	0	3.6e-06	0	0.036	0.036	0.036	0.51	0.0073	0	8	0.17	0.083
66	0.00014	0.045	0	0	0	0.045	0.045	0.045	0.00012	0.82	0	9	0.076	0.067
67	0.056	0.16	0	0	0	0.16	0.16	0.16	0.15	0.16	0	1	0.11	0.1
68	0	0.0002	0	0	0	0.0002	0.0002	0.0002	0	1	0	9	0.076	0.067
