SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	0.99	0.011	0	0.094	0.083
1	1	0.0003	0	0.094	0.083
2	0.00038	1	1	0.17	0.15
3	1	0.00019	0	0.094	0.083
4	1	0	0	0.094	0.083
5	0	1	1	0.17	0.15
6	0.00024	1	1	0.17	0.15
7	1	0.00072	0	0.094	0.083
8	0.0058	0.99	1	0.17	0.15
9	0.048	0.95	1	0.17	0.15
10	0	1	1	0.17	0.15
11	0.00023	1	1	0.17	0.15
12	0.015	0.98	1	0.17	0.15
13	0.19	0.81	1	0.17	0.15
14	0.41	0.59	1	0.17	0.15
15	0.084	0.92	1	0.17	0.15
16	1.1e-06	1	1	0.17	0.15
17	0.0067	0.99	1	0.17	0.15
18	0.0081	0.99	1	0.17	0.15
19	0.71	0.29	0	0.094	0.083
20	0.99	0.01	0	0.094	0.083
21	0.74	0.26	0	0.094	0.083
22	1.5e-05	1	1	0.17	0.15
23	0.068	0.93	1	0.17	0.15
24	7e-06	1	1	0.17	0.15
25	0.001	1	1	0.17	0.15
26	0	1	1	0.17	0.15
27	0.00078	1	1	0.17	0.15
28	0	1	1	0.17	0.15
29	1	7.7e-06	0	0.094	0.083
30	1	0.0018	0	0.094	0.083
31	0.99	0.0078	0	0.094	0.083
32	1	0	0	0.094	0.083
33	0.033	0.97	1	0.17	0.15
34	1.8e-06	1	1	0.17	0.15
35	0	1	1	0.17	0.15
36	0.92	0.079	0	0.094	0.083
37	0.0073	0.99	1	0.17	0.15
38	0.94	0.064	0	0.094	0.083
39	1	0.00011	0	0.094	0.083
40	2.3e-06	1	1	0.17	0.15
41	0.0013	1	1	0.17	0.15
42	0.027	0.97	1	0.17	0.15
43	0.021	0.98	1	0.17	0.15
44	0.86	0.14	0	0.094	0.083
45	0.95	0.047	0	0.094	0.083
46	4.1e-05	1	1	0.17	0.15
47	4.4e-05	1	1	0.17	0.15
48	1	4e-06	0	0.094	0.083
49	1	0	0	0.094	0.083
50	0.94	0.055	0	0.094	0.083
51	1	0	0	0.094	0.083
52	5.2e-05	1	1	0.17	0.15
53	0.018	0.98	1	0.17	0.15
54	0.015	0.98	1	0.17	0.15
55	1	0	0	0.094	0.083
56	0	1	1	0.17	0.15
57	0.43	0.57	1	0.17	0.15
58	1	2.1e-06	0	0.094	0.083
59	0.031	0.97	1	0.17	0.15
60	1	1.1e-05	0	0.094	0.083
61	1	0.0037	0	0.094	0.083
62	6.5e-05	1	1	0.17	0.15
63	0.92	0.08	0	0.094	0.083
64	1	0	0	0.094	0.083
65	0.27	0.73	1	0.17	0.15
66	1	8.5e-05	0	0.094	0.083
67	0.96	0.041	0	0.094	0.083
68	1	0	0	0.094	0.083
69	1.4e-05	1	1	0.17	0.15
70	1	3.3e-05	0	0.094	0.083
71	1	9.7e-05	0	0.094	0.083
72	7.5e-05	1	1	0.17	0.15
73	0	1	1	0.17	0.15
74	0.31	0.69	1	0.17	0.15
75	0.015	0.99	1	0.17	0.15
76	0.00012	1	1	0.17	0.15
77	0.96	0.038	0	0.094	0.083
78	0	1	1	0.17	0.15
79	5.2e-06	1	1	0.17	0.15
80	1.3e-05	1	1	0.17	0.15
81	0.04	0.96	1	0.17	0.15
82	0	1	1	0.17	0.15
83	2.8e-05	1	1	0.17	0.15
84	0.11	0.89	1	0.17	0.15
85	1	0	0	0.094	0.083
86	0	1	1	0.17	0.15
87	0	1	1	0.17	0.15
88	1	0	0	0.094	0.083
89	0	1	1	0.17	0.15
90	0.56	0.44	0	0.094	0.083
91	0	1	1	0.17	0.15
92	0	1	1	0.17	0.15
93	5.5e-05	1	1	0.17	0.15
94	0	1	1	0.17	0.15
95	0	1	1	0.17	0.15
96	0	1	1	0.17	0.15
97	0	1	1	0.17	0.15
98	0	1	1	0.17	0.15
99	0	1	1	0.17	0.15
100	0	1	1	0.17	0.15
101	3e-06	1	1	0.17	0.15
102	0	1	1	0.17	0.15
103	0	1	1	0.17	0.15
104	0.86	0.14	0	0.094	0.083
105	0.94	0.062	0	0.094	0.083
106	0	1	1	0.17	0.15
107	1	2.3e-05	0	0.094	0.083
108	0	1	1	0.17	0.15
109	0.38	0.62	1	0.17	0.15
110	1	0	0	0.094	0.083
111	0.00017	1	1	0.17	0.15
112	0	1	1	0.17	0.15
113	0	1	1	0.17	0.15
114	0	1	1	0.17	0.15
115	0	1	1	0.17	0.15
116	2.1e-05	1	1	0.17	0.15
117	0	1	1	0.17	0.15
118	0	1	1	0.17	0.15
119	0	1	1	0.17	0.15
120	1.1e-05	1	1	0.17	0.15
121	0	1	1	0.17	0.15
122	0	1	1	0.17	0.15
123	1	0.00045	0	0.094	0.083
124	1	6.6e-05	0	0.094	0.083
125	0.021	0.98	1	0.17	0.15
126	0.13	0.87	1	0.17	0.15
127	0.99	0.0084	0	0.094	0.083
128	1	0	0	0.094	0.083
129	0.8	0.2	0	0.094	0.083
130	0.78	0.22	0	0.094	0.083
131	0.98	0.017	0	0.094	0.083
132	1	0	0	0.094	0.083
133	0.99	0.0055	0	0.094	0.083
134	1	0	0	0.094	0.083
135	1	1.3e-05	0	0.094	0.083
136	0	1	1	0.17	0.15
137	2.3e-05	1	1	0.17	0.15
138	0	1	1	0.17	0.15
139	1	0.0011	0	0.094	0.083
140	0	1	1	0.17	0.15
141	1	0	0	0.094	0.083
142	1	0.00015	0	0.094	0.083
143	1	0.0033	0	0.094	0.083
144	0.86	0.14	0	0.094	0.083
145	0.69	0.31	0	0.094	0.083
146	0	1	1	0.17	0.15
147	0.018	0.98	1	0.17	0.15
148	1	0	0	0.094	0.083
149	0	1	1	0.17	0.15
150	0.0041	1	1	0.17	0.15
151	0.029	0.97	1	0.17	0.15
152	0.045	0.96	1	0.17	0.15
153	0	1	1	0.17	0.15
154	0.00026	1	1	0.17	0.15
155	0.00067	1	1	0.17	0.15
156	0.77	0.23	0	0.094	0.083
157	0	1	1	0.17	0.15
158	0	1	1	0.17	0.15
159	0	1	1	0.17	0.15
160	1	0	0	0.094	0.083
161	0.0003	1	1	0.17	0.15
162	0.0029	1	1	0.17	0.15
163	0.00088	1	1	0.17	0.15
164	0	1	1	0.17	0.15
165	0	1	1	0.17	0.15
166	0.0085	0.99	1	0.17	0.15
167	0.00047	1	1	0.17	0.15
168	0.0051	0.99	1	0.17	0.15
169	0	1	1	0.17	0.15
170	5.7e-05	1	1	0.17	0.15
171	0	1	1	0.17	0.15
172	7.9e-06	1	1	0.17	0.15
173	0.00025	1	1	0.17	0.15
174	0	1	1	0.17	0.15
175	1	0	0	0.094	0.083
176	0.004	1	1	0.17	0.15
177	0.0053	0.99	1	0.17	0.15
178	1	0	0	0.094	0.083
179	0.0044	1	1	0.17	0.15
180	1	0	0	0.094	0.083
181	0.58	0.42	0	0.094	0.083
182	0	1	1	0.17	0.15
183	1	0.004	0	0.094	0.083
184	0.00011	1	1	0.17	0.15
185	0.91	0.086	0	0.094	0.083
186	1	0	0	0.094	0.083
187	0.96	0.042	0	0.094	0.083
188	1	0	0	0.094	0.083
189	1	0	0	0.094	0.083
190	0.00055	1	1	0.17	0.15
191	7.5e-06	1	1	0.17	0.15
192	1	0.00092	0	0.094	0.083
193	1	0.0026	0	0.094	0.083
194	3.2e-06	1	1	0.17	0.15
195	2.4e-05	1	1	0.17	0.15
196	0.36	0.64	1	0.17	0.15
197	0	1	1	0.17	0.15
198	1.3e-05	1	1	0.17	0.15
199	0.0031	1	1	0.17	0.15
200	9.5e-06	1	1	0.17	0.15
201	0	1	1	0.17	0.15
202	1	7.2e-05	0	0.094	0.083
203	0.99	0.013	0	0.094	0.083
204	4.2e-05	1	1	0.17	0.15
205	4.7e-06	1	1	0.17	0.15
206	0.0058	0.99	1	0.17	0.15
207	0.53	0.47	0	0.094	0.083
208	0.22	0.78	1	0.17	0.15
209	0	1	1	0.17	0.15
