SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0.16	0.16	0	0	0	0.16	0.0074	0	0	0	0	0.52	0	0	0.0074	0.0015	0	0	0	11	0.094	0.067
1	0.027	0.027	0	0	0	0.027	0.0001	0	0	0	0	0.92	0	0	0.0001	0.0014	0	0	0	11	0.094	0.067
2	0.00034	0.00034	8.3e-06	0.00036	0	0.00034	0.5	0	2.6e-06	0	0	1.1e-05	2.1e-06	2.1e-06	0.5	0.00044	0	0	2.1e-06	6	0.17	0.15
3	0.04	0.04	0	0	0	0.04	9.2e-05	0	0	0	0	0.88	0	0	9.2e-05	0.0046	0	0	0	11	0.094	0.067
4	0.0015	0.0015	0	0	0	0.0015	0	0	0	0	0	1	0	0	0	4.2e-06	0	0	0	11	0.094	0.067
5	0	0	6.7e-06	0.00012	0	0	0.5	0	0	0	0	0	6.2e-06	6.2e-06	0.5	0	0	0	6.2e-06	6	0.17	0.15
6	0.00017	0.00017	1.5e-05	1.6e-06	0	0.00017	0.5	0	4.5e-06	0	0	6.2e-06	2.2e-06	2.2e-06	0.5	0.0024	0	0	2.2e-06	6	0.17	0.15
7	0.021	0.021	0	0	0	0.021	0.00021	0	0	0	0	0.93	0	0	0.00021	0.0041	0	0	0	11	0.094	0.067
8	0.0018	0.0018	8.6e-06	0.013	0	0.0018	0.49	0	2.3e-06	0	0	0.00079	4.3e-05	4.3e-05	0.49	0.003	0	0.0003	4.3e-05	6	0.17	0.15
9	0.0015	0.0015	1.8e-05	0	0	0.0015	0.19	0	3.5e-06	0	0	0.0088	0.0012	0.0012	0.19	0.6	0	0	0.0012	15	0.17	0.083
10	0	0	1.3e-05	0.053	0	0	0.44	0	0	0	0	0	0.019	0.019	0.44	0.01	0	0.0063	0.019	6	0.17	0.15
11	0.00014	0.00014	9.7e-06	0.00029	0	0.00014	0.5	0	2.5e-06	0	0	1e-05	5.2e-06	5.2e-06	0.5	0.0012	0	0	5.2e-06	6	0.17	0.15
12	0.01	0.01	7.4e-06	0.00023	0	0.01	0.48	0	4.3e-06	0	0	0.00067	0	0	0.48	0.00056	0	0	0	6	0.17	0.15
13	0.029	0.029	1.2e-05	0.00078	0	0.029	0.41	0	4.1e-06	0	0	0.067	0.00012	0.00012	0.41	0.031	0	1e-05	0.00012	6	0.17	0.15
14	0.036	0.036	1e-05	0.00075	0	0.036	0.28	0	3e-06	0	0	0.25	0.00045	0.00045	0.28	0.077	0	2.6e-05	0.00045	6	0.17	0.15
