SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.01	0	0.14	0.0017	0.0054	0	0	0.14	0	0.71	9	0.076	0.067
1	0.00013	0	0.027	0.0016	6.9e-05	0	0	0.027	0	0.94	9	0.076	0.067
2	0.65	4.6e-06	0.0026	0.00049	0.35	0.00039	0	0.0026	0	0	0	0.17	0.15
3	0.00032	0	0.27	0.014	0.00017	0	0	0.27	0	0.44	9	0.076	0.067
4	0	0	0.00028	2.1e-06	0	0	0	0.00028	0	1	9	0.076	0.067
5	0.65	1.4e-05	0	0	0.35	0.00013	0	0	0	0	0	0.17	0.15
6	0.64	4.9e-06	0.0041	0.0027	0.35	1.8e-06	0	0.0041	0	0	0	0.17	0.15
7	0.00043	0	0.05	0.0072	0.00023	0	0	0.05	0	0.89	9	0.076	0.067
8	0.63	9.7e-05	0.0078	0.0034	0.34	0.014	0	0.0078	0	0.00018	0	0.17	0.15
9	0.22	0.0023	0.036	0.59	0.12	0	0	0.036	0	0.00011	3	0.17	0.083
10	0.58	0.044	7.4e-06	0.012	0.31	0.059	0	7.4e-06	0	0	0	0.17	0.15
11	0.65	1.2e-05	0.002	0.0014	0.35	0.00032	0	0.002	0	0	0	0.17	0.15
12	0.62	1e-06	0.025	0.00062	0.33	0.00024	0	0.025	0	0.00023	0	0.17	0.15
13	0.51	0.00026	0.082	0.033	0.27	0.00081	0	0.082	0	0.023	0	0.17	0.15
14	0.38	0.001	0.11	0.091	0.2	0.00085	0	0.11	0	0.11	0	0.17	0.15
15	0.56	0.00022	0.053	0.026	0.3	0.00069	0	0.053	0	0.0053	0	0.17	0.15
16	0.45	0.00064	1.9e-05	0.00044	0.24	0.31	0	1.9e-05	0	0	0	0.17	0.15
17	0.62	7e-05	0.016	0.015	0.33	0.00012	0	0.016	0	5.4e-05	0	0.17	0.15
18	0.61	0.00039	0.0081	0.007	0.33	0.032	0	0.0081	0	0.0004	0	0.17	0.15
19	0.036	0.0024	0.052	0.83	0.019	0	0	0.052	0	0.011	3	0.17	0.083
20	0.0061	0	0.069	0.0015	0.0033	0	0	0.069	0	0.85	9	0.076	0.067
