SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0.12	0	0.72	0.0063	0.12	0.018	0	0.003	0	0	0	0	0.0063	0.0008	2	0.076	0.067
1	0.024	0	0.95	8e-05	0.024	0.00043	0	3.9e-05	0	0	0	0	8e-05	0.0024	2	0.076	0.067
2	0.0024	0.00013	0	0.4	0.0024	0.0047	0	0.19	0	0.00016	0	0	0.4	1.5e-05	12	0.17	0.15
3	0.26	0	0.47	0.00021	0.26	0.0023	0	0.0001	0	0	0	0	0.00021	0.015	2	0.076	0.067
4	0.00025	0	1	0	0.00025	0	0	0	0	0	0	0	0	1.5e-05	2	0.076	0.067
5	0	4.2e-05	0	0.4	0	0	0	0.2	0	5.2e-05	0	0	0.4	0	12	0.17	0.15
6	0.0037	0	0	0.4	0.0037	0.003	0	0.19	0	0	0	0	0.4	8e-05	12	0.17	0.15
7	0.045	0	0.9	0.00027	0.045	0.00068	0	0.00013	0	0	0	0	0.00027	0.013	2	0.076	0.067
8	0.0071	0.0045	0.00018	0.39	0.0071	0.0057	0	0.19	0.00017	0.0055	0	0.00017	0.39	0.00053	12	0.17	0.15
9	0.046	0	0.00016	0.19	0.046	0.0016	0	0.093	0	0	0	0	0.19	0.43	13	0.17	0.067
10	7.1e-06	0.021	0	0.38	7.1e-06	2.9e-06	0	0.18	0.004	0.025	0	0.004	0.38	0.0017	12	0.17	0.15
11	0.0018	0.0001	0	0.4	0.0018	0.0022	0	0.19	0	0.00013	0	0	0.4	7e-05	12	0.17	0.15
12	0.022	7.7e-05	0.00022	0.37	0.022	0.038	0	0.18	0	9.5e-05	0	0	0.37	3e-05	12	0.17	0.15
13	0.075	0.00027	0.024	0.32	0.075	0.018	0	0.16	5.9e-06	0.00033	0	5.9e-06	0.32	0.013	12	0.17	0.15
14	0.1	0.00029	0.11	0.24	0.1	0.013	0	0.12	1.7e-05	0.00035	0	1.7e-05	0.24	0.069	12	0.17	0.15
15	0.049	0.00023	0.0054	0.35	0.049	0.014	0	0.17	3.3e-06	0.00028	0	3.3e-06	0.35	0.0083	12	0.17	0.15
16	1.8e-05	0.1	0	0.29	1.8e-05	3.2e-05	0	0.14	0.028	0.13	0	0.028	0.29	2.6e-05	12	0.17	0.15
17	0.015	4.1e-05	5.5e-05	0.39	0.015	0.0055	0	0.19	0	5e-05	0	0	0.39	0.0025	12	0.17	0.15
18	0.0074	0.011	0.0004	0.38	0.0074	0.0042	0	0.19	0.0013	0.013	0	0.0013	0.38	0.0016	12	0.17	0.15
19	0.025	0	0.0061	0.012	0.025	0.00032	0	0.0057	0	0	0	0	0.012	0.91	13	0.17	0.067
20	0.063	0	0.86	0.0038	0.063	0.0077	0	0.0018	0	0	0	0	0.0038	0.00088	2	0.076	0.067
21	0.34	0	0.024	0.095	0.34	0.063	0	0.046	0	0	0	0	0.095	0.0026	0	0.11	0.1
22	0.00026	0.00056	0	0.4	0.00026	0.00018	0	0.2	5.7e-06	0.00069	0	5.7e-06	0.4	0.0003	12	0.17	0.15
23	0.028	0.0036	0.009	0.35	0.028	0.005	0	0.17	0.00078	0.0044	0	0.00078	0.35	0.045	12	0.17	0.15
24	0.0012	0	0	0.4	0.0012	0.014	0	0.19	0	0	0	0	0.4	0	12	0.17	0.15
25	0.0085	0	0	0.39	0.0085	0.0023	0	0.19	0	0	0	0	0.39	0.0025	12	0.17	0.15
26	0	0.0005	0	0.4	0	0	0	0.2	0	0.00061	0	0	0.4	0	12	0.17	0.15
27	0.0047	1.3e-05	1.5e-06	0.4	0.0047	0.001	0	0.19	0	1.6e-05	0	0	0.4	0.0056	12	0.17	0.15
28	0	0.0024	0	0.4	0	4.6e-06	0	0.19	0	0.0029	0	0	0.4	0	12	0.17	0.15
29	0.037	0	0.93	3.8e-06	0.037	0.00045	0	1.8e-06	0	0	0	0	3.8e-06	0.00011	2	0.076	0.067
30	0.029	0	0.94	0.00046	0.029	0.0045	0	0.00022	0	0	0	0	0.00046	4.9e-05	2	0.076	0.067
31	0.35	0	0.23	0.0062	0.35	0.055	0	0.003	0	0	0	0	0.0062	0.00021	0	0.11	0.1
32	0.00013	0	1	0	0.00013	0	0	0	0	0	0	0	0	0	2	0.076	0.067
33	0.01	2.9e-05	0.00035	0.12	0.01	0.00037	0	0.06	2.7e-06	3.6e-05	0	2.7e-06	0.12	0.67	13	0.17	0.067
34	0.00017	2.5e-06	0	0.4	0.00017	0.0012	0	0.2	0	3.1e-06	0	0	0.4	0	12	0.17	0.15
35	3.8e-05	0.00043	0	0.4	3.8e-05	0.00023	0	0.2	0	0.00053	0	0	0.4	0	12	0.17	0.15
36	0.15	1.7e-06	0.57	0.04	0.15	0.016	0	0.02	0	2.1e-06	0	0	0.04	0.013	2	0.076	0.067
37	0.016	3e-05	6.1e-05	0.38	0.016	0.0029	0	0.19	0	3.6e-05	0	0	0.38	0.015	12	0.17	0.15
38	0.19	0	0.5	0.037	0.19	0.029	0	0.018	0	0	0	0	0.037	0.004	2	0.076	0.067
39	0.019	0	0.96	2.8e-05	0.019	0.00047	0	1.4e-05	0	0	0	0	2.8e-05	0.00025	2	0.076	0.067
40	0.00038	0	0	0.4	0.00038	0.00094	0	0.2	0	0	0	0	0.4	1.8e-06	12	0.17	0.15
41	0.0055	5.3e-05	4.5e-06	0.4	0.0055	0.0053	0	0.19	0	6.5e-05	0	0	0.4	0.00012	12	0.17	0.15
42	0.018	0.003	0.0018	0.38	0.018	0.012	0	0.18	0.00011	0.0037	0	0.00011	0.38	0.0011	12	0.17	0.15
43	0.02	0.00045	0.0007	0.38	0.02	0.0077	0	0.18	5.4e-06	0.00055	0	5.4e-06	0.38	0.0038	12	0.17	0.15
44	0.13	5.9e-06	0.41	0.061	0.13	0.0069	0	0.03	0	7.2e-06	0	0	0.061	0.17	2	0.076	0.067
45	0.45	0	0.017	0.017	0.45	0.038	0	0.0082	0	0	0	0	0.017	0.0021	0	0.11	0.1
46	9.4e-05	0.14	0	0.19	9.4e-05	4.7e-05	0	0.091	0.12	0.17	0	0.12	0.19	0.0013	12	0.17	0.15
47	0.00058	0.00031	0	0.4	0.00058	0.0019	0	0.19	0	0.00038	0	0	0.4	3.5e-06	12	0.17	0.15
48	0.017	0	0.96	1.3e-06	0.017	0.00018	0	0	0	0	0	0	1.3e-06	7.5e-05	2	0.076	0.067
49	0.0018	0	1	0	0.0018	9.3e-06	0	0	0	0	0	0	0	0	2	0.076	0.067
50	0.12	0	0.64	0.026	0.12	0.0073	0	0.013	0	1.1e-06	0	0	0.026	0.048	2	0.076	0.067
51	0.019	0	0.96	0	0.019	6.1e-05	0	0	0	0	0	0	0	4.5e-05	2	0.076	0.067
52	0.0011	1.3e-05	0	0.4	0.0011	0.015	0	0.19	0	1.6e-05	0	0	0.4	0	12	0.17	0.15
53	0.012	0.0039	0.0011	0.35	0.012	0.0015	0	0.17	0.0012	0.0047	0	0.0012	0.35	0.098	12	0.17	0.15
54	0.024	3.5e-05	0.00019	0.38	0.024	0.012	0	0.18	0	4.3e-05	0	0	0.38	0.00093	12	0.17	0.15
55	0.0037	0	0.99	0	0.0037	1.2e-05	0	0	0	0	0	0	0	0	2	0.076	0.067
56	0	8.2e-06	0	0.4	0	0	0	0.2	0	1e-05	0	0	0.4	0.00096	12	0.17	0.15
57	0.11	0.0002	0.11	0.24	0.11	0.014	0	0.11	6.9e-06	0.00025	0	6.9e-06	0.24	0.064	12	0.17	0.15
58	0.0023	1.1e-06	1	0	0.0023	7.4e-05	0	0	0	1.3e-06	0	0	0	0	2	0.076	0.067
59	0.033	6.9e-06	0.00058	0.36	0.033	0.0046	0	0.18	4e-05	8.4e-06	0	4e-05	0.36	0.028	12	0.17	0.15
60	0.049	0	0.9	6.7e-06	0.049	0.00021	0	3.3e-06	0	0	0	0	6.7e-06	0.0029	2	0.076	0.067
61	0.099	0	0.54	0.0018	0.099	0.001	0	0.0009	0	0	0	0	0.0018	0.26	2	0.076	0.067
62	0.00081	0.00013	0	0.4	0.00081	0.0011	0	0.19	0	0.00016	0	0	0.4	3.6e-05	12	0.17	0.15
63	0.25	0	0.34	0.049	0.25	0.025	0	0.024	0	0	0	0	0.049	0.016	2	0.076	0.067
64	0.0018	0	1	0	0.0018	1.6e-06	0	0	0	0	0	0	0	1e-05	2	0.076	0.067
65	0.07	2.8e-06	0.0076	0.14	0.07	0.0028	0	0.069	0	3.5e-06	0	0	0.14	0.5	13	0.17	0.067
66	0.084	0	0.83	5.7e-05	0.084	0.0042	0	2.8e-05	0	0	0	0	5.7e-05	5e-05	2	0.076	0.067
67	0.32	0	0.17	0.024	0.32	0.0095	0	0.012	0	0	0	0	0.024	0.13	0	0.11	0.1
68	0.00037	0	1	0	0.00037	0	0	0	0	0	0	0	0	0	2	0.076	0.067
69	0.00065	0	0	0.4	0.00065	0.0006	0	0.2	0	1e-06	0	0	0.4	4.5e-05	12	0.17	0.15
70	0.027	0	0.95	1.2e-05	0.027	0.00067	0	5.6e-06	0	0	0	0	1.2e-05	8.8e-05	2	0.076	0.067
71	0.066	0	0.87	5.5e-05	0.066	0.0014	0	2.7e-05	0	0	0	0	5.5e-05	0.00047	2	0.076	0.067
72	0.00039	0.02	0	0.38	0.00039	0.00014	0	0.18	0.0063	0.025	0	0.0063	0.38	0.0045	12	0.17	0.15
73	5.3e-06	0	0	0.4	5.3e-06	2.9e-05	0	0.2	0	0	0	0	0.4	0	12	0.17	0.15
74	0.12	2.2e-05	0.026	0.26	0.12	0.013	0	0.12	0	2.7e-05	0	0	0.26	0.089	12	0.17	0.15
75	0.0086	0.007	0.0014	0.38	0.0086	0.0018	0	0.18	0.0053	0.0086	0	0.0053	0.38	0.02	12	0.17	0.15
76	0.00051	0.0085	0	0.39	0.00051	0.00061	0	0.19	0.00061	0.01	0	0.00061	0.39	8.8e-05	12	0.17	0.15
77	0.21	0.018	0.44	0.024	0.21	0.013	0	0.011	0.012	0.022	0	0.012	0.024	0.016	2	0.076	0.067
78	0	0.001	0	0.4	0	4.1e-06	0	0.2	0	0.0013	0	0	0.4	0	12	0.17	0.15
79	7e-05	0.015	0	0.39	7e-05	0.00012	0	0.19	0.00052	0.019	0	0.00052	0.39	2.9e-05	12	0.17	0.15
80	0.00077	0	0	0.4	0.00077	0.0013	0	0.19	2.1e-05	0	0	2.1e-05	0.4	4.3e-06	12	0.17	0.15
81	0.017	0.0065	0.0057	0.37	0.017	0.019	0	0.18	0.00043	0.0079	0	0.00043	0.37	0.00019	12	0.17	0.15
82	0	1.3e-05	0	0.4	0	0	0	0.2	1.7e-05	1.6e-05	0	1.7e-05	0.4	0.00036	12	0.17	0.15
83	0.00023	0.0066	0	0.4	0.00023	0.0011	0	0.19	6.8e-05	0.0081	0	6.8e-05	0.4	0	12	0.17	0.15
84	0.04	0.0018	0.015	0.35	0.04	0.017	0	0.17	0.0014	0.0022	0	0.0014	0.35	0.0022	12	0.17	0.15
85	0.0024	0	1	0	0.0024	1.8e-05	0	0	0	0	0	0	0	0	2	0.076	0.067
86	0.00013	0	0	0.4	0.00013	0.0019	0	0.2	0	0	0	0	0.4	0	12	0.17	0.15
87	0.00025	0	0	0.4	0.00025	0.0015	0	0.2	1.1e-06	0	0	1.1e-06	0.4	0	12	0.17	0.15
88	1e-05	0	1	0	1e-05	0	0	0	0	0	0	0	0	4.9e-06	2	0.076	0.067
89	3e-05	0.00094	0	0.4	3e-05	0.00035	0	0.19	0	0.0012	0	0	0.4	0	12	0.17	0.15
90	0.012	0	3.2e-05	0.0024	0.012	4.8e-05	0	0.0011	0	0	0	0	0.0024	0.97	13	0.17	0.067
91	2e-05	1.2e-06	0	0.4	2e-05	0.0019	0	0.2	0	1.5e-06	0	0	0.4	0	12	0.17	0.15
92	0	0.0029	0	0.4	0	0	0	0.19	0.0039	0.0036	0	0.0039	0.4	0.00027	12	0.17	0.15
93	0.00033	0.019	0	0.38	0.00033	0.00034	0	0.18	0.0053	0.024	0	0.0053	0.38	0.00021	12	0.17	0.15
94	0	0.29	0	0.0026	0	0	0	0.0013	0.18	0.35	0	0.18	0.0026	0	9	0.24	0.23
95	0	0.28	0	0.036	0	0	0	0.017	0.15	0.34	0	0.15	0.036	0	9	0.24	0.23
96	0	0.21	0	0.0029	0	0	0	0.0014	0.26	0.26	0	0.26	0.0029	0	8	0.32	0.23
97	0	0.00014	0	0.37	0	0	0	0.18	0.037	0.00017	0	0.037	0.37	0	12	0.17	0.15
98	0	0.24	0	0.18	0	0	0	0.09	0.0085	0.29	0	0.0085	0.18	0	9	0.24	0.23
99	0	0.049	0	0.35	0	0	0	0.17	0.0086	0.059	0	0.0086	0.35	0	12	0.17	0.15
100	0	0.14	0	0.27	0	1.7e-06	0	0.13	0.0054	0.18	0	0.0054	0.27	0	12	0.17	0.15
101	4.1e-05	0.068	0	0.31	4.1e-05	0.00019	0	0.15	0.036	0.083	0	0.036	0.31	2.6e-06	12	0.17	0.15
102	0	0.0013	0	0.4	0	0	0	0.19	5.7e-06	0.0016	0	5.7e-06	0.4	0	12	0.17	0.15
103	0	0.25	0	0.043	0	0	0	0.021	0.16	0.31	0	0.16	0.043	0	9	0.24	0.23
104	0.29	0.01	0.14	0.075	0.29	0.047	0	0.036	0.0067	0.012	0	0.0067	0.075	0.0047	0	0.11	0.1
105	0.12	0.048	0.54	0.029	0.12	0.012	0	0.014	0.0098	0.058	0	0.0098	0.029	0.0067	2	0.076	0.067
106	0	0.0017	0	0.4	0	0	0	0.19	0.00066	0.0021	0	0.00066	0.4	0	12	0.17	0.15
107	0.0073	0.038	0.9	0	0.0073	5.7e-05	0	0	0.00083	0.046	0	0.00083	0	0.00043	2	0.076	0.067
108	5.3e-06	0.00089	0	0.4	5.3e-06	0.00015	0	0.19	0.0029	0.0011	0	0.0029	0.4	0	12	0.17	0.15
109	0.14	0.004	0.034	0.24	0.14	0.015	0	0.11	0.028	0.0049	0	0.028	0.24	0.029	12	0.17	0.15
110	0.00031	0.011	0.97	0	0.00031	0	0	0	1.6e-05	0.014	0	1.6e-05	0	1.4e-05	2	0.076	0.067
111	0.00071	0.0036	0	0.4	0.00071	0.00026	0	0.19	0.0012	0.0044	0	0.0012	0.4	0.002	12	0.17	0.15
112	0	0.023	0	0.37	0	0	0	0.18	0.013	0.028	0	0.013	0.37	0	12	0.17	0.15
113	0	0.1	0	0.29	0	0	0	0.14	0.026	0.13	0	0.026	0.29	0	12	0.17	0.15
114	0	0.028	0	0.37	0	0	0	0.18	0.0095	0.034	0	0.0095	0.37	0	12	0.17	0.15
115	0	0.0013	0	0.4	0	0	0	0.19	0.005	0.0015	0	0.005	0.4	0	12	0.17	0.15
116	0.00046	4e-05	0	0.4	0.00046	0.005	0	0.19	0	4.9e-05	0	0	0.4	0	12	0.17	0.15
117	0	7.9e-05	0	0.4	0	0	0	0.2	0	9.6e-05	0	0	0.4	0	12	0.17	0.15
118	0	1.2e-05	0	0.39	0	0	0	0.19	0.018	1.5e-05	0	0.018	0.39	0	12	0.17	0.15
119	0	0.22	0	0.16	0	0	0	0.078	0.057	0.27	0	0.057	0.16	0	9	0.24	0.23
120	0.00094	0	0	0.4	0.00094	0.00039	0	0.19	0.00034	0	0	0.00034	0.4	0.00027	12	0.17	0.15
121	0	0	0	0.4	0	7.7e-06	0	0.2	0.00068	0	0	0.00068	0.4	0	12	0.17	0.15
122	0	4.2e-05	0	0.4	0	0	0	0.2	0	5.2e-05	0	0	0.4	0	12	0.17	0.15
123	0.48	0.0018	0.006	0.00019	0.48	0.015	0	9e-05	0.0027	0.0022	0	0.0027	0.00019	3.6e-05	0	0.11	0.1
124	0.011	0.023	0.93	1.2e-05	0.011	0.00017	0	5.8e-06	0.00036	0.029	0	0.00036	1.2e-05	0.00031	2	0.076	0.067
125	0.013	0.0024	0.0018	0.38	0.013	0.0044	0	0.19	0.0017	0.0029	0	0.0017	0.38	0.0045	12	0.17	0.15
126	0.031	0.0044	0.035	0.33	0.031	0.0046	0	0.16	0.0098	0.0053	0	0.0098	0.33	0.06	12	0.17	0.15
127	0.061	0.029	0.79	0.0031	0.061	0.0031	0	0.0015	0.003	0.035	0	0.003	0.0031	0.0045	2	0.076	0.067
128	0.0067	0.041	0.9	0	0.0067	8.8e-06	0	0	1.4e-05	0.05	0	1.4e-05	0	0	2	0.076	0.067
129	0.21	0.0087	0.22	0.1	0.21	0.018	0	0.051	0.019	0.011	0	0.019	0.1	0.036	2	0.076	0.067
130	0.16	0.018	0.33	0.11	0.16	0.027	0	0.052	0.0052	0.022	0	0.0052	0.11	0.0067	2	0.076	0.067
131	0.19	0.026	0.52	0.011	0.19	0.016	0	0.0054	0.0043	0.032	0	0.0043	0.011	0.0031	2	0.076	0.067
132	0.21	0.032	0.5	0	0.21	0.00015	0	0	0.00036	0.039	0	0.00036	0	2.9e-06	2	0.076	0.067
133	0.18	0.036	0.54	0.0038	0.18	0.015	0	0.0019	0.002	0.044	0	0.002	0.0038	0.00076	2	0.076	0.067
134	0.00068	0.035	0.92	0	0.00068	0	0	0	0	0.043	0	0	0	0	2	0.076	0.067
135	0.2	0.034	0.51	1.6e-05	0.2	0.0033	0	7.9e-06	0.00088	0.042	0	0.00088	1.6e-05	6.5e-05	2	0.076	0.067
136	0	0.017	0	0.36	0	0	0	0.18	0.032	0.021	0	0.032	0.36	0	12	0.17	0.15
137	6e-05	0.063	0	0.31	6e-05	9.8e-05	0	0.15	0.039	0.077	0	0.039	0.31	1.6e-05	12	0.17	0.15
138	0	0.28	0	0.15	0	0	0	0.075	0.00019	0.34	0	0.00019	0.15	0	9	0.24	0.23
139	0.22	0	0.55	0.001	0.22	0.016	0	0.00049	0	0	0	0	0.001	0.00015	2	0.076	0.067
140	0	0.017	0	0.39	0	0	0	0.19	0.00017	0.021	0	0.00017	0.39	0	12	0.17	0.15
141	3.9e-05	0.019	0.96	0	3.9e-05	0	0	0	0	0.023	0	0	0	0	2	0.076	0.067
142	0.022	0.014	0.9	4.1e-05	0.022	0.00013	0	2e-05	0.005	0.017	0	0.005	4.1e-05	0.013	2	0.076	0.067
143	0.061	0.04	0.78	0.0013	0.061	0.0045	0	0.00064	0.00091	0.049	0	0.00091	0.0013	0.00056	2	0.076	0.067
144	0.18	0.0094	0.3	0.067	0.18	0.009	0	0.032	0.031	0.012	0	0.031	0.067	0.093	2	0.076	0.067
145	0.16	0.012	0.24	0.15	0.16	0.024	0	0.071	0.0081	0.015	0	0.0081	0.15	0.013	2	0.076	0.067
146	0	0.11	0	0.17	0	0	0	0.082	0.16	0.14	0	0.16	0.17	0	12	0.17	0.15
147	0.02	6.3e-06	0.00034	0.37	0.02	0.0024	0	0.18	0	7.8e-06	0	0	0.37	0.032	12	0.17	0.15
148	0.0028	0	0.99	0	0.0028	5.7e-06	0	0	0	0	0	0	0	0.00017	2	0.076	0.067
149	0	0	0	0.4	0	0	0	0.2	3.8e-05	0	0	3.8e-05	0.4	0	12	0.17	0.15
150	0.0063	8.1e-05	6.6e-05	0.4	0.0063	0.0043	0	0.19	0	9.9e-05	0	0	0.4	0.00034	12	0.17	0.15
151	0.059	0	0.0001	0.34	0.059	0.0051	0	0.17	0	0	0	0	0.34	0.029	12	0.17	0.15
152	0.016	0.0019	0.0082	0.38	0.016	0.0087	0	0.18	0.0001	0.0024	0	0.0001	0.38	0.0012	12	0.17	0.15
153	1.9e-06	0	0	0.4	1.9e-06	1.9e-05	0	0.2	0	0	0	0	0.4	0	12	0.17	0.15
154	0.0034	0	0	0.4	0.0034	0.0021	0	0.19	0.0002	0	0	0.0002	0.4	0.00011	12	0.17	0.15
155	0.0016	0.00082	7.5e-06	0.4	0.0016	0.0027	0	0.19	7e-06	0.001	0	7e-06	0.4	2.9e-05	12	0.17	0.15
156	0.013	0	0.0002	0.002	0.013	4.3e-05	0	0.00098	0	0	0	0	0.002	0.97	13	0.17	0.067
157	0	0.00087	0	0.023	0	0	0	0.011	0.47	0.0011	0	0.47	0.023	0	8	0.32	0.23
158	0	0.0089	0	0.36	0	0	0	0.17	0.044	0.011	0	0.044	0.36	1.3e-05	12	0.17	0.15
159	0	1.1e-05	0	0.4	0	0.00024	0	0.2	0	1.4e-05	0	0	0.4	0	12	0.17	0.15
160	0.0026	0.03	0.93	0	0.0026	2.1e-05	0	0	1.9e-05	0.036	0	1.9e-05	0	4.2e-06	2	0.076	0.067
161	0.0031	0	0	0.4	0.0031	0.005	0	0.19	4.5e-05	0	0	4.5e-05	0.4	1.2e-05	12	0.17	0.15
