SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1	dcf2
0	0.0034	0.83	0	0.0023	0	0	0	0	0	0.16	0	0	0	0	0	1	0.14	0.57	0.55
1	0.96	0.0012	0.015	1.4e-05	0	0.0079	0.013	0	0	3.2e-05	0	0	0	0.00017	0	0	0.31	0.57	0.55
2	1	0.00023	0.0026	0	0	0.0012	0.0003	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0.45
4	0.99	0.00029	0.0079	7.7e-06	0	0.0039	2.8e-05	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0.1
6	0.8	0	0.13	0	0	0.048	0.0085	0	0	0	0	0	0	0.0088	0	0	0.31	0.57	0.55
7	0.96	0	0.027	0.0098	0	0.0069	0.00026	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
8	0.97	0	0.012	2.3e-05	0	0.0063	0.0092	0	0	0	0	0	0	0.001	0	0	0.31	0.57	0.55
9	0.011	0.035	1.9e-06	0.75	0	0	0	0	0	0.2	0	0	0	0	0	3	0.1	0.43	0.45
10	0.53	0	0.35	0	0	0.11	0.0017	0	0	0	0	0	0	0.0078	0	0	0.31	0.57	0.55
11	1	0	0.00084	0	0	0.00019	2.2e-05	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
12	0	0	0	0	0	0	0	0	0.9	0	0	0	0.1	0	0	8	0	0.24	0
13	0	0	0	0	0	0	0	0	0.85	0	0	0	0.15	0	0	8	0	0.24	0
14	0.87	0	0.063	0	0	0.01	0.0014	0	0	0	0	0	0	0.06	0	0	0.31	0.57	0.55
15	0.21	0	0.59	0	0	0.2	0	0	0	0	0	0	0	0	0	2	0.44	0.57	0.55
16	0.55	0	0.31	0	0	0.096	0.046	0	0	0	0	0	0	7.6e-05	0	0	0.31	0.57	0.55
17	0.94	0.0076	0.015	0.027	0	0.0031	0.00095	0	0	0.003	0	0	0	0	0	0	0.31	0.57	0.55
18	0.9	0	0.077	0	0	0.021	3.2e-06	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
19	0.8	0	0.005	0	0	0.00067	0.00056	0	0	0	0	0	0	0.2	0	0	0.31	0.57	0.55
20	0.32	0	0.61	0	0	0.065	9.9e-05	0	0	0	0	0	0	0	0	2	0.44	0.57	0.55
21	0.96	0	0.04	0	0	0.0043	0.00013	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
22	0.97	2.5e-06	0.022	0	0	0.01	4.4e-06	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
23	0.99	0	0.0095	0	0	0.0034	1.7e-05	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
24	0.95	0	0.036	0	0	0.016	0.00011	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
25	0	0	0	0	0	0	0	0	0	0	0.13	0.87	0	0	1.4e-06	11	0	0	0.45
26	0.9	0	0.064	0	0	0.038	0.0013	0	0	0	0	0	0	0.0013	0	0	0.31	0.57	0.55
27	0.77	0.043	0.0014	0.17	0	0.00047	0	0	0	0.016	0	0	0	0	0	0	0.31	0.57	0.55
28	0.99	9.6e-06	0.0058	0	0	0.0017	0.00047	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
29	0.81	0	0.15	0	0	0.0053	0.028	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
30	0.56	0	0.38	0	0	0.06	0.00028	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
31	0.94	1.1e-05	0.038	0	0	0.0053	0.013	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
32	0.37	0.39	0	0.091	0	0	0	0	0	0.15	0	0	0	0	0	1	0.14	0.57	0.55
33	0.59	0	0.26	0	0	0.069	0.078	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
34	0.021	0	0.61	0	0	0.36	0.005	0	0	0	0	0	0	0	0	2	0.44	0.57	0.55
35	0.96	0.013	0	0.027	0	0	0	0	0	0.003	0	0	0	0	0	0	0.31	0.57	0.55
36	0	0	0	0	0	0	0	0	0	0	1.8e-05	1	0	0	1.9e-05	11	0	0	0.45
37	0.99	4.9e-05	0.0093	0	0	0.002	3.5e-05	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
38	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.14	0	0
39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.14	0	0
40	0.99	0.0026	0.0023	5.1e-05	6.5e-06	0.001	1.1e-06	0	0	3.3e-06	0	0	0	0	0	0	0.31	0.57	0.55
41	0.81	0.046	0.0089	0.1	9.3e-05	0.0027	0.00029	0	0	0.029	0	0	0	0	0	0	0.31	0.57	0.55
42	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.14	0	0
43	0.98	0	0.012	0	0	0.0038	0.00031	0	0	0	0	0	0	1.2e-05	0	0	0.31	0.57	0.55
44	0.98	0.012	0.0031	0.00067	0	0.00049	0.0013	0	0	0.00019	0	0	0	0	0	0	0.31	0.57	0.55
45	0.55	0	0.33	0	0.014	0.099	1.3e-05	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
46	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.14	0	0
47	0.96	0.044	2.6e-05	0.0004	0	9.8e-06	0	0	0	1.1e-05	0	0	0	0	0	0	0.31	0.57	0.55
48	0.72	0	0.2	0	1.6e-05	0.059	0.024	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
49	0.99	0.011	0.00054	0.00021	0	0.00011	2.7e-06	0	0	1.6e-05	0	0	0	0	0	0	0.31	0.57	0.55
50	0.00034	0.0042	0	0.97	0	0	0	0	0	0.027	0	0	0	0	0	3	0.1	0.43	0.45
51	0.95	0	0.017	0	0	0.0044	0.00066	0	0	0	0	0	0	0.023	0	0	0.31	0.57	0.55
52	0.98	0.014	0.0051	0.0025	9.6e-06	0.0012	7.2e-05	0	0	0.00051	0	0	0	0	0	0	0.31	0.57	0.55
53	0.82	0	0.034	0	0	0.011	0.13	0	0	0	0	0	0	0.0013	0	0	0.31	0.57	0.55
54	0.97	0	0.015	0	0	0.0054	0.0078	0	0	0	0	0	0	0.00042	0	0	0.31	0.57	0.55
55	0.98	0	1.6e-05	0.023	0	5.2e-06	0	0	0	0	0	0	0	0	7.9e-06	0	0.31	0.57	0.55
56	0.99	0	0.0038	0	0	0.0036	7.3e-06	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
57	1	0	0.0014	0.001	0	0.00055	0	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
58	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.14	0	0
59	0.4	0	0.089	0	0	0.018	0.5	0	0	0	0	0	0	0.0007	0	6	0.39	0.86	0.55
60	0.83	0	0.1	0	0	0.02	0.021	0	0	0	0	0	0	0.027	0	0	0.31	0.57	0.55
61	0.99	0	0.0069	0	0	0.0018	0.00019	0	0	0	0	0	0	0.0022	0	0	0.31	0.57	0.55
62	0.99	0	0.0079	0.0018	0	0.0025	1.2e-05	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
63	0.81	0	0.13	0	0	0.014	0.011	0	0	0	0	0	0	0.042	0	0	0.31	0.57	0.55
64	0.41	0	0.002	0.58	0	0.00046	0	0	0	0	0	0	0	0	3.2e-05	3	0.1	0.43	0.45
65	0.97	0	0.016	0	0	0.0089	0.0018	0	0	0	0	0	0	4.9e-05	0	0	0.31	0.57	0.55
66	0.27	0	0.00047	0.73	0	0.00017	0	0	0	0	0	0	0	0	0	3	0.1	0.43	0.45
67	0.63	0	0.00092	0.37	0	0.00041	4.2e-06	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
68	0.98	0	0.013	0	0	0.0073	0.0019	0	0	0	0	0	0	1.7e-05	0	0	0.31	0.57	0.55
69	0.079	0	6.5e-06	0.92	0	1.4e-06	0	0	0	0	0	0	0	0	0	3	0.1	0.43	0.45
70	0	0	0	0	0	0	0	0	0	0	1	0.00019	0	0	0	10	0	0	0.1
71	0.63	0	0.0012	0.36	0	0.00017	0.0042	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
72	0.97	0	0.023	0.00035	0	0.006	5.1e-05	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
73	0.65	0	0.21	0	0	0.14	0.00091	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
74	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.14	0	0
75	0.88	0	0.092	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
76	1	0	4.3e-05	0.00039	0	1.2e-05	0	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
77	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
78	0.73	0.12	0	0.12	0	0	0	0	0	0.032	0	0	0	0	0	0	0.31	0.57	0.55
79	0.64	0	0.27	0	0	0.097	0.0021	0	0	0	0	0	0	3.7e-06	0	0	0.31	0.57	0.55
80	0.017	0.054	0	0.26	0	0	0	0	0	0.67	0	0	0	0	0	9	0.069	0.57	0.55
81	0.017	0	0.87	0	0	0.12	0	0	0	0	0	0	0	0	0	2	0.44	0.57	0.55
82	0.00018	0	0.42	0	0	0.38	0.2	0	0	0	0	0	0	0	0	2	0.44	0.57	0.55
83	0.46	0	0.4	0	0	0.14	0.0014	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
84	1	0	0.0013	0	0	0.00081	0.00033	0	0	0	0	0	0	2e-05	0	0	0.31	0.57	0.55
85	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.14	0	0
86	0.95	0	0.022	0	0	0.0053	0.021	0	0	0	0	0	0	1.6e-05	0	0	0.31	0.57	0.55
87	0.98	7e-05	0.015	0	9.3e-06	0.0055	0.00044	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
88	0.97	0.0039	0.016	0.0026	0.00013	0.0045	0.00031	0	0	0.00026	0	0	0	0	0	0	0.31	0.57	0.55
89	0.00023	0.048	0	0.0062	0	0	0	0	0	0.95	0	0	0	0	0	9	0.069	0.57	0.55
90	1	0	0.0012	0	0	1.9e-06	0	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
91	0.93	3.6e-06	0.064	0	0.0013	0.00079	1.3e-05	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
92	0.99	0.00069	0.0091	0	2.7e-05	0.00028	0.00014	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
93	0.95	0.0002	0.042	0.00026	0.0013	0.0069	9.8e-06	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
94	0.95	0	0.04	0	0	0.012	1e-06	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
95	0.69	0	0.23	0	0	0.083	0.0013	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
97	0.96	0	0.012	0	0	0.0033	0.024	0	0	0	0	0	0	0	0	0	0.31	0.57	0.55
