SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1	dcf2
0	0	0	0	0	0	0	0	0	1	0	8	0.047	0.14	0.05
1	0	0	5.5e-05	0	1	0	0	0	0	0	4	0.42	0.048	0.05
2	1	0	0	0	0	0.00017	0	0	0	0	0	0.58	0.43	0.45
3	0	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
4	0.11	1e-06	0	0	0	0.88	0	0.0087	0	0	5	0.58	0.62	0.45
5	0.99	0.0051	0	0	0	0	0	0.00031	0	0	0	0.58	0.43	0.45
6	0	0	0	0	0	0	0	0	1	0	8	0.047	0.14	0.05
7	0.99	0	0	0	0	0.0065	0	0	0	0	0	0.58	0.43	0.45
8	0	0	0	1	0	0	0	0	0	0	3	0.047	0.048	0.35
9	1	0.0038	0	0	0	8.3e-05	0	2e-05	0	0	0	0.58	0.43	0.45
10	0	0	3e-05	0	0.23	0	0	0	0.77	0	8	0.047	0.14	0.05
11	0.96	0	0	0	0	0.035	0	6.7e-06	0	0	0	0.58	0.43	0.45
12	0	0	0	0	1	0	0	0	0	0	4	0.42	0.048	0.05
13	0	0	0	0.91	0	0	0	0	0	0.09	3	0.047	0.048	0.35
14	1	0	0	0	0	0	0	0	0	0	0	0.58	0.43	0.45
15	0	0	0	0	1	0	0	0	0	0	4	0.42	0.048	0.05
16	1	0	0	0	0	0	0	0	0	0	0	0.58	0.43	0.45
17	0	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
18	0	0	0.0088	0	2.1e-05	0	0	0	0.99	0	8	0.047	0.14	0.05
19	0	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
20	1	0	0	0	0	0	0	1.2e-06	0	0	0	0.58	0.43	0.45
21	0.92	1.8e-05	0	0	0	0.00028	0	0.076	0	0	0	0.58	0.43	0.45
22	0	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
23	0	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
24	3.6e-05	1	0	0	0	0	0	0	0	0	1	1	0.51	0.45
25	0	0	0	0.39	0	0	0	0	0	0.61	9	0.047	0.096	0.45
26	0	1	0	0	0	0	0	0	0	0	1	1	0.51	0.45
27	0	1	0	0	0	0	0	0	0	0	1	1	0.51	0.45
28	0	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
29	0	0	0	0.32	0	0	0	0	0	0.68	9	0.047	0.096	0.45
30	0	0	1	0	0	0	0	0	0	0	2	0.23	0.29	0.1
31	0.0013	0	0	0	0	0.12	0	0.88	0	0	7	0.63	0.52	0.69
32	0	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
33	0	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
34	0	0	1	0	0	0	0	0	0	0	2	0.23	0.29	0.1
35	0.00012	1	0	0	0	0	0	0	0	0	1	1	0.51	0.45
36	0	0	0	0	1	0	0	0	0	0	4	0.42	0.048	0.05
37	0	0	1	0	0	0	0	0	0	0	2	0.23	0.29	0.1
38	0	1	0	0	0	0	0	0	0	0	1	1	0.51	0.45
39	0.00029	0	0	0	0	0	0	1	0	0	7	0.63	0.52	0.69
40	1	0	0	0	0	0.0005	0	0.0014	0	0	0	0.58	0.43	0.45
41	0	0	0	0	0	0	1	0	0	0	6	0.093	0	0
42	0	1	0	0	0	0	0	0	0	0	1	1	0.51	0.45
