SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1	dcf2
0	0	0	0	0	1	0	0	4	0.14	0.14	0.05
1	0	0	0	0	1.6e-05	1	0	5	0.42	0.048	0
2	1	0	0.00055	0	0	0	0	0	0.58	0.43	0.45
3	0.00014	0	1	0	0	0	0.0036	2	0.58	0.55	0.52
4	0.062	0	0.94	0	0	0	2e-06	2	0.58	0.55	0.52
5	0.93	0	1.8e-06	0	0	0	0.067	0	0.58	0.43	0.45
6	0	0	0	0	1	0	0	4	0.14	0.14	0.05
7	0.91	0	0.088	0	0	0	0	0	0.58	0.43	0.45
8	0	1	0	0	0	0	0	1	0.047	0.048	0.4
9	1	0	0.00013	0	0	0	0.0023	0	0.58	0.43	0.45
10	0	0	0	0	1	0	0	4	0.14	0.14	0.05
11	0.96	0	0.039	0	0	0	0	0	0.58	0.43	0.45
12	0	0	0	0	0	1	0	5	0.42	0.048	0
13	0	1	0	0	0	0	0	1	0.047	0.048	0.4
14	1	0	3.6e-06	0	0	0	0	0	0.58	0.43	0.45
15	0	0	0	0	0	1	0	5	0.42	0.048	0
16	1	0	8.6e-06	0	0	0	0	0	0.58	0.43	0.45
17	0	0	1	0	0	0	0	2	0.58	0.55	0.52
18	0	0	0	0	1	0	0	4	0.14	0.14	0.05
19	0	0	1	0	0	0	0	2	0.58	0.55	0.52
20	1	0	0.00036	0	0	0	0	0	0.58	0.43	0.45
21	0.93	0	0.071	0	0	0	1.1e-05	0	0.58	0.43	0.45
22	0	0	1	0	0	0	0	2	0.58	0.55	0.52
23	0	0	1	0	0	0	0	2	0.58	0.55	0.52
24	0.00017	0	0	0	0	0	1	6	1	0.55	0.47
25	0	1	0	0	0	0	0	1	0.047	0.048	0.4
26	0	0	0	0	0	0	1	6	1	0.55	0.47
27	0	0	0	0	0	0	1	6	1	0.55	0.47
28	0	0	1	0	0	0	0	2	0.58	0.55	0.52
29	0	1	0	0	0	0	0	1	0.047	0.048	0.4
30	0	0	0	0	1	0	0	4	0.14	0.14	0.05
31	0.001	0	1	0	0	0	2.5e-06	2	0.58	0.55	0.52
32	6.7e-06	0	1	0	0	0	0	2	0.58	0.55	0.52
33	2.8e-05	0	1	0	0	0	0	2	0.58	0.55	0.52
34	0	0	0	0	1	0	0	4	0.14	0.14	0.05
35	0.0072	0	0	0	0	0	0.99	6	1	0.55	0.47
36	0	0	0	0	0	1	0	5	0.42	0.048	0
37	0	0	0	0	1	0	0	4	0.14	0.14	0.05
38	0	0	0	0	0	0	1	6	1	0.55	0.47
39	1	0	0.0029	0	0	0	0	0	0.58	0.43	0.45
40	0.98	0	0.015	0	0	0	0	0	0.58	0.43	0.45
41	0	0	0	1	0	0	0	3	0.093	0	0
42	0	0	0	0	0	0	1	6	1	0.55	0.47
43	0.00049	0	2.6e-05	0	0	0	1	6	1	0.55	0.47
44	0	0	0	0	0	1	0	5	0.42	0.048	0
45	0.92	0	0.078	0	0	0	0	0	0.58	0.43	0.45
46	0.015	0	2.1e-05	0	0	0	0.99	6	1	0.55	0.47
47	0.99	0	0.008	0	0	0	0	0	0.58	0.43	0.45
48	0	0	0	0	0	0	1	6	1	0.55	0.47
49	0	0	0	0	1	0	0	4	0.14	0.14	0.05
50	0.0024	0	1	0	0	0	0	2	0.58	0.55	0.52
51	0.66	0	0.34	0	0	0	1.6e-06	0	0.58	0.43	0.45
52	1	0	0	0	0	0	0	0	0.58	0.43	0.45
53	0	0	0	0	0	0	1	6	1	0.55	0.47
54	0	0	0	0	0	0	1	6	1	0.55	0.47
55	0	0	0	0	0	0	1	6	1	0.55	0.47
56	0.35	0	0.65	0	0	0	0	2	0.58	0.55	0.52
57	0.00048	0	0	0	0	0	1	6	1	0.55	0.47
58	1.7e-06	0	0	0	0	0	1	6	1	0.55	0.47
59	0	0	0	1	0	0	0	3	0.093	0	0
60	7.8e-05	0	0	0	0	0	1	6	1	0.55	0.47
61	1	0	0.0012	0	0	0	0	0	0.58	0.43	0.45
62	0	0	0	0	1	0	0	4	0.14	0.14	0.05
63	0.0059	0	0.00015	0	0	0	0.99	6	1	0.55	0.47
64	0.00053	0	1	0	0	0	0	2	0.58	0.55	0.52
65	0	0	0	0	0	0	1	6	1	0.55	0.47
66	0	0	0	1	0	0	0	3	0.093	0	0
67	1	0	0	0	0	0	0	0	0.58	0.43	0.45
68	0.17	0	0.83	0	0	0	7.2e-05	2	0.58	0.55	0.52
69	0	0	0	0	1	0	0	4	0.14	0.14	0.05
70	0	0	0	0	0	0	1	6	1	0.55	0.47
71	1	0	0.0027	0	0	0	0	0	0.58	0.43	0.45
72	1	0	0.0028	0	0	0	0	0	0.58	0.43	0.45
73	0	0	0	0	1	0	0	4	0.14	0.14	0.05
74	1	0	0	0	0	0	0	0	0.58	0.43	0.45
75	1	0	0.00053	0	0	0	0	0	0.58	0.43	0.45
76	1	0	0.0007	0	0	0	0	0	0.58	0.43	0.45
77	1	0	0.0001	0	0	0	0	0	0.58	0.43	0.45
78	0.82	0	0.0033	0	0	0	0.17	0	0.58	0.43	0.45
79	1	0	1.5e-06	0	0	0	0	0	0.58	0.43	0.45
80	0.94	0	0.061	0	0	0	2.3e-06	0	0.58	0.43	0.45
81	0.12	0	0.88	0	0	0	1.5e-05	2	0.58	0.55	0.52
82	0.97	0	0.034	0	0	0	0	0	0.58	0.43	0.45
83	1	0	0	0	0	0	0	0	0.58	0.43	0.45
84	1	0	1.4e-06	0	0	0	0	0	0.58	0.43	0.45
85	0.71	0	0.29	0	0	0	0	0	0.58	0.43	0.45
86	0	0	0	0	1	0	0	4	0.14	0.14	0.05
87	0.26	0	0.74	0	0	0	0	2	0.58	0.55	0.52
88	1	0	0	0	0	0	0	0	0.58	0.43	0.45
89	0	0	0	0	1	0	0	4	0.14	0.14	0.05
90	1	0	0.00072	0	0	0	0	0	0.58	0.43	0.45
91	0	0	0	0	1	0	0	4	0.14	0.14	0.05
92	1	0	2.3e-05	0	0	0	0	0	0.58	0.43	0.45
93	0.42	0	0.58	0	0	0	0.00026	2	0.58	0.55	0.52
94	0.99	0	0.0081	0	0	0	0	0	0.58	0.43	0.45
95	0	0	0	0	0	0	1	6	1	0.55	0.47
96	0.0088	0	0.0001	0	0	0	0.99	6	1	0.55	0.47
97	1.7e-06	0	0	0	0	0	1	6	1	0.55	0.47
98	0.93	0	0.074	0	0	0	8.8e-05	0	0.58	0.43	0.45
99	0.93	0	0.075	0	0	0	2.2e-05	0	0.58	0.43	0.45
100	0.39	0	0.61	0	0	0	0	2	0.58	0.55	0.52
101	1	0	2e-05	0	0	0	0	0	0.58	0.43	0.45
102	0	9.8e-06	0	0	1	0	0	4	0.14	0.14	0.05
103	0	1	0	0	0	0	0	1	0.047	0.048	0.4
104	0	1	0	0	0	0	0	1	0.047	0.048	0.4
105	0	0	0	0	0	0	1	6	1	0.55	0.47
106	0.96	0	0.039	0	0	0	0	0	0.58	0.43	0.45
107	0	0	0	0	1	0	0	4	0.14	0.14	0.05
108	1	0	1.2e-05	0	0	0	0	0	0.58	0.43	0.45
109	0.65	0	0.35	0	0	0	0	0	0.58	0.43	0.45
110	1	0	0	0	0	0	0	0	0.58	0.43	0.45
111	1	0	0	0	0	0	0	0	0.58	0.43	0.45
112	0.97	0	0.03	0	0	0	0	0	0.58	0.43	0.45
113	0	0	0	0	1	0	0	4	0.14	0.14	0.05
114	1	0	0	0	0	0	0	0	0.58	0.43	0.45
115	0	1	0	0	0	0	0	1	0.047	0.048	0.4
116	1	0	0.00024	0	0	0	0	0	0.58	0.43	0.45
117	0	0	0	0	1	0	0	4	0.14	0.14	0.05
118	0	0	1	0	0	0	0	2	0.58	0.55	0.52
119	0	0	0	0	1	0	0	4	0.14	0.14	0.05
120	0.031	0	0.97	0	0	0	1.3e-05	2	0.58	0.55	0.52
121	1	0	0.0016	0	0	0	0	0	0.58	0.43	0.45
122	0	0	0	0	1	0	0	4	0.14	0.14	0.05
123	0.41	0	0.59	0	0	0	0.0019	2	0.58	0.55	0.52
124	1	0	0.00063	0	0	0	0	0	0.58	0.43	0.45
125	0.98	0	0.02	0	0	0	4.2e-05	0	0.58	0.43	0.45
126	1	0	0.00056	0	0	0	0	0	0.58	0.43	0.45
127	0	0	0	0	1	0	0	4	0.14	0.14	0.05
128	1	0	0.00036	0	0	0	0	0	0.58	0.43	0.45
129	0	0	0	0	1	0	0	4	0.14	0.14	0.05
130	1	0	0	0	0	0	0	0	0.58	0.43	0.45
131	0	0	0	0	1	0	0	4	0.14	0.14	0.05
132	1	0	0	0	0	0	0	0	0.58	0.43	0.45
133	0	1	0	0	0	0	0	1	0.047	0.048	0.4
134	1	0	3.2e-06	0	0	0	0	0	0.58	0.43	0.45
135	0	0	0	0	1	0	0	4	0.14	0.14	0.05
136	0.082	0	0.92	0	0	0	0	2	0.58	0.55	0.52
137	0.89	0	0.11	0	0	0	0	0	0.58	0.43	0.45
138	0.52	0	0.48	0	0	0	0	0	0.58	0.43	0.45
139	0.0019	0	1	0	0	0	0	2	0.58	0.55	0.52
140	0	0	0	0	0	1	0	5	0.42	0.048	0
141	0.66	0	0.34	0	0	0	0.00016	0	0.58	0.43	0.45
142	1	0	0.00029	0	0	0	0	0	0.58	0.43	0.45
143	0	1	0	0	0	0	0	1	0.047	0.048	0.4
144	0.0014	0	1	0	0	0	0	2	0.58	0.55	0.52
145	0.78	0	0.22	0	0	0	0	0	0.58	0.43	0.45
146	0.0018	0	0	0	1	0	0	4	0.14	0.14	0.05
147	1	0	0	0	0	0	0	0	0.58	0.43	0.45
148	0	0	0	0	1	0	0	4	0.14	0.14	0.05
149	1	0	0	0	0	0	0	0	0.58	0.43	0.45
150	0	0	0	0	1	0	0	4	0.14	0.14	0.05
151	0.79	0	0.21	0	0	0	0	0	0.58	0.43	0.45
152	1	0	0.00024	0	0	0	0	0	0.58	0.43	0.45
153	0	0	0	0	1	0	0	4	0.14	0.14	0.05
154	0	1	0	0	0	0	0	1	0.047	0.048	0.4
155	0	1	0	0	0	0	0	1	0.047	0.048	0.4
156	0.81	0	0.19	0	0	0	0	0	0.58	0.43	0.45
157	0	0	0	0	1	0	0	4	0.14	0.14	0.05
158	1	0	0	0	0	0	0	0	0.58	0.43	0.45
159	1	0	0	0	0	0	0	0	0.58	0.43	0.45
160	1	0	0	0	0	0	0	0	0.58	0.43	0.45
161	0.99	0	0.01	0	0	0	0.00014	0	0.58	0.43	0.45
162	1	0	0.00051	0	0	0	0	0	0.58	0.43	0.45
163	0	0	0	0	1	0	0	4	0.14	0.14	0.05
164	0.78	0	0.22	0	0	0	1.3e-05	0	0.58	0.43	0.45
165	0	0	0	0	1	0	0	4	0.14	0.14	0.05
166	0.44	0	0.54	0	0	0	0.015	2	0.58	0.55	0.52
167	0	0	0	0	0	1	0	5	0.42	0.048	0
168	0	0.79	0	0	0.21	0	0	1	0.047	0.048	0.4
169	0	1	0	0	0	0	0	1	0.047	0.048	0.4
170	1	0	0	0	0	0	0	0	0.58	0.43	0.45
171	1	0	0.00026	0	0	0	0	0	0.58	0.43	0.45
172	0	0	0	0.00016	7e-05	1	0	5	0.42	0.048	0
173	0.24	0	0.76	0	0	0	0	2	0.58	0.55	0.52
174	0.57	0	0.4	0	0	0	0.032	0	0.58	0.43	0.45
175	1	0	0.00015	0	0	0	0.0002	0	0.58	0.43	0.45
176	0	0	1	0	0	0	0	2	0.58	0.55	0.52
177	0	0	0	0	1	0	0.0022	4	0.14	0.14	0.05
178	0	0	0	0	1	0	0	4	0.14	0.14	0.05
179	0	1	0	0	0	0	0	1	0.047	0.048	0.4
180	0	0	0	0	1	0	0	4	0.14	0.14	0.05
181	0.99	0	0.013	0	0	0	0	0	0.58	0.43	0.45
182	1	0	0.0045	0	0	0	0	0	0.58	0.43	0.45
183	0	0	1	0	0	0	0	2	0.58	0.55	0.52
184	1	0	0.00089	0	0	0	5.7e-05	0	0.58	0.43	0.45
185	0.24	0	0.00064	0	0.76	0.0026	0	4	0.14	0.14	0.05
186	0	0	0	0	1	0	0	4	0.14	0.14	0.05
187	0	0	1	0	0	0	0	2	0.58	0.55	0.52
188	1	0	3.3e-06	0	0	0	0	0	0.58	0.43	0.45
189	1	0	3.7e-05	0	0	0	0	0	0.58	0.43	0.45
190	0	0	1	0	0	0	0	2	0.58	0.55	0.52
191	0.76	0	0.24	0	0	0	7.7e-06	0	0.58	0.43	0.45
192	0.94	0	0	0	0	0	0.06	0	0.58	0.43	0.45
193	0.99	0	0.0082	0	0	0	0.00039	0	0.58	0.43	0.45
194	0	0	1	0	0	0	0	2	0.58	0.55	0.52
195	0	1	0.0021	0	0	0	0	1	0.047	0.048	0.4
196	1	0	9.4e-06	0	0	0	0	0	0.58	0.43	0.45
197	1	0	2.6e-05	0	0	0	0	0	0.58	0.43	0.45
198	0.00039	0	0	0	0	1	0	5	0.42	0.048	0
199	0	0	1	0	0	0	0	2	0.58	0.55	0.52
200	0	0	1	0	0	0	0	2	0.58	0.55	0.52
201	0	1	0	0	0	0	0	1	0.047	0.048	0.4
202	1	0	0.0014	0	0	0	0	0	0.58	0.43	0.45
203	0.9	0	0.1	0	0	0	0	0	0.58	0.43	0.45
204	0.84	0	0.16	0	0	0	9.6e-05	0	0.58	0.43	0.45
205	0.96	0	0.039	0	0	0	1.2e-05	0	0.58	0.43	0.45
206	1	0	4.1e-05	0	0	0	0	0	0.58	0.43	0.45
207	0	0	0	0	1	0	0	4	0.14	0.14	0.05
208	0	0	0	0	1	0	0	4	0.14	0.14	0.05
209	0	0	0	0	1	0	0	4	0.14	0.14	0.05
210	1	0	0	0	0	0	0	0	0.58	0.43	0.45
211	0.99	0	0.0089	0	0	0	0	0	0.58	0.43	0.45
212	1	0	1.7e-05	0	0	0	0	0	0.58	0.43	0.45
213	1	0	0	0	0	0	0	0	0.58	0.43	0.45
214	0	1	0	0	0	0	0	1	0.047	0.048	0.4
215	1	0	1.7e-05	0	0	0	0	0	0.58	0.43	0.45
216	0	0	1	0	0	0	0	2	0.58	0.55	0.52
217	1	0	1.7e-05	0	0	0	0	0	0.58	0.43	0.45
218	0.22	0	0.78	0	0	0	0	2	0.58	0.55	0.52
219	0	0	0	0	0	0.16	0.84	6	1	0.55	0.47
220	0.019	0	0	0	0	0.98	0	5	0.42	0.048	0
221	0	1	0	0	0	0	0	1	0.047	0.048	0.4
222	0	0	0	0	0	0	1	6	1	0.55	0.47
223	1	0	0	0	0	0	0	0	0.58	0.43	0.45
224	0	1	0	0	0	0	0	1	0.047	0.048	0.4
225	0	0	0	0	0	0	1	6	1	0.55	0.47
226	0	1	0	0	0	0	0	1	0.047	0.048	0.4
227	0	0	0	0	1	0	0	4	0.14	0.14	0.05
228	1	0	0	0	0	0	0	0	0.58	0.43	0.45
229	0	0	0	0	1	0	0	4	0.14	0.14	0.05
230	0.68	0	0.32	0	0	0	0	0	0.58	0.43	0.45
231	0	0	0	0	1	0	0	4	0.14	0.14	0.05
232	1	0	0	0	0	0	0	0	0.58	0.43	0.45
233	0	0	0	0	1	0	0	4	0.14	0.14	0.05
234	1	0	0.00022	0	0	0	0.00014	0	0.58	0.43	0.45
235	0.00071	0	0.81	0	0	0	0.18	2	0.58	0.55	0.52
236	0	0	0	0	1	0	0	4	0.14	0.14	0.05
237	0	0	0	0	1	0	0	4	0.14	0.14	0.05
238	0.62	0	0.37	0	0	0	0.0081	0	0.58	0.43	0.45
239	0	0	0	0	1	0	0	4	0.14	0.14	0.05
240	1	0	0.0012	0	0	0	0	0	0.58	0.43	0.45
241	1	0	0.00073	0	0	0	0	0	0.58	0.43	0.45
242	1	0	0	0	0	0	0	0	0.58	0.43	0.45
243	0	0	0	1	0	0	0	3	0.093	0	0
244	0	0	0	0.0001	2e-06	1	0	5	0.42	0.048	0
245	0	0	0	0	1	0	0	4	0.14	0.14	0.05
246	0.97	0	0.032	0	0	0	0	0	0.58	0.43	0.45
247	1	0	0.00058	0	0	0	0	0	0.58	0.43	0.45
248	0	0	0	0	1	0	0	4	0.14	0.14	0.05
249	1	0	0.0004	0	0	0	0	0	0.58	0.43	0.45
250	1	0	0	0	0	0	0	0	0.58	0.43	0.45
251	0	0	0	0	1	0	0	4	0.14	0.14	0.05
252	0.34	0	0.66	0	0	0	1.7e-05	2	0.58	0.55	0.52
253	0	0	0	0	1	0	0	4	0.14	0.14	0.05
254	0.45	0	0.55	0	0	0	3e-06	2	0.58	0.55	0.52
255	0	0	0	0	1	0	0	4	0.14	0.14	0.05
256	0	0	0	0	1	0	0	4	0.14	0.14	0.05
257	0	1	0	0	0	0	0	1	0.047	0.048	0.4
258	1	0	2.8e-05	0	0	0	0	0	0.58	0.43	0.45
259	0	0	0	0	1	0	0.00079	4	0.14	0.14	0.05
260	1	0	1.9e-05	0	0	0	0	0	0.58	0.43	0.45
261	0.88	0	0.12	0	0	0	0	0	0.58	0.43	0.45
262	1	0	0	0	0	0	0	0	0.58	0.43	0.45
263	1	0	4.1e-05	0	0	0	0	0	0.58	0.43	0.45
264	0	0	0	0	1	0	0	4	0.14	0.14	0.05
265	1	0	7.3e-05	0	0	0	0	0	0.58	0.43	0.45
266	1	0	0.0013	0	0	0	0	0	0.58	0.43	0.45
267	0	1	0	0	0	0	0	1	0.047	0.048	0.4
268	0	1	0	0	0	0	0	1	0.047	0.048	0.4
269	1	0	0	0	0	0	0	0	0.58	0.43	0.45
270	1	0	0	0	0	0	0	0	0.58	0.43	0.45
271	1	0	0	0	0	0	0	0	0.58	0.43	0.45
272	1	0	0	0	0	0	0	0	0.58	0.43	0.45
273	1	0	0.00043	0	0	0	0	0	0.58	0.43	0.45
274	1	0	2.2e-06	0	0	0	0	0	0.58	0.43	0.45
275	0	0	0.97	0	0.026	0	0	2	0.58	0.55	0.52
276	0	0	0	0	1	0	0	4	0.14	0.14	0.05
277	1	0	0	0	0	0	0	0	0.58	0.43	0.45
278	0	0	0	0	1	0	0	4	0.14	0.14	0.05
279	0	0	0	0	1	0	2e-05	4	0.14	0.14	0.05
280	1	0	0.00028	0	0	0	0	0	0.58	0.43	0.45
281	1	0	8.8e-06	0	0	0	0	0	0.58	0.43	0.45
282	1	0	1.9e-05	0	0	0	0	0	0.58	0.43	0.45
283	0.91	0	0.089	0	0	0	0	0	0.58	0.43	0.45
284	0.016	0	0.98	0	0	0	0	2	0.58	0.55	0.52
285	0.071	0	0.93	0	0	0	0	2	0.58	0.55	0.52
286	0	0	0	0	1	0	0	4	0.14	0.14	0.05
287	0.99	0	0.0089	0	0	0	0	0	0.58	0.43	0.45
288	0.00013	0	1	0	0	0	0	2	0.58	0.55	0.52
289	0	1	0	0	0	0	0	1	0.047	0.048	0.4
290	0	1	0	0	0	0	0	1	0.047	0.048	0.4
291	0.0019	0	1	0	0	0	0	2	0.58	0.55	0.52
292	0	0	0	0	1	0	0	4	0.14	0.14	0.05
293	0	0	0	1	0	0	0	3	0.093	0	0
294	0	1	0	0	0	0	0	1	0.047	0.048	0.4
295	0.17	0	0.83	0	0	0	0	2	0.58	0.55	0.52
296	0	0	0	0	0	1	0	5	0.42	0.048	0
297	0.94	0	0.064	0	0	0	1.3e-06	0	0.58	0.43	0.45
298	0.99	0	0.0051	0	0	0	0.0091	0	0.58	0.43	0.45
299	0	0	0	0	1	0	0	4	0.14	0.14	0.05
300	0.98	0	0.00097	0	0	0	0.015	0	0.58	0.43	0.45
301	0	0	1	0	0	0	0	2	0.58	0.55	0.52
302	0	0	0	0	0	1	0	5	0.42	0.048	0
303	1	0	0	0	0	0	0	0	0.58	0.43	0.45
304	1	0	9.7e-05	0	0	0	0	0	0.58	0.43	0.45
305	0	1	0	0	0	0	0	1	0.047	0.048	0.4
306	1	0	0.0017	0	0	0	0	0	0.58	0.43	0.45
