SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.83	0	6.5e-05	0	0	0.03	0	0.14	0	0.58	0.54
1	0.85	0	2.5e-05	0	0	0.00083	0	0.15	0	0.58	0.54
2	0.85	0	3.7e-05	0	0	0.0029	0	0.15	0	0.58	0.54
3	0.83	0	0.00021	0	0	0.024	0	0.15	0	0.58	0.54
4	0.55	1.8e-06	0.00016	0.0012	0	0.35	0	0.096	0	0.58	0.54
5	0.67	1.8e-06	0.00012	1.8e-05	0	0.22	0	0.12	0	0.58	0.54
6	0.85	0	2.8e-05	0	0	0.0026	0	0.15	0	0.58	0.54
7	0.81	0	8.3e-05	0	0	0.05	0	0.14	0	0.58	0.54
8	0.84	0	6.4e-05	0	0	0.017	0	0.15	0	0.58	0.54
9	0.85	0	1.5e-05	0	0	0.00052	0	0.15	0	0.58	0.54
10	0.73	6e-06	5.1e-05	0	0	0.15	0	0.13	0	0.58	0.54
11	0.85	0	1.7e-05	0	0	0.0015	0	0.15	0	0.58	0.54
12	0.85	0	5.1e-06	0	0	2.3e-05	0	0.15	0	0.58	0.54
13	0.85	0	0	0	0	0	0	0.15	0	0.58	0.54
14	0.85	0	1.1e-05	0	0	0.00034	0	0.15	0	0.58	0.54
15	0.77	0	0	0	0	0	0.1	0.13	0	0.58	0.54
16	0.85	0	2.8e-05	0	0	0.002	0	0.15	0	0.58	0.54
17	0.82	0	0.00011	0	0	0.032	0	0.14	0	0.58	0.54
18	0.85	0	5.5e-05	0	0	0.00028	0	0.15	0	0.58	0.54
19	0.85	0	6.8e-06	0	0	7.7e-05	0	0.15	0	0.58	0.54
20	0.85	0	5.9e-05	0	0	0.0024	0	0.15	0	0.58	0.54
21	0.85	0	0	0	0	0	0.00082	0.15	0	0.58	0.54
22	0.82	0	0.00012	0.0062	0	0.032	0	0.14	0	0.58	0.54
23	0.85	0	1e-05	0	0	0.00022	0	0.15	0	0.58	0.54
24	0.81	0	0.00015	1.3e-05	0	0.047	0	0.14	0	0.58	0.54
25	0.81	0	0.00013	0	0	0.052	0	0.14	0	0.58	0.54
26	0.84	0	0	0	0	0	0.018	0.15	0	0.58	0.54
27	0.85	0	4.8e-05	0	0	4.6e-05	0	0.15	0	0.58	0.54
28	0.84	0	6.2e-05	0	0	0.008	0	0.15	0	0.58	0.54
29	0.85	0	1.5e-05	0	0	0.00016	0	0.15	0	0.58	0.54
30	0.85	0	0	0	0	0	0	0.15	0	0.58	0.54
31	0.82	1.3e-06	4.7e-05	0	0	0.031	0	0.14	0	0.58	0.54
32	0.85	0	9.6e-06	0	0	0.0021	0	0.15	0	0.58	0.54
33	0.42	1.6e-06	0.00016	0.042	0	0.46	0	0.074	5	0.63	0.69
34	0.85	0	5.4e-05	0	0	0.0014	0	0.15	0	0.58	0.54
35	0.84	0	5.2e-05	0	0	0.016	0	0.15	0	0.58	0.54
36	0.79	0	0.00011	4.4e-05	0	0.072	0	0.14	0	0.58	0.54
37	0.73	1.2e-06	0.00012	0.00031	0	0.14	0	0.13	0	0.58	0.54
38	0.84	0	3.5e-05	0	0	0.016	0	0.15	0	0.58	0.54
39	0.85	0	6.6e-05	0	0	0.0051	0	0.15	0	0.58	0.54
40	0.85	0	2.6e-05	0	0	0.00058	0	0.15	0	0.58	0.54
41	0.85	0	1e-05	0	0	0.00018	0	0.15	0	0.58	0.54
42	0.84	0	4.3e-05	0	0	0.01	0	0.15	0	0.58	0.54
43	0.85	0	5.8e-05	0	0	0.0065	0	0.15	0	0.58	0.54
44	0.85	0	0	0	0	0	0.00031	0.15	0	0.58	0.54
45	0.85	0	2.3e-05	0	0	0.0036	0	0.15	0	0.58	0.54
46	0.85	0	5.9e-06	0	0	3.2e-05	0	0.15	0	0.58	0.54
47	0.59	3.9e-06	0.00032	0	0	0.31	0	0.1	0	0.58	0.54
48	0.85	0	1.7e-05	0	0	0.0026	0	0.15	0	0.58	0.54
49	0.85	0	0.00011	0	0	0.0044	0	0.15	0	0.58	0.54
50	0.85	0	2.6e-05	0	0	0.0001	0	0.15	0	0.58	0.54
