SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0.19	0.19	0.032	0	0.19	0	0	0	0	0.19	0	0	0.00026	0.19	0.00099	0	0.0056	1	0.58	0.54
1	0.2	0.2	0.0032	0	0.2	0	0	0	0	0.2	0	0	3.9e-05	0.2	0.0054	0	4.5e-05	1	0.58	0.54
2	0.2	0.2	0.0079	0	0.2	0	0	0	0	0.2	0	0	6.6e-05	0.2	0.001	0	0.00019	1	0.58	0.54
3	0.14	0.14	0.041	0	0.14	3.1e-05	0	0	0	0.14	0	0	0.0015	0.14	0.26	0	0.0012	14	0.77	0.54
4	0.13	0.13	0.17	0	0.13	8.3e-06	0	3.1e-06	0.0011	0.13	0	0	0.0028	0.13	0.015	3.1e-06	0.16	2	0.63	0.64
5	0.16	0.16	0.11	0	0.16	2.7e-06	0	2.9e-06	1.8e-05	0.16	0	0	0.0013	0.16	0.0036	2.9e-06	0.092	1	0.58	0.54
6	0.2	0.2	0.0068	0	0.2	0	0	0	0	0.2	0	0	3.9e-05	0.2	0.00025	0	0.00018	1	0.58	0.54
7	0.19	0.19	0.047	0	0.19	1.3e-06	0	0	0	0.19	0	0	0.00045	0.19	0.002	0	0.01	1	0.58	0.54
8	0.19	0.19	0.023	0	0.19	1.1e-06	0	0	0	0.19	0	0	0.00024	0.19	0.0025	0	0.0024	1	0.58	0.54
9	0.2	0.2	0.0026	0	0.2	0	0	0	0	0.2	0	0	6.3e-06	0.2	4.8e-06	0	1.4e-05	1	0.58	0.54
10	0.18	0.18	0.074	0	0.18	0	0	1e-05	0	0.18	0	0	0.00013	0.18	1.4e-06	1e-05	0.05	1	0.58	0.54
11	0.2	0.2	0.0045	0	0.2	0	0	0	0	0.2	0	0	8.3e-06	0.2	1.6e-06	0	7.2e-05	1	0.58	0.54
12	0.2	0.2	0.00028	0	0.2	0	0	0	0	0.2	0	0	1e-06	0.2	3e-05	0	0	1	0.58	0.54
13	0.2	0.2	1.7e-06	0	0.2	0	0	0	0	0.2	0	0	0	0.2	2.2e-06	0	0	1	0.58	0.54
14	0.2	0.2	0.0018	0	0.2	0	0	0	0	0.2	0	0	3.4e-06	0.2	1.5e-06	0	8.6e-06	1	0.58	0.54
15	0.18	0.18	0	0	0.18	0	0	0	0	0.18	0.11	0	0	0.18	0	0	0	1	0.58	0.54
16	0.2	0.2	0.0065	0	0.2	0	0	0	0	0.2	0	0	2.6e-05	0.2	3.9e-05	0	8.6e-05	1	0.58	0.54
17	0.19	0.19	0.042	0	0.19	5.8e-06	0	0	0	0.19	0	0	0.00075	0.19	0.024	0	0.0043	1	0.58	0.54
18	0.2	0.2	0.0041	0	0.2	0	0	0	0	0.2	0	0	4.3e-05	0.2	0.0008	0	1.8e-06	1	0.58	0.54
19	0.2	0.2	0.00071	0	0.2	0	0	0	0	0.2	0	0	0	0.2	0	0	0	1	0.58	0.54
20	0.2	0.2	0.0097	0	0.2	1.3e-06	0	0	0	0.2	0	0	0.00013	0.2	0.0042	0	9e-05	1	0.58	0.54
21	0.2	0.2	0	0	0.2	0	0	0	0	0.2	0.00086	0	0	0.2	0	0	0	1	0.58	0.54
22	0.17	0.17	0.042	0	0.17	1.1e-05	0	0	0.0054	0.17	0	0	0.00097	0.17	0.074	0	0.0049	1	0.58	0.54
23	0.2	0.2	0.0012	0	0.2	0	0	0	0	0.2	0	0	4.4e-06	0.2	3.5e-05	0	7.2e-06	1	0.58	0.54
24	0.17	0.17	0.055	0	0.17	1.4e-05	0	0	1.1e-05	0.17	0	0	0.0013	0.17	0.083	0	0.0069	1	0.58	0.54
25	0.18	0.18	0.067	0	0.18	2.3e-06	0	0	0	0.18	0	0	0.00074	0.18	0.0026	0	0.0062	1	0.58	0.54
26	0.2	0.2	0	0	0.2	0	0	0	0	0.2	0.019	0	0	0.2	0	0	0	1	0.58	0.54
27	0.2	0.2	0.0017	0	0.2	1.1e-06	0	0	0	0.2	0	0	2.8e-05	0.2	0.0051	0	0	1	0.58	0.54
28	0.19	0.19	0.016	0	0.19	2e-06	0	0	0	0.19	0	0	0.00023	0.19	0.0093	0	0.00077	1	0.58	0.54
29	0.2	0.2	0.0013	0	0.2	0	0	0	0	0.2	0	0	9.8e-06	0.2	0.00069	0	3.5e-06	1	0.58	0.54
30	0.2	0.2	4e-06	0	0.2	0	0	0	0	0.2	0	0	0	0.2	5.7e-06	0	0	1	0.58	0.54
31	0.19	0.19	0.03	0	0.19	0	0	1.1e-06	0	0.19	0	0	0.00011	0.19	4e-05	1.1e-06	0.0056	1	0.58	0.54
32	0.2	0.2	0.0042	0	0.2	0	0	0	0	0.2	0	0	2.1e-06	0.2	0	0	0.00013	1	0.58	0.54
33	0.097	0.097	0.19	0	0.097	1.3e-05	0	3.2e-06	0.039	0.097	0	0	0.004	0.097	0.03	3.2e-06	0.26	16	0.63	0.74
34	0.2	0.2	0.0086	0	0.2	0	0	0	0	0.2	0	0	5.9e-05	0.2	0.00023	0	2.5e-05	1	0.58	0.54
35	0.19	0.19	0.024	0	0.19	0	0	0	0	0.19	0	0	0.00011	0.19	9.4e-05	0	0.0017	1	0.58	0.54
36	0.18	0.18	0.06	0	0.18	4.7e-06	0	0	4.1e-05	0.18	0	0	0.00093	0.18	0.016	0	0.019	1	0.58	0.54
37	0.17	0.17	0.087	0	0.17	4.5e-06	0	1.5e-06	0.00029	0.17	0	0	0.0012	0.17	0.012	1.5e-06	0.051	1	0.58	0.54
38	0.2	0.2	0.018	0	0.2	0	0	0	0	0.2	0	0	7e-05	0.2	6.1e-05	0	0.0027	1	0.58	0.54
39	0.19	0.19	0.014	0	0.19	2.6e-06	0	0	0	0.19	0	0	0.00022	0.19	0.014	0	0.00032	1	0.58	0.54
40	0.2	0.2	0.003	0	0.2	0	0	0	0	0.2	0	0	3.5e-05	0.2	0.0039	0	2e-05	1	0.58	0.54
41	0.2	0.2	0.001	0	0.2	0	0	0	0	0.2	0	0	5.5e-06	0.2	0.00016	0	5.5e-06	1	0.58	0.54
42	0.2	0.2	0.016	0	0.2	0	0	0	0	0.2	0	0	9.1e-05	0.2	0.00021	0	0.0012	1	0.58	0.54
43	0.2	0.2	0.016	0	0.2	0	0	0	0	0.2	0	0	0.00014	0.2	0.0013	0	0.00045	1	0.58	0.54
44	0.2	0.2	0	0	0.2	0	0	0	0	0.2	0.00032	0	0	0.2	0	0	0	1	0.58	0.54
45	0.2	0.2	0.0071	0	0.2	0	0	0	0	0.2	0	0	2.6e-05	0.2	4e-05	0	0.00034	1	0.58	0.54
46	0.2	0.2	0.00037	0	0.2	0	0	0	0	0.2	0	0	1.2e-06	0.2	1.7e-05	0	0	1	0.58	0.54
47	0.13	0.13	0.31	0	0.13	3.1e-06	0	2.9e-06	0	0.13	0	0	0.0029	0.13	0.0006	2.9e-06	0.03	2	0.63	0.64
48	0.2	0.2	0.006	0	0.2	0	0	0	0	0.2	0	0	8.1e-06	0.2	0	0	0.00015	1	0.58	0.54
49	0.2	0.2	0.022	0	0.2	0	0	0	0	0.2	0	0	0.00019	0.2	0.00045	0	8.8e-05	1	0.58	0.54
50	0.2	0.2	0.0016	0	0.2	0	0	0	0	0.2	0	0	1.5e-05	0.2	0.001	0	0	1	0.58	0.54
51	0.19	0.19	0.025	0	0.19	1.3e-06	0	0	0	0.19	0	0	0.00027	0.19	0.0016	0	0.00032	1	0.58	0.54
52	0.0014	0.0014	0	0.98	0.0014	0	0	0	0	0.0014	0.015	0	0	0.0014	0	0	0	3	0.28	0.31
53	0.2	0.2	0.013	0	0.2	0	0	0	0	0.2	4.1e-05	0	0.00014	0.2	0.0032	0	0.0023	1	0.58	0.54
54	0.2	0.2	0.00022	0	0.2	0	0	0	0	0.2	0	0	0	0.2	3.6e-06	0	0	1	0.58	0.54
55	0.06	0.06	0.34	0	0.06	1.7e-06	0	1e-05	0	0.06	0	0	0.0031	0.06	0.00027	1e-05	0.35	16	0.63	0.74
56	0.2	0.2	0	0	0.2	0	0	0	0	0.2	7.5e-06	0	0	0.2	0	0	0	1	0.58	0.54
57	0.2	0.2	0.008	0	0.2	0	0	0	0	0.2	0	0	9.4e-05	0.2	0.0041	0	0.00019	1	0.58	0.54
58	0.031	0.031	0.26	0	0.031	1.1e-05	0	4.7e-06	0.0006	0.031	0	0	0.006	0.031	0.0091	4.7e-06	0.57	16	0.63	0.74
59	0.027	0.027	0.32	0	0.027	3.8e-06	0	8e-06	0	0.027	0	0	0.0046	0.027	0.00098	8e-06	0.54	16	0.63	0.74
60	0.18	0.18	0.078	0	0.18	0	0	2.1e-06	0	0.18	0	0	0.00045	0.18	0.00019	2.1e-06	0.022	1	0.58	0.54
61	0.2	0.2	0.0004	0	0.2	0	0	0	0	0.2	0	0	0	0.2	6.1e-06	0	0	1	0.58	0.54
62	0.2	0.2	1.6e-05	0	0.2	0	0	0	0	0.2	0	0	0	0.2	3.2e-05	0	0	1	0.58	0.54
63	0.19	0.19	0.03	0	0.19	3.5e-06	0	0	0	0.19	0	0	0.00047	0.19	0.0094	0	0.0011	1	0.58	0.54
64	0.19	0.19	0.034	0	0.19	3.8e-06	0	0	1e-06	0.19	0	0	0.00055	0.19	0.017	0	0.0057	1	0.58	0.54
65	0.14	0.14	0.13	0	0.14	1.9e-05	0	1.2e-06	0.012	0.14	0	0	0.0031	0.14	0.079	1.2e-06	0.071	1	0.58	0.54
