SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0.32	1.3e-06	0.32	0.02	0.0056	0	0	0	0	0	2.5e-06	0.013	0.001	0.32	0	0.58	0.54
1	0.33	0	0.33	0.002	4.5e-05	0	0	0	0	0	1.5e-06	0.0013	0.0055	0.33	0	0.58	0.54
2	0.33	0	0.33	0.005	0.00019	0	0	0	0	0	1.5e-06	0.0031	0.001	0.33	0	0.58	0.54
3	0.23	0	0.23	0.025	0.0012	0	0	0	0	0	2.8e-05	0.016	0.26	0.23	12	0.77	0.54
4	0.22	1.6e-06	0.22	0.11	0.16	0	0	0	0.0011	0	1.3e-05	0.065	0.015	0.22	0	0.58	0.54
5	0.26	1.8e-06	0.26	0.071	0.092	0	0	0	1.8e-05	0	6.6e-06	0.044	0.0037	0.26	0	0.58	0.54
6	0.33	0	0.33	0.0042	0.00018	0	0	0	0	0	0	0.0026	0.00025	0.33	0	0.58	0.54
7	0.31	1.4e-06	0.31	0.03	0.01	0	0	0	0	0	3.8e-06	0.018	0.0021	0.31	0	0.58	0.54
8	0.32	0	0.32	0.015	0.0024	0	0	0	0	0	3.1e-06	0.0091	0.0025	0.32	0	0.58	0.54
9	0.33	0	0.33	0.0016	1.4e-05	0	0	0	0	0	0	0.00099	4.9e-06	0.33	0	0.58	0.54
10	0.29	4.2e-06	0.29	0.046	0.05	0	0	0	0	0	0	0.029	1.4e-06	0.29	0	0.58	0.54
11	0.33	1.1e-06	0.33	0.0028	7.2e-05	0	0	0	0	0	0	0.0017	1.7e-06	0.33	0	0.58	0.54
12	0.33	0	0.33	0.00017	0	0	0	0	0	0	0	0.00011	3e-05	0.33	0	0.58	0.54
13	0.33	0	0.33	1e-06	0	0	0	0	0	0	0	0	2.2e-06	0.33	0	0.58	0.54
14	0.33	0	0.33	0.0011	8.6e-06	0	0	0	0	0	0	0.0007	1.5e-06	0.33	0	0.58	0.54
15	0.3	0	0.3	0	0	0	0	0	0	0.11	0	0	0	0.3	0	0.58	0.54
16	0.33	0	0.33	0.0041	8.6e-05	0	0	0	0	0	0	0.0025	4e-05	0.33	0	0.58	0.54
17	0.31	0	0.31	0.027	0.0043	0	0	0	0	0	9.3e-06	0.016	0.024	0.31	0	0.58	0.54
18	0.33	0	0.33	0.0026	1.8e-06	0	0	0	0	0	2.8e-06	0.0016	0.00081	0.33	0	0.58	0.54
19	0.33	0	0.33	0.00044	0	0	0	0	0	0	0	0.00027	0	0.33	0	0.58	0.54
20	0.33	0	0.33	0.0061	9e-05	0	0	0	0	0	3.7e-06	0.0038	0.0043	0.33	0	0.58	0.54
21	0.33	0	0.33	0	0	0	0	0	0	0.00086	0	0	0	0.33	0	0.58	0.54
22	0.29	0	0.29	0.026	0.0049	0	0	0	0.0054	0	1.3e-05	0.016	0.074	0.29	0	0.58	0.54
23	0.33	0	0.33	0.00073	7.2e-06	0	0	0	0	0	0	0.00045	3.5e-05	0.33	0	0.58	0.54
24	0.28	0	0.28	0.034	0.0069	0	0	0	1.1e-05	0	1.6e-05	0.021	0.083	0.28	0	0.58	0.54
25	0.31	1.6e-06	0.31	0.042	0.0062	0	0	0	0	0	7e-06	0.026	0.0026	0.31	0	0.58	0.54
26	0.33	0	0.33	0	0	0	0	0	0	0.019	0	0	0	0.33	0	0.58	0.54
27	0.33	0	0.33	0.0011	0	0	0	0	0	0	3.8e-06	0.00066	0.0052	0.33	0	0.58	0.54
28	0.32	0	0.32	0.01	0.00077	0	0	0	0	0	4.2e-06	0.0062	0.0094	0.32	0	0.58	0.54
29	0.33	0	0.33	0.00079	3.5e-06	0	0	0	0	0	0	0.00049	0.00069	0.33	0	0.58	0.54
30	0.33	0	0.33	2.5e-06	0	0	0	0	0	0	0	1.5e-06	5.8e-06	0.33	0	0.58	0.54
31	0.32	1.9e-06	0.32	0.019	0.0056	0	0	0	0	0	0	0.012	4.1e-05	0.32	0	0.58	0.54
32	0.33	1.9e-06	0.33	0.0026	0.00013	0	0	0	0	0	0	0.0016	0	0.33	0	0.58	0.54
33	0.16	1.3e-06	0.16	0.12	0.26	0	0	0	0.039	0	1.7e-05	0.072	0.03	0.16	4	0.63	0.74
34	0.33	0	0.33	0.0054	2.5e-05	0	0	0	0	0	1.8e-06	0.0034	0.00023	0.33	0	0.58	0.54
35	0.32	1.5e-06	0.32	0.015	0.0017	0	0	0	0	0	1.2e-06	0.0091	9.4e-05	0.32	0	0.58	0.54
36	0.3	1.2e-06	0.3	0.037	0.019	0	0	0	4.1e-05	0	7.9e-06	0.023	0.016	0.3	0	0.58	0.54
37	0.28	1.5e-06	0.28	0.054	0.051	0	0	0	0.00029	0	8.1e-06	0.034	0.012	0.28	0	0.58	0.54
38	0.33	1.4e-06	0.33	0.011	0.0027	0	0	0	0	0	0	0.0068	6.1e-05	0.33	0	0.58	0.54
39	0.32	0	0.32	0.0087	0.00032	0	0	0	0	0	5.1e-06	0.0054	0.014	0.32	0	0.58	0.54
40	0.33	0	0.33	0.0019	2e-05	0	0	0	0	0	1.5e-06	0.0012	0.0039	0.33	0	0.58	0.54
41	0.33	0	0.33	0.00065	5.5e-06	0	0	0	0	0	0	0.0004	0.00016	0.33	0	0.58	0.54
42	0.33	1e-06	0.33	0.0099	0.0012	0	0	0	0	0	1.2e-06	0.0061	0.00021	0.33	0	0.58	0.54
43	0.33	0	0.33	0.0098	0.00045	0	0	0	0	0	2.6e-06	0.0061	0.0013	0.33	0	0.58	0.54
44	0.33	0	0.33	0	0	0	0	0	0	0.00032	0	0	0	0.33	0	0.58	0.54
45	0.33	0	0.33	0.0044	0.00034	0	0	0	0	0	0	0.0027	4e-05	0.33	0	0.58	0.54
46	0.33	0	0.33	0.00023	0	0	0	0	0	0	0	0.00014	1.7e-05	0.33	0	0.58	0.54
47	0.22	3.5e-06	0.22	0.19	0.03	0	0	0	0	0	1.4e-05	0.12	0.00061	0.22	0	0.58	0.54
48	0.33	1.4e-06	0.33	0.0037	0.00015	0	0	0	0	0	0	0.0023	0	0.33	0	0.58	0.54
49	0.33	1.1e-06	0.33	0.014	8.8e-05	0	0	0	0	0	4.4e-06	0.0086	0.00045	0.33	0	0.58	0.54
50	0.33	0	0.33	0.00098	0	0	0	0	0	0	1.2e-06	0.00061	0.001	0.33	0	0.58	0.54
51	0.32	0	0.32	0.016	0.00032	0	0	0	0	0	5.4e-06	0.0097	0.0016	0.32	0	0.58	0.54
52	0.0023	0	0.0023	0	0	0	0.98	0	0	0.015	0	0	0	0.0023	6	0.28	0.31
53	0.33	0	0.33	0.0083	0.0023	0	0	0	0	4.1e-05	1.8e-06	0.0051	0.0033	0.33	0	0.58	0.54
54	0.33	0	0.33	0.00014	0	0	0	0	0	0	0	8.6e-05	3.6e-06	0.33	0	0.58	0.54
