SNV	cluster0	cluster1	cluster	dcf0	dcf1
0	0.97	0.033	0	0.58	0.54
1	1	0.00092	0	0.58	0.54
2	1	0.0032	0	0.58	0.54
3	0.97	0.026	0	0.58	0.54
4	0.62	0.38	0	0.58	0.54
5	0.76	0.24	0	0.58	0.54
6	1	0.0029	0	0.58	0.54
7	0.94	0.055	0	0.58	0.54
8	0.98	0.019	0	0.58	0.54
9	1	0.00058	0	0.58	0.54
10	0.84	0.16	0	0.58	0.54
11	1	0.0017	0	0.58	0.54
12	1	2.5e-05	0	0.58	0.54
13	1	0	0	0.58	0.54
14	1	0.00038	0	0.58	0.54
15	1	0	0	0.58	0.54
16	1	0.0022	0	0.58	0.54
17	0.97	0.035	0	0.58	0.54
18	1	0.00031	0	0.58	0.54
19	1	8.5e-05	0	0.58	0.54
20	1	0.0026	0	0.58	0.54
21	1	0	0	0.58	0.54
22	0.96	0.036	0	0.58	0.54
23	1	0.00024	0	0.58	0.54
24	0.95	0.052	0	0.58	0.54
25	0.94	0.058	0	0.58	0.54
26	1	0	0	0.58	0.54
27	1	5.1e-05	0	0.58	0.54
28	0.99	0.0089	0	0.58	0.54
29	1	0.00018	0	0.58	0.54
30	1	0	0	0.58	0.54
31	0.97	0.035	0	0.58	0.54
32	1	0.0023	0	0.58	0.54
33	0.49	0.51	1	0.63	0.69
34	1	0.0016	0	0.58	0.54
35	0.98	0.018	0	0.58	0.54
36	0.92	0.08	0	0.58	0.54
37	0.85	0.15	0	0.58	0.54
38	0.98	0.017	0	0.58	0.54
39	0.99	0.0056	0	0.58	0.54
40	1	0.00065	0	0.58	0.54
41	1	0.0002	0	0.58	0.54
42	0.99	0.011	0	0.58	0.54
43	0.99	0.0073	0	0.58	0.54
44	1	0	0	0.58	0.54
45	1	0.004	0	0.58	0.54
46	1	3.5e-05	0	0.58	0.54
47	0.67	0.33	0	0.58	0.54
48	1	0.0029	0	0.58	0.54
49	1	0.0049	0	0.58	0.54
50	1	0.00011	0	0.58	0.54
51	0.99	0.0087	0	0.58	0.54
52	1	0	0	0.58	0.54
53	0.99	0.012	0	0.58	0.54
54	1	1.9e-05	0	0.58	0.54
55	0.23	0.77	1	0.63	0.69
56	1	0	0	0.58	0.54
57	1	0.0031	0	0.58	0.54
58	0.14	0.86	1	0.63	0.69
59	0.1	0.9	1	0.63	0.69
60	0.89	0.11	0	0.58	0.54
61	1	5.3e-05	0	0.58	0.54
62	1	0	0	0.58	0.54
63	0.98	0.016	0	0.58	0.54
64	0.97	0.033	0	0.58	0.54
65	0.77	0.23	0	0.58	0.54
66	0.96	0.037	0	0.58	0.54
67	0.8	0.2	0	0.58	0.54
68	0.99	0.0063	0	0.58	0.54
69	0.99	0.011	0	0.58	0.54
70	0.99	0.0087	0	0.58	0.54
71	1	0.0001	0	0.58	0.54
72	1	8.2e-06	0	0.58	0.54
73	0.58	0.42	0	0.58	0.54
74	1	9.9e-05	0	0.58	0.54
75	1	0.0021	0	0.58	0.54
76	0.99	0.0073	0	0.58	0.54
77	0.37	0.63	1	0.63	0.69
78	1	0	0	0.58	0.54
79	0.52	0.48	0	0.58	0.54
80	0.97	0.034	0	0.58	0.54
81	1	2.6e-06	0	0.58	0.54
82	0.25	0.75	1	0.63	0.69
83	1	5.1e-05	0	0.58	0.54
84	1	0	0	0.58	0.54
85	0.97	0.028	0	0.58	0.54
86	0.59	0.41	0	0.58	0.54
87	1	0.0023	0	0.58	0.54
88	0.96	0.038	0	0.58	0.54
89	0.88	0.12	0	0.58	0.54
90	0.93	0.074	0	0.58	0.54
91	0.95	0.047	0	0.58	0.54
92	0.13	0.87	1	0.63	0.69
93	0.99	0.0095	0	0.58	0.54
94	0.73	0.27	0	0.58	0.54
95	1	0.0018	0	0.58	0.54
96	0.97	0.029	0	0.58	0.54
97	1	0.0013	0	0.58	0.54
98	0.96	0.04	0	0.58	0.54
99	1	0.0033	0	0.58	0.54
100	1	1.5e-06	0	0.58	0.54
101	1	0.00056	0	0.58	0.54
102	1	0	0	0.58	0.54
103	0.92	0.081	0	0.58	0.54
104	1	9e-05	0	0.58	0.54
105	1	0	0	0.58	0.54
106	1	0	0	0.58	0.54
107	0.96	0.039	0	0.58	0.54
108	1	0.00079	0	0.58	0.54
109	0.97	0.026	0	0.58	0.54
110	1	6.5e-06	0	0.58	0.54
111	0.98	0.023	0	0.58	0.54
112	1	3.3e-06	0	0.58	0.54
113	1	0.00029	0	0.58	0.54
114	1	0.00021	0	0.58	0.54
115	0.22	0.78	1	0.63	0.69
116	1	0.0045	0	0.58	0.54
117	1	0.0026	0	0.58	0.54
118	0.4	0.6	1	0.63	0.69
119	1	0.00011	0	0.58	0.54
120	0.99	0.01	0	0.58	0.54
121	0.89	0.11	0	0.58	0.54
122	0.96	0.035	0	0.58	0.54
123	1	0.0047	0	0.58	0.54
124	0.94	0.056	0	0.58	0.54
125	0.99	0.013	0	0.58	0.54
126	1	1.6e-05	0	0.58	0.54
127	0.98	0.023	0	0.58	0.54
128	1	0	0	0.58	0.54
129	1	0.0037	0	0.58	0.54
130	0.8	0.2	0	0.58	0.54
131	0.72	0.28	0	0.58	0.54
132	1	0.00027	0	0.58	0.54
133	0.97	0.028	0	0.58	0.54
134	0.96	0.038	0	0.58	0.54
135	1	9.1e-05	0	0.58	0.54
136	0.88	0.12	0	0.58	0.54
137	0.8	0.2	0	0.58	0.54
138	0.54	0.46	0	0.58	0.54
139	1	0.0014	0	0.58	0.54
140	0.99	0.012	0	0.58	0.54
141	0.99	0.0082	0	0.58	0.54
142	1	0	0	0.58	0.54
143	1	2.4e-05	0	0.58	0.54
144	0.97	0.032	0	0.58	0.54
145	1	0.0044	0	0.58	0.54
146	0.55	0.45	0	0.58	0.54
147	0.98	0.016	0	0.58	0.54
148	1	0.0025	0	0.58	0.54
149	1	8.2e-05	0	0.58	0.54
150	0.96	0.042	0	0.58	0.54
151	0.86	0.14	0	0.58	0.54
152	1	0.0012	0	0.58	0.54
153	1	1.3e-06	0	0.58	0.54
154	0.99	0.015	0	0.58	0.54
155	0.93	0.066	0	0.58	0.54
156	0.29	0.71	1	0.63	0.69
157	1	0.00049	0	0.58	0.54
158	0.98	0.022	0	0.58	0.54
