SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0.39	4.7e-05	0.0085	0.0085	0	0	0.19	0	2.2e-05	0.0031	0.39	0	0	0.0011	0.02	0	0.58	0.54
1	0.4	3.1e-06	0.00085	0.00085	0	0	0.19	0	3.4e-06	5.7e-05	0.4	0	0	0.0058	0.00054	0	0.58	0.54
2	0.4	1e-05	0.0021	0.0021	0	0	0.19	0	5.7e-06	0.00027	0.4	0	0	0.0011	0.0019	0	0.58	0.54
3	0.28	1.1e-05	0.011	0.011	6.9e-06	0	0.13	0	0.00013	0.00034	0.28	0	0	0.27	0.011	0	0.58	0.54
4	0.26	0.00012	0.044	0.044	1.1e-06	0.0032	0.13	0	0.00024	0.019	0.26	0	0	0.016	0.23	0	0.58	0.54
5	0.31	0.00012	0.03	0.03	0	7.5e-05	0.15	0	0.00011	0.017	0.31	0	0	0.0039	0.14	0	0.58	0.54
6	0.4	1.3e-05	0.0018	0.0018	0	0	0.19	0	3.4e-06	0.00035	0.4	0	0	0.00027	0.0017	0	0.58	0.54
7	0.38	6e-05	0.012	0.012	0	0	0.18	0	3.8e-05	0.0046	0.38	0	0	0.0022	0.032	0	0.58	0.54
8	0.39	2.6e-05	0.0062	0.0062	0	0	0.19	0	2.1e-05	0.0013	0.39	0	0	0.0027	0.011	0	0.58	0.54
9	0.4	8.6e-06	0.00067	0.00067	0	0	0.19	0	0	0.00013	0.4	0	0	5.2e-06	0.00034	0	0.58	0.54
10	0.33	0.00039	0.018	0.018	0	0	0.16	0	1e-05	0.059	0.33	0	0	1.4e-06	0.092	0	0.58	0.54
11	0.4	2.1e-05	0.0012	0.0012	0	0	0.19	0	0	0.00052	0.4	0	0	1.8e-06	0.001	0	0.58	0.54
12	0.4	0	7.3e-05	7.3e-05	0	0	0.19	0	0	4.1e-06	0.4	0	0	3.2e-05	1.5e-05	0	0.58	0.54
13	0.4	0	0	0	0	0	0.19	0	0	0	0.4	0	0	2.4e-06	0	0	0.58	0.54
14	0.4	7.8e-06	0.00048	0.00048	0	0	0.19	0	0	0.00011	0.4	0	0	1.6e-06	0.00023	0	0.58	0.54
15	0.37	0	0	0	0	0	0.18	0	0	0	0.37	0	0.09	0	0	0	0.58	0.54
16	0.4	1.4e-05	0.0017	0.0017	0	0	0.19	0	2.2e-06	0.00032	0.4	0	0	4.2e-05	0.0013	0	0.58	0.54
17	0.37	2.8e-05	0.011	0.011	1.8e-06	0	0.18	0	6.5e-05	0.0015	0.37	0	0	0.026	0.02	0	0.58	0.54
18	0.4	2.3e-06	0.0011	0.0011	1.4e-06	0	0.19	0	3.7e-06	1.1e-05	0.4	0	0	0.00086	0.00018	0	0.58	0.54
19	0.4	3.7e-06	0.00019	0.00019	0	0	0.19	0	0	2.9e-05	0.4	0	0	0	5e-05	0	0.58	0.54
20	0.4	6.7e-06	0.0026	0.0026	1.4e-06	0	0.19	0	1.1e-05	0.00012	0.4	0	0	0.0045	0.0015	0	0.58	0.54
21	0.4	0	0	0	0	0	0.19	0	0	0	0.4	0	0.00072	0	0	0	0.58	0.54
22	0.35	2.2e-05	0.011	0.011	2.8e-06	0.011	0.17	0	8.3e-05	0.0011	0.35	0	0	0.079	0.019	0	0.58	0.54
23	0.4	3e-06	0.00031	0.00031	0	0	0.19	0	0	4.1e-05	0.4	0	0	3.7e-05	0.00014	0	0.58	0.54
24	0.34	2.7e-05	0.014	0.014	3.2e-06	2.7e-05	0.17	0	0.00011	0.0015	0.34	0	0	0.089	0.028	0	0.58	0.54
25	0.37	6.1e-05	0.018	0.018	0	0	0.18	0	6.4e-05	0.0034	0.37	0	0	0.0028	0.034	0	0.58	0.54
26	0.4	0	0	0	0	0	0.19	0	0	0	0.4	0	0.016	0	0	0	0.58	0.54
27	0.4	0	0.00045	0.00045	3.3e-06	0	0.19	0	2.4e-06	1.2e-06	0.4	0	0	0.0055	3e-05	0	0.58	0.54
28	0.39	1.3e-05	0.0042	0.0042	1.3e-06	0	0.19	0	2e-05	0.00046	0.39	0	0	0.01	0.0052	0	0.58	0.54
29	0.4	1.6e-06	0.00033	0.00033	0	0	0.19	0	0	1.5e-05	0.4	0	0	0.00074	0.00011	0	0.58	0.54
30	0.4	0	1e-06	1e-06	0	0	0.19	0	0	0	0.4	0	0	6.1e-06	0	0	0.58	0.54
31	0.39	8.9e-05	0.0079	0.0079	0	0	0.19	0	9.6e-06	0.0067	0.39	0	0	4.3e-05	0.02	0	0.58	0.54
32	0.4	6.1e-05	0.0011	0.0011	0	0	0.19	0	0	0.0022	0.4	0	0	0	0.0013	0	0.58	0.54
33	0.19	0.00011	0.048	0.048	1.3e-06	0.079	0.093	0	0.00034	0.019	0.19	0	0	0.032	0.29	14	0.63	0.69
34	0.4	9.5e-06	0.0023	0.0023	0	0	0.19	0	5.1e-06	0.00011	0.4	0	0	0.00024	0.00093	0	0.58	0.54
35	0.39	4.9e-05	0.0062	0.0062	0	0	0.19	0	9.6e-06	0.0024	0.39	0	0	0.0001	0.01	0	0.58	0.54
36	0.36	5e-05	0.016	0.016	1.2e-06	9.7e-05	0.18	0	7.9e-05	0.0043	0.36	0	0	0.017	0.046	0	0.58	0.54
37	0.34	7.9e-05	0.023	0.023	0	0.00065	0.16	0	0.00011	0.0092	0.34	0	0	0.012	0.09	0	0.58	0.54
38	0.39	5e-05	0.0046	0.0046	0	0	0.19	0	6e-06	0.0033	0.39	0	0	6.5e-05	0.01	0	0.58	0.54
39	0.39	9.5e-06	0.0036	0.0036	1.7e-06	0	0.19	0	1.9e-05	0.00025	0.39	0	0	0.015	0.0033	0	0.58	0.54
40	0.4	2.9e-06	0.00079	0.00079	0	0	0.19	0	3e-06	4e-05	0.4	0	0	0.0042	0.00038	0	0.58	0.54
41	0.4	2.1e-06	0.00027	0.00027	0	0	0.19	0	0	2.6e-05	0.4	0	0	0.00017	0.00012	0	0.58	0.54
42	0.4	2.7e-05	0.0042	0.0042	0	0	0.19	0	7.8e-06	0.0013	0.4	0	0	0.00022	0.0066	0	0.58	0.54
