SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.39	0.18	0	0.0085	0.39	0	0	0.0085	4.2e-05	0.0011	4.2e-05	0	0.0031	0.02	2.2e-05	0	0	0	0	0.58	0.54
1	0.4	0.19	0	0.00085	0.4	0	0	0.00085	2.8e-06	0.0058	2.8e-06	0	5.6e-05	0.00054	3.3e-06	0	0	0	0	0.58	0.54
2	0.4	0.19	0	0.0021	0.4	0	0	0.0021	9e-06	0.0011	9e-06	0	0.00026	0.0019	5.6e-06	0	0	0	0	0.58	0.54
3	0.28	0.13	7e-06	0.011	0.28	0	0	0.011	1e-05	0.27	1e-05	0	0.00033	0.011	0.00012	0	0	0	0	0.58	0.54
4	0.26	0.12	1.1e-06	0.044	0.26	0.0032	0	0.044	0.00011	0.016	0.00011	0	0.018	0.23	0.00024	0	0	0	0	0.58	0.54
5	0.31	0.15	0	0.03	0.31	7.5e-05	0	0.03	0.00011	0.0039	0.00011	0	0.017	0.14	0.00011	0	0	0	0	0.58	0.54
6	0.4	0.19	0	0.0018	0.4	0	0	0.0018	1.1e-05	0.00027	1.1e-05	0	0.00035	0.0017	3.3e-06	0	0	0	0	0.58	0.54
7	0.38	0.18	0	0.012	0.38	0	0	0.012	5.4e-05	0.0022	5.4e-05	0	0.0045	0.032	3.7e-05	0	0	0	0	0.58	0.54
8	0.39	0.18	0	0.0062	0.39	0	0	0.0062	2.3e-05	0.0027	2.3e-05	0	0.0013	0.011	2e-05	0	0	0	0	0.58	0.54
9	0.4	0.19	0	0.00067	0.4	0	0	0.00067	7.8e-06	5.2e-06	7.8e-06	0	0.00013	0.00034	0	0	0	0	0	0.58	0.54
10	0.33	0.15	0	0.018	0.33	0	0	0.018	0.00035	1.4e-06	0.00035	0	0.058	0.092	9.8e-06	0	0	0	0	0.58	0.54
11	0.4	0.19	0	0.0012	0.4	0	0	0.0012	1.9e-05	1.8e-06	1.9e-05	0	0.00051	0.001	0	0	0	0	0	0.58	0.54
12	0.4	0.19	0	7.3e-05	0.4	0	0	7.3e-05	0	3.2e-05	0	0	4e-06	1.5e-05	0	0	0	0	0	0.58	0.54
13	0.4	0.19	0	0	0.4	0	0	0	0	2.4e-06	0	0	0	0	0	0	0	0	0	0.58	0.54
14	0.4	0.19	0	0.00048	0.4	0	0	0.00048	7.1e-06	1.6e-06	7.1e-06	0	0.00011	0.00023	0	0	0	0	0	0.58	0.54
15	0.37	0.17	0	0	0.37	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.58	0.54
16	0.4	0.19	0	0.0017	0.4	0	0	0.0017	1.3e-05	4.2e-05	1.3e-05	0	0.00031	0.0013	2.2e-06	0	0	0	0	0.58	0.54
17	0.38	0.18	1.8e-06	0.011	0.38	0	0	0.011	2.6e-05	0.026	2.6e-05	0	0.0015	0.02	6.3e-05	0	0	0	0	0.58	0.54
18	0.4	0.19	1.4e-06	0.0011	0.4	0	0	0.0011	2.1e-06	0.00086	2.1e-06	0	1.1e-05	0.00018	3.6e-06	0	0	0	0	0.58	0.54
19	0.4	0.19	0	0.00019	0.4	0	0	0.00019	3.4e-06	0	3.4e-06	0	2.9e-05	5e-05	0	0	0	0	0	0.58	0.54
20	0.4	0.19	1.4e-06	0.0026	0.4	0	0	0.0026	6e-06	0.0045	6e-06	0	0.00012	0.0015	1.1e-05	0	0	0	0	0.58	0.54
21	0.4	0.19	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.00072	0	0	0	0.58	0.54
22	0.35	0.17	2.8e-06	0.011	0.35	0.011	0	0.011	2e-05	0.079	2e-05	0	0.0011	0.019	8.1e-05	0	0	0	0	0.58	0.54
23	0.4	0.19	0	0.00031	0.4	0	0	0.00031	2.7e-06	3.7e-05	2.7e-06	0	4.1e-05	0.00014	0	0	0	0	0	0.58	0.54
24	0.35	0.16	3.2e-06	0.014	0.35	2.7e-05	0	0.014	2.4e-05	0.089	2.4e-05	0	0.0015	0.028	0.00011	0	0	0	0	0.58	0.54
25	0.37	0.18	0	0.018	0.37	0	0	0.018	5.5e-05	0.0028	5.5e-05	0	0.0033	0.034	6.2e-05	0	0	0	0	0.58	0.54
26	0.4	0.19	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0.58	0.54
27	0.4	0.19	3.3e-06	0.00045	0.4	0	0	0.00045	0	0.0055	0	0	1.2e-06	3e-05	2.3e-06	0	0	0	0	0.58	0.54
28	0.4	0.19	1.3e-06	0.0042	0.4	0	0	0.0042	1.2e-05	0.01	1.2e-05	0	0.00045	0.0052	1.9e-05	0	0	0	0	0.58	0.54
29	0.4	0.19	0	0.00033	0.4	0	0	0.00033	1.5e-06	0.00074	1.5e-06	0	1.5e-05	0.00011	0	0	0	0	0	0.58	0.54
30	0.4	0.19	0	1e-06	0.4	0	0	1e-06	0	6.1e-06	0	0	0	0	0	0	0	0	0	0.58	0.54
31	0.39	0.18	0	0.0079	0.39	0	0	0.0079	8.1e-05	4.3e-05	8.1e-05	0	0.0066	0.02	9.3e-06	0	0	0	0	0.58	0.54
32	0.4	0.19	0	0.0011	0.4	0	0	0.0011	5.5e-05	0	5.5e-05	0	0.0021	0.0014	0	0	0	0	0	0.58	0.54
33	0.19	0.091	1.3e-06	0.048	0.19	0.079	0	0.048	9.7e-05	0.032	9.7e-05	0	0.019	0.29	0.00033	0	0	0	13	0.63	0.69
34	0.4	0.19	0	0.0023	0.4	0	0	0.0023	8.6e-06	0.00024	8.6e-06	0	0.00011	0.00093	4.9e-06	0	0	0	0	0.58	0.54
35	0.39	0.19	0	0.0062	0.39	0	0	0.0062	4.4e-05	0.0001	4.4e-05	0	0.0024	0.01	9.4e-06	0	0	0	0	0.58	0.54
36	0.36	0.17	1.2e-06	0.016	0.36	9.7e-05	0	0.016	4.5e-05	0.017	4.5e-05	0	0.0042	0.046	7.7e-05	0	0	0	0	0.58	0.54
37	0.34	0.16	0	0.023	0.34	0.00065	0	0.023	7.1e-05	0.012	7.1e-05	0	0.009	0.09	0.0001	0	0	0	0	0.58	0.54
38	0.4	0.19	0	0.0046	0.4	0	0	0.0046	4.5e-05	6.5e-05	4.5e-05	0	0.0032	0.01	5.9e-06	0	0	0	0	0.58	0.54
39	0.39	0.19	1.7e-06	0.0036	0.39	0	0	0.0036	8.5e-06	0.015	8.5e-06	0	0.00024	0.0033	1.9e-05	0	0	0	0	0.58	0.54
40	0.4	0.19	0	0.00079	0.4	0	0	0.00079	2.6e-06	0.0042	2.6e-06	0	4e-05	0.00038	2.9e-06	0	0	0	0	0.58	0.54
41	0.4	0.19	0	0.00027	0.4	0	0	0.00027	1.9e-06	0.00017	1.9e-06	0	2.6e-05	0.00012	0	0	0	0	0	0.58	0.54
42	0.4	0.19	0	0.0042	0.4	0	0	0.0042	2.5e-05	0.00022	2.5e-05	0	0.0012	0.0066	7.6e-06	0	0	0	0	0.58	0.54
43	0.4	0.19	0	0.0041	0.4	0	0	0.0041	1.5e-05	0.0014	1.5e-05	0	0.0005	0.0043	1.2e-05	0	0	0	0	0.58	0.54
44	0.4	0.19	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0.00027	0	0	0	0.58	0.54
45	0.4	0.19	0	0.0019	0.4	0	0	0.0019	1.8e-05	4.2e-05	1.8e-05	0	0.00072	0.0024	2.2e-06	0	0	0	0	0.58	0.54
46	0.4	0.19	0	9.8e-05	0.4	0	0	9.8e-05	0	1.8e-05	0	0	6.5e-06	2.1e-05	0	0	0	0	0	0.58	0.54
47	0.26	0.12	0	0.078	0.26	0	0	0.078	0.00022	0.00063	0.00022	0	0.017	0.19	0.00023	0	0	0	0	0.58	0.54
