SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.96	0.001	2.8e-06	0.02	0	0.013	0	0.0056	0	0	0	0.58	0.54
1	0.99	0.0056	0	0.002	0	0.0013	0	4.5e-05	0	0	0	0.58	0.54
2	0.99	0.001	1.4e-06	0.0048	0	0.0032	0	0.00019	0	0	0	0.58	0.54
3	0.69	0.27	1.2e-06	0.024	0	0.016	0	0.0012	0	0	0	0.58	0.54
4	0.65	0.016	3.5e-06	0.1	0	0.068	0	0.17	0.0012	0	0	0.58	0.54
5	0.79	0.0038	3.9e-06	0.069	0	0.046	0	0.092	1.8e-05	0	0	0.58	0.54
6	0.99	0.00026	1.6e-06	0.0041	0	0.0027	0	0.00018	0	0	0	0.58	0.54
7	0.94	0.0021	3.1e-06	0.029	0	0.019	0	0.01	0	0	0	0.58	0.54
8	0.97	0.0026	2e-06	0.014	0	0.0095	0	0.0024	0	0	0	0.58	0.54
9	1	5.1e-06	1.5e-06	0.0015	0	0.001	0	1.4e-05	0	0	0	0.58	0.54
10	0.88	1.5e-06	8.9e-06	0.045	0	0.03	0	0.05	0	0	0	0.58	0.54
11	1	1.7e-06	2.3e-06	0.0027	0	0.0018	0	7.2e-05	0	0	0	0.58	0.54
12	1	3.1e-05	0	0.00017	0	0.00011	0	0	0	0	0	0.58	0.54
13	1	2.3e-06	0	1e-06	0	0	0	0	0	0	0	0.58	0.54
14	1	1.5e-06	1.4e-06	0.0011	0	0.00073	0	8.6e-06	0	0	0	0.58	0.54
15	0.9	0	0	0	0	0	0.095	0	0	0	0	0.58	0.54
16	0.99	4.1e-05	1.8e-06	0.0039	0	0.0026	0	8.6e-05	0	0	0	0.58	0.54
17	0.93	0.025	2.1e-06	0.026	0	0.017	0	0.0043	0	0	0	0.58	0.54
18	1	0.00083	0	0.0025	0	0.0017	0	1.8e-06	0	0	0	0.58	0.54
19	1	0	1.1e-06	0.00043	0	0.00028	0	0	0	0	0	0.58	0.54
20	0.99	0.0044	1.2e-06	0.0059	0	0.0039	0	9e-05	0	0	0	0.58	0.54
21	1	0	0	0	0	0	0.00077	0	0	0	0	0.58	0.54
22	0.87	0.077	1.8e-06	0.025	0	0.017	0	0.0049	0.0054	0	0	0.58	0.54
23	1	3.6e-05	0	0.00071	0	0.00047	0	7.2e-06	0	0	0	0.58	0.54
24	0.85	0.086	1.9e-06	0.033	0	0.022	0	0.0069	1.1e-05	0	0	0.58	0.54
25	0.92	0.0027	3.5e-06	0.041	0	0.027	0	0.0062	0	0	0	0.58	0.54
26	0.98	0	0	0	0	0	0.017	0	0	0	0	0.58	0.54
27	0.99	0.0053	0	0.001	0	0.00069	0	0	0	0	0	0.58	0.54
28	0.97	0.0097	1.4e-06	0.0098	0	0.0065	0	0.00077	0	0	0	0.58	0.54
29	1	0.00071	0	0.00076	0	0.00051	0	3.5e-06	0	0	0	0.58	0.54
30	1	6e-06	0	2.4e-06	0	1.6e-06	0	0	0	0	0	0.58	0.54
31	0.96	4.2e-05	4.1e-06	0.018	0	0.012	0	0.0056	0	0	0	0.58	0.54
32	1	0	4.1e-06	0.0025	0	0.0017	0	0.00013	0	0	0	0.58	0.54
33	0.49	0.031	2.8e-06	0.11	0	0.075	0	0.26	0.04	0	0	0.58	0.54
34	0.99	0.00024	1.7e-06	0.0052	0	0.0035	0	2.5e-05	0	0	0	0.58	0.54
35	0.97	9.7e-05	3.2e-06	0.014	0	0.0095	0	0.0017	0	0	0	0.58	0.54
36	0.9	0.017	2.6e-06	0.036	0	0.024	0	0.019	4.1e-05	0	0	0.58	0.54
37	0.85	0.012	3.2e-06	0.053	0	0.035	0	0.051	0.00029	0	0	0.58	0.54
38	0.98	6.4e-05	3e-06	0.011	0	0.0071	0	0.0027	0	0	0	0.58	0.54
39	0.97	0.015	1.3e-06	0.0084	0	0.0056	0	0.00032	0	0	0	0.58	0.54
40	0.99	0.004	0	0.0018	0	0.0012	0	2e-05	0	0	0	0.58	0.54
41	1	0.00017	0	0.00063	0	0.00042	0	5.5e-06	0	0	0	0.58	0.54
42	0.98	0.00022	2.2e-06	0.0096	0	0.0064	0	0.0012	0	0	0	0.58	0.54
43	0.98	0.0013	1.8e-06	0.0095	0	0.0063	0	0.00045	0	0	0	0.58	0.54
44	1	0	0	0	0	0	0.00029	0	0	0	0	0.58	0.54
45	0.99	4.1e-05	1.9e-06	0.0043	0	0.0028	0	0.00034	0	0	0	0.58	0.54
46	1	1.8e-05	0	0.00023	0	0.00015	0	0	0	0	0	0.58	0.54
47	0.66	0.00063	7.5e-06	0.19	0	0.12	0	0.03	0	0	0	0.58	0.54
48	0.99	0	3.1e-06	0.0036	0	0.0024	0	0.00015	0	0	0	0.58	0.54
49	0.98	0.00047	2.4e-06	0.013	0	0.0089	0	8.8e-05	0	0	0	0.58	0.54
50	1	0.0011	0	0.00095	0	0.00063	0	0	0	0	0	0.58	0.54
51	0.97	0.0016	2.1e-06	0.015	0	0.01	0	0.00032	0	0	0	0.58	0.54
52	0.0068	0	0	0	0.98	0	0.013	0	0	0	4	0.28	0.31
53	0.98	0.0034	1.4e-06	0.008	0	0.0053	3.7e-05	0.0023	0	0	0	0.58	0.54
54	1	3.7e-06	0	0.00013	0	8.9e-05	0	0	0	0	0	0.58	0.54
55	0.3	0.00028	4.8e-06	0.21	0	0.14	0	0.35	0	0	7	0.63	0.74
56	1	0	0	0	0	0	6.7e-06	0	0	0	0	0.58	0.54
57	0.99	0.0043	1.1e-06	0.0048	0	0.0032	0	0.00019	0	0	0	0.58	0.54
58	0.16	0.0095	1.8e-06	0.16	0	0.11	0	0.57	0.00061	0	7	0.63	0.74
59	0.14	0.001	2.5e-06	0.19	0	0.13	0	0.54	0	0	7	0.63	0.74
60	0.9	0.0002	4.9e-06	0.047	0	0.031	0	0.022	0	0	0	0.58	0.54
61	1	6.3e-06	0	0.00024	0	0.00016	0	0	0	0	0	0.58	0.54
62	1	3.3e-05	0	9.8e-06	0	6.5e-06	0	0	0	0	0	0.58	0.54
63	0.96	0.0098	1.9e-06	0.018	0	0.012	0	0.0011	0	0	0	0.58	0.54
64	0.94	0.018	1.9e-06	0.021	0	0.014	0	0.0057	1e-06	0	0	0.58	0.54
65	0.71	0.082	2.6e-06	0.076	0	0.05	0	0.071	0.012	0	0	0.58	0.54
66	0.91	0.032	2.2e-06	0.034	0	0.023	0	0.0031	0	0	0	0.58	0.54
67	0.81	0.0013	5e-06	0.09	0	0.06	0	0.037	0	0	0	0.58	0.54
68	0.99	0	5.1e-06	0.0055	0	0.0037	0	0.00044	0	0	0	0.58	0.54
69	0.98	0.0037	1.7e-06	0.01	0	0.0068	0	0.0013	0	0	0	0.58	0.54
70	0.99	4.1e-06	2.9e-06	0.0051	0	0.0034	0	0.0015	0	0	0	0.58	0.54
71	1	0.003	0	0.00052	0	0.00035	0	1.9e-06	0	0	0	0.58	0.54
72	1	2e-05	0	6.6e-05	0	4.4e-05	0	0	0	0	0	0.58	0.54
73	0.34	0.35	1.4e-06	0.088	0	0.058	0	0.073	0.089	0	1	0.77	0.54
74	0.99	0.0036	0	0.00083	0	0.00055	0	0	0	0	0	0.58	0.54
75	0.99	0.0019	1.5e-06	0.0075	0	0.005	0	3.1e-05	0	0	0	0.58	0.54
76	0.98	0.0027	1.6e-06	0.0087	0	0.0058	0	0.00055	0	0	0	0.58	0.54
77	0.42	0.025	3.4e-06	0.18	0	0.12	0	0.26	0.00029	0	0	0.58	0.54
78	1	0	0	1.1e-05	0	7.5e-06	0	0	0	0	0	0.58	0.54
79	0.61	1.6e-05	9.3e-06	0.13	0	0.087	0	0.18	0	0	0	0.58	0.54
80	0.96	0.0022	2.4e-06	0.019	0	0.012	0	0.0068	0	0	0	0.58	0.54
81	1	0	0	1.5e-05	0	1e-05	0	0	0	0	0	0.58	0.54
82	0.31	3.3e-06	7.2e-06	0.13	0	0.085	0	0.48	0	0	7	0.63	0.74
83	1	0.00011	0	0.00035	0	0.00023	0	0	0	0	0	0.58	0.54
84	1	0	0	0	0	0	0	0	0	0	0	0.58	0.54
85	0.96	0.00058	2.9e-06	0.02	0	0.013	0	0.0033	0	0	0	0.58	0.54
86	0.68	1.7e-06	1.2e-05	0.11	0	0.07	0	0.14	0	0	0	0.58	0.54
87	0.99	0.0016	1.1e-06	0.004	0	0.0026	0	0.00012	0	0	0	0.58	0.54
88	0.91	0.04	2e-06	0.03	0	0.02	0	0.004	0	0	0	0.58	0.54
89	0.84	6.7e-06	9.7e-06	0.095	0	0.063	0	0.0055	0	0	0	0.58	0.54
90	0.91	0.013	2.5e-06	0.031	0	0.021	0	0.02	0.00011	0	0	0.58	0.54
91	0.93	0.016	2.3e-06	0.026	0	0.018	0	0.0086	3.8e-06	0	0	0.58	0.54
92	0.13	0.00055	2.1e-06	0.12	0	0.079	0	0.67	8.5e-06	0	7	0.63	0.74
93	0.5	0.49	0	0.0072	0	0.0048	0	0.00033	4.7e-06	0	0	0.58	0.54
94	0.75	0.0083	3.5e-06	0.071	0	0.047	0	0.13	0.0013	0	0	0.58	0.54
95	1	0.00031	1.2e-06	0.0026	0	0.0018	0	0.00012	0	0	0	0.58	0.54
96	0.96	0.0025	2.3e-06	0.018	0	0.012	0	0.0048	0	0	0	0.58	0.54
97	1	0.00033	0	0.002	0	0.0013	0	9.6e-05	0	0	0	0.58	0.54
98	0.92	0.029	2.1e-06	0.027	0	0.018	0	0.0055	0	0	0	0.58	0.54
99	0.94	0.047	0	0.0048	0	0.0032	0	0.00022	0	0	0	0.58	0.54
100	1	1.4e-05	0	3.8e-05	0	2.5e-05	0	0	0	0	0	0.58	0.54
101	1	3.5e-05	0	0.0011	0	0.00072	0	2.6e-05	0	0	0	0.58	0.54
102	1	0	0	0	0	0	7.6e-05	0	0	0	0	0.58	0.54
103	0.9	3.8e-05	6.6e-06	0.055	0	0.037	0	0.0067	0	0	0	0.58	0.54
104	1	0	1.2e-06	0.00034	0	0.00023	0	1.4e-06	0	0	0	0.58	0.54
105	1	0	0	0	0	0	1.8e-05	0	0	0	0	0.58	0.54
106	1	0	0	0	0	0	0.00028	0	0	0	0	0.58	0.54
107	0.96	0.0028	2.4e-06	0.019	0	0.013	0	0.0091	0	0	0	0.58	0.54
108	0.99	0.011	0	0.0019	0	0.0013	0	3.2e-05	0	0	0	0.58	0.54
109	0.85	0.083	2.1e-06	0.041	0	0.027	0	0.0008	0	0	0	0.58	0.54
110	1	0.0025	0	0.00014	0	9.6e-05	0	0	0	0	0	0.58	0.54
111	0.94	0.026	1.7e-06	0.017	0	0.011	0	0.0031	1e-06	0	0	0.58	0.54
112	1	0	0	6.5e-05	0	4.3e-05	0	0	0	0	0	0.58	0.54
113	1	5.1e-05	1e-06	0.0012	0	0.00081	0	4.3e-06	0	0	0	0.58	0.54
114	1	5.9e-06	0	0.00066	0	0.00044	0	5.2e-06	0	0	0	0.58	0.54
115	0.17	0.00065	4.5e-06	0.49	0	0.32	0	0.022	0	0	3	0.63	0.64
116	0.97	0.01	1.4e-06	0.01	0	0.0066	0	0.00014	0	0	0	0.58	0.54
117	0.99	5.8e-06	2.1e-06	0.003	0	0.002	0	0.00019	0	0	0	0.58	0.54
118	0.43	0.0094	3.3e-06	0.13	0	0.085	0	0.34	0.0021	0	0	0.58	0.54
119	1	1e-06	0	0.00043	0	0.00029	0	2.1e-06	0	0	0	0.58	0.54
120	0.98	0.0029	1.9e-06	0.012	0	0.0079	0	0.00073	0	0	0	0.58	0.54
121	0.86	0.035	2.5e-06	0.047	0	0.031	0	0.03	0.00036	0	0	0.58	0.54
122	0.94	0.0046	2.8e-06	0.03	0	0.02	0	0.0031	0	0	0	0.58	0.54
123	0.99	9.8e-05	2.5e-06	0.0074	0	0.0049	0	0.0002	0	0	0	0.58	0.54
124	0.93	7.8e-05	5.2e-06	0.042	0	0.028	0	0.0045	0	0	0	0.58	0.54
125	0.98	6.4e-05	2.6e-06	0.0085	0	0.0056	0	0.0018	0	0	0	0.58	0.54
126	1	0	0	0.00011	0	7.1e-05	0	0	0	0	0	0.58	0.54
127	0.96	0.0032	2.2e-06	0.018	0	0.012	0	0.0029	0	0	0	0.58	0.54
128	1	2.2e-06	0	8.8e-06	0	5.8e-06	0	0	0	0	0	0.58	0.54
129	0.99	3.9e-05	1.9e-06	0.0036	0	0.0024	0	0.00037	0	0	0	0.58	0.54
130	0.71	0.085	2.3e-06	0.061	0	0.04	0	0.062	0.04	0	0	0.58	0.54
131	0.67	0.0018	6e-06	0.19	0	0.12	0	0.02	0	0	0	0.58	0.54
132	1	0	1.8e-06	0.00089	0	0.00059	0	4.4e-06	0	0	0	0.58	0.54
133	0.97	0.0005	2.8e-06	0.016	0	0.011	0	0.0049	0	0	0	0.58	0.54
134	0.96	0.00096	2.8e-06	0.019	0	0.013	0	0.0082	0	0	0	0.58	0.54
135	1	0	0	0.00032	0	0.00021	0	1.9e-06	0	0	0	0.58	0.54
136	0.83	8.6e-05	7.5e-06	0.096	0	0.064	0	0.0061	0	0	0	0.58	0.54
137	0.75	0.064	2.9e-06	0.081	0	0.054	0	0.047	0.00016	0	0	0.58	0.54
138	0.61	0.00044	5.8e-06	0.12	0	0.079	0	0.19	0	0	0	0.58	0.54
139	0.99	2.3e-05	1.8e-06	0.0031	0	0.0021	0	3.7e-05	0	0	0	0.58	0.54
140	0.98	0.00013	2.5e-06	0.0098	0	0.0065	0	0.0012	0	0	0	0.58	0.54
141	0.97	0.0021	2e-06	0.014	0	0.0094	0	0.00032	0	0	0	0.58	0.54
142	1	0	0	0	0	0	6.6e-05	0	0	0	0	0.58	0.54
143	1	0	0	0.0002	0	0.00014	0	0	0	0	0	0.58	0.54
