SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0.42	0	0	0	0	0.58	0	11	0.054	0.31
1	0.22	0	4.8e-05	0	0.22	0.22	0.1	0	0	0	0.24	0	0	10	0.56	0.35
2	0	0.6	0	0	0	0	0.043	0	0	0	0	0.045	0.31	1	0	0.31
3	0	0	0.34	5.9e-06	0	0	0	0.66	0.0011	0	0	0	0	7	0.51	0.034
4	0.33	0	0	0	0.33	0.33	0	0	0	1.2e-05	0	0	0	0	0.51	0.31
5	0.22	0	0	0	0.22	0.22	0.042	0	0	0	0.3	0	0	10	0.56	0.35
6	0.3	0	2e-05	0	0.3	0.3	4.9e-06	0	0	0	0.1	0	0	0	0.51	0.31
7	0.33	0	0	0	0.33	0.33	0	0	0	0	0	0	0	0	0.51	0.31
8	0.28	0	0.0051	0	0.28	0.28	0.0055	0	0	0.0025	0.14	0	0	0	0.51	0.31
9	0.23	0	4.5e-06	0	0.23	0.23	0.018	0	0	0	0.28	0	0	10	0.56	0.35
10	0.31	0	0	0	0.31	0.31	0	0	0	0	0.058	0	0	0	0.51	0.31
11	0.33	0	0	0	0.33	0.33	0	0	0	0.00034	0	0	0	0	0.51	0.31
12	0.22	0	0.0043	0	0.22	0.22	0.02	0	0	0	0.3	0	0	10	0.56	0.35
13	0.3	0	0.00023	0	0.3	0.3	5.8e-05	0	0	0.00073	0.088	0	0	0	0.51	0.31
14	0	0	0	0	0	0	0	1	9.7e-06	0	0	0	0	7	0.51	0.034
15	0.19	0	0.0011	0	0.19	0.19	0.021	0	0	0	0.41	0	0	10	0.56	0.35
16	0.29	0	0	0	0.29	0.29	0.054	0	0	0	0.083	0	0	0	0.51	0.31
17	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.054	0.31
18	0.22	0	0.0011	0	0.22	0.22	0.00091	0	0	0	0.35	0	0	10	0.56	0.35
19	0.25	0	0.0001	0	0.25	0.25	0.00062	0	0	0	0.24	0	0	0	0.51	0.31
20	0	0	0.046	0	0	0	0	0.95	0	0	0	0	0	7	0.51	0.034
21	0.14	0.29	0	0	0.14	0.14	0	0	0	0	0	0.015	0.28	1	0	0.31
22	0.33	0	0	0	0.33	0.33	0	0	0	0.0044	0	0	0	0	0.51	0.31
23	0.2	0	0.018	0	0.2	0.2	0.00061	0	0	0	0.39	0	0	10	0.56	0.35
24	0.00013	0	0	9.9e-05	0.00013	0.00013	0	0.99	0.0066	0	0	0	0	7	0.51	0.034
25	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.054	0.31
26	0.13	0.28	0	0	0.13	0.13	0	1.4e-05	0	0	0	0.019	0.3	12	0	0.24
27	0.33	0	0	0	0.33	0.33	0	0	0	0.00019	0	0	0	0	0.51	0.31
28	0.26	0	0	0	0.26	0.26	0	0	0	0	0.23	0	0	0	0.51	0.31
29	0.21	0	0	0	0.21	0.21	0	0	0	0	0.37	0	0	10	0.56	0.35
30	0.18	0	0.017	0	0.18	0.18	0.047	0	0	0	0.39	0	0	10	0.56	0.35
31	0.33	0	0	0	0.33	0.33	0	0	0	2.4e-06	0	0	0	0	0.51	0.31
32	0.32	0	0	0	0.32	0.32	4e-06	0	0	0.0002	0.054	0	0	0	0.51	0.31
33	0.3	0	0	0	0.3	0.3	0.00044	0	0	0	0.11	0	0	0	0.51	0.31
34	0.27	0	2.8e-06	0	0.27	0.27	1.4e-05	0	0	0	0.19	0	0	0	0.51	0.31
35	0.33	0	0	0	0.33	0.33	0	0	0	0.0017	0	0	0	0	0.51	0.31
36	0	0	0	0	0	0	0	0	0	0	0.91	0.085	0	10	0.56	0.35
37	0	0	0	0	0	0	0	0	0	0	0	1	0	11	0.054	0.31
38	0.26	0	0	0	0.26	0.26	0.037	0	0	0	0.19	0	0	0	0.51	0.31
39	0	0	0	0	0	0	0	0	0	0	0.82	0.18	0	10	0.56	0.35
40	0	0	0	0	0	0	0.13	0	0	0	0.81	0.063	0	10	0.56	0.35
