SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	1	0	0	0	0	0.054	0.28
1	0	0.058	0.94	0	2	0.51	0.31
2	1	0	0	0	0	0.054	0.28
3	0	0.0019	0	1	3	0.51	0.034
4	0	0	1	0	2	0.51	0.31
5	0	0.025	0.98	0	2	0.51	0.31
6	0	0.021	0.98	0	2	0.51	0.31
7	0	0	1	0	2	0.51	0.31
8	0	0.073	0.93	0	2	0.51	0.31
9	0	0.043	0.96	0	2	0.51	0.31
10	0	0.0018	1	0	2	0.51	0.31
11	0	0	1	0	2	0.51	0.31
12	0	0.21	0.79	0	2	0.51	0.31
13	0	0.024	0.98	0	2	0.51	0.31
14	0	0	0	1	3	0.51	0.034
15	0	0.26	0.74	0	2	0.51	0.31
16	0	0.007	0.99	0	2	0.51	0.31
17	1	0	0	0	0	0.054	0.28
18	0	0.26	0.74	0	2	0.51	0.31
19	0	0.07	0.93	0	2	0.51	0.31
20	0	0	0	1	3	0.51	0.034
21	0.11	0	0.89	0	2	0.51	0.31
22	0	0	1	0	2	0.51	0.31
23	0	0.46	0.54	0	2	0.51	0.31
24	0	0	0.00038	1	3	0.51	0.034
25	1	0	0	0	0	0.054	0.28
26	0.14	0	0.86	3.2e-05	2	0.51	0.31
27	0	0	1	0	2	0.51	0.31
28	0	0.051	0.95	0	2	0.51	0.31
29	0	0.096	0.9	0	2	0.51	0.31
30	0	0.36	0.64	0	2	0.51	0.31
31	0	0	1	0	2	0.51	0.31
32	0	0.0019	1	0	2	0.51	0.31
33	0	0.0015	1	0	2	0.51	0.31
34	0	0.041	0.96	0	2	0.51	0.31
35	0	0	1	0	2	0.51	0.31
36	0.89	0.11	0	0	0	0.054	0.28
37	1	0	0	0	0	0.054	0.28
38	0	0.0094	0.99	0	2	0.51	0.31
39	1	0.00015	0	0	0	0.054	0.28
40	0.67	0.33	0	0	0	0.054	0.28
41	0	0.024	0.98	0	2	0.51	0.31
42	0.00089	1	0	0	1	0.67	0.35
43	0	0.062	0.94	0	2	0.51	0.31
44	0	0	0	1	3	0.51	0.034
45	1	0	0	0	0	0.054	0.28
46	1	0	0	0	0	0.054	0.28
47	1	0	0	0	0	0.054	0.28
48	0	0.94	0.059	0	1	0.67	0.35
49	0	0	0	1	3	0.51	0.034
50	0	0.37	0.63	0	2	0.51	0.31
51	0	0.032	0.97	0	2	0.51	0.31
52	0	0	0	1	3	0.51	0.034
53	0	0.33	0.67	0	2	0.51	0.31
54	1	0	0	0	0	0.054	0.28
55	0	0.041	0.96	0	2	0.51	0.31
56	0	0.092	0.91	0	2	0.51	0.31
57	0	0.12	0.88	0	2	0.51	0.31
58	0	0.067	0.93	0	2	0.51	0.31
59	0	0.029	0.97	0	2	0.51	0.31
60	0	0	0	1	3	0.51	0.034
61	0	0.21	0.79	0	2	0.51	0.31
62	0	0.12	0.88	0	2	0.51	0.31
63	0	0	0	1	3	0.51	0.034
64	1	0	0	0	0	0.054	0.28
65	0	0.028	0.97	0	2	0.51	0.31
66	1	0	0	0	0	0.054	0.28
67	0	0	1	0	2	0.51	0.31
68	0	0.035	0.96	0	2	0.51	0.31
69	0	0.65	0.35	0	1	0.67	0.35
70	0	0.27	0.73	0	2	0.51	0.31
71	1	0	0	0	0	0.054	0.28
72	0	0.42	0	0.58	3	0.51	0.034
73	0	3.9e-05	0	1	3	0.51	0.034
74	0	0.024	0.98	0	2	0.51	0.31
75	0	0.044	0.96	0	2	0.51	0.31
76	0	0.22	0.78	0	2	0.51	0.31
77	0	0.00014	0	1	3	0.51	0.034
78	0	0.00014	1	0	2	0.51	0.31
79	0	0.03	0.97	0	2	0.51	0.31
80	0	1	0	0	1	0.67	0.35
81	0	0.24	0.76	0	2	0.51	0.31
82	0	0.012	0.99	0	2	0.51	0.31
83	0	0.11	0.89	0	2	0.51	0.31
84	1	0	0	0	0	0.054	0.28
85	1	0	0	0	0	0.054	0.28
86	0	0.0097	0.99	0	2	0.51	0.31
87	0	0.084	2.7e-05	0.92	3	0.51	0.034
88	0	0.0088	0.99	0	2	0.51	0.31
89	0	0.35	0.65	0	2	0.51	0.31
90	0	0	0	1	3	0.51	0.034
91	1	0	0	0	0	0.054	0.28
92	0	0.25	0.75	0	2	0.51	0.31
93	0.78	0.00064	0.21	0	0	0.054	0.28
94	0	1	0	0	1	0.67	0.35
95	0	1	0	0	1	0.67	0.35
96	0	0	1	0	2	0.51	0.31
97	0	0.026	0.97	0	2	0.51	0.31
98	0	3.7e-05	1	0	2	0.51	0.31
99	0	0.12	0.88	0	2	0.51	0.31
100	0	0.55	0.45	0	1	0.67	0.35
101	0	0.00072	1	0	2	0.51	0.31
102	1	0	0	0	0	0.054	0.28
103	0	0.041	0.96	0	2	0.51	0.31
104	0	0.17	0.83	0	2	0.51	0.31
105	0	0.0083	0.99	0	2	0.51	0.31
106	0	0.069	0.93	0	2	0.51	0.31
107	0	0.0081	0.99	0	2	0.51	0.31
108	0	0.0013	1	0	2	0.51	0.31
109	0	0.0011	1	0	2	0.51	0.31
110	0	0.0035	1	0	2	0.51	0.31
111	1	0	0	0	0	0.054	0.28
112	0	0.079	0.92	0	2	0.51	0.31
113	1	0	0	0	0	0.054	0.28
114	0	0.99	0.012	0	1	0.67	0.35
115	0	0.16	0.84	6.7e-06	2	0.51	0.31
116	1	0	0	0	0	0.054	0.28
117	0	0.0044	1	0	2	0.51	0.31
118	1	0	0	0	0	0.054	0.28
119	0	0	1	0	2	0.51	0.31
120	0	0	1	0	2	0.51	0.31
121	0	3.5e-05	1	0	2	0.51	0.31
122	1	0	0	0	0	0.054	0.28
123	0	0.026	0.97	0	2	0.51	0.31
124	0	0.11	0.89	0	2	0.51	0.31
125	0	0	0	1	3	0.51	0.034
126	0	0.021	0.98	0	2	0.51	0.31
127	0	0	1	0	2	0.51	0.31
128	0	0.0085	0.99	0	2	0.51	0.31
129	0	0.65	0.35	0	1	0.67	0.35
130	0	0.68	0.32	0	1	0.67	0.35
131	0	0.00022	1	0	2	0.51	0.31
132	0	0.0054	0.99	0	2	0.51	0.31
133	0	0	1	0	2	0.51	0.31
134	0	0.072	0.93	0	2	0.51	0.31
135	0	0.013	0.99	0	2	0.51	0.31
136	0	0	1	0	2	0.51	0.31
137	0	0.34	0.66	0	2	0.51	0.31
138	0	0.021	0.98	0	2	0.51	0.31
139	0.0016	0	1	0	2	0.51	0.31
140	0	0.038	0.96	0	2	0.51	0.31
141	0	0.03	0.97	0	2	0.51	0.31
142	0	0.025	0.98	0	2	0.51	0.31
143	0	0	0	1	3	0.51	0.034
144	0	0.084	0.92	0	2	0.51	0.31
145	0	0.0057	0.99	0	2	0.51	0.31
146	0.011	0	0.99	0	2	0.51	0.31
147	0	0.22	0.78	0	2	0.51	0.31
148	0	0.35	0.65	0	2	0.51	0.31
149	1	0	0	0	0	0.054	0.28
150	0	0.17	0.83	0	2	0.51	0.31
151	0.09	0	0.91	0	2	0.51	0.31
152	0	0.007	0.99	0	2	0.51	0.31
153	0	2.4e-05	1	0	2	0.51	0.31
154	0	0.095	0.9	2.4e-05	2	0.51	0.31
155	0	0.28	0.72	0	2	0.51	0.31
156	0	0	1	0.0024	2	0.51	0.31
157	0	0.17	0.83	0	2	0.51	0.31
158	0	0.029	0.97	0	2	0.51	0.31
159	0	0.066	0.93	0	2	0.51	0.31
160	0	0.16	0.84	0	2	0.51	0.31
161	0	0	0	1	3	0.51	0.034
162	0	0	0	1	3	0.51	0.034
163	0	0.049	0.95	0	2	0.51	0.31
164	1	0	0	0	0	0.054	0.28
165	0	0.19	0.81	0	2	0.51	0.31
166	0	0.15	0.85	0	2	0.51	0.31
167	1	0	0	0	0	0.054	0.28
168	0	0.00031	1	0	2	0.51	0.31
169	0	0	1	0	2	0.51	0.31
170	0	0.0057	0.99	0	2	0.51	0.31
171	0	0	1	0	2	0.51	0.31
172	0	0	1	0	2	0.51	0.31
173	0	0.84	0.16	0	1	0.67	0.35
174	0	0.11	0.89	0	2	0.51	0.31
175	0	0.0035	1	0	2	0.51	0.31
176	0.0068	2.6e-06	0.99	0	2	0.51	0.31
177	0	0.5	0.5	0	2	0.51	0.31
178	0	0.16	0.84	0	2	0.51	0.31
179	0	0.0014	1	0	2	0.51	0.31
180	1	0	0	0	0	0.054	0.28
181	0	0.026	0.97	0	2	0.51	0.31
182	0	0.00051	1	0	2	0.51	0.31
183	0	0.0012	1	0	2	0.51	0.31
184	0	0.52	0.48	0	1	0.67	0.35
185	0	0.012	0.99	0	2	0.51	0.31
186	0	0	0	1	3	0.51	0.034
187	0	0	0	1	3	0.51	0.034
188	0	0.0085	0.99	0	2	0.51	0.31
189	0	0.0011	1	0	2	0.51	0.31
190	0	0.66	0.34	0	1	0.67	0.35
191	0	0	0	1	3	0.51	0.034
192	3.6e-06	1	0	0	1	0.67	0.35
193	0	0	1	0	2	0.51	0.31
194	0	0.0015	1	0	2	0.51	0.31
195	0	1	0	0	1	0.67	0.35
196	0.0032	0	0	1	3	0.51	0.034
197	0	0.11	0.89	0	2	0.51	0.31
198	0	0.17	0.83	0	2	0.51	0.31
199	0	0.79	0.21	0	1	0.67	0.35
200	0	0.18	0.82	0	2	0.51	0.31
201	0	0.0013	1	0	2	0.51	0.31
202	0	0.08	0.92	0	2	0.51	0.31
203	0.17	0	0.83	0.0017	2	0.51	0.31
204	0	0	0	1	3	0.51	0.034
205	0	0.011	0.99	0	2	0.51	0.31
206	0	1	0	0	1	0.67	0.35
207	0	0.75	0.25	0	1	0.67	0.35
208	0.00039	0	1	0	2	0.51	0.31
209	0.014	0.99	1.7e-06	0	1	0.67	0.35
210	0.34	0	0	0.66	3	0.51	0.034
211	0.00024	2.8e-06	1	0	2	0.51	0.31
212	0.039	0.00025	0.96	0	2	0.51	0.31
213	0	1	0	0	1	0.67	0.35
214	0	0.94	0.056	0	1	0.67	0.35
215	0	0	1	0	2	0.51	0.31
216	0	0	0	1	3	0.51	0.034
217	0	0.18	0.82	0	2	0.51	0.31
218	0	0.33	0.67	0	2	0.51	0.31
219	0	0.0053	0.99	0	2	0.51	0.31
220	0	0.14	0.86	0	2	0.51	0.31
221	0	0	0	1	3	0.51	0.034
222	0	0.22	0.78	0	2	0.51	0.31
223	1	0	0	0	0	0.054	0.28
224	0	0.014	0.99	0	2	0.51	0.31
225	1	0	0	0	0	0.054	0.28
226	0	0.089	0.91	0	2	0.51	0.31
227	0.068	0	0	0.93	3	0.51	0.034
228	0	0.94	0.062	0	1	0.67	0.35
229	0	0.32	0.68	0	2	0.51	0.31
230	0	0.0045	0.31	0.69	3	0.51	0.034
231	1	0	0	0	0	0.054	0.28
232	0	0.14	0.86	0	2	0.51	0.31
233	0	0.81	0.19	0	1	0.67	0.35
234	0	0.034	0.97	0	2	0.51	0.31
235	0	0.54	0.46	0	1	0.67	0.35
236	0	0.079	0.92	0	2	0.51	0.31
237	0	0.1	0.9	0	2	0.51	0.31
238	0	0.013	0.99	0	2	0.51	0.31
239	0	0	0	1	3	0.51	0.034
240	0	0.0036	1	0	2	0.51	0.31
241	1	0	0	0	0	0.054	0.28
242	0	0.18	0.82	0	2	0.51	0.31
243	0	0.13	0.87	0	2	0.51	0.31
244	0	0.18	0.82	0	2	0.51	0.31
245	0	0.0044	1	0	2	0.51	0.31
246	0	0.11	0.89	0	2	0.51	0.31
247	0	2.8e-06	0.0075	0.99	3	0.51	0.034
248	0	0.064	0.94	0	2	0.51	0.31
249	1	0	0	0	0	0.054	0.28
250	0	0.13	0.87	0	2	0.51	0.31
251	0	0.046	0.95	0	2	0.51	0.31
252	0	1	0	0	1	0.67	0.35
253	0	0.88	0.12	0	1	0.67	0.35
254	0	0.0024	1	0	2	0.51	0.31
255	0	0.00044	1	0	2	0.51	0.31
256	0	0.7	0.3	0	1	0.67	0.35
257	0	0.0081	0.99	0	2	0.51	0.31
258	1	0	0	0	0	0.054	0.28
259	0	0.0023	1	0	2	0.51	0.31
260	0	0.013	0.99	0	2	0.51	0.31
261	0	0	4.6e-05	1	3	0.51	0.034
262	0	0.13	0.87	2.4e-06	2	0.51	0.31
263	0	0.6	0.4	0	1	0.67	0.35
264	0	0.0013	1	0	2	0.51	0.31
265	0	0.0083	0.99	0	2	0.51	0.31
266	0	0	0	1	3	0.51	0.034
267	0	0	0	1	3	0.51	0.034
268	0	0.0027	1	0	2	0.51	0.31
269	0	0.7	0.3	0	1	0.67	0.35
270	0	0.8	0.2	0	1	0.67	0.35
271	1	0	0	0	0	0.054	0.28
272	0	0.0016	1	0	2	0.51	0.31
273	1	0	0	0	0	0.054	0.28
274	1	0	0	0	0	0.054	0.28
275	0	0	1	0	2	0.51	0.31
276	0	0	0	1	3	0.51	0.034
277	0	0	1	0	2	0.51	0.31
278	0	0.028	0.97	0	2	0.51	0.31
279	0	1	0	0	1	0.67	0.35
280	0	0.99	0	0.014	1	0.67	0.35
281	0	0.3	0.7	0	2	0.51	0.31
282	0	0	0	1	3	0.51	0.034
283	0	0.021	0.98	0	2	0.51	0.31
284	0	0.16	0.84	0	2	0.51	0.31
285	0	0.4	0.6	0	2	0.51	0.31
286	0	0	1	0	2	0.51	0.31
287	0	0.011	0.99	0	2	0.51	0.31
288	0	0.62	0.38	0	1	0.67	0.35
289	1	0	0	0	0	0.054	0.28
290	0	0.74	0.26	0	1	0.67	0.35
291	0	0.0022	1	0	2	0.51	0.31
292	0	0	1	0	2	0.51	0.31
293	0	0.038	0.96	0	2	0.51	0.31
294	0	0.4	0.6	0	2	0.51	0.31
295	0	0.29	0.71	0	2	0.51	0.31
296	0	0.053	0.95	0	2	0.51	0.31
297	0	0.61	0.39	0	1	0.67	0.35
298	0	0.00048	1	0	2	0.51	0.31
299	0	0.097	0.9	0	2	0.51	0.31
300	0	0	0	1	3	0.51	0.034
301	0	0.2	0.8	0	2	0.51	0.31
302	0	0.83	0.17	0	1	0.67	0.35
303	0	0.071	0.93	0	2	0.51	0.31
304	0	0.35	0.65	0	2	0.51	0.31
305	0	0.03	0.97	0	2	0.51	0.31
306	0.0016	0	1	0	2	0.51	0.31
307	0	6.8e-05	1	0	2	0.51	0.31
308	0	6.6e-05	1	0	2	0.51	0.31
309	0	0.026	0.97	0	2	0.51	0.31
310	0	0.54	0.46	0	1	0.67	0.35
311	1	0	0	0	0	0.054	0.28
312	0	9.2e-05	1	0	2	0.51	0.31
313	0	0.0049	1	0	2	0.51	0.31
314	0.0049	0	1	0	2	0.51	0.31
315	0	0.11	0.89	0	2	0.51	0.31
316	0	0	0.00059	1	3	0.51	0.034
317	0	0.24	0.76	0	2	0.51	0.31
318	0	0.15	0.85	0	2	0.51	0.31
319	0	0.046	0.95	0	2	0.51	0.31
320	0	0.033	0.97	0	2	0.51	0.31
321	0	0.00085	1	0	2	0.51	0.31
322	0	0.00024	1	0	2	0.51	0.31
323	0	6.7e-05	1	0	2	0.51	0.31
324	0	0	0	1	3	0.51	0.034
325	0	0.0005	1	0	2	0.51	0.31
326	0	0.0012	1	0	2	0.51	0.31
327	0	0	0	1	3	0.51	0.034
328	0	0.00057	1	0	2	0.51	0.31
329	0	0.036	0.96	0	2	0.51	0.31
330	0	0.2	0.8	0	2	0.51	0.31
331	0	0.4	0.6	0	2	0.51	0.31
332	0	0.00023	1	0	2	0.51	0.31
333	0	0.0062	0.99	3.6e-06	2	0.51	0.31
334	0	0.0069	0.99	0	2	0.51	0.31
