SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	0	1	0	0	0	0	1	0.054	0.31
1	0.75	0	0	0.25	0	0	0	0.51	0.31
2	0	0.063	0.94	0	0	0	2	0	0.28
3	0	0	0	1.7e-06	0	1	5	0.51	0.034
4	1	0	0	0	0	0	0	0.51	0.31
5	0.64	0	0	0.36	0	0	0	0.51	0.31
6	0.97	0	0	0.027	0	0	0	0.51	0.31
7	1	0	0	0	0	0	0	0.51	0.31
8	0.9	0	0	0.098	0	0	0	0.51	0.31
9	0.74	0	0	0.26	0	0	0	0.51	0.31
10	1	0	0	0.0032	0	0	0	0.51	0.31
11	1	0	0	0	0	0	0	0.51	0.31
12	0.65	0	0	0.35	0	0	0	0.51	0.31
13	0.97	0	0	0.028	0	0	0	0.51	0.31
14	0	0	0	0	0	1	5	0.51	0.034
15	0.47	0	0	0.53	0	0	3	0.62	0.39
16	0.98	0	0	0.016	0	0	0	0.51	0.31
17	0	1	0	0	0	0	1	0.054	0.31
18	0.64	0	0	0.36	0	0	0	0.51	0.31
19	0.84	0	0	0.16	0	0	0	0.51	0.31
20	0	0	0	0	0	1	5	0.51	0.034
21	0.43	0.021	0.55	0	0	0	2	0	0.28
22	1	0	0	0	0	0	0	0.51	0.31
23	0.53	0	0	0.47	0	0	0	0.51	0.31
24	0.00036	0	0	0	0.00021	1	5	0.51	0.034
25	0	1	0	0	0	0	1	0.054	0.31
26	0.43	0.027	0.54	0	0	1.7e-05	2	0	0.28
27	1	0	0	0	0	0	0	0.51	0.31
28	0.94	0	0	0.062	0	0	0	0.51	0.31
29	0.77	0	0	0.23	0	0	0	0.51	0.31
30	0.44	0	0	0.56	0	0	3	0.62	0.39
31	1	0	0	0	0	0	0	0.51	0.31
32	0.99	0	0	0.0068	0	0	0	0.51	0.31
33	0.98	0	0	0.023	0	0	0	0.51	0.31
34	0.91	0	0	0.085	0	0	0	0.51	0.31
35	1	0	0	0	0	0	0	0.51	0.31
36	0	0.46	0	0.54	0	0	3	0.62	0.39
37	0	1	0	0	0	0	1	0.054	0.31
38	0.92	0	0	0.081	0	0	0	0.51	0.31
39	0	0.99	0	0.011	0	0	1	0.054	0.31
40	0	0.24	0	0.76	0	0	3	0.62	0.39
41	0.95	0	0	0.054	0	0	0	0.51	0.31
42	0	0.0016	0	1	0	0	3	0.62	0.39
43	0.96	0	0	0.044	0	0	0	0.51	0.31
44	0	0	0	0	0	1	5	0.51	0.034
45	0	0.00029	1	0	0	0	2	0	0.28
46	0	0.0014	1	0	0	0	2	0	0.28
47	0	0.012	0.99	0	0	0	2	0	0.28
48	0.016	0	0	0.98	0	0	3	0.62	0.39
49	0	0	0	0	0	1	5	0.51	0.034
50	0.47	0	0	0.53	0	0	3	0.62	0.39
51	0.91	0	0	0.089	0	0	0	0.51	0.31
52	0	0	0	0	0	1	5	0.51	0.034
53	0.61	0	0	0.39	0	0	0	0.51	0.31
54	0	0.075	0.92	0	0	0	2	0	0.28
55	0.95	0	0	0.05	0	0	0	0.51	0.31
56	0.81	0	0	0.19	0	0	0	0.51	0.31
57	0.87	0	0	0.13	0	0	0	0.51	0.31
58	0.93	0	0	0.071	0	0	0	0.51	0.31
59	0.96	0	0	0.037	0	0	0	0.51	0.31
60	0	0	0	0	0	1	5	0.51	0.034
61	0.45	0	0	0.55	0	0	3	0.62	0.39
62	0.68	0	0	0.32	0	0	0	0.51	0.31
63	0	0	0	0	0	1	5	0.51	0.034
64	0	0.0098	0.99	0	0	0	2	0	0.28
65	0.97	0	0	0.026	0	0	0	0.51	0.31
66	0	1	0	0	0	0	1	0.054	0.31
67	1	0	0	0	0	0	0	0.51	0.31
68	0.93	0	0	0.072	0	0	0	0.51	0.31
69	0.29	0	0	0.71	0	0	3	0.62	0.39
70	0.45	0	0	0.55	0	0	3	0.62	0.39
71	0	0.026	0.97	0	0	0	2	0	0.28
72	0	0	0	3.1e-05	0	1	5	0.51	0.034
73	0	0	0	0	0	1	5	0.51	0.034
74	0.88	0	0	0.12	0	0	0	0.51	0.31
75	0.53	0	0	0.47	0	0	0	0.51	0.31
76	0.85	0	0	0.15	0	0	0	0.51	0.31
77	0	0	0	0	0	1	5	0.51	0.034
