SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0.57	15	0.054	0.31
1	0.13	0	0	0	0	0.18	2.3e-05	0	0	0	0.1	0	0	0	0.59	0	14	0.51	0.31
2	0	0.91	0	0	0	0	0	0	0	0	0.041	0	0.0065	0	0	0.041	1	0	0.28
3	0	0	0	0.0013	0	0	0	0	0	1	0	0	0	0	0	0	9	0.51	0.034
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.51	0.31
5	0.28	0	0	0	0	0.19	0	0	0	0	0.034	0	0	0	0.5	0	14	0.51	0.31
6	0.015	0	0	0	0	0.084	4.1e-05	0	0	0	5.3e-06	0	0	0	0.9	0	14	0.51	0.31
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.51	0.31
8	0.038	0	0	0	0.0011	0.11	0.0018	0	0	0	0.0057	0	0	0	0.84	0	14	0.51	0.31
9	0.16	0	0	0	0	0.2	0	0	0	0	0.017	0	0	0	0.62	0	14	0.51	0.31
10	0.0039	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0.95	0	14	0.51	0.31
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.51	0.31
12	0.12	0	0	0	0.00014	0.23	0.0014	0	0	0	0.02	0	0	0	0.63	0	14	0.51	0.31
13	0.015	0	0	0	2e-05	0.072	0.00023	0	0	0	6.1e-05	0	0	0	0.91	0	14	0.51	0.31
14	0	0	0	0	0	0	0	1	0	0.0041	0	0	0	0	0	0	7	0.49	0
15	0.2	0	0	0	5e-06	0.29	0.00036	0	0	0	0.019	0	0	0	0.49	0	14	0.51	0.31
16	0.013	0	0	0	0	0.068	0	0	0	0	0.057	0	0	0	0.86	0	14	0.51	0.31
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.054	0.31
18	0.11	0	0	0	3.9e-06	0.27	0.00075	0	0	0	0.00091	0	0	0	0.62	0	14	0.51	0.31
19	0.075	0	0	0	0	0.19	7.6e-05	0	0	0	0.00064	0	0	0	0.74	0	14	0.51	0.31
20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.51	0.034
21	0	0.57	0	0	0	0	0	0	0	0	0	0	0.0018	0	0.41	0.015	1	0	0.28
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.51	0.31
23	0.11	0	0	0	0.00045	0.31	0.0071	0	0	0	0.00063	0	0	0	0.57	0	14	0.51	0.31
24	0	0	0	0.00029	0	0	0	0.9	0	0.097	0	0	0	3.1e-05	5.3e-05	0	7	0.49	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0.054	0.31
26	0	0.57	0	0	0	0	0	0	0	1e-05	0	0	0.0024	0	0.41	0.019	1	0	0.28
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.51	0.31
28	0.024	0	0	0	0	0.19	0	0	0	0	0	0	0	0	0.78	0	14	0.51	0.31
