SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0.62	0	0	0	0	0	0	0	0.38	0	0	0	0	2	0.054	0.31
1	0.18	0.18	0	0	0.31	0.18	0.004	0	0	0	0.086	0.0018	0.054	1.6e-06	0	4	0.51	0.39
2	0	0	0.046	0	5.6e-06	0	0	0	0.92	0	0.037	0	0	0	0	8	0	0.28
3	0	0	0	0	0	0	0	9.6e-06	0	0	0	3.3e-05	1e-05	0	1	14	0.51	0.034
4	0.33	0.33	0	0.0016	0	0.33	0	0	0	0	0	0	0	0	0	1	0.51	0.31
5	0.13	0.13	0	0	0.56	0.13	0.0017	0	0	0	0.024	0.00053	0.031	0	0	4	0.51	0.39
6	0.31	0.31	0	0	0.033	0.31	0.0086	0	0	0	5e-06	6e-05	0.031	3.4e-06	0	1	0.51	0.31
7	0.33	0.33	0	1.9e-05	0	0.33	0	0	0	0	0	0	0	0	0	1	0.51	0.31
8	0.28	0.28	0	4.5e-05	0.072	0.28	0.011	0	0	0	0.0054	0.0019	0.059	0.0028	0	1	0.51	0.31
9	0.19	0.19	0	0	0.36	0.19	0.0036	0	0	0	0.014	0.00091	0.053	0	0	4	0.51	0.39
10	0.33	0.33	0	0	0.013	0.33	0.0028	0	0	0	0	0	0.0081	0	0	1	0.51	0.31
11	0.33	0.33	0	1.5e-05	0	0.33	0	0	0	0	0	0	0	0	0	1	0.51	0.31
12	0.21	0.21	0	0	0.17	0.21	0.016	0	0	0	0.019	0.0092	0.14	0.00072	0	1	0.51	0.31
13	0.31	0.31	0	0	0.034	0.31	0.0085	0	0	0	5.8e-05	0.00014	0.029	0.0001	0	1	0.51	0.31
14	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0.008	9	0.51	0
15	0.17	0.17	0	0	0.27	0.17	0.013	0	0	0	0.018	0.012	0.18	6.6e-05	0	4	0.51	0.39
16	0.3	0.3	0	0	0.038	0.3	0.0041	0	0	0	0.055	1.7e-05	0.017	0	0	1	0.51	0.31
17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.054	0.31
18	0.22	0.22	0	0	0.13	0.22	0.022	0	0	0	0.0009	0.0058	0.19	7.9e-05	0	1	0.51	0.31
19	0.26	0.26	0	0	0.14	0.26	0.0093	0	0	0	0.00062	0.00094	0.079	8.4e-06	0	1	0.51	0.31
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	14	0.51	0.034
21	0.13	0.13	0.017	0	0	0.13	0	0	0.58	0	0	0	0	0	0	8	0	0.28
22	0.33	0.33	0	0.002	0	0.33	0	0	0	0	0	0	0	0	0	1	0.51	0.31
23	0.19	0.19	0	0	0.086	0.19	0.039	0	0	0	0.00058	0.014	0.3	0.003	0	12	0.62	0.35
24	2.8e-05	2.8e-05	0	0	0	2.8e-05	0	1.8e-05	0	0.83	0	0	0	0	0.17	9	0.51	0
25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.054	0.31
26	0.13	0.13	0.022	0	0	0.13	0	0	0.58	0	0	0	0	0	1.1e-05	8	0	0.28
27	0.33	0.33	0	0.001	0	0.33	0	0	0	0	0	0	0	0	0	1	0.51	0.31
28	0.28	0.28	0	0	0.025	0.28	0.023	0	0	0	0	1.6e-05	0.098	0	0	1	0.51	0.31
29	0.24	0.24	0	0	0.11	0.24	0.017	0	0	0	1.1e-06	0.0002	0.15	0	0	1	0.51	0.31
30	0.16	0.16	0	0	0.24	0.16	0.015	0	0	0	0.041	0.027	0.19	0.0021	0	4	0.51	0.39
31	0.33	0.33	0	3.6e-06	0	0.33	0	0	0	0	0	0	0	0	0	1	0.51	0.31
32	0.32	0.32	0	0	0.045	0.32	0.0016	0	0	0	4e-06	2.7e-06	0.0067	0	0	1	0.51	0.31
33	0.24	0.24	0	0	0.26	0.24	0.00059	0	0	0	0.00036	4.8e-06	0.0071	0	0	4	0.51	0.39
34	0.28	0.28	0	0	0.079	0.28	0.01	0	0	0	1.5e-05	0.00017	0.063	0	0	1	0.51	0.31
35	0.33	0.33	0	5e-05	0	0.33	0	0	0	0	0	0	0	0	0	1	0.51	0.31
36	0	0	0.5	0	0	0	0.032	0	0	0	0	3.5e-06	0.47	0	0	2	0.054	0.31
37	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0.054	0.31
38	0.23	0.23	0	0	0.26	0.23	0.0019	0	0	0	0.032	4.6e-05	0.024	0	0	4	0.51	0.39
39	0	0	0.98	0	0	0	0.0026	0	0	0	0	0	0.016	0	0	2	0.054	0.31
40	0	0	0.27	0	0	0	0.018	0	0	0	0.46	0.00068	0.25	0	0	10	0.56	0.61
41	0.26	0.26	0	0	0.046	0.26	0.0091	0	0	0	0.11	1.9e-05	0.05	0	0	1	0.51	0.31
42	0	0	0.0028	0	0	0	0.041	0	0	0	0	0.0013	0.95	0	0	12	0.62	0.35
43	0.22	0.22	0	0	0.0097	0.22	0.026	0	0	0	0.24	0.0011	0.052	0	0	10	0.56	0.61
44	0	0	0	0	0	0	0	0	0	0.56	0	0	0	0.33	0.11	9	0.51	0
45	0	0	0.00022	0	1.8e-06	0	0	0	1	0	0.00031	0	0	0	0	8	0	0.28
46	0	0	0.0011	0	0	0	0	0	1	0	0.001	0	0	0	0	8	0	0.28
47	0	0	0.0091	0	0	0	0	0	0.98	0	0.0061	0	0	0	0	8	0	0.28
48	0.014	0.014	0	0	0.063	0.014	0.019	0	0	0	0	0.0019	0.88	0	0	12	0.62	0.35
49	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0.74	0.00024	13	0.95	0.31
50	0.18	0.18	0	0	0.16	0.18	0.025	0	0	0	0.0012	0.0097	0.27	1.9e-05	0	12	0.62	0.35
