SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0	0.37	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.31
1	0.47	3.4e-06	0.076	0	0	0	0	0	0	0.35	0	0.0067	0	1.7e-05	0.066	0	0.031	0	0	0	0.51	0.31
2	0	0	0.043	0	0	0	0.055	0	0.41	0.0015	0	4.1e-05	0	0	0	0.38	0	0	0.1	8	0	0.31
3	0	0.38	0	0	7.6e-06	0	0	0	0	0	0	0	0.62	0	0	0	0	6.4e-05	0	12	0.51	0.034
4	0.87	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0.12	0	0	0	0	0	0.51	0.31
5	0.25	0	0.016	0	0	0	0	0	0	0.68	0	0.0026	0	0	0.035	0	0.015	0	0	9	0.51	0.44
6	0.81	0	4.5e-06	0	0	0	0	0	0	0.009	0	1.1e-05	0	3.6e-05	0.11	0	0.063	0	0	0	0.51	0.31
7	0.88	0	0	0	0	0	0	0	0	0	3.2e-05	0	0	0	0.12	0	0	0	0	0	0.51	0.31
8	0.78	0.0024	0.0051	0	0	0	0	0	0	0.047	7.9e-05	0.0016	0	0.0016	0.11	0	0.059	0	0	0	0.51	0.31
9	0.5	0	0.013	0	0	0	0	0	0	0.39	0	0.0026	0	0	0.069	0	0.033	0	0	0	0.51	0.31
10	0.84	0	0	0	0	0	0	0	0	0.00092	0	0	0	0	0.12	0	0.043	0	0	0	0.51	0.31
11	0.88	0	0	0	0	0	0	0	0	0	2.6e-05	0	0	0	0.12	0	0	0	0	0	0.51	0.31
12	0.64	0.0011	0.019	0	0	0	0	0	0	0.16	0	0.011	0	0.0013	0.09	0	0.079	0	0	0	0.51	0.31
13	0.82	5.5e-05	5.2e-05	0	0	0	0	0	0	0.012	0	4.4e-05	0	0.0002	0.11	0	0.057	0	0	0	0.51	0.31
14	0	0	0	8.2e-06	0	0.99	0	0	0	0	0	0	0.0054	0	0	0	0	0	0	5	0.44	0
15	0.52	0.00016	0.019	0	0	0	0	0	0	0.31	0	0.016	0	0.00037	0.073	0	0.068	0	0	0	0.51	0.31
16	0.78	0	0.05	0	0	0	0	0	0	0.017	0	0.00056	0	0	0.11	0	0.045	0	0	0	0.51	0.31
17	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.31
18	0.7	0.00013	0.00099	0	0	0	0	0	0	0.091	0	0.0028	0	0.00082	0.098	0	0.11	0	0	0	0.51	0.31
19	0.74	1.2e-05	0.00061	0	0	0	0	0	0	0.091	0	0.00061	0	7.3e-05	0.1	0	0.066	0	0	0	0.51	0.31
20	0	0.14	0	0	0	0	0	0	0	0	0	0	0.86	0	0	0	0	0	0	12	0.51	0.034
21	0.4	0	0	0	0	0	0.017	0	0.19	0	0	0	0	0	0.056	0.18	0	0	0.16	0	0.51	0.31
22	0.87	0	0	0	0	0	0	0	0	0	0.0033	0	0	0	0.12	0	0	0	0	0	0.51	0.31
23	0.68	0.0049	0.00072	0	0	0	0	0	0	0.061	0	0.0044	0	0.0082	0.095	0	0.15	0	0	0	0.51	0.31
24	5e-05	0	0	6.3e-06	1.4e-05	0.9	0	0	0	0	0	0	0.1	0	7.1e-06	0	0	3.5e-05	0	5	0.44	0
25	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.31
26	0.37	0	0	0	0	0	0.021	0	0.18	0	0	0	1.1e-05	0	0.052	0.17	0	0	0.21	0	0.51	0.31
27	0.88	0	0	0	0	0	0	0	0	0	0.0018	0	0	0	0.12	0	0	0	0	0	0.51	0.31
28	0.76	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0.11	0	0.13	0	0	0	0.51	0.31
29	0.74	0	1.1e-06	0	0	0	0	0	0	0.04	0	3.5e-05	0	1e-06	0.1	0	0.11	0	0	0	0.51	0.31
30	0.5	0.0051	0.043	0	0	0	0	0	0	0.29	0	0.033	0	0.0027	0.069	0	0.065	0	0	0	0.51	0.31
31	0.88	0	0	0	0	0	0	0	0	0	6.2e-06	0	0	0	0.12	0	0	0	0	0	0.51	0.31
32	0.84	0	3.6e-06	0	0	0	0	0	0	0.014	0	1.5e-06	0	0	0.12	0	0.028	0	0	0	0.51	0.31
33	0.69	0	0.00035	0	0	0	0	0	0	0.19	0	2.1e-05	0	0	0.097	0	0.017	0	0	0	0.51	0.31
34	0.79	0	1.4e-05	0	0	0	0	0	0	0.03	0	4.9e-05	0	9e-06	0.11	0	0.074	0	0	0	0.51	0.31
35	0.88	0	0	0	0	0	0	0	0	0	8.4e-05	0	0	0	0.12	0	0	0	0	0	0.51	0.31
36	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0.59	0	0	16	0.56	0.31
37	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0.054	0.31
38	0.66	0	0.032	0	0	0	0	0	0	0.19	0	9.8e-05	0	0	0.092	0	0.03	0	0	0	0.51	0.31
39	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0.59	0	0	16	0.56	0.31
40	0	0	0.37	0	0	0	0.22	0	0	0	0	0.0056	0	0	0	0	0.41	0	0	16	0.56	0.31
41	0.71	0	0.1	0	0	0	0	0	0	0.01	0	0.00029	0	0	0.1	0	0.075	0	0	0	0.51	0.31
42	0	0	9.7e-06	0	0	0	0.39	0	0	0	0	0.048	0	2e-05	0	0	0.57	0	0	16	0.56	0.31
