SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
1	0	0	0.041	0.54	1.2e-06	1.4e-06	0	0.21	0.19	0	0.016	3	0.51	0.31
2	0.19	0	0.00024	0	7.8e-06	0	0	1.6e-06	0.81	0	0	8	0.51	0.61
3	0	0	0	0	0	0	1	0	0	1.2e-05	0	6	0.51	0.034
4	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
5	0	0	0.07	0.43	0	0	0	0.42	0.067	0	0.012	3	0.51	0.31
6	0	0	0.00031	0.94	0	3.2e-06	0	0.028	9.7e-06	0	0.034	3	0.51	0.31
7	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
8	0	0	0.0073	0.88	0	0.0026	0	0.07	0.0092	0	0.031	3	0.51	0.31
9	0	0	0.034	0.62	0	0	0	0.29	0.034	0	0.02	3	0.51	0.31
10	0	0	0	0.97	0	0	0	0.007	0	0	0.023	3	0.51	0.31
11	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
12	0	0	0.043	0.67	0	0.00069	0	0.22	0.023	0	0.038	3	0.51	0.31
13	0	0	0.00059	0.94	0	9.6e-05	0	0.026	0.00012	0	0.031	3	0.51	0.31
14	0	0.99	0	0	0	0	0.0066	0	0	0	0	1	0.44	0
15	0	0	0.079	0.5	0	5.9e-05	0	0.37	0.02	0	0.031	3	0.51	0.31
16	0	0	0.0021	0.82	0	0	0	0.022	0.13	0	0.022	3	0.51	0.31
17	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
18	0	0	0.02	0.71	0	7.9e-05	0	0.22	0.00096	0	0.05	3	0.51	0.31
19	0	0	0.0076	0.81	0	8.1e-06	0	0.14	0.0011	0	0.034	3	0.51	0.31
20	0	0	0	0	0	0	1	0	0	0	0	6	0.51	0.034
21	0.084	0	0	0.92	0	0	0	0	0	0	0	3	0.51	0.31
22	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
23	0	0	0.024	0.67	0	0.0033	0	0.23	0.00047	0	0.067	3	0.51	0.31
24	0	0.88	0	6.2e-05	0	0	0.12	0	0	1.7e-05	0	1	0.44	0
25	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
26	0.11	0	0	0.89	0	0	2.5e-05	0	0	0	0	3	0.51	0.31
27	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
28	0	0	7.1e-05	0.88	0	0	0	0.047	0	0	0.072	3	0.51	0.31
29	0	0	0.0022	0.75	0	0	0	0.19	1.1e-06	0	0.054	3	0.51	0.31
30	0	0	0.099	0.49	0	0.0019	0	0.34	0.046	0	0.03	3	0.51	0.31
31	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
32	0	0	9.7e-05	0.97	0	0	0	0.016	1.8e-05	0	0.015	3	0.51	0.31
33	0	0	0.0014	0.9	0	0	0	0.082	0.0027	0	0.01	3	0.51	0.31
34	0	0	0.0015	0.88	0	0	0	0.081	2.4e-05	0	0.038	3	0.51	0.31
35	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
36	0.051	0	0.0014	0	0	0	0	0.81	0	0	0.14	7	0.56	0.39
37	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
38	0	0	0.0035	0.73	7e-06	0	0	0.14	0.11	0	0.015	3	0.51	0.31
39	0.28	0	1.3e-05	0	0	0	0	0.41	0	0	0.32	7	0.56	0.39
40	0.016	0	0.046	0	0	0	0	0.88	0	0	0.06	7	0.56	0.39
41	0	0	0.00043	0.76	0	0	0	0.05	0.15	0	0.037	3	0.51	0.31
42	0.0093	0	0.4	0	0	0	0	0.55	0	0	0.041	7	0.56	0.39
43	0	0	0.07	0.66	0	0	0	0.018	0.19	0	0.055	3	0.51	0.31
44	0	0.59	0	0	0	0.3	0.11	0	0	0	0	1	0.44	0
45	0.0077	0	0	0	0	0	0	0	0.99	0	0	8	0.51	0.61
46	0.0081	0	0	0	1.1e-06	0	0	0	0.99	0	0	8	0.51	0.61
47	0.018	0	0	0	1.2e-05	0	0	0	0.98	0	0	8	0.51	0.61
48	0	0	0.0095	0.056	0	0	0	0.91	0	0	0.026	7	0.56	0.39
49	0	0.66	0	0	0	0.34	0.00012	0	0	0	0	1	0.44	0
50	0	0	0.038	0.58	0	1.9e-05	0	0.33	0.001	0	0.05	3	0.51	0.31
51	0	0	0.0048	0.87	0	1e-06	0	0.098	0.0021	0	0.027	3	0.51	0.31
52	0	0.66	0	0	0	0.34	0.0027	0	0	0	0	1	0.44	0
53	0	0	0.037	0.69	0	0.0028	0	0.22	0.0077	0	0.05	3	0.51	0.31
54	0.11	0	8e-06	0	2.1e-05	0	0	0	0.89	0	0	8	0.51	0.61
55	0	0	0.0013	0.92	0	3.7e-05	0	0.042	0.00024	0	0.037	3	0.51	0.31
56	0	0	0.022	0.76	0	0.00017	0	0.15	0.042	0	0.03	3	0.51	0.31
57	0	0	0.0041	0.86	0	0.00026	0	0.083	0.00029	0	0.05	3	0.51	0.31
58	0	0	0.00076	0.86	0	0.042	0	0.049	6.8e-06	0	0.046	3	0.51	0.31
59	0	0	0.00019	0.88	0	0.041	0	0.033	0	0	0.042	3	0.51	0.31
60	0	0	0	0	0	0	1	0	0	0	0	6	0.51	0.034
61	0	0	0.1	0.37	6.3e-06	3.9e-06	0	0.34	0.16	0	0.019	3	0.51	0.31
62	0	0	0.044	0.3	1.8e-05	0.00042	0	0.12	0.53	0	0.011	8	0.51	0.61
63	0	0	0	0	0	0	1	0	0	0	0	6	0.51	0.034
64	0.091	0	0.0001	0	1.1e-06	0	0	0	0.91	0	0	8	0.51	0.61
65	0	0	3.6e-05	0.92	0	0	0	0.022	0	0	0.055	3	0.51	0.31
66	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
67	0	0	0	1	0	0	0	0	0	0	0.00013	3	0.51	0.31
68	0	0	0.0012	0.89	0	0	0	0.072	2.3e-05	0	0.036	3	0.51	0.31
69	0	0	0.17	0.35	0	0.054	0	0.3	0.09	0	0.035	3	0.51	0.31
70	0	0	0.058	0.5	0	3.8e-06	0	0.4	0.0046	0	0.032	3	0.51	0.31
71	0.087	0	5e-05	0	9.3e-06	0	0	1.3e-06	0.91	0	0	8	0.51	0.61
72	0	0	0	0	0	0	0.99	0	0	0.0054	0	6	0.51	0.034
73	0	0	0	0	0	0	1	0	0	0	0	6	0.51	0.034
74	0	0	0.0058	0.8	0	0	0	0.17	0.00085	0	0.023	3	0.51	0.31
75	0	0	0.057	0.37	0	0	0	0.54	0.02	0	0.012	7	0.56	0.39
76	0	0	0.00084	0.85	0	1.6e-05	0	0.072	0	0	0.081	3	0.51	0.31
77	0	0.66	0	0	0	0.33	0.013	0	0	0	0	1	0.44	0
78	0	0	0.0011	0.79	0	0	0	0.21	0.00055	0	0.0047	3	0.51	0.31
79	0	0	0.027	0.64	0	0	0	0.21	0.11	0	0.015	3	0.51	0.31
80	0	0	0	0	0	0	0	0	0	0.00057	1	10	0.56	0.31
81	0	0	0.027	0.72	0	0.00063	0	0.21	0.0049	0	0.044	3	0.51	0.31
82	0	0	0.0027	0.72	3.2e-06	0	0	0.25	0.01	0	0.012	3	0.51	0.31
83	0	0	0.041	0.6	3.6e-06	0.011	0	0.14	0.19	0	0.021	3	0.51	0.31
84	0.17	0	5.4e-05	0	5.7e-05	0	0	0	0.83	0	0	8	0.51	0.61
85	0.0071	0	0	0	0	0	0	0	0.99	0	0	8	0.51	0.61
86	0	0	0.0018	0.87	0	0	0	0.1	0.00015	0	0.023	3	0.51	0.31
87	0	0.59	1.1e-06	4.2e-06	0	0.3	0.11	0	0	0.00079	6.6e-06	1	0.44	0
88	0	0	0.0014	0.9	0	0	0	0.08	0.00023	0	0.02	3	0.51	0.31
89	0	0	0.044	0.73	0	0.00023	0	0.02	0.036	0	0.17	3	0.51	0.31
90	0	0	0	0	0	0	1	0	0	0	0	6	0.51	0.034
91	1	0	9e-05	0	0	0	0	0	0	0	0	0	0.054	0.28
92	0	0	0.015	0.76	0	0.0039	0	0.14	0.027	0	0.053	3	0.51	0.31
93	0.32	0	0.56	0.11	0	0	0	0.0018	0	1.1e-05	0	2	0.62	0.48
94	0	0	0	0	0	0	0	6.7e-05	0	1	0	9	0.11	0.034
95	0	0	0.98	0	0	0	0	0.004	0	0.017	0	2	0.62	0.48
96	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
97	0	0	0.001	0.88	0	0	0	0.089	7.7e-06	0	0.034	3	0.51	0.31
98	0	0	0	0.99	0	0	0	0.0028	0	0	0.011	3	0.51	0.31
99	0	0	0.11	0.29	0	0	0	0.53	0.058	0	0.012	7	0.56	0.39
100	0	0	0.051	0.59	0	0.01	0	0.29	0.0022	0	0.058	3	0.51	0.31
101	0	0	3.7e-05	0.98	0	0	0	0.009	1.3e-05	0	0.011	3	0.51	0.31
102	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
103	0	0	0.00025	0.92	0	1.2e-05	0	0.031	1.5e-06	0	0.045	3	0.51	0.31
104	0	0	0.016	0.79	0	0.0041	0	0.14	0.0063	0	0.044	3	0.51	0.31
105	0	0	0.00059	0.96	0	0.0002	0	0.015	1e-05	0	0.027	3	0.51	0.31
106	0	0	0.017	0.74	2.6e-06	0.00041	0	0.098	0.12	0	0.027	3	0.51	0.31
107	0	0	0.00048	0.77	6.4e-06	0	0	0.14	0.068	0	0.021	3	0.51	0.31
108	0	0	0.00055	0.83	0	0	0	0.0042	0.15	0	0.016	3	0.51	0.31
109	0	0	0.00012	0.85	6.1e-06	0	0	0.059	0.08	0	0.01	3	0.51	0.31
110	0	0	0.0062	0.00055	0	0	0	0.013	0.98	0	1.8e-06	8	0.51	0.61
111	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
112	0	0	0.00013	0.19	0	0.8	0	0.00088	0	0	0.0089	5	0.95	0.31
113	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
114	0	0	0	2.6e-05	0	1	0	0	0	0	0	5	0.95	0.31
115	0	0	0.006	0.88	0	0.019	5.4e-06	0.06	0.00079	0	0.033	3	0.51	0.31
116	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
117	0	0	0.0086	0.00086	3.7e-05	0	0	0.00023	0.99	0	5.2e-06	8	0.51	0.61
118	1	0	0	0	0	0	0	0	0	0	0	0	0.054	0.28
119	0	0	0	1	0	0	0	0	0	0	0	3	0.51	0.31
