SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0.64	0	0	0	14	0.054	0.31
1	0	0	0.081	0.23	0.27	0.27	0.13	0	0	3.9e-06	2.5e-06	0	0	0	0	0	0	0.015	5	0.51	0.31
2	0	0	0.041	0.00088	0	0	2.9e-06	0	0	0	9.7e-06	0	0	0.31	0.054	0.6	0	0	15	0	0.31
3	0	0	0	0	0	0	0	5.7e-06	0	0.41	0	0	0	0	0	0	0.59	0	16	0.51	0.034
4	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
5	0	0	0.018	0.47	0.15	0.15	0.2	0	0	0	0	0	0	0	0	0	0	0.0054	3	0.51	0.44
6	0	0	4.9e-06	0.006	0.47	0.47	0.015	0	0	0	0	0	0	0	0	0	0	0.035	5	0.51	0.31
7	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
8	0	0	0.0053	0.031	0.44	0.44	0.033	0	0	0.0027	0	0.00012	0	0	0	0	0	0.046	5	0.51	0.31
9	0	0	0.013	0.25	0.28	0.28	0.16	0	0	0	0	0	0	0	0	0	0	0.014	5	0.51	0.31
10	0	0	0	0.00062	0.49	0.49	0.0058	0	0	0	0	0	0	0	0	0	0	0.011	5	0.51	0.31
11	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
12	0	0	0.02	0.1	0.36	0.36	0.083	0	0	0.0013	0	0	0	0	0	0	0	0.072	5	0.51	0.31
13	0	0	5.6e-05	0.0078	0.47	0.47	0.015	0	0	6.3e-05	0	0	0	0	0	0	0	0.034	5	0.51	0.31
14	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054	0	0	0.44	0
15	0	0	0.02	0.2	0.29	0.29	0.14	0	0	0.00018	0	0	0	0	0	0	0	0.06	5	0.51	0.31
16	0	0	0.053	0.011	0.45	0.45	0.017	0	0	0	0	0	0	0	0	0	0	0.017	5	0.51	0.31
17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.054	0.31
18	0	0	0.001	0.057	0.38	0.38	0.067	0	0	0.00014	0	0	0	0	0	0	0	0.11	5	0.51	0.31
19	0	0	0.00063	0.058	0.42	0.42	0.07	0	0	1.4e-05	0	0	0	0	0	0	0	0.04	5	0.51	0.31
20	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0.84	0	16	0.51	0.034
21	0	0	0	0	0.21	0.21	0	0	0	0	0	0	0	0.27	0.018	0.29	0	0	15	0	0.31
22	0	0	0	0	0.5	0.5	0	0	0	0	0	1.4e-05	0	0	0	0	0	0	5	0.51	0.31
23	0	0	0.0007	0.037	0.36	0.36	0.049	0	0	0.0051	0	0	0	0	0	0	0	0.2	5	0.51	0.31
24	0.9	0	0	0	2.8e-05	2.8e-05	0	1.1e-05	0	0	0	0	3e-05	0	0	0	0.1	0	0	0.44	0
25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.054	0.31
26	0	0	0	0	0.2	0.2	0	0	0	0	0	0	0	0.29	0.022	0.28	1e-05	0	13	0	0.24
27	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
28	0	0	0	0.0019	0.44	0.44	0.011	0	0	0	0	0	0	0	0	0	0	0.097	5	0.51	0.31
29	0	0	1.2e-06	0.026	0.42	0.42	0.058	0	0	0	0	0	0	0	0	0	0	0.077	5	0.51	0.31
30	0	0	0.046	0.19	0.28	0.28	0.13	0	0	0.0058	0	0	0	0	0	0	0	0.068	5	0.51	0.31
31	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
32	0	0	3.8e-06	0.0093	0.48	0.48	0.021	0	0	0	0	0	0	0	0	0	0	0.0065	5	0.51	0.31
33	0	0	0.00035	0.12	0.38	0.38	0.12	0	0	0	0	0	0	0	0	0	0	0.0024	5	0.51	0.31
34	0	0	1.5e-05	0.02	0.45	0.45	0.037	0	0	0	0	0	0	0	0	0	0	0.043	5	0.51	0.31
35	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79	0	0	0.21	14	0.054	0.31
37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.054	0.31
38	0	0	0.032	0.12	0.36	0.36	0.12	0	0	0	1.5e-05	0	0	0	0	0	0	0.0078	5	0.51	0.31
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99	0	0	0.01	14	0.054	0.31
40	0	0	0.56	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0.093	2	0.56	0.61
41	0	0	0.11	0.0066	0.41	0.41	0.022	0	0	0	3.4e-06	0	0	0	0	0	0	0.038	5	0.51	0.31
42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0.98	17	0.62	0.31
43	0	0	0.22	0.019	0.33	0.33	0.0042	0	0	0	0	0	0	0	0	0	0	0.1	5	0.51	0.31
44	0.85	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.13	0	0	0.44	0
45	0	0	0.00031	0.0029	0	0	0	0	0	0	0	0	0	0.84	0.00023	0.16	0	0	13	0	0.24
46	0	0	0.0015	2.3e-06	0	0	0	0	0	0	1.5e-06	0	0	0.38	0.0017	0.62	0	0	15	0	0.31
47	0	0	0.0055	0	0	0	0	0	0	0	1.6e-05	0	0	0.11	0.0087	0.88	0	0	15	0	0.31
48	0	0	0	0.067	0.13	0.13	0.18	0	0	0	0	0	0	0	0	0	0	0.48	17	0.62	0.31
49	1	0	0	0	0	0	0	0	0	3.3e-05	0	0	0	0	0	0	0.00014	0	0	0.44	0
50	0	0	0.0014	0.085	0.35	0.35	0.09	0	0	4.8e-05	0	0	0	0	0	0	0	0.13	5	0.51	0.31
51	0	0	0.00089	0.053	0.43	0.43	0.061	0	0	1.5e-06	0	0	0	0	0	0	0	0.025	5	0.51	0.31
52	1	0	0	0	0	0	0	0	0	0.00052	0	0	0	0	0	0	0.0033	0	0	0.44	0
53	0	0	0.0084	0.064	0.37	0.37	0.063	0	0	0.0046	0	0	0	0	0	0	0	0.12	5	0.51	0.31
54	0	0	0.033	8.7e-06	0	0	0	0	0	0	2.6e-05	0	0	0.13	0.052	0.78	0	0	15	0	0.31
55	0	0	0.00013	0.012	0.46	0.46	0.02	0	0	2.8e-05	0	0	0	0	0	0	0	0.047	5	0.51	0.31
56	0	0	0.024	0.088	0.39	0.39	0.073	0	0	0.00028	0	0	0	0	0	0	0	0.041	5	0.51	0.31
57	0	0	0.00023	0.018	0.43	0.43	0.028	0	0	0.00025	0	0	0	0	0	0	0	0.087	5	0.51	0.31
58	0	0	5.1e-06	0.0074	0.44	0.44	0.018	0	0	0.035	0	0	0	0	0	0	0	0.068	5	0.51	0.31
59	0	0	0	0.0041	0.45	0.45	0.014	0	0	0.032	0	0	0	0	0	0	0	0.048	5	0.51	0.31
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0.51	0.034
61	0	0	0.13	0.26	0.21	0.21	0.15	0	0	1.5e-05	1.5e-05	0	0	0	0	0	0	0.031	3	0.51	0.44
62	0	0	0.37	0.15	0.19	0.19	0.079	0	0	0.0012	4.9e-05	1.5e-05	0	0	0	0	0	0.019	2	0.56	0.61
63	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0.8	0	16	0.51	0.034
64	0	0	0.0095	0.0027	0	0	3.6e-06	0	0	0	1e-06	0	0	0.62	0.0093	0.36	0	0	13	0	0.24
65	0	0	0	0.0012	0.46	0.46	0.0073	0	0	0	0	0	0	0	0	0	0	0.067	5	0.51	0.31
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.054	0.31
67	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	7.4e-05	5	0.51	0.31
68	0	0	1.3e-05	0.018	0.45	0.45	0.035	0	0	0	0	0	0	0	0	0	0	0.038	5	0.51	0.31
69	0	0	0.14	0.11	0.21	0.21	0.07	0	0	0.14	2.1e-06	0	0	0	0	0	0	0.13	5	0.51	0.31
70	0	0	0.0048	0.18	0.3	0.3	0.15	0	0	1.4e-05	0	0	0	0	0	0	0	0.063	5	0.51	0.31
71	0	0	0.017	0.0012	0	0	5.3e-06	0	0	0	1.1e-05	0	0	0.33	0.023	0.63	0	0	15	0	0.31
72	0	0	0	0	0	0	0	0.001	0	0.76	0	0	0	0	0	0	0.24	0	9	0.95	0.35
73	0	0	0	0	0	0	0	0	0	0.62	0	0	0	0	0	0	0.38	0	9	0.95	0.35
74	0	0	0.00033	0.099	0.39	0.39	0.11	0	0	0	0	0	0	0	0	0	0	0.016	5	0.51	0.31
75	0	0	0.0065	0.46	0.14	0.14	0.25	0	0	0	0	0	0	0	0	0	0	0.0056	3	0.51	0.44
76	0	0	0	0.0042	0.4	0.4	0.014	0	0	1.2e-05	0	0	0	0	0	0	0	0.18	5	0.51	0.31
77	0.98	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0.015	0	0	0.44	0
78	0	0	2e-05	0.36	0.17	0.17	0.3	0	0	0	0	0	0	0	0	0	0	0.00019	3	0.51	0.44
79	0	0	0.033	0.25	0.28	0.28	0.15	0	0	0	0	1.8e-06	0	0	0	0	0	0.0095	5	0.51	0.31
80	0	0	0	0	0	0	0	8.2e-05	0	0	0	0	0.3	0	0	0	0	0.7	17	0.62	0.31
81	0	0	0.0045	0.069	0.38	0.38	0.07	0	0	0.0011	0	0	0	0	0	0	0	0.089	5	0.51	0.31
82	0	0	0.0026	0.15	0.32	0.32	0.2	0	0	0	6e-06	0	0	0	0	0	0	0.0052	5	0.51	0.31
83	0	0	0.14	0.096	0.32	0.32	0.062	0	0	0.021	8.5e-06	0.00096	0	0	0	0	0	0.035	5	0.51	0.31
84	0	0	0.049	7.7e-05	0	0	0	0	0	0	6.6e-05	0	0	0.1	0.088	0.76	0	0	15	0	0.31
85	0	0	0.00044	0.00022	0	0	0	0	0	0	0	0	0	0.76	0.00035	0.24	0	0	13	0	0.24
86	0	0	5.4e-05	0.055	0.43	0.43	0.077	0	0	0	0	0	0	0	0	0	0	0.013	5	0.51	0.31
87	0.79	0	0	0	2.5e-06	2.5e-06	0	0.00068	0	0.087	0	0	0.0011	0	0	0	0.12	0.0026	0	0.44	0
88	0	0	6.8e-05	0.049	0.44	0.44	0.068	0	0	0	0	0	0	0	0	0	0	0.011	5	0.51	0.31
89	0	0	0.096	0.00044	0.23	0.23	0.00078	0	0	4.5e-05	0	0	0	0	0	0	0	0.45	17	0.62	0.31
90	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0.77	0	16	0.51	0.034
91	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0.42	0	0	0	2	0.56	0.61
92	0	0	0.035	0.023	0.39	0.39	0.03	0	0	0.005	0	4.2e-05	0	0	0	0	0	0.13	5	0.51	0.31
93	0	0	0.3	0	0.17	0.17	0	2.4e-05	0	1.1e-05	0	5.1e-05	0	0	0.35	0	0	0	14	0.054	0.31
94	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0.11	0.034
95	0	0	0	0	0	0	0	0.97	0	0.026	0	0	0	0	0	0	3e-05	0	7	0.11	0.034
96	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
97	0	0	4.2e-06	0.023	0.45	0.45	0.047	0	0	0	0	0	0	0	0	0	0	0.03	5	0.51	0.31
98	0	0	0	0.00024	0.5	0.5	0.0049	0	0	0	0	0	0	0	0	0	0	0.0015	5	0.51	0.31
99	0	0	0.028	0.47	0.13	0.13	0.23	0	0	0	0	0	0	0	0	0	0	0.0094	3	0.51	0.44
100	0	0	0.0034	0.062	0.33	0.33	0.065	0	0	0.02	0	0	0	0	0	0	0	0.19	5	0.51	0.31
101	0	0	2.2e-06	0.0061	0.49	0.49	0.015	0	0	0	0	0.00012	0	0	0	0	0	0.0039	5	0.51	0.31
102	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.0024	0.74	0	0	15	0	0.31
103	0	0	1e-06	0.0039	0.46	0.46	0.012	0	0	8.5e-06	0	0	0	0	0	0	0	0.059	5	0.51	0.31
104	0	0	0.0049	0.045	0.41	0.41	0.05	0	0	0.0055	0	0.00011	0	0	0	0	0	0.08	5	0.51	0.31
105	0	0	0.0001	0.0035	0.48	0.48	0.011	0	0	0.0036	0	0	0	0	0	0	0	0.021	5	0.51	0.31
106	0	0	0.063	0.066	0.39	0.39	0.054	0	0	0.00057	5.8e-06	7.3e-06	0	0	0	0	0	0.037	5	0.51	0.31
107	0	0	0.027	0.047	0.4	0.4	0.11	0	0	0	1.4e-05	0	0	0	0	0	0	0.01	5	0.51	0.31
108	0	0	0.044	0.0017	0.47	0.47	0.0048	0	0	0	0	0	0	0	0	0	0	0.0083	5	0.51	0.31
109	0	0	0.013	0.044	0.42	0.42	0.096	0	0	0	1.3e-05	0	0	0	0	0	0	0.0025	5	0.51	0.31
110	0	0	0.11	0.52	0.00036	0.00036	0.051	0	0	0	2e-06	0.32	0	0	0	0	0	0	3	0.51	0.44
111	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93	4.9e-05	0.067	0	0	13	0	0.24
112	0	0	0	2.3e-05	0.045	0.045	0.00016	0	0	0.9	0	0	0	0	0	0	0	0.0057	9	0.95	0.35
113	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0077	0.0028	0.99	0	0	15	0	0.31
114	0	0	0	0	6.6e-06	6.6e-06	0	0	0	1	0	0	0	0	0	0	0	9.1e-06	9	0.95	0.35
115	0	0	0.00082	0.011	0.44	0.44	0.015	0	0	0.018	0	6e-06	0	0	0	0	4.9e-06	0.08	5	0.51	0.31
116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0.084	0.79	0	0	15	0	0.31
117	0	0	1	0.0019	0.00051	0.00051	0.00016	0	0	0	9.5e-05	0.0011	0	0	0	0	0	1.1e-06	2	0.56	0.61
118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.054	0.31
119	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
120	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
121	0	0	0	1.1e-05	0.5	0.5	0.00034	0	0	0	0	0	0	0	0	0	0	0.0024	5	0.51	0.31
122	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6.2e-06	0.0014	0	0	13	0	0.24
123	0	0	2.8e-05	0.012	0.47	0.47	0.023	0	0	1e-05	0	0	0	0	0	0	0	0.033	5	0.51	0.31
124	0	0	0.00065	0.21	0.28	0.28	0.19	0	0	0	0	0	0	0	0	0	0	0.028	5	0.51	0.31
125	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0057	0	0	0.44	0
126	0	0	0	0.0021	0.47	0.47	0.0075	0	0	3.6e-06	0	0	0	0	0	0	0	0.045	5	0.51	0.31
127	0	0	0	0	0.5	0.5	0	0	0	0	0	0.0014	0	0	0	0	0	0	5	0.51	0.31
128	0	0	0	0.0061	0.48	0.48	0.018	0	0	0	0	0	0	0	0	0	0	0.018	5	0.51	0.31
129	0	0	0.089	0.26	0.19	0.19	0.15	0	0	0.024	0	0	0	0	0	0	0	0.091	3	0.51	0.44
130	0	0	5.3e-06	0.002	0.18	0.18	0.0054	0	0	0.35	0	0	0	0	0	0	0	0.29	9	0.95	0.35
131	0	0	0	0.0051	0.49	0.49	0.018	0	0	0	0	0	0	0	0	0	0	0.0017	5	0.51	0.31
132	0	0	0	0.0043	0.48	0.48	0.015	0	0	0	0	0	0	0	0	0	0	0.015	5	0.51	0.31
133	0	0	0	0	0.5	0.5	0	0	0	0	0	0.0042	0	0	0	0	0	0	5	0.51	0.31
134	0	0	0	0.0017	0.45	0.45	0.0064	0	0	0.00034	0	0	0	0	0	0	0	0.099	5	0.51	0.31
135	0	0	0.0015	0.52	0.1	0.1	0.28	0	0	0	0	0	0	0	0	0	0	0.0013	3	0.51	0.44
136	0	0	0	0	0.47	0.47	0	0	0	0	0	0.065	0	0	0	0	0	0	5	0.51	0.31
137	0	0	0.0074	0.1	0.33	0.33	0.088	0	0	0.088	0	0	0	0	0	0	0	0.06	5	0.51	0.31
138	0	0	0	0.00074	0.47	0.47	0.0047	0	0	0	0	0	0	0	0	0	0	0.058	5	0.51	0.31
139	0	0	0	0	0.26	0.26	0	0	0	0	0	0	0	0.13	0.00035	0.35	0	0	15	0	0.31
140	0	0	4.1e-06	0.0002	0.45	0.45	0.002	0	0	0	0	0	0	0	0	0	0	0.11	5	0.51	0.31
141	0	0	0.00016	0.025	0.45	0.45	0.037	0	0	3.1e-05	0	0	0	0	0	0	0	0.028	5	0.51	0.31
142	0	0	0.0022	0.091	0.4	0.4	0.087	0	0	3.6e-06	0	0	0	0	0	0	0	0.016	5	0.51	0.31
143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0.51	0.034
144	0	0	0.00019	0.013	0.45	0.45	0.021	0	0	0.005	0	0	0	0	0	0	0	0.053	5	0.51	0.31
145	0	0	0.99	0.0002	0.0028	0.0028	0	0	0	0	0.00014	0	0	0	0	0	0	0.00036	2	0.56	0.61
146	0	0	0	0	0.27	0.27	0	0	0	0	0	0	0	0.095	0.0035	0.36	0	0	15	0	0.31
147	0	0	0.24	0.2	0.17	0.17	0.1	0	0	0.092	1e-05	0	0	0	0	0	0	0.022	2	0.56	0.61
148	0	0	0	0.0039	0.35	0.35	0.012	0	0	0.2	0	0	0	0	0	0	0	0.079	5	0.51	0.31
149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.054	0.31
150	0	0	0.00014	0.021	0.42	0.42	0.034	0	0	0.0013	0	0	0	0	0	0	0	0.097	5	0.51	0.31
151	0	0	0	0	0.25	0.25	0	0	0	0	0	0	0	0.15	0.025	0.33	0	0	15	0	0.31
152	0	0	0	0.014	0.47	0.47	0.029	0	0	0	0	0	0	0	0	0	0	0.0085	5	0.51	0.31
153	0	0	0.65	0.019	0.16	0.16	0.0011	0	0	0	0.00017	0	0	0	0	0	0	9.8e-05	2	0.56	0.61
154	0	0	0	0.00071	0.44	0.44	0.003	0	0	0.013	0	0	0	0	0	0	1.6e-05	0.11	5	0.51	0.31
155	0	0	0	0.0048	0.39	0.39	0.016	0	0	0.00027	0	0	0	0	0	0	0	0.2	5	0.51	0.31
156	0.73	0	0	0	0.13	0.13	0	0	0	0	0	0	0	0	0	0	0.00045	0	0	0.44	0
157	0	0	5.4e-06	0.042	0.37	0.37	0.08	0	0	0.087	0	0	0	0	0	0	0	0.044	5	0.51	0.31
158	0	0	0.00022	0.048	0.43	0.43	0.062	0	0	0	0	0	0	0	0	0	0	0.024	5	0.51	0.31
159	0	0	9.7e-06	0.0028	0.45	0.45	0.01	0	0	7.7e-05	0	0	0	0	0	0	0	0.081	5	0.51	0.31
160	0	0	3.3e-05	0.016	0.44	0.44	0.031	0	0	0.0019	0	0	0	0	0	0	0	0.078	5	0.51	0.31
161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0.51	0.034
162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	16	0.51	0.034
163	0	0	0	0.0097	0.42	0.42	0.036	0	0	0.092	0	0	0	0	0	0	0	0.027	5	0.51	0.31
164	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.9	0	0	15	0	0.31
165	0	0	0.01	0.37	0.18	0.18	0.23	0	0	0	0	0	0	0	0	0	0	0.022	3	0.51	0.44
166	0	0	0.059	0.47	0.12	0.12	0.22	0	0	0	0	0	0	0	0	0	0	0.0097	3	0.51	0.44
167	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	2	0.56	0.61
168	0	0	0	8.1e-05	0.49	0.49	0.002	0	0	0	0	0	0	0	0	0	0	0.0081	5	0.51	0.31
169	0	0	0	0	0.5	0.5	3e-05	0	0	0	0	0	0	0	0	0	0	5.7e-06	5	0.51	0.31
170	0	0	2.8e-05	0.024	0.46	0.46	0.039	0	0	0	0	0	0	0	0	0	0	0.011	5	0.51	0.31
171	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
172	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	5	0.51	0.31
173	0	0	0.00021	0.0011	0.017	0.017	0.0014	0	0	0.93	0	0	0	0	0	0	0	0.031	9	0.95	0.35
174	0	0	0.0082	0.19	0.25	0.25	0.27	0	0	0	0	0	0	0	0	0	0	0.025	6	0.51	0.39
175	0	0	0.017	0.068	0.44	0.44	0.027	0	0	0	1.9e-06	0	0	0	0	0	0	0.012	5	0.51	0.31
176	0	0	0.0033	0.0076	0.28	0.28	0.021	0	0	0	9.7e-06	0	0	0.029	0.0037	0.38	0	2.8e-05	15	0	0.31
177	0	0	0.04	0.077	0.32	0.32	0.071	0	0	0.013	0	0	0	0	0	0	0	0.15	5	0.51	0.31
178	0	0	0.0092	0.41	0.16	0.16	0.25	0	0	0	0	0	0	0	0	0	0	0.015	3	0.51	0.44
179	0	0	0	0.0087	0.48	0.48	0.027	0	0	0	0	0	0	0	0	0	0	0.0071	5	0.51	0.31
180	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0.55	0	0	0	14	0.054	0.31
181	0	0	0	0.00042	0.46	0.46	0.003	0	0	3e-06	0	0	0	0	0	0	0	0.07	5	0.51	0.31
182	0	0	0	0.00026	0.5	0.5	0.0035	0	0	0	0	0	0	0	0	0	0	0.0031	5	0.51	0.31
183	0	0	0	0.019	0.47	0.47	0.048	0	0	0	0	0	0	0	0	0	0	0.002	5	0.51	0.31
184	0	0	0.014	0.042	0.27	0.27	0.041	0	0	0.2	0	0	0	0	0	0	0	0.15	5	0.51	0.31
185	0	0	0	0.0045	0.48	0.48	0.013	0	0	0	0	0	0	0	0	0	0	0.024	5	0.51	0.31
186	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004	0	0	0.44	0
187	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0.87	0	16	0.51	0.034
188	0	0	0.014	0.026	0.46	0.46	0.033	0	0	0	0	0	0	0	0	0	0	0.013	5	0.51	0.31
189	0	0	0.0056	0.036	0.44	0.44	0.074	0	0	0	0	0	0	0	0	0	0	0.0032	5	0.51	0.31
190	0	0	0.03	0.03	0.12	0.12	0.025	0	0	0.58	0	0	0	0	0	0	0	0.087	9	0.95	0.35
191	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0.44	0
192	0	0	0.68	0	0	0	0	0	0	0.00018	0	1.9e-05	0	0	0.097	0	0	0.23	2	0.56	0.61
193	0	0	0	4.9e-06	0.5	0.5	0.00045	0	0	0	0	0	0	0	0	0	0	0.00023	5	0.51	0.31
194	0	0	1.5e-05	0.0073	0.48	0.48	0.014	0	0	0.0086	0	0	0	0	0	0	0	0.0042	5	0.51	0.31
195	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0.87	17	0.62	0.31
196	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3e-05	0	7	0.11	0.034
197	0	0	0.5	0.097	0.17	0.17	0.05	0	0	0.0022	4.9e-05	0	0	0	0	0	0	0.012	2	0.56	0.61
198	0	0	0.0017	0.018	0.42	0.42	0.025	0	0	0.025	0	0	0	0	0	0	0	0.099	5	0.51	0.31
199	0	0	0.00045	0.0047	0.075	0.075	0.0063	0	0	0.72	0	0	0	0	0	0	0	0.12	9	0.95	0.35
200	0	0	0.013	0.05	0.4	0.4	0.048	0	0	0.011	0	0	0	0	0	0	0	0.08	5	0.51	0.31
201	0	0	0	0.0021	0.49	0.49	0.012	0	0	0	0	0	0	0	0	0	0	0.0076	5	0.51	0.31
