SNV	cluster0	cluster	dcf0	dcf1	dcf2
0	1	0	0.14	0.24	0.11
1	1	0	0.14	0.24	0.11
2	1	0	0.14	0.24	0.11
3	1	0	0.14	0.24	0.11
4	1	0	0.14	0.24	0.11
5	1	0	0.14	0.24	0.11
6	1	0	0.14	0.24	0.11
7	1	0	0.14	0.24	0.11
8	1	0	0.14	0.24	0.11
9	1	0	0.14	0.24	0.11
10	1	0	0.14	0.24	0.11
11	1	0	0.14	0.24	0.11
12	1	0	0.14	0.24	0.11
13	1	0	0.14	0.24	0.11
14	1	0	0.14	0.24	0.11
15	1	0	0.14	0.24	0.11
16	1	0	0.14	0.24	0.11
17	1	0	0.14	0.24	0.11
18	1	0	0.14	0.24	0.11
19	1	0	0.14	0.24	0.11
20	1	0	0.14	0.24	0.11
21	1	0	0.14	0.24	0.11
22	1	0	0.14	0.24	0.11
23	1	0	0.14	0.24	0.11
24	1	0	0.14	0.24	0.11
25	1	0	0.14	0.24	0.11
26	1	0	0.14	0.24	0.11
27	1	0	0.14	0.24	0.11
28	1	0	0.14	0.24	0.11
29	1	0	0.14	0.24	0.11
30	1	0	0.14	0.24	0.11
31	1	0	0.14	0.24	0.11
32	1	0	0.14	0.24	0.11
33	1	0	0.14	0.24	0.11
34	1	0	0.14	0.24	0.11
35	1	0	0.14	0.24	0.11
36	1	0	0.14	0.24	0.11
37	1	0	0.14	0.24	0.11
38	1	0	0.14	0.24	0.11
39	1	0	0.14	0.24	0.11
40	1	0	0.14	0.24	0.11
41	1	0	0.14	0.24	0.11
42	1	0	0.14	0.24	0.11
43	1	0	0.14	0.24	0.11
44	1	0	0.14	0.24	0.11
45	1	0	0.14	0.24	0.11
46	1	0	0.14	0.24	0.11
47	1	0	0.14	0.24	0.11
48	1	0	0.14	0.24	0.11
49	1	0	0.14	0.24	0.11
50	1	0	0.14	0.24	0.11
51	1	0	0.14	0.24	0.11
52	1	0	0.14	0.24	0.11
53	1	0	0.14	0.24	0.11
54	1	0	0.14	0.24	0.11
55	1	0	0.14	0.24	0.11
56	1	0	0.14	0.24	0.11
57	1	0	0.14	0.24	0.11
58	1	0	0.14	0.24	0.11
59	1	0	0.14	0.24	0.11
60	1	0	0.14	0.24	0.11
61	1	0	0.14	0.24	0.11
62	1	0	0.14	0.24	0.11
63	1	0	0.14	0.24	0.11
64	1	0	0.14	0.24	0.11
65	1	0	0.14	0.24	0.11
66	1	0	0.14	0.24	0.11
67	1	0	0.14	0.24	0.11
68	1	0	0.14	0.24	0.11
69	1	0	0.14	0.24	0.11
70	1	0	0.14	0.24	0.11
71	1	0	0.14	0.24	0.11
72	1	0	0.14	0.24	0.11
73	1	0	0.14	0.24	0.11
74	1	0	0.14	0.24	0.11
75	1	0	0.14	0.24	0.11
76	1	0	0.14	0.24	0.11
77	1	0	0.14	0.24	0.11
78	1	0	0.14	0.24	0.11
79	1	0	0.14	0.24	0.11
80	1	0	0.14	0.24	0.11
81	1	0	0.14	0.24	0.11
82	1	0	0.14	0.24	0.11
83	1	0	0.14	0.24	0.11
84	1	0	0.14	0.24	0.11
85	1	0	0.14	0.24	0.11
86	1	0	0.14	0.24	0.11
87	1	0	0.14	0.24	0.11
88	1	0	0.14	0.24	0.11
89	1	0	0.14	0.24	0.11
90	1	0	0.14	0.24	0.11
91	1	0	0.14	0.24	0.11
92	1	0	0.14	0.24	0.11
93	1	0	0.14	0.24	0.11
94	1	0	0.14	0.24	0.11
95	1	0	0.14	0.24	0.11
96	1	0	0.14	0.24	0.11
97	1	0	0.14	0.24	0.11
98	1	0	0.14	0.24	0.11
99	1	0	0.14	0.24	0.11
100	1	0	0.14	0.24	0.11
101	1	0	0.14	0.24	0.11
102	1	0	0.14	0.24	0.11
103	1	0	0.14	0.24	0.11
104	1	0	0.14	0.24	0.11
105	1	0	0.14	0.24	0.11
106	1	0	0.14	0.24	0.11
107	1	0	0.14	0.24	0.11
108	1	0	0.14	0.24	0.11
109	1	0	0.14	0.24	0.11
110	1	0	0.14	0.24	0.11
111	1	0	0.14	0.24	0.11
112	1	0	0.14	0.24	0.11
113	1	0	0.14	0.24	0.11
114	1	0	0.14	0.24	0.11
115	1	0	0.14	0.24	0.11
116	1	0	0.14	0.24	0.11
117	1	0	0.14	0.24	0.11
118	1	0	0.14	0.24	0.11
119	1	0	0.14	0.24	0.11
120	1	0	0.14	0.24	0.11
121	1	0	0.14	0.24	0.11
122	1	0	0.14	0.24	0.11
123	1	0	0.14	0.24	0.11
124	1	0	0.14	0.24	0.11
125	1	0	0.14	0.24	0.11
126	1	0	0.14	0.24	0.11
127	1	0	0.14	0.24	0.11
128	1	0	0.14	0.24	0.11
129	1	0	0.14	0.24	0.11
130	1	0	0.14	0.24	0.11
131	1	0	0.14	0.24	0.11
132	1	0	0.14	0.24	0.11
133	1	0	0.14	0.24	0.11
134	1	0	0.14	0.24	0.11
135	1	0	0.14	0.24	0.11
