SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster	dcf0	dcf1	dcf2
0	0	7.9e-05	1	0	0	2	0.14	0.24	0.11
1	0	0.16	0.84	0	0	2	0.14	0.24	0.11
2	0.00013	0.0036	1	0	0	2	0.14	0.24	0.11
3	0	0.00034	1	0	0	2	0.14	0.24	0.11
4	0	0	1	0	0	2	0.14	0.24	0.11
5	0	0	1	0	0	2	0.14	0.24	0.11
6	0	0	1	0	0	2	0.14	0.24	0.11
7	7.9e-05	0.016	0.98	0	0	2	0.14	0.24	0.11
8	0	0.62	0.38	0	0	1	0.22	0.36	0.2
9	0	0	0	1	0	3	0.062	0	0.049
10	0	8.8e-05	1	0	0	2	0.14	0.24	0.11
11	0	1	0	0	0	1	0.22	0.36	0.2
12	0	0	0	1	0	3	0.062	0	0.049
13	0.0027	0.017	0.98	0	0	2	0.14	0.24	0.11
14	0	0.0085	0.99	0	0	2	0.14	0.24	0.11
15	0.15	0.28	0.56	0	0	2	0.14	0.24	0.11
16	0	0.00031	1	0	0	2	0.14	0.24	0.11
17	0.14	0.65	0.22	0	0	1	0.22	0.36	0.2
18	4.5e-05	0.00059	1	0	0	2	0.14	0.24	0.11
19	0	3.2e-06	1	0	0	2	0.14	0.24	0.11
20	0.84	0.021	0.14	0	0	0	0.38	0.7	0.28
21	0	0.36	0.64	0	0	2	0.14	0.24	0.11
22	6e-05	0.0036	1	0	0	2	0.14	0.24	0.11
23	0.86	0.064	0.076	0	0	0	0.38	0.7	0.28
24	0.017	0.022	0.96	0	0	2	0.14	0.24	0.11
25	0.065	0.6	0.33	0	0	1	0.22	0.36	0.2
26	0.015	0.027	0.96	0	0	2	0.14	0.24	0.11
27	0	0	1	8.3e-05	0	2	0.14	0.24	0.11
28	0	0	0	0	1	4	0	0.19	0
29	6.4e-05	0.0013	1	0	0	2	0.14	0.24	0.11
30	0.36	0.071	0.56	0	0	2	0.14	0.24	0.11
31	6.1e-05	0.0044	1	0	0	2	0.14	0.24	0.11
32	0.22	0.69	0.089	0	0	1	0.22	0.36	0.2
33	0.081	0.006	0.91	0	0	2	0.14	0.24	0.11
34	1.6e-05	2.6e-05	1	0	0	2	0.14	0.24	0.11
35	0	0.0011	1	0	0	2	0.14	0.24	0.11
36	0	0.0011	1	0	0	2	0.14	0.24	0.11
37	0.41	0.00062	0.59	0	0	2	0.14	0.24	0.11
38	0	0	1	0	0	2	0.14	0.24	0.11
39	0.0049	0.33	0.67	0	0	2	0.14	0.24	0.11
40	0.52	0.11	0.37	0	0	0	0.38	0.7	0.28
41	0	0	0	0	1	4	0	0.19	0
42	0.89	0.006	0.1	0	0	0	0.38	0.7	0.28
43	0	0	1	0	0	2	0.14	0.24	0.11
44	0	0	0	1	0	3	0.062	0	0.049
45	0.18	0.034	0.79	0	0	2	0.14	0.24	0.11
46	0	7.3e-05	1	0	0	2	0.14	0.24	0.11
47	0	3.2e-05	1	0	0	2	0.14	0.24	0.11
48	0	0	0	1	0	3	0.062	0	0.049
49	0.35	0.0013	0.65	0	0	2	0.14	0.24	0.11
50	0	8.5e-06	1	0	0	2	0.14	0.24	0.11
51	0.0028	0.0023	0.99	0	0	2	0.14	0.24	0.11
52	0.53	0.012	0.46	0	0	0	0.38	0.7	0.28
53	0.32	0.31	0.37	0	0	2	0.14	0.24	0.11
54	0.00042	0.054	0.95	0	0	2	0.14	0.24	0.11
55	0	0.022	0.98	0	0	2	0.14	0.24	0.11
56	0.59	0.41	0	0	0	0	0.38	0.7	0.28
57	0.27	0.088	0.65	0	0	2	0.14	0.24	0.11
58	0.051	0.95	0.00082	0	0	1	0.22	0.36	0.2
59	0	0	0	1	0	3	0.062	0	0.049
60	0.53	0.34	0.13	0	0	0	0.38	0.7	0.28
61	0	0.39	0.61	0	0	2	0.14	0.24	0.11
