SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1	dcf2	dcf3
0	0	4.4e-06	0	1	0	0	0	0	3	0	0.039	0.35	0
1	1	0	0	0	0	0	0.00045	0	0	0.15	0.35	0.35	0.16
2	0	0	0	0	1	0	0	0	4	0.15	0	0	0.071
3	0.36	0.018	0	0	0	0	0.62	0	6	0.15	0.35	0.71	0.16
4	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
5	0.95	0.052	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
6	0	0	0	0	1	0	0	0	4	0.15	0	0	0.071
7	0.95	0	0	0	0	0	0.054	0.00024	0	0.15	0.35	0.35	0.16
8	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
9	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
10	0	0	0	1	0	0	0	0	3	0	0.039	0.35	0
11	1	0	0	0	0	0	4.8e-06	0	0	0.15	0.35	0.35	0.16
12	0	1	0	0	0	0	0	0	1	0.15	0	0.35	0.16
13	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
14	0	0	1	0	0	0	0	0	2	0	0.23	0	0
15	0.0048	0.00013	0	0	1	0	0	0	4	0.15	0	0	0.071
16	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
17	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
18	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
19	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
20	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
21	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
22	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
23	1	0	0	0	0	0	0.00063	4e-05	0	0.15	0.35	0.35	0.16
24	0	0	1	0	0	0	0	0	2	0	0.23	0	0
25	1	0	0	0	0	0	0.0019	0.00045	0	0.15	0.35	0.35	0.16
26	1	0	0	0	0	0	0.0001	5e-06	0	0.15	0.35	0.35	0.16
27	1	0	0	0	0	0	0.00022	0	0	0.15	0.35	0.35	0.16
28	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
29	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
30	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
31	0.0016	0.00027	0	0	0	1	0	0	5	0.067	0.12	0.039	0.053
32	0.99	0	0	0	0	0	0.0014	0.0037	0	0.15	0.35	0.35	0.16
33	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
34	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
35	1	0	0	0	0	0	2.3e-06	1.5e-06	0	0.15	0.35	0.35	0.16
36	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
37	0	0.0032	0	0	1	0.00015	0	0	4	0.15	0	0	0.071
38	1	0	0	0	0	0	2.1e-05	1.2e-05	0	0.15	0.35	0.35	0.16
39	1	0	0	0	0	0	0.0006	0.0022	0	0.15	0.35	0.35	0.16
40	1	0	0	0	0	0	0.0019	0	0	0.15	0.35	0.35	0.16
41	0.9	0.099	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
42	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
43	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
44	0.85	0.15	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
45	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
46	0	0	0	0	0	1	0	0	5	0.067	0.12	0.039	0.053
47	0.85	0.15	0	0	0	2.5e-05	0	0	0	0.15	0.35	0.35	0.16
48	0.73	0	0	0	0	0	0.092	0.18	0	0.15	0.35	0.35	0.16
49	0	0	1	0	0	0	0	0	2	0	0.23	0	0
50	1	0	0	0	0	0	0.00028	0	0	0.15	0.35	0.35	0.16
51	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
52	0.99	0	0	0	0	0	3.9e-06	0.012	0	0.15	0.35	0.35	0.16
53	1	0	0	0	0	0	3.3e-06	0	0	0.15	0.35	0.35	0.16
54	1	0	0	0	0	0	2.4e-05	0	0	0.15	0.35	0.35	0.16
55	1	0	0	0	0	0	7.3e-05	2.3e-06	0	0.15	0.35	0.35	0.16
56	0.95	0	0	0	0	0	0.0075	0.039	0	0.15	0.35	0.35	0.16
57	0	0	0	0	0	1	0	0	5	0.067	0.12	0.039	0.053
58	1	0	0	0	0	0	4.9e-05	0	0	0.15	0.35	0.35	0.16
59	1	0	0	0	0	0	8.7e-06	0	0	0.15	0.35	0.35	0.16
60	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
61	0.0011	0	0	0	0	1	0	0	5	0.067	0.12	0.039	0.053
62	0	0.00039	0	1	0	0	0	0	3	0	0.039	0.35	0
63	0	0	1	0	0	0	0	0	2	0	0.23	0	0
64	0	0	0	0	1	0	0	0	4	0.15	0	0	0.071
65	0	0	1	0	0	0	0	0	2	0	0.23	0	0
66	1	0	0	0	0	0	0	0	0	0.15	0.35	0.35	0.16
