SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2.9e-06	13	0	0	0.36	0
1	0.0044	0	7.9e-05	0	0.00055	0	0	0	0.87	0.12	0	0	1.8e-06	0	0	2.1e-05	0	0.00012	0	8	0.15	0.45	0.35	0.16
2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0.083	0	0	0
3	0.0039	0	1.7e-05	0	0.91	0	0	0.0013	0.012	0.066	0	0	0.00022	0	0	0.0002	1.1e-05	8.4e-05	0.0057	4	0.15	0.35	0.65	0.16
4	1.5e-05	0	0.0031	0	0	0	0	0	0.0008	0.93	0	0	0	0	0	0	0	0.068	0	9	0.12	0.35	0.35	0.16
5	5.5e-05	0	0.034	0	0.00028	0	0	0	0.013	0.94	0	0	0	0	0	0	0	0	0.016	9	0.12	0.35	0.35	0.16
6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0.067	0	0	0.12
7	0	0	0	0	2.7e-05	0	0	0	1.5e-05	0	0	0	1	0	0	7e-05	0.0028	0	0	12	0.23	0.62	0.65	0.31
8	0.00047	0	0.00013	0	0	0	0	0	0.9	0.1	0	0	0	0	0	0	0	2e-05	0	8	0.15	0.45	0.35	0.16
9	0.016	0	0.79	0	0	0	0	3.7e-06	0.055	0.14	0	0	0	0	0	0	0	0.003	0	2	0.1	0.35	0.19	0.12
10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0.36	0
11	0.0034	0	0.041	0	0.0049	0	0	0.00094	0.48	0.41	0	0	0.006	0	0.0026	0.0032	0.00098	0.046	0	8	0.15	0.45	0.35	0.16
12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	0.094	0	0.35	0.19
13	0.00077	0	0.19	0	0	0	0	0	0	0.47	0	0	0	0	0	0	0	0.34	0	9	0.12	0.35	0.35	0.16
14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.23	0	0
15	0	0	1.6e-05	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0.067	0	0	0.12
16	0.012	0	0.085	0	0	0	0	0	0.065	0.84	0	0	0	0	0	0	0	0.0016	0	9	0.12	0.35	0.35	0.16
17	0.007	0	0.0022	0	0	0	0	0	0.28	0.71	0	0	0	0	0	0	0	0.00037	0	9	0.12	0.35	0.35	0.16
18	5.2e-06	0	0.0034	0	1.1e-06	0	0	0	0.8	0.19	0	0	0	0	0	0	0	0.0079	0	8	0.15	0.45	0.35	0.16
19	4.3e-06	0	0	0	0	0	0	0	0.066	0.93	0	0	0	0	0	0	0	0.00079	0	9	0.12	0.35	0.35	0.16
20	0.0086	0	0.00095	0	0	0	0	0	0.0017	0.94	0	0	0	0	0	0	0	0.047	0	9	0.12	0.35	0.35	0.16
21	0.00011	0	0.00072	0	2.1e-06	0	0	0	0.021	0.61	0	0	0	0	0	0	0	0.37	0	9	0.12	0.35	0.35	0.16
22	0	0	0.98	0	0	0	0	0	6.8e-06	0.018	0	0	0	0	0	0	0	0.00014	0	2	0.1	0.35	0.19	0.12
23	6.3e-05	0	0.016	0	0.002	0	0	0.0088	0.84	0.096	0	2.3e-05	0.0022	0	0.00048	0.0096	0.00013	0.022	0	8	0.15	0.45	0.35	0.16
24	0	9.9e-05	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0.23	0	0
25	0.014	0	0	0	0.011	0	0	0	0.47	0.45	0	3.1e-05	0.038	0	5.9e-06	0.0024	0.016	0	0	8	0.15	0.45	0.35	0.16
26	4.2e-05	0	0	0	0.0023	0	0	0	0.75	0.24	0	0	0.007	0	0	0.0015	0.00021	0	0	8	0.15	0.45	0.35	0.16
27	0.013	0	0	0	0.067	0	0	0	0.051	0.56	0	0	7.7e-05	0	0	1.1e-06	4.3e-06	0.31	0	9	0.12	0.35	0.35	0.16
28	0.0013	0	0	0	0.0077	0	0	0	0.00043	0.98	0	0	0	0	0	0	0	0.014	0	9	0.12	0.35	0.35	0.16
29	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0.1	0.35	0.35	0.018
30	0.6	0	0.034	0	0.00025	0	0	4e-06	0.028	0.32	0	0	0	0	9.7e-06	0	0	0.015	0	0	0.05	0.35	0.35	0.16
31	0	0	0	0	0	0	0	1	0	4.9e-05	0	0	0	0	0	0	0	0	0	7	0.1	0.35	0.35	0.018
32	3.3e-05	0	0	0	0.0034	0	0	0	0.036	0.019	0	4.7e-06	0.6	0	2.6e-05	3.6e-05	0.35	0.0013	0	12	0.23	0.62	0.65	0.31
33	0.00036	0	0.002	0	0	0	0	0	0.00026	1	0	0	0	0	0	0	0	0.0018	0	9	0.12	0.35	0.35	0.16
34	0.0011	0	0.0014	0	0	0	0	1	2.6e-05	0.00058	0	0	0	0	0	0	0	6.8e-06	0	7	0.1	0.35	0.35	0.018
35	0	0	0	0	0.0018	0	0	0	0.44	0.0028	0	0	0.12	0	2e-05	0.44	0.0028	2.8e-05	0	15	0.23	0.65	0.65	0.16
36	0.0043	0	0.007	0	5.9e-05	0	0	0	0.22	0.76	0	0	0	0	0	0	0	0.012	0	9	0.12	0.35	0.35	0.16
37	0	2.8e-05	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0.067	0	0	0.12
38	0	0	0	0	1.6e-05	0	0	0	0.048	2e-05	0	0	0.031	0	0	0.92	0.00048	0	0	15	0.23	0.65	0.65	0.16
