SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1	dcf2	dcf3
0	0	1	0	0	1	0.033	0.039	0.27	0.036
1	1	0	0	0	0	0.15	0.35	0.35	0.16
2	0	0	1	0	2	0.15	0	0	0.089
3	1	0.00019	0	0	0	0.15	0.35	0.35	0.16
4	1	0	0	0	0	0.15	0.35	0.35	0.16
5	1	0	0	0	0	0.15	0.35	0.35	0.16
6	0	0	1	0	2	0.15	0	0	0.089
7	1	0	0	0	0	0.15	0.35	0.35	0.16
8	1	0	0	0	0	0.15	0.35	0.35	0.16
9	1	0	0	0	0	0.15	0.35	0.35	0.16
10	0	1	0	0	1	0.033	0.039	0.27	0.036
11	1	0	0	0	0	0.15	0.35	0.35	0.16
12	0.00025	1	0	0	1	0.033	0.039	0.27	0.036
13	1	0	0	0	0	0.15	0.35	0.35	0.16
14	0	0	0	1	3	0	0.23	0	0
15	0.0001	0	1	0	2	0.15	0	0	0.089
16	1	0	0	0	0	0.15	0.35	0.35	0.16
17	1	0	0	0	0	0.15	0.35	0.35	0.16
18	1	0	0	0	0	0.15	0.35	0.35	0.16
19	1	0	0	0	0	0.15	0.35	0.35	0.16
20	1	0	0	0	0	0.15	0.35	0.35	0.16
21	1	0	0	0	0	0.15	0.35	0.35	0.16
22	1	0	0	0	0	0.15	0.35	0.35	0.16
23	1	0	0	0	0	0.15	0.35	0.35	0.16
24	0	0	0	1	3	0	0.23	0	0
25	1	0	0	0	0	0.15	0.35	0.35	0.16
26	1	0	0	0	0	0.15	0.35	0.35	0.16
27	1	0	0	0	0	0.15	0.35	0.35	0.16
28	1	0	0	0	0	0.15	0.35	0.35	0.16
29	1	0	0	0	0	0.15	0.35	0.35	0.16
30	1	0	0	0	0	0.15	0.35	0.35	0.16
31	1	0.00047	0	0	0	0.15	0.35	0.35	0.16
32	1	0	0	0	0	0.15	0.35	0.35	0.16
33	1	0	0	0	0	0.15	0.35	0.35	0.16
34	1	0	0	0	0	0.15	0.35	0.35	0.16
35	1	0	0	0	0	0.15	0.35	0.35	0.16
