SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster	dcf0	dcf1
0	1	0	0	2.6e-05	0	0	0	0.093	0
1	0.98	0	0	0.018	0	0	0	0.093	0
2	0	0	0	1	0	0	3	0.14	0.018
3	0	0.88	0	5.5e-06	0	0.12	1	0.14	0.16
4	0	0	0	1	0	0	3	0.14	0.018
5	0.91	9.4e-06	0	0.09	0	0	0	0.093	0
6	0	0	0.17	0	0.83	0	4	0	0.089
7	0	0	0	1	0	0	3	0.14	0.018
8	0	0.27	0	0	0	0.73	5	0.22	0.31
9	0	0	0	1	0	0	3	0.14	0.018
10	0.43	5.4e-06	0	0.57	0	0	3	0.14	0.018
11	0.029	0	0	0.97	0	0	3	0.14	0.018
12	0	0	0.79	0	0.21	0	2	0.016	0.16
13	0	0.74	0.0017	0	0	0.26	1	0.14	0.16
14	0.28	0	0	0.72	0	0	3	0.14	0.018
15	0	1e-05	0.21	0	0.79	0	4	0	0.089
16	0	0.011	0	0	0	0.99	5	0.22	0.31
17	1	0	0	0.0043	0	0	0	0.093	0
18	1	0	0	6.7e-05	0	0	0	0.093	0
19	0	0	1	0	0.00016	0	2	0.016	0.16
20	0	0	0.035	0	0.96	0	4	0	0.089
21	0	0.00034	1	5.4e-06	0	0	2	0.016	0.16
22	0	0	0.072	0	0.93	0	4	0	0.089
23	0	0.12	0	0	0	0.88	5	0.22	0.31
24	0	1	0	0	0	0.00034	1	0.14	0.16
25	0	0.9	0	0	0	0.097	1	0.14	0.16
26	0.94	0.048	0	0.0076	0	0	0	0.093	0
27	0	0.88	0.12	0	0.00044	0	1	0.14	0.16
28	0.95	0.04	0	0.0064	0	0	0	0.093	0
29	0	0	0.18	0	0.82	0	4	0	0.089
30	0	0	0	1	0	0	3	0.14	0.018
31	0	0	0	1	0	0	3	0.14	0.018
32	0	0.87	0	0	0	0.13	1	0.14	0.16
33	0	0.53	0.11	0	0.36	0	1	0.14	0.16
34	0	0.0036	0	1	0	0	3	0.14	0.018
35	0	0.039	0	0	0	0.96	5	0.22	0.31
36	0	2.1e-06	0	0	1	0	4	0	0.089
37	1	0.001	0	2.7e-05	0	0	0	0.093	0
38	0	0.91	0.077	0	0.018	0	1	0.14	0.16
39	0	0	1	0	0	0	2	0.016	0.16
40	0	0.99	0	0	0	0.0075	1	0.14	0.16
41	0.83	0.15	0	0.024	0	0	0	0.093	0
42	0.00072	0.13	0	0.87	0	0	3	0.14	0.018
43	0	0.42	0.28	0	0.29	0	1	0.14	0.16
44	0	0	0	1	0	0	3	0.14	0.018
45	0.77	0.2	0	0.038	0	0	0	0.093	0
46	0	0.083	0	0	0	0.92	5	0.22	0.31
47	0	0.26	0.2	0	0.55	0	4	0	0.089
48	0	0	0	1	0	0	3	0.14	0.018
49	0	0.7	0.19	0	0.11	0	1	0.14	0.16
50	0	1	0	0	0	0.0019	1	0.14	0.16
51	0	0	1	0	0	0	2	0.016	0.16
52	0	0.78	0.052	0	0.17	0	1	0.14	0.16
53	0	0.68	0	0	0	0.32	1	0.14	0.16
54	0.61	0.29	0	0.1	0	0	0	0.093	0
55	0	0.52	0	0	0	0.48	1	0.14	0.16
56	0	0	1	0	0	0	2	0.016	0.16
57	0.99	0.006	1.2e-06	0.0009	0	0	0	0.093	0
58	0	0.44	0.4	0	0.16	0	1	0.14	0.16
59	0	1	9.8e-05	0	0	0.00015	1	0.14	0.16
60	0	0	1	0	0	0	2	0.016	0.16
61	0.94	0.041	4.3e-06	0.015	0	0	0	0.093	0
62	0	0.3	0.65	0	0.052	3.2e-06	2	0.016	0.16
63	0	1	0	0	0	0.0012	1	0.14	0.16
64	0	0	1	0	0	0	2	0.016	0.16
65	0	1	0.00045	0	0	0.00013	1	0.14	0.16
66	0.89	0.091	0	0.019	0	0	0	0.093	0
67	0	0.75	0.15	0	0.11	0	1	0.14	0.16
68	0.88	0.11	0	0.0098	0	0	0	0.093	0
69	0.91	0	0	0.09	0	0	0	0.093	0
70	0	1.2e-05	0	1	0	0	3	0.14	0.018
71	0	0.99	0.0086	0	0.00036	0	1	0.14	0.16
72	0.97	0.018	0.0017	0.013	0	0	0	0.093	0
73	0.14	0.38	0	0.48	0	0	3	0.14	0.018
74	0	0	1	0	0	0	2	0.016	0.16
75	0	0.0024	0.00028	3.9e-05	1	0	4	0	0.089
76	0	0.00078	0.00015	0.00032	1	0	4	0	0.089
77	0	1	0.0012	0	0	5.5e-05	1	0.14	0.16
78	0.97	0.028	0	0.0014	0	0	0	0.093	0
79	0	0.47	0.52	0	0	0.00037	2	0.016	0.16
80	0	0	1	0	0	0	2	0.016	0.16
81	0	0.8	0	0	0	0.2	1	0.14	0.16
82	0	0.21	0.2	1.4e-06	0.59	0	4	0	0.089
83	0.7	0.14	0	0.16	0	0	0	0.093	0
84	0	0	1	0	0	0	2	0.016	0.16
85	0	1	0	0	0	9.1e-06	1	0.14	0.16
86	0	0	1	0	0	0	2	0.016	0.16
87	0	1	0.00021	0	0	1.1e-05	1	0.14	0.16
88	0	0.84	0.077	0	0.079	0	1	0.14	0.16
89	0	0.00011	1	0	0	0	2	0.016	0.16
90	0	0.00042	7.6e-05	0.00059	1	0	4	0	0.089
91	0	0	1	0	0	0	2	0.016	0.16
92	0	0.73	0.049	0	0.22	0	1	0.14	0.16
93	0	0.99	0	0	0	0.011	1	0.14	0.16
94	0	0.94	0	0	0	0.058	1	0.14	0.16
95	0	0.94	0.00034	0	0	0.057	1	0.14	0.16
96	1	0.00023	7.7e-06	1e-05	0	0	0	0.093	0
97	0	0.99	0	0	0	0.0071	1	0.14	0.16
98	0	0.98	0	0.00038	0	0.02	1	0.14	0.16
99	0	0.47	0.52	0	0.0032	0	2	0.016	0.16
100	0.93	0.058	0	0.0099	0	0	0	0.093	0
101	0.26	0.52	0	0.22	0	0	1	0.14	0.16
102	0	0.57	0.069	0	0.36	0	1	0.14	0.16
103	0	1	0	0	0	0.00067	1	0.14	0.16
104	0	0.0068	0.0024	3.8e-05	0.99	0	4	0	0.089
105	0	0.089	0.01	0	0.9	0	4	0	0.089
106	0	0.27	0.51	1.3e-06	0.22	1.1e-05	2	0.016	0.16
107	0.81	0.11	5.6e-06	0.086	0	0	0	0.093	0
108	0.79	0.15	0	0.054	0	0	0	0.093	0
109	0	0.99	0.0038	0	0	0.0045	1	0.14	0.16
110	0	0.0035	0.00077	3.3e-06	1	0	4	0	0.089
111	0	0.00029	1.7e-05	0	1	0	4	0	0.089
112	0	0.14	0.03	0	0.83	0	4	0	0.089
113	0.053	0.73	0	0.22	0	0	1	0.14	0.16
114	0.96	0.026	3e-06	0.0091	0	0	0	0.093	0
115	0.023	0.63	0	0.35	0	0	1	0.14	0.16
116	0.93	0.04	4.1e-05	0.033	0	0	0	0.093	0
117	0.99	0.0044	0.0055	0.0014	0	0	0	0.093	0
118	0	0.25	0.11	0	0.64	0	4	0	0.089
119	0	0.46	0	0	0	0.54	5	0.22	0.31
120	0	1.9e-05	0	1	0	0	3	0.14	0.018
121	0.72	7e-05	0	0.28	0	0	0	0.093	0
122	0.21	2.4e-05	0	0.79	0	0	3	0.14	0.018
123	0	0.72	0	1.6e-05	0	0.28	1	0.14	0.16
124	0.99	0	0	0.013	0	0	0	0.093	0
125	0	0.16	0.83	0	0.0078	2e-05	2	0.016	0.16
126	0	0.85	0	0	0	0.15	1	0.14	0.16
127	0	0.92	0.072	0	0	0.0043	1	0.14	0.16
128	0.95	0.038	0	0.0093	0	0	0	0.093	0
129	0	1	0	0	0	7e-06	1	0.14	0.16
130	0	0.21	0.79	0	2.5e-05	0	2	0.016	0.16
131	0.011	0.55	0	0.43	0	0	1	0.14	0.16
132	0	0.078	0.02	0	0.9	0	4	0	0.089
133	0	1	0	0	0	0.00033	1	0.14	0.16
134	0.96	0.022	0.00038	0.015	0	0	0	0.093	0
135	0	0	1	0	0	0	2	0.016	0.16
136	0.23	0.42	0	0.35	0	0	1	0.14	0.16
137	0	0	0	1	0	0	3	0.14	0.018
138	0	0.71	0.24	0	0.055	0	1	0.14	0.16
139	0	0.0095	0.99	0	0	0	2	0.016	0.16
140	0	0	0	1	0	0	3	0.14	0.018
141	0	0.99	0.01	0	0	0	1	0.14	0.16
142	0	0	0	1	0	0	3	0.14	0.018
143	0	0.99	0	0	0	0.0073	1	0.14	0.16
144	0	0.62	0.32	0	0.062	0	1	0.14	0.16
145	0	0.76	0	0	0	0.24	1	0.14	0.16
146	0.91	0.061	0	0.034	0	0	0	0.093	0
