SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	0	0.00023	4.9e-06	0	0	0	0	0	1	10	0.078	0
1	0	0	0	0.13	0.013	0	0	0	0	0	0.86	10	0.078	0
2	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
3	0.59	0.00041	0	0	3.1e-06	0.41	0	0	0.0033	2.7e-05	0	0	0.14	0.16
4	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
5	8.4e-06	0	0	0.26	0.068	0	0	0	0	0	0.67	10	0.078	0
6	0	0	0.88	0	0	0	0.01	0.11	0	1.5e-05	0	2	0	0.089
7	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
8	0.2	0.00066	0	0	0	0.8	0	0	2.7e-05	0	0	5	0.22	0.24
9	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
10	0	0	0	0.8	0.16	0	0	0	0	0	0.033	3	0.14	0
11	0	0	0	0.98	0.019	0	0	0	0	0	5.6e-06	3	0.14	0
12	0	0	0.19	0	0	0	0.39	0.42	0	2.9e-05	0	7	0.016	0.16
13	0.28	0.65	0	0	0	0.071	0	0.0005	0	0.0025	0	1	0.096	0.31
14	0	0	0	0.94	0.055	0	0	0	0	0	0.0019	3	0.14	0
15	8.7e-06	0	0.85	0	0	0	0.011	0.14	0	3.5e-05	0	2	0	0.089
16	0.007	0.00016	0	0	0	0.99	0	0	0	0	0	5	0.22	0.24
17	0	0	0	0.024	0.0023	0	0	0	0	0	0.97	10	0.078	0
18	0	0	0	0.0013	2.3e-05	0	0	0	0	0	1	10	0.078	0
19	0	0	2.9e-06	0	0	0	0.99	0.011	0	0	0	6	0	0.24
20	0	0	0.98	0	0	0	0.00054	0.022	0	0	0	2	0	0.089
21	0.00044	0	0	0	5.9e-06	0	0	1	0	0.00091	0	7	0.016	0.16
22	0	0	0.95	0	0	0	0.0028	0.045	0	0	0	2	0	0.089
23	0.14	0	0	0	0	0.83	0	0	0.03	0	0	5	0.22	0.24
24	0.89	0	0	0	0	0.00074	0	0	0.11	0	0	0	0.14	0.16
25	0.65	0	0	0	0	0.33	0	0	0.016	0	0	0	0.14	0.16
26	0.055	0	0	0.35	0.0074	0	0	0	0	0.00028	0.59	10	0.078	0
27	0.26	0	0.00017	0	0	0	0.71	0.029	0	0	0	6	0	0.24
28	0.051	0	0	0.32	0.0068	0	0	0	0	0.00026	0.62	10	0.078	0
29	0	0	0.88	0	0	0	0.0035	0.11	0	0	0	2	0	0.089
30	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
31	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
32	0.45	7e-05	0	0	0	0.54	0	0	0.0029	0	0	5	0.22	0.24
33	0.48	0	0.41	0	0	0	0.031	0.077	0	0	0	0	0.14	0.16
34	0.0043	0	0	0	1	4.2e-06	0	0	0	0	0	4	0.14	0.018
35	0.023	0	0	0	0	0.98	0	0	0.00087	0	0	5	0.22	0.24
36	1.7e-06	0	1	0	0	0	0	0	0	0	0	2	0	0.089
37	0.00096	0	0	0.0061	2.1e-05	0	0	0	0	0.00057	0.99	10	0.078	0
38	0.83	0	0.021	0	0	0	0.09	0.054	0	0	0	0	0.14	0.16
39	0	0	0	0	0	0	0	1	0	0.00015	0	7	0.016	0.16
40	0.88	0.00026	0	0	0	0.12	0	0	8.4e-05	5.9e-05	0	0	0.14	0.16
41	0.11	0	0	0.71	0.015	0	0	0	0	3e-05	0.16	3	0.14	0
42	0.016	0	0	0.89	0.095	0	0	0	0	0	0	3	0.14	0
43	0.38	0	0.33	0	0	0	0.088	0.2	0	1.7e-05	0	0	0.14	0.16
44	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
45	0.12	0	0	0.74	0.019	0	0	0	0	2.3e-05	0.12	3	0.14	0
46	0.05	3.8e-06	0	0	0	0.95	0	0	7.4e-06	0	0	5	0.22	0.24
47	0.22	0	0.59	0	0	0	0.054	0.13	0	1.7e-05	0	2	0	0.089
48	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
49	0.64	0	0.12	0	0	0	0.097	0.14	0	0	0	0	0.14	0.16
50	0.97	0.012	0	0	0	0.022	0	0	0	0	0	0	0.14	0.16
51	0	6.8e-06	0	0	0	0	0	1	0	3.8e-05	0	7	0.016	0.16
52	0.75	0	0.2	0	0	0	0.0099	0.038	0	0	0	0	0.14	0.16
53	0.65	9.5e-05	0	0	0	0.35	0	0	4.2e-05	2.2e-06	0	0	0.14	0.16
54	0.12	0	0	0.78	0.036	0	0	0	0	1.3e-05	0.061	3	0.14	0
55	0.46	0.0025	0	0	0	0.54	0	0	0.0027	5e-06	0	5	0.22	0.24
56	0	0	0	0	0	0	0	1	0	0.00013	0	7	0.016	0.16
57	0.0049	0	0	0.031	0.00062	0	0	0	0	0.0011	0.96	10	0.078	0
58	0.34	0	0.16	0	0	0	0.26	0.24	0	4.9e-05	0	0	0.14	0.16
59	0.5	0.49	0	0	0	0.00027	0	3.7e-05	0	0.015	0	0	0.14	0.16
60	0	0	0	0	0	0	0	1	0	1.1e-05	0	7	0.016	0.16
61	0.04	0	0	0.25	0.012	0	0	3.2e-06	0	0.0006	0.69	10	0.078	0
62	0.15	0.00037	0.033	0	0	0	0.57	0.25	0	0.00023	0	6	0	0.24
63	0.87	0.13	0	0	0	0.00052	0	0	0	0.00076	0	0	0.14	0.16
64	0	0	0	0	0	0	0	1	0	0	0	7	0.016	0.16
65	0.47	0.51	0	0	0	7.1e-05	0	0.00016	0	0.019	0	1	0.096	0.31
66	0.089	0	0	0.56	0.015	0	0	0	0	0.00011	0.33	3	0.14	0
67	0.7	0	0.13	0	0	0	0.066	0.11	0	1.4e-05	0	0	0.14	0.16
68	0.11	0	0	0.67	0.0079	0	0	0	0	3.4e-05	0.22	3	0.14	0
69	0	0	0	0.32	0.069	0	0	0	0	0	0.61	10	0.078	0
70	1.5e-05	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
71	0.99	0	0.00045	0	0	0	0.0057	0.0066	0	0	0	0	0.14	0.16
72	0.013	0	0	0.085	0.0082	0	0	0.00097	0	0.0015	0.89	10	0.078	0
73	0.11	0	0	0.77	0.11	0	0	0	0	1e-06	0.0065	3	0.14	0
74	0	0	0	0	0	0	0	1	0	0	0	7	0.016	0.16
75	0.0019	0	1	0	2.6e-05	0	0	0.00017	0	0	0	2	0	0.089
76	0.00062	0	1	0	0.00021	0	0	9.5e-05	0	0	0	2	0	0.089
77	0.6	0.34	0	0	0	0.0003	0	0.00057	0	0.063	0	0	0.14	0.16
78	0.045	0	0	0.29	0.002	0	0	0	0	0.00017	0.67	10	0.078	0
79	0.35	0.31	0	0	0	0.00027	0	0.3	0	0.035	0	0	0.14	0.16
80	0	0	0	0	0	0	0	1	0	0	0	7	0.016	0.16
81	0.15	0	0	0	0	0.85	0	0	0.00018	0	0	5	0.22	0.24
82	0.18	0	0.64	0	1e-06	0	0.041	0.14	0	3.6e-05	0	2	0	0.089
83	0.097	0	0	0.61	0.09	0	0	0	0	9.6e-05	0.2	3	0.14	0
84	0	0	0	0	0	0	0	1	0	0.00011	0	7	0.016	0.16
85	1	6e-06	0	0	0	0.0017	0	0	0	5.5e-05	0	0	0.14	0.16
86	0	0	0	0	0	0	0	1	0	8.5e-06	0	7	0.016	0.16
87	0.95	0.013	0	0	0	0.00032	0	0.00016	0	0.037	0	0	0.14	0.16
88	0.82	0	0.097	0	0	0	0.021	0.057	0	0	0	0	0.14	0.16
89	0.00011	3.5e-05	0	0	0	0	0.21	0.79	0	6.9e-05	0	7	0.016	0.16
90	0.00033	0	1	0	0.0004	0	0	4.7e-05	0	0	0	2	0	0.089
91	0	0	0	0	0	0	0	1	0	1.6e-05	0	7	0.016	0.16
92	0.69	0	0.27	0	0	0	0.0061	0.036	0	0	0	0	0.14	0.16
93	0.95	0.02	0	0	0	0.032	0	0	0	7e-06	0	0	0.14	0.16
94	0.92	0.024	0	0	0	0.061	0	0	0	9.4e-05	0	0	0.14	0.16
95	0.89	0.038	0	0	0	0.07	0	0.00024	4.5e-06	0.00098	0	0	0.14	0.16
96	7.8e-05	0	0	0.0005	0	0	0	2e-06	0	0.0025	1	10	0.078	0
97	0.9	0.00029	0	0	0	0.099	0	0	1.6e-05	3.6e-05	0	0	0.14	0.16
98	0.87	0.0011	0	0	0.00029	0.12	0	0	0.00053	0.00025	0	0	0.14	0.16
99	0.1	4.9e-06	0.0009	0	0	0	0.8	0.089	0	1.1e-05	0	6	0	0.24
100	0.063	0	0	0.4	0.0091	0	0	0	0	0.00026	0.53	10	0.078	0
101	0.13	0	0	0.82	0.046	0	0	0	0	0	0.0089	3	0.14	0
102	0.52	0	0.42	0	0	0	0.013	0.049	0	0	0	0	0.14	0.16
103	0.93	3.5e-06	0	0	0	0.067	0	0	0	0	0	0	0.14	0.16
104	0.0054	0	0.99	0	2.6e-05	0	1.3e-05	0.0015	0	0	0	2	0	0.089
105	0.072	0	0.92	0	0	0	0.00011	0.0063	0	0	0	2	0	0.089
106	0.2	0.00034	0.21	0	0	2.8e-05	0.29	0.3	0	0.00049	0	7	0.016	0.16
107	0.082	0	0	0.52	0.055	0	0	3.2e-06	0	0.00025	0.35	3	0.14	0
108	0.11	0	0	0.68	0.032	0	0	0	0	5.2e-05	0.18	3	0.14	0
109	0.8	0.19	0	0	0	0.0042	0	0.0024	0	0.0071	0	0	0.14	0.16
110	0.0028	0	1	0	2.2e-06	0	0	0.00047	0	0	0	2	0	0.089
111	0.00023	0	1	0	0	0	0	1e-05	0	0	0	2	0	0.089
112	0.12	0	0.86	0	0	0	0.0012	0.019	0	0	0	2	0	0.089
113	0.13	0	0	0.84	0.034	0	0	0	0	0	0.00047	3	0.14	0
114	0.026	0	0	0.16	0.0076	0	0	2.3e-06	0	0.00074	0.8	10	0.078	0
115	0.12	0	0	0.83	0.054	0	0	0	0	0	0.00016	3	0.14	0
116	0.037	0	0	0.23	0.025	0	0	2.9e-05	0	0.00074	0.71	10	0.078	0
117	0.0023	0	0	0.015	0.00064	0	0	0.0023	0	0.0024	0.98	10	0.078	0
118	0.22	0	0.7	0	0	0	0.015	0.072	0	0	0	2	0	0.089
119	0.041	0.9	0	0	0	0.057	0	0	0	0	0	1	0.096	0.31
120	2.3e-05	0	0	0	1	0	0	0	0	6e-06	0	4	0.14	0.018
121	5e-05	0	0	0.56	0.17	0	0	0	0	0	0.27	3	0.14	0
122	6.5e-06	0	0	0.81	0.18	0	0	0	0	0	0.009	3	0.14	0
123	0.55	0.0023	0	0	1e-05	0.44	0	0	0.0071	3.1e-05	0	0	0.14	0.16
124	0	0	0	0.098	0.01	0	0	0	0	0	0.89	10	0.078	0
125	0.074	0.0012	0.0045	0	0	1.5e-05	0.63	0.29	0	0.00033	0	6	0	0.24
126	0.85	0.0024	0	0	0	0.14	0	0	0	0	0	0	0.14	0.16
127	0.78	0.14	0	0	0	0.0079	0	0.047	0	0.018	0	0	0.14	0.16
128	0.042	0	0	0.27	0.0088	0	0	0	0	0.00043	0.68	10	0.078	0
129	0.99	0	0	0	0	0.0071	0	0	0	0	0	0	0.14	0.16
130	0.018	0	0	0	0	0	0.93	0.053	0	1.6e-06	0	6	0	0.24
131	0.09	0	0	0.85	0.06	0	0	0	0	0	5.4e-05	3	0.14	0
132	0.064	0	0.92	0	0	0	0.00085	0.013	0	0	0	2	0	0.089
133	0.96	0.042	0	0	0	0.00015	0	0	0	6.9e-06	0	0	0.14	0.16
134	0.018	0	0	0.11	0.01	0	0	0.00024	0	0.0012	0.86	10	0.078	0
135	0	0	0	0	0	0	0	1	0	8e-06	0	7	0.016	0.16
136	0.12	0	0	0.78	0.085	0	0	0	0	1.9e-06	0.012	3	0.14	0
137	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
138	0.53	0	0.052	0	0	0	0.28	0.14	0	0	0	0	0.14	0.16
139	0.012	0.00041	0	0	0	1.1e-05	0	0.98	0	0.0058	0	7	0.016	0.16
140	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
141	0.059	0.84	0	0	0	0	0	0.00046	0	0.096	0	1	0.096	0.31
142	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
143	0.92	0.064	0	0	0	0.018	0	0	0	0.00046	0	0	0.14	0.16
144	0.34	0	0.042	0	0	0	0.49	0.13	0	4.3e-06	0	6	0	0.24
145	0.5	0.00024	0	0	0	0.48	0	0	0.02	0	0	0	0.14	0.16
146	0.058	0	0	0.37	0.028	0	0	0	0	0.00037	0.54	10	0.078	0
147	0.14	0.01	0.018	0	0	0.0041	0.46	0.36	0	0.0013	0	6	0	0.24
148	0.074	0	0.9	0	0	0	0.0012	0.029	0	0	0	2	0	0.089
149	0.8	0.087	0	0	0	0.12	0	0	0	0.00048	0	0	0.14	0.16
150	0.0084	0	0	0.053	0.0029	0	0	0.00021	0	0.0015	0.93	10	0.078	0
151	0	0	0	0	0	0	0	1	0	0	0	7	0.016	0.16
152	0.45	0.39	0	0	0	0.00016	0	0.015	0	0.14	0	0	0.14	0.16
153	0	0	0.0022	0	0	0	0.84	0.15	0	4.3e-06	0	6	0	0.24
154	0.79	0.0044	0	0	0	0.2	0	0	3.3e-05	0.00028	0	0	0.14	0.16
155	1	0.00023	0	0	0	0.00012	0	0	0	0.00085	0	0	0.14	0.16
156	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
157	0.64	0.0013	0	0	0	0.36	0	0	0	0	0	0	0.14	0.16
158	0.36	0.63	0	0	0	2.9e-05	0	0	0	0.01	0	1	0.096	0.31
159	0	0	0	0.12	0.0019	0	0	0	0	0	0.87	10	0.078	0
160	8.4e-05	0	1	0	0.0041	0	0	6.9e-06	0	0	0	2	0	0.089
161	0.14	0	0.85	0	0	0	0.00036	0.0066	0	0	0	2	0	0.089
162	0	0	0	0	1	0	0	0	0	0	0	4	0.14	0.018
163	0	0	0	0.26	0.045	0	0	0	0	0	0.69	10	0.078	0
164	0.12	0	0	0.76	0.07	0	0	0	0	1e-05	0.044	3	0.14	0
165	0.072	0	0	0.72	0.2	1.1e-05	0	0	5.3e-06	2.1e-06	0.0082	3	0.14	0
166	0.14	0	0	0.86	0.0074	0	0	0	0	0	0.00055	3	0.14	0
167	0.093	0	0	0.59	0.068	0	0	0	0	0.00015	0.25	3	0.14	0
168	0.0036	0	0	0.023	0.00055	0	0	8.1e-06	0	0.0014	0.97	10	0.078	0
169	0.11	0	0	0.67	0.053	0	0	0	0	7.4e-05	0.17	3	0.14	0
