SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0.0016	0	0	5e-06	0	0	1	0	0	0	6	0.078	0
1	0.15	0	0.00014	0.013	0	0	0.84	0	0	0	6	0.078	0
2	0	0	0	1	0	0	0	0	0	0	3	0.14	0.018
3	0	0	0	4.5e-06	0	0	0	0.85	0.15	0.00064	7	0.14	0.16
4	0	0	0	1	0	0	0	0	0	5.9e-05	3	0.14	0.018
5	0.25	0	0.0015	0.071	0	0	0.68	8.7e-06	0	0	6	0.078	0
6	0	0.059	0	0	0.43	0.51	0	0	0	0	5	0	0.16
7	0	0	0	1	0	0	0	0	0	2.3e-06	3	0.14	0.018
8	0	0	0	0	0	0	0	0.22	0.78	0	8	0.22	0.31
9	0	0	0	1	0	0	0	0	0	0	3	0.14	0.018
10	0.54	0	0.13	0.27	0	0	0.053	3.1e-06	0	0	0	0.12	0
11	0.098	0	0.88	0.018	0	0	5.2e-06	0	0	0	2	0.22	0
12	0	0.083	0	0	0.034	0.88	0	0	0	0	5	0	0.16
13	0	0.00092	0	0	0	0	0	0.68	0.32	0	7	0.14	0.16
14	0.43	0	0.47	0.099	0	0	0.0034	0	0	0	2	0.22	0
15	0	0.073	0	0	0.42	0.51	0	6.1e-06	0	0	5	0	0.16
16	0	0	0	0	0	0	0	0.0083	0.99	0	8	0.22	0.31
17	0.047	0	1.8e-06	0.0023	0	0	0.95	0	0	0	6	0.078	0
18	0.0068	0	0	2.4e-05	0	0	0.99	0	0	0	6	0.078	0
19	0	0.032	0	0	8.1e-06	0.97	0	0	0	0	5	0	0.16
20	0	0.015	0	0	0.62	0.36	0	0	0	0	4	0	0.089
21	0	1	0	7.9e-06	0	0	0	0.00059	0	0	1	0.016	0.16
22	0	0.029	0	0	0.57	0.4	0	0	0	0	4	0	0.089
23	0	0	0	0	0	0	0	0.095	0.9	0	8	0.22	0.31
24	0	0	0	0	0	0	0	1	0.00045	0	7	0.14	0.16
25	0	0	0	0	0	0	0	0.88	0.12	0	7	0.14	0.16
26	0.35	0	9.3e-05	0.0076	0	0	0.58	0.056	0	0	6	0.078	0
27	0	0.01	0	0	5.7e-05	0.86	0	0.13	0	0	5	0	0.16
28	0.35	0	3.5e-05	0.0068	0	0	0.6	0.05	0	0	6	0.078	0
29	0	0.022	0	0	0.16	0.81	0	0	0	0	5	0	0.16
30	0	0	0	1	0	0	0	0	0	0	3	0.14	0.018
31	0	0	0	1	0	0	0	0	0	0	3	0.14	0.018
32	0	0	0	0	0	0	0	0.84	0.16	0.00087	7	0.14	0.16
33	0	0.014	0	0	0.071	0.8	0	0.12	0	0	5	0	0.16
34	0	0	0	1	0	0	0	0.0042	0	0.00017	3	0.14	0.018
35	0	0	0	0	0	0	0	0.029	0.97	0	8	0.22	0.31
36	0	0	0	0	1	1.6e-05	0	2.4e-06	0	0	4	0	0.089
37	0.028	0	0	2.2e-05	0	0	0.97	0.00096	0	0	6	0.078	0
38	0	0.0062	0	0	0.0023	0.86	0	0.13	0	0	5	0	0.16
39	0	1	0	0	0	0	0	0	0	0	1	0.016	0.16
40	0	0	0	0	0	0	0	0.99	0.0099	0.00022	7	0.14	0.16
41	0.64	0	0.00044	0.019	0	0	0.2	0.14	0	0	0	0.12	0
42	0.0064	0	0.91	0.072	0	0	0	0.012	0	0	2	0.22	0
43	0	0.044	0	0	0.07	0.77	0	0.11	0	0	5	0	0.16
44	0	0	0	1	0	0	0	0	0	0	3	0.14	0.018
45	0.64	0	0.0017	0.027	0	0	0.16	0.16	0	0	0	0.12	0
46	0	0	0	0	0	0	0	0.064	0.94	0	8	0.22	0.31
47	0	0.044	0	0	0.19	0.67	0	0.099	0	0	5	0	0.16
48	0	0	0	1	0	0	0	0	0	0	3	0.14	0.018
49	0	0.019	0	0	0.017	0.84	0	0.12	0	0	5	0	0.16
50	0	0	0	0	0	0	0	1	0.0025	0	7	0.14	0.16
51	0	1	0	0	0	0	0	0	0	0	1	0.016	0.16
52	0	0.0048	0	0	0.024	0.85	0	0.12	0	0	5	0	0.16
53	0	0	0	0	0	0	0	0.61	0.39	0	7	0.14	0.16
54	0.62	0	0.014	0.06	0	0	0.1	0.21	0	0	0	0.12	0
55	0	0	0	0	0	0	0	0.45	0.55	0	8	0.22	0.31
56	0	1	0	0	0	0	0	0	0	0	1	0.016	0.16
57	0.06	0	0	0.00062	0	0	0.93	0.0049	0	0	6	0.078	0
58	0	0.06	0	0	0.039	0.79	0	0.12	0	0	5	0	0.16
