SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0.021	0	0	0	0	0.98	0	0	0	5.9e-06	0	0	0	0	0	0	0	0	0	6	0.078	0
1	7.5e-05	0.31	0	0	0	0	0.68	0	0	7e-05	0.013	0	0	0	0	0	0	0	0	0	6	0.078	0
2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.018
3	0	0	0	0	0	0	0	0	0	0	3.7e-06	0	0.069	3.2e-05	0.065	0	0	0.6	0	0.27	17	0.14	0.16
4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.018
5	0.00082	0.39	0	0	0	0	0.54	0	0	0.00076	0.069	0	0	0	0	0	0	7.2e-06	0	0	6	0.078	0
6	0	0	3.5e-05	0.11	0.076	0.051	0	0	0.017	0	0	0.0021	0	0	0	0.095	0.049	0	0.6	0	18	0	0.14
7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.018
8	0	0	0	0	0	0	0	0	0	0	0	0	0.0053	9.4e-05	0.38	0	0	0.17	0	0.44	19	0.22	0.24
9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.018
10	0.092	0.43	0	0	0	0	0.054	0	0	0.086	0.34	0	0	0	0	0	0	3.3e-06	0	0	1	0.11	0
11	0.5	0.01	0	0	0	0	4.3e-06	0	0	0.47	0.018	0	0	0	0	0	0	0	0	0	0	0.22	0
12	0	0	0.0034	0.071	0.0026	0.0018	0	0	0.0015	0	0	0.042	0	0	0	0.027	0.094	0	0.76	0	18	0	0.14
13	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.00063	0.2	0	0.00081	0.68	0	0.11	17	0.14	0.16
14	0.35	0.2	0	0	0	0	0.0037	0	0	0.32	0.13	0	0	0	0	0	0	0	0	0	0	0.22	0
15	0	0	3.8e-05	0.11	0.073	0.049	0	0	0.02	0	0	0.0022	0	0	0	0.092	0.06	5.8e-06	0.59	0	18	0	0.14
16	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0	0.45	0	0	0.006	0	0.54	19	0.22	0.24
17	1.1e-06	0.17	0	0	0	0	0.83	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	6	0.078	0
18	0	0.06	0	0	0	0	0.94	0	0	0	2.7e-05	0	0	0	0	0	0	0	0	0	6	0.078	0
19	0	0	0.16	0.0014	0	0	0	0	0	0	0	0.74	0	0	0	5.2e-05	0.017	0	0.089	0	11	0	0.24
20	0	0	0	0.14	0.076	0.051	0	0	0.008	0	0	0.00014	0	0	0	0.13	0.012	0	0.58	0	18	0	0.14
21	0	0	0	0	0	0	0	0	0.7	0	3.2e-06	0	0	0	0	0	0.3	0.00021	0	0	8	0.016	0.089
22	0	0	4.3e-06	0.12	0.11	0.071	0	0	0.014	0	0	0.00072	0	0	0	0.11	0.024	0	0.55	0	18	0	0.14
23	0	0	0	0	0	0	0	0	0	0	0	0	0.089	0.00048	0.51	0	0	0.086	0	0.31	14	0.22	0.31
24	0	0	0	0	0	0	0	0	0	0	0	0	0.00068	0	0.00028	0	0	1	0	0.00053	17	0.14	0.16
25	0	0	0	0	0	0	0	0	0	0	0	0	0.032	8e-06	0.061	0	0	0.68	0	0.22	17	0.14	0.16
26	4.5e-05	0.53	0	0	0	0	0.42	0	0	4.2e-05	0.0066	0	0	0	0	0	0	0.042	0	0	1	0.11	0
27	0	0	0.0064	0.011	0	0	0	0	0	0	0	0.24	0	0	0	0.00077	0.02	0.28	0.43	0	18	0	0.14
28	1.7e-05	0.54	0	0	0	0	0.42	0	0	1.5e-05	0.0057	0	0	0	0	0	0	0.036	0	0	1	0.11	0
29	0	0	0	0.13	0.0041	0.0027	0	0	0.0011	0	0	0.0002	0	0	0	0.066	0.013	0	0.78	0	18	0	0.14
30	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.018
31	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0.14	0.018
