SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0.0082	0	0	0	3e-06	0	0	0.98	0.0082	16	0.062	0
1	0	0	8.2e-05	0	0	0	0	0	0	0.28	0	8e-05	0	0.015	0	0	0.42	0.28	16	0.062	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.14	0.018
3	0	0.21	0	0	0	0.12	0	0	0	0	0	0	2.3e-05	4e-06	0	0.67	0	0	15	0.14	0.16
4	0	5.4e-06	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.14	0.018
5	0	0	0.00082	0	0	0	0	0	0	0.33	0	0.00081	0	0.076	0	8.3e-06	0.26	0.33	9	0.11	0
6	0.65	0	0	3.6e-05	0.16	0	0.076	0.0021	0.017	0	0.049	0	0	0	0.049	0	0	0	0	0	0.14
7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.14	0.018
8	0	0.019	0	0	0	0.77	0	0	0	0	0	0	7.5e-05	0	0	0.22	0	0	5	0.22	0.31
9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.14	0.018
10	0	0	0.072	0	0	0	0	0	0	0.28	0	0.07	0	0.29	0	2.9e-06	0.0039	0.28	13	0.14	0.018
11	0	0	0.49	0	0	0	0	0	0	0.0084	0	0.48	0	0.019	0	0	0	0.0084	2	0.22	0
12	0.81	0	0	0.0034	0.045	0	0.0026	0.041	0.0015	0	0.0017	0	0	0	0.093	0	0	0	0	0	0.14
13	0	0.0029	0	0	0	0.32	0	0	0	0	0	0	0.00039	0	0.00078	0.68	0	0	15	0.14	0.16
14	0	0	0.3	0	0	0	0	0	0	0.14	0	0.29	0	0.13	0	0	7e-05	0.14	2	0.22	0
15	0.64	0	0	3.9e-05	0.16	0	0.073	0.0022	0.02	0	0.047	0	0	0	0.06	6e-06	0	0	0	0	0.14
16	0	0.00039	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0.0084	0	0	5	0.22	0.31
17	0	0	1.1e-06	0	0	0	0	0	0	0.15	0	1.1e-06	0	0.0029	0	0	0.7	0.15	16	0.062	0
18	0	0	0	0	0	0	0	0	0	0.051	0	0	0	3e-05	0	0	0.9	0.051	16	0.062	0
19	0.097	0	0	0.16	9e-05	0	0	0.73	0	0	0	0	0	0	0.017	0	0	0	7	0	0.24
20	0.62	0	0	0	0.23	0	0.076	0.00014	0.008	0	0.049	0	0	0	0.012	0	0	0	0	0	0.14
21	0	0	0	0	0	0	0	0	0.7	0	0	0	0	3.2e-06	0.3	0.00021	0	0	8	0.016	0.089
22	0.59	0	0	4.4e-06	0.19	0	0.11	0.0007	0.014	0	0.068	0	0	0	0.024	0	0	0	0	0	0.14
23	0	0.22	0	0	0	0.71	0	0	0	0	0	0	0.00027	0	0	0.075	0	0	5	0.22	0.31
24	0	0.0019	0	0	0	0.00044	0	0	0	0	0	0	0	0	0	1	0	0	15	0.14	0.16
25	0	0.1	0	0	0	0.11	0	0	0	0	0	0	5.8e-06	0	0	0.79	0	0	15	0.14	0.16
26	0	0	4.3e-05	0	0	0	0	0	0	0.43	0	4.2e-05	0	0.007	0	0.046	0.083	0.43	9	0.11	0
27	0.46	0	0	0.0063	0.0013	0	0	0.23	0	0	0	0	0	0	0.02	0.29	0	0	0	0	0.14
28	0	0	1.6e-05	0	0	0	0	0	0	0.44	0	1.6e-05	0	0.0061	0	0.04	0.073	0.44	9	0.11	0
29	0.86	0	0	0	0.12	0	0.0041	0.00019	0.0011	0	0.0027	0	0	0	0.014	0	0	0	0	0	0.14
30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.14	0.018
31	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.14	0.018
32	0	0.32	0	0	0	0.11	0	0	0	0	0	0	4.4e-06	0	0	0.57	0	0	15	0.14	0.16
33	0.78	0	0	1e-05	0.072	0	0.0038	0.0025	0.00042	0	0.0024	0	0	0	0.013	0.13	0	0	0	0	0.14
34	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0038	0	0	13	0.14	0.018
35	0	0.22	0	0	0	0.74	0	0	0	0	0	0	0.013	0	0	0.023	0	0	5	0.22	0.31
36	0.00041	0	0	0	0.033	0	0.59	0	0.00012	0	0.38	0	0	0	0	1.8e-06	0	0	6	0	0.071
37	0	0	0	0	0	0	0	0	0	0.3	0	0	0	4.7e-05	0	0.0019	0.39	0.3	16	0.062	0
38	0.76	0	0	9.8e-06	0.013	0	2.7e-05	0.0067	7.9e-06	0	1.7e-05	0	0	0	0.0086	0.21	0	0	0	0	0.14
39	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0.97	0	0	0	14	0.016	0.16
40	0	0.095	0	0	0	0.0089	0	0	0	0	0	0	0	0	0	0.9	0	0	15	0.14	0.16
41	0	0	0.00018	0	0	0	0	0	0	0.44	0	0.00017	0	0.015	0	0.097	0.0092	0.44	9	0.11	0
42	0	0	0.46	0	0	0	0	0	0	0.00058	0	0.45	0	0.072	0	0.011	0	0.00058	2	0.22	0
43	0.73	0	0	0.00027	0.066	0	0.0062	0.0097	0.0015	0	0.004	0	0	0	0.046	0.14	0	0	0	0	0.14
44	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.14	0.018
45	0	0	0.0007	0	0	0	0	0	0	0.42	0	0.00069	0	0.023	0	0.12	0.0086	0.42	9	0.11	0
46	0	0.2	0	0	0	0.75	0	0	0	0	0	0	8.6e-06	0	0	0.052	0	0	5	0.22	0.31
47	0.67	0	0	0.00046	0.1	0	0.031	0.0083	0.0042	0	0.02	0	0	0	0.043	0.12	0	0	0	0	0.14
48	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0.14	0.018
49	0.76	0	0	5.4e-05	0.034	0	0.00061	0.0077	0.00016	0	0.00039	0	0	0	0.023	0.17	0	0	0	0	0.14
50	0	0.0005	0	0	0	0.0025	0	0	0	0	0	0	0	0	0	1	0	0	15	0.14	0.16
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0.016	0.16
