SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	0	0	0	0	0.98	0	0	0	0.0082	0	0	0	0	0.0082	0	3e-06	0	0	0	4	0.062	0
1	0	0	0	0	0.42	0	0	0	0.28	5.5e-05	0	0	0	0.28	0	0.015	5.3e-05	5.3e-05	0	4	0.062	0
2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.14	0.018
3	0	0	0.21	0	0	0	2.2e-05	0	0	0	0.11	0	0.67	0	0	4e-06	0	0	0	12	0.14	0.16
4	0	0	5.3e-06	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.14	0.018
5	0	0	0	0	0.26	0	0	0	0.33	0.00056	0	0	8.4e-06	0.33	0	0.076	0.00054	0.00054	0	8	0.11	0
6	0.83	0.11	0	0	0	0.048	0	1.5e-05	0	0	0	0.0032	0	0	1.5e-05	0	0	0	0.016	0	0	0.12
7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.14	0.018
8	0	0	0.018	0	0	0	7.5e-05	0	0	0	0.76	0	0.22	0	0	0	0	0	0	10	0.22	0.31
9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.14	0.018
10	0	0	0	0	0.0039	0	0	0	0.28	0.049	0	0	2.9e-06	0.28	0	0.29	0.047	0.047	0	15	0.14	0.018
11	0	0	0	0	0	0	0	0	0.0084	0.33	0	0	0	0.0084	0	0.019	0.32	0.32	0	9	0.22	0
12	0.76	0.0055	0	0	0	0.13	0	0.0022	0	0	0	0.093	0	0	0.0022	0	0	0	0.002	0	0	0.12
13	0	0	0.0028	0	0	0.0008	0.00039	0	0	0	0.31	0	0.68	0	0	0	0	0	0	12	0.14	0.16
14	0	0	0	0	7e-05	0	0	0	0.14	0.2	0	0	0	0.14	0	0.13	0.19	0.19	0	9	0.22	0
15	0.82	0.1	0	0	0	0.059	0	1.7e-05	0	0	0	0.0034	5.7e-06	0	1.7e-05	0	0	0	0.019	0	0	0.12
16	0	0	0.00039	0	0	0	0	0	0	0	0.99	0	0.0085	0	0	0	0	0	0	10	0.22	0.31
17	0	0	0	0	0.7	0	0	0	0.15	0	0	0	0	0.15	0	0.0029	0	0	0	4	0.062	0
18	0	0	0	0	0.9	0	0	0	0.05	0	0	0	0	0.05	0	3e-05	0	0	0	4	0.062	0
19	0.0078	0	0	0	0	0.013	0	0.053	0	0	0	0.87	0	0	0.053	0	0	0	0	11	0	0.24
20	0.89	0.093	0	0	0	0.0096	0	0	0	0	0	0.00018	0	0	0	0	0	0	0.0064	0	0	0.12
21	0	0	0	0	0	0.31	0	0	0	0	0	0	0.00022	0	0	3.2e-06	0	0	0.69	18	0.016	0.089
22	0.82	0.14	0	0	0	0.022	0	1.7e-06	0	0	0	0.001	0	0	1.7e-06	0	0	0	0.012	0	0	0.12
23	0	0	0.21	0	0	0	0.00027	0	0	0	0.71	0	0.077	0	0	0	0	0	0	10	0.22	0.31
24	0	0	0.0019	0	0	0	0	0	0	0	0.00044	0	1	0	0	0	0	0	0	12	0.14	0.16
25	0	0	0.1	0	0	0	5.8e-06	0	0	0	0.11	0	0.79	0	0	0	0	0	0	12	0.14	0.16
26	0	0	0	0	0.083	0	0	0	0.43	2.9e-05	0	0	0.047	0.43	0	0.007	2.8e-05	2.8e-05	0	8	0.11	0
27	0.11	0	0	0	0	0.026	0	0.0036	0	0	0	0.49	0.37	0	0.0036	0	0	0	0	11	0	0.24
28	0	0	0	0	0.073	0	0	0	0.44	1.1e-05	0	0	0.041	0.44	0	0.0061	1e-05	1e-05	0	8	0.11	0
29	0.98	0.006	0	0	0	0.014	0	0	0	0	0	0.00031	0	0	0	0	0	0	0.001	0	0	0.12
30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.14	0.018
31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15	0.14	0.018
32	0	0	0.32	0	0	0	4.4e-06	0	0	0	0.11	0	0.57	0	0	0	0	0	0	12	0.14	0.16
33	0.82	0.0066	0	0	0	0.016	0	5.3e-06	0	0	0	0.0047	0.15	0	5.3e-06	0	0	0	0.00047	0	0	0.12
34	0	0	0.00017	0	0	0	0	0	0	0	0	0	0.0038	0	0	1	0	0	0	15	0.14	0.018
35	0	0	0.22	0	0	0	0.013	0	0	0	0.74	0	0.023	0	0	0	0	0	0	10	0.22	0.31
