SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0	0	0	0	4.7e-06	0	8.2e-05	1	0	0	0	0	0	8.2e-05	0	0	8	0.078	0
1	0	0	0	0	0.0001	0.013	0	0.046	0.89	0	0	0	0	0	0.046	0	0	8	0.078	0
2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0.14	0.018
3	0	0.019	0	0	0	4.5e-06	5e-05	0	0	0	0.11	0	0	0.45	0	0.42	0	13	0.22	0.24
4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9.5e-06	0	5	0.14	0.018
5	0	4.2e-06	0	0	0.0011	0.071	0	0.1	0.73	0	0	0	0	0	0.1	0	0	8	0.078	0
6	0.097	1.9e-05	0.2	0.52	0	0	0	0	0	0.12	0	0.047	0.018	0	0	0	3.2e-05	3	0	0.16
7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0.14	0.018
8	0	0.00019	0	0	0	0	0.0001	0	0	0	0.45	0	0	0.53	0	0.023	0	13	0.22	0.24
9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0.14	0.018
10	0	0	0	0	0.071	0.19	0	0.35	0.04	0	0	0	0	0	0.35	0	0	7	0.14	0
11	0	0	0	0	0.49	0.013	0	0.25	4e-06	0	0	0	0	0	0.25	0	0	4	0.22	0
12	0.0023	8.3e-06	0.015	0.86	0	0	0	0	0	0.055	0	0.063	0.0011	0	0	0	0.0022	3	0	0.16
13	0	0.44	0	0	0	0	0.001	0	0	0	0.35	0.00096	0	0.2	0	0.0066	0	1	0.093	0.16
14	0	0	0	0	0.2	0.058	0	0.37	0.0021	0	0	0	0	0	0.37	0	0	7	0.14	0
15	0.093	6.5e-05	0.19	0.52	0	0	0	0	0	0.12	0	0.057	0.021	0	0	0	3.5e-05	3	0	0.16
16	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0.55	0	0.00036	0	13	0.22	0.24
17	0	0	0	0	1.3e-06	0.0022	0	0.0086	0.98	0	0	0	0	0	0.0086	0	0	8	0.078	0
18	0	0	0	0	0	2.2e-05	0	0.00047	1	0	0	0	0	0	0.00047	0	0	8	0.078	0
19	0	0	2.9e-06	0.8	0	0	0	0	0	0.0019	0	0.02	0	0	0	0	0.18	3	0	0.16
20	0.11	0	0.3	0.39	0	0	0	0	0	0.18	0	0.012	0.0096	0	0	0	0	3	0	0.16
21	0	0.0016	0	0	0	3.1e-06	0	0	0	0	0	0.28	0.72	0	0	0	0	12	0.016	0.089
22	0.14	0	0.27	0.42	0	0	0	0	0	0.14	0	0.024	0.015	0	0	0	4.1e-06	3	0	0.16
