SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	1	10	0.55	0.039
1	0	0	0.82	0	0	0	0.00011	0	0.18	0	0	2	0.55	0.35
2	0	0	0	0	0	1	0	0	0	0	0	5	0.05	0.23
3	0.79	0	0.21	0	0	0	0	0	0	0	0	0	0.45	0.35
4	0.32	0	0.68	0	0	0	0	0	0	0	0	2	0.55	0.35
5	0.8	0	0.2	0	0	0	0	0	0	0	0	0	0.45	0.35
6	0	0	0	0	0	0	1	0.00064	0	0	0	6	0.75	0.35
7	0.28	0	0.72	0	0	0	0	0	0	0	0	2	0.55	0.35
8	0.28	0	0.16	0.54	0	0	1.3e-05	0	0.00028	0.013	0.00041	3	0.45	0
9	0.8	0	0.19	0	0	0	3.6e-05	0	0.011	0	0	0	0.45	0.35
10	0.46	0	0.45	0	0	0	0.00013	0	0.087	0	0	0	0.45	0.35
11	0.11	0	0.59	0.22	0	0	0.0073	0	0.015	0.046	0.0088	2	0.55	0.35
12	0.15	0	0.53	0.28	0	0	0.00011	0	0.00034	0.042	0.00022	2	0.55	0.35
13	0	0	0	0	0	0	0	0	0.66	0	0.34	8	0.6	0.38
14	0.33	0	0.017	0.65	0	0	0	0	0	0.0013	0	3	0.45	0
15	0.21	0	0.35	0.41	0	0	0.00022	0	0.002	0.027	0.0019	3	0.45	0
16	0.24	0	0.28	0.46	0	0	0.00016	0	0.00077	0.022	0.00071	3	0.45	0
17	0.22	0	0.11	0.63	0	0	0.0082	0.00018	0	0.034	0.0078	3	0.45	0
18	0.2	0	0.16	0.59	0	0	0	0	0	0.049	0.00079	3	0.45	0
19	0	0.82	0.17	0	0	0.011	0	0	0.001	0	0	1	0	0.27
20	0.25	0	0.017	0.73	0	0	0	0	0	0.0055	0	3	0.45	0
21	0	0	0	0	0	0.024	1.5e-05	0	0.98	0	0	8	0.6	0.38
22	0.15	0	0.33	0.43	0	0	0	0	0	0.1	2e-05	3	0.45	0
23	0	0	0.66	0	0	0	0.095	0	0.25	0	0	2	0.55	0.35
24	0	0.77	0.15	0	0.00013	0.075	1.8e-05	0	0.0049	0	0	1	0	0.27
25	0	0	1	0	0	0	0	0	0	0	0	2	0.55	0.35
26	0	0	1	0	0	0	0	0	0	0	0	2	0.55	0.35
27	0	0	0	0	0	0	0	0	0	0	1	10	0.55	0.039
28	0	1	0.0014	0	0	0.00038	0	0	0	0	0	1	0	0.27
29	0.23	0	0.63	0	0	0	0.00038	0	0.13	0	0	2	0.55	0.35
30	0	1	0	0	0	0.0017	0	0	0	0	0	1	0	0.27
31	0.35	0	0.65	0	0	0	1.2e-05	0	0.0027	0	0	2	0.55	0.35
32	0	0	0	0	0	1	0	0	0	0	0	5	0.05	0.23
33	0.041	0	0.63	0	0	0	0.065	0	0.27	0	0	2	0.55	0.35
34	0.17	0	0.81	0	0	0	0	0	0.024	0	0	2	0.55	0.35
35	0	0	0.0018	0	0	0	1	0	0.0026	0	0	6	0.75	0.35
36	0	0	0	1	0	0	0	0	0	2.8e-05	0	3	0.45	0
37	0.00017	0.76	4.4e-05	0	0.00032	0.24	0	0	1.8e-06	0	0	1	0	0.27
38	0	0	0	0	0	0.0054	0	0	0.99	0	0	8	0.6	0.38
39	0	0	0	0	0	0.89	7.5e-05	0	0.11	0	0	5	0.05	0.23
40	0	0	0.82	0	0	0	0.0044	0	0.18	0	0	2	0.55	0.35
41	0	0	0	0	0	0.00013	0	0	1	0	0	8	0.6	0.38
42	0	0	0	0.015	0	0	0	0.99	0	1.7e-05	0	7	0.1	0
43	0	0	0.74	0	0	0	0.0082	0	0.25	0	0	2	0.55	0.35
44	0	0	0	0	0	0.96	2.9e-06	0	0.039	0	0	5	0.05	0.23
45	0	0	0	0	0	0.87	0.00085	0	0.13	0	0	5	0.05	0.23
46	0.13	0	0.85	0	0	0	3.1e-05	0	0.024	0	0	2	0.55	0.35
47	0.72	0	0.27	0	0	0	0	0	0.0012	0	0	0	0.45	0.35
48	0	0	0	0	0	0	2.7e-05	1	0.0027	0	0	7	0.1	0
49	0.77	0	0.23	0	0	0	0	0	9.2e-05	0	0	0	0.45	0.35
50	0.035	0	0.7	0	0	0	0.11	0	0.16	0	0	2	0.55	0.35
51	0	0	0	0	0	0	0	0	0	0	1	10	0.55	0.039
52	0	0	0.99	0	0	0	0.00063	0	0.0071	0	0	2	0.55	0.35
53	0.16	0	0.79	0	0	0	0.0018	0	0.05	0	0	2	0.55	0.35
54	0	0	0	0.49	0	0	0	0	0	0.28	0.23	3	0.45	0
55	0	0	0	0.95	0	0	0	0	0	0.048	0.0063	3	0.45	0
56	0	0	0.96	0	0	0	1.7e-06	0	0.035	0	0	2	0.55	0.35
57	0	0	0	0	0	0	0	0	0	0	1	10	0.55	0.039
58	0	0	0	0	0	0	0	0	0	0	1	10	0.55	0.039
59	0.35	0	0.48	0	0	0	9.2e-05	0	0.17	0	0	2	0.55	0.35
60	0.0032	0	0.98	0	0	0	0.00021	0	0.019	0	0	2	0.55	0.35
61	0	0	0	0	0	1	0	0	0	0	0	5	0.05	0.23
62	0	0.83	0	0	0.036	0.13	0	0	0	0	0	1	0	0.27
63	0	0.94	0	0	0.03	0.033	0	0	0	0	0	1	0	0.27
64	0.24	0	0.69	0	0	0	0.00023	0	0.075	0	0	2	0.55	0.35
65	0.0051	0	0.67	0	0	0	0.08	0	0.25	0	0	2	0.55	0.35
66	0	0	0	0	0	0	0	1	0	0	0	7	0.1	0
67	0.085	0	0.82	0	0	0	0.02	0	0.076	0	0	2	0.55	0.35
68	0	0	0	0	0	0	0	0	0	0	1	10	0.55	0.039
69	0	0	0	0.91	0	0	0	0.09	0	0.0041	0.00052	3	0.45	0
70	0	1	0	0	0	3.2e-05	0	0	0	0	0	1	0	0.27
71	0.17	0	0.71	0	0	0	0.0029	0	0.12	0	0	2	0.55	0.35
72	0	1	0	0	0	0.0024	0	0	0	0	0	1	0	0.27
73	0.4	0	0.59	0	0	0	0.0001	0	0.015	0	0	2	0.55	0.35
74	0	0	0	0.63	0	0	0	0	0	0.37	5.2e-05	3	0.45	0
75	0	1	0	0	0	2e-06	0	0	0	0	0	1	0	0.27
76	0.24	0	0.69	0	0	0	0.0039	0	0.071	0	0	2	0.55	0.35
77	0.14	0	0.74	0	0	0	0.016	0	0.1	0	0	2	0.55	0.35
78	0	0.96	0	0	0	0.036	0	0	0	0	0	1	0	0.27
79	0	0	0	0	0	1	0	0	0	0	0	5	0.05	0.23
80	0.12	0	0.7	0	0	0	0.01	0	0.18	0	0	2	0.55	0.35
81	0.0013	0	0.38	0	0	0	0.27	0	0.35	0	0	2	0.55	0.35
82	0	0	0	0	0	1	0	0	0	0	0	5	0.05	0.23
83	0.38	0	0.5	0	0	0	7.2e-06	0	0.12	0	0	2	0.55	0.35
84	0.0072	0	0.64	0	0	0	0.0071	0	0.35	0	0	2	0.55	0.35
85	0.94	0	0.063	0	0	0	0	0	0	0	0	0	0.45	0.35
86	0	1	0	0	0	0.00042	0	0	0	0	0	1	0	0.27
87	0	0	0	0	0	0	2.9e-05	1	0.0024	0	0	7	0.1	0
88	4.9e-06	0.84	0	0	0	0.16	0	0	0	0	0	1	0	0.27
89	0	1	0	0	0	8.9e-05	0	0	0	0	0	1	0	0.27
90	0.54	0	0.46	0	0	0	0	0	0	0	0	0	0.45	0.35
91	0	0	0	0	0	1	0	0	0	0	0	5	0.05	0.23
92	0.11	0	0.013	0	0	2.7e-06	0	0	0	0	0.88	10	0.55	0.039
93	0	0	0	0.15	0	0	0.48	0.37	0.0017	0.00092	0.00046	6	0.75	0.35
94	0	0	0	0	0	0	0	0	0	0	1	10	0.55	0.039
95	0	0	0	0	1	0	0	0	0.00027	0	0	4	0	0.078
96	0	0	0	0	1	0	0	0	1.1e-05	0	0	4	0	0.078
97	0.36	0	0.64	0	0	0	0	0	0	0	0	2	0.55	0.35
