SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.55	0.039
1	0	6.1e-05	0.02	0.17	0	0	0	0	0.023	0.56	0	0.23	0	0	0	9	0.55	0.35
2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e-05	1	14	0.05	0.23
3	0.11	0	0	0	0	0	0	0	0	0.89	0	0	0.00024	0	0	9	0.55	0.35
4	0.14	0	0	0	0	0	0	0	0	0.84	0	0	0.02	0	0	9	0.55	0.35
5	0.087	0	0	0	0	0	0	0	0	0.91	0	0	0.0015	0	0	9	0.55	0.35
6	0	1	0	0	0	0	0	0	0	0	7.8e-06	0	0	0	0	1	0.75	0.35
7	0.039	0	0	0	0	0	0	0	0	0.96	0	0	6.1e-06	0	0	9	0.55	0.35
8	0	1.4e-05	0.004	1e-05	0.78	0	0	0.00038	0.0046	0.21	0	1.4e-05	0	0	0	4	0.45	0
9	0.025	0.00014	0.014	0.04	0	0	0	0	0.016	0.85	0	0.054	0	1.8e-05	0	9	0.55	0.35
10	0.0049	0.00016	0.016	0.13	0	0	0	0	0.018	0.66	0	0.17	0	0	0	9	0.55	0.35
11	0	0.0066	0.04	0.0007	0.27	0	0	0.0069	0.045	0.63	0	0.00093	0	0	0	9	0.55	0.35
12	0	0.00011	0.02	0	0.36	0	0	0.00018	0.023	0.6	0	0	0	0	0	9	0.55	0.35
13	0	0	0	0.07	0	0	0	0.84	0	0	0	0.093	0	0	0	7	0.55	0.039
14	0	0	7.8e-05	0	0.98	0	0	0	8.9e-05	0.023	0	0	0	0	0	4	0.45	0
15	0	0.00022	0.014	8.1e-05	0.56	0	0	0.0017	0.015	0.41	0	0.00011	0	0	0	4	0.45	0
16	0	0.00017	0.01	1.8e-05	0.64	0	0	0.00064	0.012	0.34	0	2.4e-05	0	0	0	4	0.45	0
17	0	0.0083	0	0	0.85	0	0	0.0069	0	0.13	0.0006	0	9e-06	0	0	4	0.45	0
18	0	0	0	0	0.81	0	0	0.0007	0	0.19	0	0	0	0	0	4	0.45	0
19	0.051	0	0.0015	0.0019	0	0.42	0.26	0	0.0017	0.24	0	0.0025	0	0.00081	0.012	5	0	0.31
20	0	0	0	0	0.98	0	0	0	0	0.021	0	0	0	0	0	4	0.45	0
21	0	6e-06	0.15	0	0	0	0	0	0.17	0	0	0	0	0.67	0.0079	13	0.05	0.42
22	0	0	0	0	0.6	0	0	1.8e-05	0	0.4	0	0	0	0	0	4	0.45	0
23	0	0.077	0.12	0.021	0	0	0	0	0.13	0.63	0	0.027	1.1e-06	0	0	9	0.55	0.35
24	0.033	1.9e-05	0.004	0.0038	0	0.27	0.42	0	0.0046	0.19	0	0.0051	0	0.0059	0.066	6	0	0.23
25	0.17	0	0	0	0	0	0	0	0	0.83	0	0	0	0	0	9	0.55	0.35
26	0.03	0	0	0	0	0	0	0	0	0.97	0	0	0	0	0	9	0.55	0.35
27	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.55	0.039
28	0.0036	0	0	0	0	0.03	0.97	0	0	0.0011	0	0	0	0	0.00022	6	0	0.23
29	0.0065	0.00035	0.022	0.11	0	0	0	0	0.024	0.7	0	0.14	0	0	0	9	0.55	0.35
30	0	0	0	0	0	0.31	0.69	0	0	0	0	0	0	0	0.0025	6	0	0.23
31	0.3	1e-05	0.012	0.00012	0	0	0	0	0.013	0.68	0	0.00015	0	0	0	9	0.55	0.35
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.3	13	0.05	0.42
33	0.047	0.053	0.1	0.029	0	0	0	0	0.12	0.61	0	0.039	4.8e-06	0	0	9	0.55	0.35
34	0.064	0	0.024	0.0041	0	0	0	0	0.027	0.88	0	0.0055	0	0	0	9	0.55	0.35
35	0.00024	0.99	0.0035	5.4e-06	0	0	0	0	0.004	0.0021	0	7.2e-06	4.8e-06	0	0	1	0.75	0.35
36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0.45	0
37	3.2e-06	0	0	1.4e-06	0	0.39	0.33	0	1.1e-06	5.6e-05	0	1.9e-06	0	0.067	0.22	5	0	0.31
38	0	0	0.37	0	0	0	0	0	0.42	0	0	0	0	0.2	0.003	8	0.6	0.35
39	0	7.5e-05	0.11	0	0	0	0	0	0.12	0	0	0	0	0.03	0.74	14	0.05	0.23
40	0.054	0.0032	0.11	0.0072	0	0	0	0	0.12	0.7	0	0.0096	0	0	0	9	0.55	0.35
41	0	0	0.41	0	0	0	0	0	0.46	0	0	0	0	0.13	7e-05	8	0.6	0.35
42	0	0	0	0	0.2	0	0	0	0	0	0.8	0	0	0	0	10	0.15	0.039
43	0.034	0.0061	0.059	0.076	0	0	0	0	0.067	0.66	0	0.1	0	0	0	9	0.55	0.35
44	0	3e-06	0.072	0	0	0	0	0	0.081	0	0	0	0	0.0057	0.84	14	0.05	0.23
45	0	0.00081	0.13	0	0	0	0	0	0.15	0	0	0	0	0.031	0.69	14	0.05	0.23
46	0.059	2.7e-05	0.024	0.0026	0	0	0	0	0.028	0.88	0	0.0035	7.7e-06	0	0	9	0.55	0.35
47	0.16	0	0.0071	0.00053	0	0	0	0	0.008	0.76	0	0.00071	0.065	0	0	9	0.55	0.35
48	0	7.8e-06	0.47	0	0	0	0	0	0.53	0	0	0	0	0	0	8	0.6	0.35
49	0.27	0	0.0017	4.1e-05	0	0	0	0	0.002	0.72	0	5.5e-05	0.0051	0	0	9	0.55	0.35
50	0.033	0.089	0.072	0.015	0	0	0	0	0.081	0.69	0	0.019	0.00017	0	0	9	0.55	0.35
51	0	0	0	0	0	0	0	2e-06	0	0	1	0	0	0	0	10	0.15	0.039
52	0	0.00014	0.029	5.4e-06	0	0	0	0	0.033	0.26	0	7.1e-06	0.68	0	0	12	1	0.55
53	0.066	0.0016	0.037	0.0066	0	0	0	0	0.042	0.84	0	0.0088	0.0015	0	0	9	0.55	0.35
54	0	0	0	0	0.77	0	0	0.23	0	0	0	0	0	0	0	4	0.45	0
55	0	0	0	0	1	0	0	0.0043	0	0	0	0	0	0	0	4	0.45	0
56	0	1.3e-06	0.014	0.03	0	0	0	0	0.016	0.9	0	0.04	0.0011	0	0	9	0.55	0.35
57	0	0	0	0	0	0	0	0.00014	0	0	1	0	0	0	0	10	0.15	0.039
58	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	0.55	0.039
