SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
1	0	0.029	0	0	0.026	0	0.45	0	0	0.0078	2.1e-06	0	0.48	0	0	0	12	0.55	0.35
2	0	0	0	0	0	1.3e-05	0	0	0	0	0	1	0	0	0	0	11	0.05	0.23
3	0	0	0.53	0	0	0	0	0	0	0	0	0	0.47	0.003	0	0	2	0.45	0.27
4	0	0	0.34	0	0	0	0	0	0	0	0	0	0.65	0.0018	0	0	12	0.55	0.35
5	0	0	0.5	0	0	0	0	0	0	0	0	0	0.49	0.012	0	0	2	0.45	0.27
6	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0.82	0	14	0.15	0
7	0	0	0.017	0	0	0	0	0	0	0	0	0	0.97	0.011	0	0	12	0.55	0.35
8	0	0.006	0	0.81	0.0053	0	2.8e-05	0.00024	0	0	0	0	0.18	5.4e-06	4.9e-05	0.00024	3	0.45	0
9	0	0.017	0.21	0	0.015	1.5e-05	0.087	0	0	0.0016	9.8e-06	0	0.59	0.074	0	0	12	0.55	0.35
10	0	0.023	0.0017	0	0.02	0	0.33	0	0	0.011	1e-05	0	0.55	0.067	0	0	12	0.55	0.35
11	0	0.062	0	0.29	0.055	0	0.002	0.0046	0	0.00028	0.0014	0	0.58	4.3e-05	0	0.0046	12	0.55	0.35
12	0	0.031	0	0.39	0.028	0	3.8e-06	0.00012	0	0	4.9e-06	0	0.55	0	0	0.00012	12	0.55	0.35
13	0	0	0	0	0	0	0.15	0.41	0	0.022	0	0	0	0.0017	0	0.41	15	0.55	0.039
14	0	0.00011	0	0.98	0.0001	0	0	0	0	0	0	0	0.019	0	0	0	3	0.45	0
15	0	0.021	0	0.59	0.018	0	0.00023	0.0011	0	8e-06	2e-05	0	0.37	1.5e-05	0	0.0011	3	0.45	0
16	0	0.016	0	0.67	0.014	0	4.9e-05	0.00042	0	0	1.6e-05	0	0.3	4.6e-06	5.2e-05	0.00042	3	0.45	0
17	0	0	0	0.86	0	0	0	0.0043	0	0	0.012	0	0.11	0.00019	0.0048	0.0043	3	0.45	0
18	0	0	0	0.84	0	0	0	0.00045	0	0	3.9e-05	0	0.16	1.9e-06	0	0.00045	3	0.45	0
19	0.82	0.0017	0	0	0.0015	0.00065	0.0039	0	0	2.5e-06	0	0.01	0.16	0	0	0	0	0	0.27
20	0	0	0	0.98	0	0	0	0	0	0	0	0	0.017	0	0	0	3	0.45	0
21	0	0.19	0	0	0.17	0.62	0	0	0	0.0031	0	0.0079	0	0	0	0	5	0.05	0.42
22	0	0	0	0.64	0	0	0	1.2e-05	0	0	0	0	0.36	0	0	1.2e-05	3	0.45	0
23	0	0.18	0	0	0.16	0	0.057	0	0	0.029	0.019	0	0.56	0	0	0	12	0.55	0.35
24	0.76	0.0053	0	0	0.0047	0.0055	0.0092	0	0	7.9e-05	1.4e-06	0.067	0.14	0	0	0	0	0	0.27
25	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.55	0.35
26	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.55	0.35
27	0	0	0	0	0	0	0	0.5	0	0	0	0	0	4.7e-06	0	0.5	15	0.55	0.039
28	1	0	0	0	0	0	0	0	0	0	0	0.00034	0.0014	0	0	0	0	0	0.27
29	0	0.032	0.0018	0	0.029	0	0.29	0	0	0.015	2.6e-05	0	0.61	0.016	0	0	12	0.55	0.35
30	1	0	0	0	0	0	0	0	0	0	0	0.0015	0	0	0	0	0	0	0.27
31	0	0.0031	0.89	0	0.0028	0	5.6e-05	0	0	0	0	0	0.1	4.4e-06	0	0	2	0.45	0.27
32	0	0	0	0	0	0.68	0	0	0	0	0	0.32	0	0	0	0	5	0.05	0.42
33	0	0.16	0.0065	0	0.14	0	0.082	0	0	0.033	0.014	0	0.56	0.00079	0	0	12	0.55	0.35
34	0	0.042	0.0084	0	0.037	0	0.013	0	0	6.7e-05	0	0	0.9	0.0004	0	0	12	0.55	0.35
35	0	0.005	0	0	0.0045	0	1.4e-05	0	0	0.0014	0.99	0	0.0018	0	0	0	10	0.8	0.35
36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.45	0
37	0.73	1.3e-06	9.8e-05	0	1.1e-06	0.06	3.3e-06	0	0	0	0	0.21	4.2e-05	1.9e-06	0	0	0	0	0.27
38	0	0.44	0	0	0.39	0.17	0	0	0	0.0003	0	0.0027	0	0	0	0	1	0.6	0.35
39	0	0.14	0	0	0.12	0.027	0	0	0	0.0008	2e-06	0.71	0	0	0	0	11	0.05	0.23
40	0	0.17	0	0	0.15	0	0.021	0	0	0.0046	0.00012	0	0.65	0	0	0	12	0.55	0.35
41	0	0.47	0	0	0.42	0.11	0	0	0	6.9e-05	0	6.2e-05	0	0	0	0	1	0.6	0.35
42	0	0	0	0.0058	0	0	0	0	0	0	0	0	0	0	0.99	0	14	0.15	0
43	0	0.09	0	0	0.08	0	0.21	0	0	0.026	0.00094	0	0.59	0	0	0	12	0.55	0.35
44	0	0.092	0	0	0.082	0.0052	0	0	0	6.2e-05	0	0.82	0	0	0	0	11	0.05	0.23
45	0	0.16	0	0	0.15	0.028	0	0	0	0.0022	3.5e-05	0.66	0	0	0	0	11	0.05	0.23
46	0	0.041	0.04	0	0.037	0	0.008	0	0	0.00022	0	0	0.87	0.00018	0	0	12	0.55	0.35
47	0	0.0014	0.91	0	0.0012	0	0.00019	0	0	0	0	0	0.088	7.4e-05	0	0	2	0.45	0.27
48	0	0.53	0	0	0.47	0	0	0	0	0	0	0	0	0	0.0043	0	1	0.6	0.35
49	0	0.00019	0.95	0	0.00017	0	8.5e-06	0	0	0	0	0	0.048	4.2e-06	0	0	2	0.45	0.27
50	0	0.12	0.01	0	0.1	0	0.043	0	0	0.027	0.037	0	0.66	0.00032	0	0	12	0.55	0.35
51	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
52	0	0.14	0	0	0.12	0	4.7e-05	0	0	4.7e-06	7.4e-06	0	0.74	0	0	0	12	0.55	0.35
53	0	0.057	0.12	0	0.051	0	0.018	0	0	0.0019	0.00014	0	0.75	0.00053	0	0	12	0.55	0.35
54	0	0	0	0.73	0	0	0	0.14	0	0	0	0	0	0	0	0.14	3	0.45	0
55	0	0	0	0.99	0	0	0	0.0026	0	0	0	0	0	0	2.4e-06	0.0026	3	0.45	0
56	0	0.024	0	0	0.021	0	0.089	0	0	0.00025	0	0	0.87	0	0	0	12	0.55	0.35
57	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
58	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
59	0	0.029	0.00058	0	0.026	0	0.47	0	0	0.01	3e-06	0	0.41	0.05	0	0	6	0.55	0.42
60	0	0.16	0.0088	0	0.15	0	0.00013	0	0	1.4e-05	0	0	0.68	0	0	0	12	0.55	0.35
61	0	0	0	0	0	0.15	0	0	0	0	0	0.85	0	0	0	0	11	0.05	0.23
62	0.87	0	0	0	0	0.00058	0	0	0	0	0	0.12	0	0	0	0	0	0	0.27
63	0.97	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0.27
64	0	0.07	0.031	0	0.062	0	0.062	0	0	0.0021	9.5e-06	0	0.77	0.0031	0	0	12	0.55	0.35
65	0	0.24	0.00086	0	0.21	0	0.016	0	0	0.013	0.0078	0	0.51	1.8e-05	0	0	12	0.55	0.35
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.15	0
67	0	0.11	0.24	0	0.1	0	0.0074	0	0	0.0016	0.002	0	0.53	0.00011	0	0	12	0.55	0.35
68	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
69	0	0	0	0.37	0	0	0	8.4e-05	0	0	0	0	0	0	0.63	8.4e-05	14	0.15	0
70	1	0	0	0	0	0	0	0	0	0	0	2.8e-05	0	0	0	0	0	0	0.27
71	0	0.097	0.051	0	0.086	0	0.066	0	0	0.0059	0.00027	0	0.69	0.0023	0	0	12	0.55	0.35
72	1	0	0	0	0	0	0	0	0	0	0	0.0022	0	0	0	0	0	0	0.27
73	0	0.017	0.74	0	0.015	0	0.0019	0	0	4.1e-05	1.4e-06	0	0.23	0.00019	0	0	2	0.45	0.27
74	0	0	0	1	0	0	0	3.3e-05	0	0	0	0	0	0	0	3.3e-05	3	0.45	0
75	1	0	0	0	0	0	0	0	0	0	0	1.7e-06	0	0	0	0	0	0	0.27
76	0	0.074	0.28	0	0.066	0	0.026	0	0	0.0023	0.0004	0	0.55	0.0013	0	0	12	0.55	0.35
77	0	0.11	0.17	0	0.096	0	0.027	0	0	0.0046	0.0023	0	0.59	0.00076	0	0	12	0.55	0.35
78	0.97	0	0	0	0	1.5e-05	0	0	0	0	0	0.032	0	0	0	0	0	0	0.27
79	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.05	0.23
80	0	0.12	0.025	0	0.1	0	0.094	0	0	0.015	0.0014	0	0.64	0.0023	0	0	12	0.55	0.35
81	0	0.26	0.00016	0	0.23	0	0.036	0	0	0.067	0.053	0	0.36	1.8e-05	0	0	12	0.55	0.35
82	0	0	0	0	0	0.0062	0	0	0	0	0	0.99	0	0	0	0	11	0.05	0.23
83	0	0.022	0.00024	0	0.02	0	0.45	0	0	0.004	0	0	0.45	0.051	0	0	6	0.55	0.42
84	0	0.18	0.00011	0	0.16	0	0.078	0	0	0.024	0.00033	0	0.56	0.00013	0	0	12	0.55	0.35
85	0	0	1	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	2	0.45	0.27
86	1	0	0	0	0	0.00012	0	0	0	0	0	0.00038	0	0	0	0	0	0	0.27
87	0	0.53	0	0	0.47	0	0	0	0	0	0	0	0	0	0.004	0	1	0.6	0.35
88	0.84	0	3.6e-06	0	0	0.019	0	0	0	0	0	0.14	0	0	0	0	0	0	0.27
89	1	0	0	0	0	0	0	0	0	0	0	7.9e-05	0	0	0	0	0	0	0.27
90	0	0	0.43	0	0	0	0	0	0	0	0	0	0.57	0.00022	0	0	12	0.55	0.35
91	0	0	0	0	0	6.5e-05	0	0	0	0	0	1	0	0	0	0	11	0.05	0.23
92	0	0	0.84	0	0	0	0	0.08	0	0.00089	0	0	0.0022	4.5e-06	0	0.08	2	0.45	0.27
93	0	0.0046	0	0.12	0.0041	0	0	0.00014	0	0.00059	0.11	0	0	0	0.76	0.00014	14	0.15	0
94	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
95	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.55	0.42
96	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0.55	0.42
97	0	0	0.02	0	0	0	0	0	0	0	0	0	0.97	0.005	0	0	12	0.55	0.35
98	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0.65	0.42
99	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.05	0.23
100	0	0.041	0.38	0	0.036	0	0.0071	0	0	0.00017	3.8e-06	0	0.53	0.00057	0	0	12	0.55	0.35
101	0.92	0	0	0	0	0.017	0	0	0	0	0	0.061	0	0	0	0	0	0	0.27
102	0	0	0	0	0	1.7e-06	0	0	0	0	0	1	0	0	0	0	11	0.05	0.23
103	0	0	0	0	0	0.00051	0	0	0	0	0	1	0	0	0	0	11	0.05	0.23
104	0	0.031	0.1	0	0.028	0	0.0071	0	0	0.00014	0	0	0.83	0.00029	0	0	12	0.55	0.35
105	0	0	0	0	0	0.8	0	0	0	0	0	0.2	0	0	0	0	5	0.05	0.42
106	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
107	0	0.0031	0.89	0	0.0027	0	0.00057	0	0	9.3e-06	0	0	0.11	0.00014	0	0	2	0.45	0.27
108	0	0.057	0.0021	0	0.05	0	0.0094	0	0	0.00042	0	0	0.88	5.4e-05	0	0	12	0.55	0.35
109	0.013	0	0	0	0	0.99	0	0	0	0	0	2.6e-05	0	0	0	0	5	0.05	0.42
110	0	0.061	0.0015	0	0.054	0	0.2	0	0	0.036	0.00097	0	0.64	0.0041	0	0	12	0.55	0.35
111	0	0.00058	0.036	0	0.00052	0.77	0.0043	0	0	4.2e-05	0	0.16	0.029	0.0046	0	0	5	0.05	0.42
112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.15	0
113	0	0.11	0.0024	0	0.094	0	0.13	0	0	0.013	0.00011	0	0.65	0.0019	0	0	12	0.55	0.35
114	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
115	0	0	0	0	0	0.012	0	0	0	0	0	0.99	0	0	0	0	11	0.05	0.23
116	1	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.27
117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0.15	0
118	0	0	0	1	0	0	0	0.00047	0	0	0	0	0	0	0	0.00047	3	0.45	0
119	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0.05	0.42
120	0	0	0	0.99	0	0	0	0.0038	0	0	0	0	0	0	5.4e-05	0.0038	3	0.45	0
121	0	0	0	0.84	0	0	0	0.082	0	0	0	0	0	0	0	0.082	3	0.45	0
122	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0.05	0.23
123	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	15	0.55	0.039
124	0	0	0.64	0	0	0	0	0	0	0	0	0	0.36	0.0009	0	0	2	0.45	0.27
125	0	0	0	0.99	0	0	0	0.0069	0	0	0	0	0	0	1.6e-05	0.0069	3	0.45	0
