SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.55	0.039
1	0	0.89	0	0	0	8.1e-05	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0.05	0.27
3	0	0.3	0	0	0.28	0	0	0	0	0	0.42	0	0	0	0	0	0	0	0	0	10	0.45	0.35
4	0	0.63	0	0	0.26	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	1	0.55	0.35
5	0	0.31	0	0	0.25	0	0	0	0	0	0.44	0	0	0	0	0	0	0	0	0	10	0.45	0.35
6	0	0	0	0	0	0.55	0	0	3.1e-06	0	0	0	0	0	0	0	0	0.45	0	0	5	0.75	0.35
7	0	0.87	0	0	0.012	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	1	0.55	0.35
8	0	0.19	0	0	0	1e-05	0	0.012	0	0	0.12	0.22	0.016	0	0.22	0.22	0	4.5e-05	5.5e-06	0.00042	11	0.45	0
9	0	0.34	2.8e-06	0	0.099	4.7e-05	0	0.02	0	0	0.54	0	0	0	0	0	0	0	0	0	10	0.45	0.35
10	0	0.69	0	0	0.0017	0.00014	0	0.056	0	0	0.26	0	0	0	0	0	0	0	0	0	1	0.55	0.35
11	0	0.56	0	0	0	0.0049	0	0.12	0	0	0.039	0.075	0.048	0	0.075	0.074	0	0	4.2e-06	0.0074	1	0.55	0.35
12	0	0.54	0	0	0	8.1e-05	0	0.06	0	0	0.053	0.1	0.046	0	0.1	0.1	0	0	5.9e-06	0.0002	1	0.55	0.35
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.55	0.039
14	0	0.02	0	0	0	0	0	0.00024	0	0	0.15	0.28	0.0018	0	0.28	0.28	0	0	3.2e-06	0	11	0.45	0
15	0	0.37	0	0	0	0.00017	0	0.041	0	0	0.083	0.16	0.032	0	0.16	0.16	0	0	5.8e-06	0.0018	1	0.55	0.35
16	0	0.31	0	0	0	0.00013	0	0.031	0	0	0.095	0.18	0.026	0	0.18	0.18	0	4.7e-05	5.7e-06	0.0007	1	0.55	0.35
17	0	0.12	0	0	0	0.0064	0	0	0.00033	0	0.086	0.25	0.041	0	0.25	0.24	0	0.0046	8.1e-06	0.0076	11	0.45	0
18	0	0.17	0	0	0	0	0	0	0	0	0.081	0.23	0.058	0	0.23	0.23	0	0	1e-05	0.00077	11	0.45	0
19	0	0.21	0.033	0	0	0	0.13	0.0042	0	0.13	0	0	0	0.5	0	0	0	0	0	0	13	0	0.31
20	0	0.02	0	0	0	0	0	0	0	0	0.1	0.29	0.0067	0	0.29	0.29	0	0	8.3e-06	0	11	0.45	0
21	0	0	0.27	0	0	7.4e-06	0	0.73	0	0	0	0	0	0	0	0	0	0	0	0	7	0.6	0.35
22	0	0.34	0	0	0	0	0	0	0	0	0.056	0.16	0.12	0	0.16	0.16	0	0	1.4e-05	1.9e-05	1	0.55	0.35
23	0	0.58	0	0	0	0.059	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
24	0.00014	0.16	0.096	0	0	1.4e-05	0.2	0.012	0	0.21	0	0	0	0.33	0	0	0	0	0	0	13	0	0.31
25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0.55	0.039
