SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.039
1	0	0	0.52	0.043	0	0.44	0	0	0	0	0	0	2.1e-06	0	2	0.55	0.35
2	0	0	0	0	0	0	0	0	0.024	0.98	0	0	0	0	9	0.05	0.23
3	0	0	0.52	0	0	0	0.48	0	0	0	0	0.0035	0	0.00016	2	0.55	0.35
4	0	0	0.8	0	0	0	0.18	0	0	0	0	0.0023	0	0.022	2	0.55	0.35
5	0	0	0.64	0	0	0	0.34	0	0	0	0	0.017	0	0.0012	2	0.55	0.35
6	0	0	0	0	0	0	0	0	0	0	0.81	0	0.19	0	10	0.15	0
7	0	0	0.94	0	0	0	0.051	0	0	0	0	0.011	0	6.7e-06	2	0.55	0.35
8	0	0.00041	0.19	0.0087	0	2.7e-05	0	0.8	0	0	4.7e-05	6.2e-06	0	0	7	0.45	0
9	0	0	0.77	0.03	0	0.1	0	0	2.4e-05	0	0	0.1	1.2e-05	0	2	0.55	0.35
10	0	0	0.58	0.032	0	0.31	0	0	0	0	0	0.076	1e-05	0	2	0.55	0.35
11	0	0.0077	0.61	0.089	0	0.0019	0	0.29	0	0	0	4.9e-05	0.0014	0	2	0.55	0.35
12	0	0.0002	0.58	0.044	0	3.6e-06	0	0.38	0	0	0	0	4.8e-06	0	2	0.55	0.35
13	0	0.83	0	0	0	0.17	0	0	0	0	0	0.0024	0	0	1	0.55	0.039
14	0	0	0.021	0.00017	0	0	0	0.98	0	0	0	0	0	0	7	0.45	0
15	0	0.0018	0.39	0.029	0	0.00021	0	0.58	0	0	0	1.7e-05	2e-05	0	7	0.45	0
16	0	0.00069	0.32	0.022	0	4.7e-05	0	0.65	0	0	5e-05	5.3e-06	1.6e-05	0	7	0.45	0
17	0	0.0072	0.12	0	1.6e-05	0	0	0.86	0	0	0.0047	0.00022	0.012	9.3e-06	7	0.45	0
18	0	0.00074	0.18	0	0	0	0	0.82	0	0	0	2.2e-06	3.9e-05	0	7	0.45	0
19	0.62	0	0.33	0.0045	0	0.0071	0	0	0.018	0.016	0	0	0	0	0	0	0.23
20	0	0	0.019	0	0	0	0	0.98	0	0	0	0	0	0	7	0.45	0
21	0	0	0	0.2	0	0	0	0	0.8	0.0046	0	0	0	0	8	0.05	0.35
22	0	2e-05	0.38	0	0	0	0	0.62	0	0	0	0	0	0	7	0.45	0
23	0	0	0.65	0.28	0	0.058	0	0	0	0	0	0	0.02	1.3e-06	2	0.55	0.35
24	0.7	0	0.18	0.0089	0	0.01	0	0	0.036	0.063	0	0	1.6e-06	0	0	0	0.23
25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.55	0.35
26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.55	0.35
27	0	1	0	0	0	0	0	0	0	0	0	6.5e-06	0	0	1	0.55	0.039
28	1	0	0.00068	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0.23
29	0	0	0.65	0.046	0	0.28	0.013	0	0	0	0	0.018	2.5e-05	0	2	0.55	0.35
30	1	0	0	0	0	0	0	0	0.00014	0.0021	0	0	0	0	0	0	0.23
31	0	0	0.41	0.017	0	0.00019	0.57	0	0	0	0	1.9e-05	0	0	6	0.49	0.31
32	0	0	0	0	0	0	0	0	0.99	0.0086	0	0	0	0	8	0.05	0.35
33	0	0	0.63	0.24	0	0.081	0.035	0	0	0	0	0.00095	0.015	5.5e-06	2	0.55	0.35
34	0	0	0.81	0.051	0	0.01	0.13	0	0	0	0	0.00039	0	0	2	0.55	0.35
35	0	0	0.0019	0.0072	0	1.3e-05	1.8e-06	0	0	0	0	0	0.99	4.9e-06	12	0.8	0.35
36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0.45	0
37	0.55	0	5.4e-05	2.2e-06	0	3.8e-06	2.3e-05	0	0.24	0.21	0	2.7e-06	0	0	0	0	0.23
38	0	0	0	0.5	0	0	0	0	0.5	0.0017	0	0	0	0	8	0.05	0.35
39	0	0	0	0.2	0	0	0	0	0.2	0.6	0	0	2.1e-06	0	9	0.05	0.23
40	0	0	0.73	0.25	0	0.021	0	0	0	0	0	0	0.00012	0	2	0.55	0.35
41	0	0	0	0.5	0	0	0	0	0.5	3.7e-05	0	0	0	0	8	0.05	0.35
42	0	0	0	0	0.0045	0	0	0.0059	0	0	0.99	0	0	0	10	0.15	0
43	0	0	0.66	0.13	0	0.21	0	0	0	0	0	0	0.00097	0	2	0.55	0.35
44	0	0	0	0.14	0	0	0	0	0.14	0.72	0	0	0	0	9	0.05	0.23
45	0	0	0	0.23	0	0	0	0	0.23	0.54	0	0	3.5e-05	0	9	0.05	0.23
46	0	0	0.85	0.054	0	0.0069	0.086	0	0	0	0	0.00019	0	8.3e-06	2	0.55	0.35
47	0	0	0.37	0.0078	0	0.0007	0.59	0	0	0	0	0.00033	0	0.035	6	0.49	0.31
48	0	0	0	0.99	5.8e-05	0	0	0	0	0	0.0055	0	0	0	3	0.6	0.35
49	0	0	0.16	0.00089	0	2.6e-05	0.84	0	0	0	0	1.5e-05	0	0.0013	6	0.49	0.31
50	0	0	0.73	0.17	0	0.042	0.021	0	0	0	0	0.00038	0.038	0.0002	2	0.55	0.35
