SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster	dcf0	dcf1
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.55	0.039
1	0	0.5	0.024	0	0.028	0	0.44	0	0	0	0	0.0032	2e-06	0	0	0	0	1	0.55	0.35
2	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4e-05	1	0	0	14	0.05	0.23
3	0	0.49	0	0	0	0.51	0	0	0	0	0	0	0	0	0	0	0	5	0.45	0.27
4	0	0.68	0	0	0	0.32	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
5	0	0.52	0	0	0	0.48	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
6	0	0	0	0	0	0	0	0	0	0.82	4.5e-06	0	0.18	0	0	0	0	9	0.15	0
7	0	0.98	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
8	0.52	0.45	0.012	0.00095	0.014	0	6.6e-05	0	0	0.00012	0	0	0	0	0	0	0	0	0.49	0
9	0	0.66	0.015	0	0.018	0.21	0.09	0	0	0	0	0.00072	1e-05	1.6e-05	0	0	0	1	0.55	0.35
10	0	0.61	0.02	0	0.023	0.0017	0.34	0	0	0	0	0.0047	1.1e-05	0	0	0	0	1	0.55	0.35
11	0.2	0.67	0.057	0.0084	0.067	0	0.0021	0	0	0	0	0.00013	0.0016	0	0	0	0	1	0.55	0.35
12	0.28	0.66	0.029	0.00023	0.035	0	4.2e-06	0	0	0	0	0	5.4e-06	0	0	0	0	1	0.55	0.35
13	0	0	0	0.82	0	0	0.17	0	0	0	0	0.011	0	0	0	0	0	3	0.55	0.039
14	0.86	0.14	0.00065	3.6e-06	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0
15	0.36	0.59	0.025	0.0027	0.03	0	0.00033	0	0	0	0	5e-06	2.9e-05	0	0	0	0	1	0.55	0.35
16	0.4	0.55	0.022	0.0012	0.026	0	8.4e-05	0	0	9.2e-05	0	0	2.7e-05	0	0	0	0	1	0.55	0.35
17	0.69	0.26	0	0.016	0	3.3e-06	0	0	0	0.011	0.00062	0	0.026	0	0	0	0	0	0.49	0
18	0.7	0.3	0	0.0013	0	0	0	0	0	0	0	0	6.7e-05	0	0	0	0	0	0.49	0
19	0	0.21	0.0017	0	0.002	0	0.0048	0.0029	0.017	0	0	1.3e-06	0	0.0008	0.011	0	0.75	16	0	0.27
20	0.94	0.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0
21	0	0	0.16	0	0.19	0	0	0	0	0	0	0.0013	0	0.63	0.0074	0	0	13	0.05	0.42
22	0.61	0.39	0	2e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0
23	0	0.59	0.15	0	0.17	0	0.056	0	0	0	0	0.012	0.018	0	0	0	0	1	0.55	0.35
24	0	0.17	0.0049	0	0.0058	0	0.01	0.0023	0.1	0	0	3.7e-05	1.6e-06	0.0061	0.068	0	0.63	16	0	0.27
25	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.55	0.35
27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.55	0.039
28	0	0.0015	0	0	0	0	0	2e-05	0.24	0	0	0	0	0	0.00032	0	0.76	16	0	0.27
29	0	0.65	0.027	0	0.031	0.0017	0.29	0	0	0	0	0.0061	2.5e-05	0	0	0	0	1	0.55	0.35
30	0	0	0	0	0	0	0	0.00037	0.023	0	0	0	0	0	0.0018	0	0.97	16	0	0.27
31	0	0.12	0.0027	0	0.0032	0.88	5.7e-05	0	0	0	0	0	0	0	0	0	0	5	0.45	0.27
32	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7	0.3	0	0	13	0.05	0.42
33	0	0.59	0.13	0	0.16	0.0062	0.081	0	0	0	0	0.014	0.014	0	0	0	0	1	0.55	0.35
34	0	0.91	0.033	0	0.039	0.0076	0.012	0	0	0	0	2.7e-05	0	0	0	0	0	1	0.55	0.35
35	0	0.0019	0.0042	0	0.005	0	1.4e-05	0	0	0	0	0.00058	0.99	0	0	0	0	12	0.8	0.35
36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0
37	0	5.1e-05	1.2e-06	0	1.4e-06	0.00011	3.8e-06	0.0043	0.071	0	0	0	0	0.07	0.22	0	0.63	16	0	0.27
38	0	0	0.38	0	0.44	0	0	0	0	0	0	0.00013	0	0.18	0.0026	0	0	4	0.6	0.35
39	0	0	0.12	0	0.14	0	0	0	0	0	0	0.00036	2.1e-06	0.029	0.71	0	0	14	0.05	0.23
40	0	0.68	0.14	0	0.16	0	0.02	0	0	0	0	0.0019	0.00012	0	0	0	0	1	0.55	0.35
41	0	0	0.41	0	0.48	0	0	0	0	0	0	3e-05	0	0.11	5.9e-05	0	0	4	0.6	0.35
42	0.00052	0	0	0	0	0	0	0	0	0.99	0.01	0	0	0	0	0	0	9	0.15	0
43	0	0.62	0.074	0	0.087	0	0.21	0	0	0	0	0.011	0.00092	0	0	0	0	1	0.55	0.35
44	0	0	0.082	0	0.097	0	0	0	0	0	0	2.8e-05	0	0.0056	0.82	0	0	14	0.05	0.23
45	0	0	0.14	0	0.17	0	0	0	0	0	0	0.00097	3.8e-05	0.03	0.65	0	0	14	0.05	0.23
46	0	0.89	0.032	0	0.038	0.036	0.0075	0	0	0	0	8.7e-05	0	0	0	0	0	1	0.55	0.35
47	0	0.096	0.0012	0	0.0014	0.9	0.00019	0	0	0	0	0	0	0	0	0	0	5	0.45	0.27
48	0	0	0.46	0	0.54	0	0	0	0	0.0046	0	0	0	0	0	0	0	4	0.6	0.35
49	0	0.053	0.00017	0	0.0002	0.95	8.7e-06	0	0	0	0	0	0	0	0	0	0	5	0.45	0.27
50	0	0.69	0.095	0	0.11	0.0097	0.042	0	0	0	0	0.011	0.036	0	0	0	0	1	0.55	0.35
51	0	0	0	4.4e-06	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.15	0.039
52	0	0.76	0.11	0	0.13	0	4.5e-05	0	0	0	0	1.9e-06	7.1e-06	0	0	0	0	1	0.55	0.35
53	0	0.77	0.046	0	0.054	0.11	0.018	0	0	0	0	0.00077	0.00014	0	0	0	0	1	0.55	0.35
54	0.78	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0
55	0.99	0	0	0.01	0	0	0	0	0	5.9e-06	0	0	0	0	0	0	0	0	0.49	0
56	0	0.88	0.019	0	0.022	0	0.084	0	0	0	0	0.0001	0	0	0	0	0	1	0.55	0.35
57	0	0	0	0.0003	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0.15	0.039
58	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.55	0.039
59	0	0.45	0.025	0	0.03	0.00057	0.48	0	0	0	0	0.0046	3.1e-06	0	0	0	0	6	0.55	0.42
60	0	0.7	0.13	0	0.16	0.0081	0.00013	0	0	0	0	5.9e-06	0	0	0	0	0	1	0.55	0.35
61	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0.84	0	0	14	0.05	0.23
62	0	0	0	0	0	0	0	0.00046	0.39	0	0	0	0	0.00046	0.091	0	0.51	16	0	0.27
63	0	0	0	0	0	0	0	0	0.98	0	0	0	0	0	0.00062	0	0.016	8	0	0.19
64	0	0.79	0.056	0	0.066	0.029	0.059	0	0	0	0	0.00083	9.1e-06	0	0	0	0	1	0.55	0.35
65	0	0.54	0.2	0	0.24	0.00082	0.016	0	0	0	0	0.0053	0.0077	0	0	0	0	1	0.55	0.35
66	0	0	0	0	0	0	0	0	0	0.99	0.014	0	0	0	0	0	0	9	0.15	0
67	0	0.56	0.093	0	0.11	0.23	0.0072	0	0	0	0	0.00065	0.002	0	0	0	0	1	0.55	0.35
68	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0.55	0.039
69	0.12	0	0	0.00019	0	0	0	0	0	0.87	0.014	0	0	0	0	0	0	9	0.15	0
70	0	0	0	0	0	0	0	0.0031	0.0011	0	0	0	0	1.2e-06	3.5e-05	0	1	16	0	0.27
71	0	0.72	0.078	0	0.092	0.048	0.063	0	0	0	0	0.0024	0.00026	0	0	0	0	1	0.55	0.35
72	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0.00052	0	0.19	8	0	0.19
73	0	0.25	0.014	0	0.017	0.72	0.0019	0	0	0	0	1.7e-05	1.4e-06	0	0	0	0	5	0.45	0.27
74	1	0	0	2.3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0
75	0	0	0	0	0	0	0	0.0027	5.6e-05	0	0	0	0	0	2.2e-06	0	1	16	0	0.27
