SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0	0	1	0	8	0.55	0.039
1	0	0	1	0	0	0	0	0	0	0	2	0.6	0.38
2	0	1	0	0	0	0	0	0	0	0	1	0.05	0.27
3	1	0	0	0	0	0	0	0	0	0	0	0.45	0.35
4	1	0	0	0	0	0	0	0	1.1e-06	0	0	0.45	0.35
5	1	0	0	0	0	0	0	0	0	0	0	0.45	0.35
6	0	0	0	0	0	0	6.4e-06	0	0	1	9	0.15	0
7	1	0	0	0	0	0	0	0	0	0	0	0.45	0.35
8	0.9	0	0.0013	0	0	0.1	0.00021	0	0.00045	7.8e-05	0	0.45	0.35
9	0.98	0	0.019	0	0	0	0	0	0	0	0	0.45	0.35
10	0.79	0	0.21	0	0	0	0	0	0	0	0	0.45	0.35
11	0.45	0	0.087	0	0	0.45	2e-05	0	0.012	0	5	0.55	0
12	0.58	0	0.0019	0	0	0.42	0	0	0.0003	0	0	0.45	0.35
13	0	0	0.89	0	0	0	2.1e-06	0	0.11	0	2	0.6	0.38
14	0.99	0	0	0	0	0.0099	0	0	0	0	0	0.45	0.35
15	0.75	0	0.01	0	0	0.24	4.5e-05	0	0.0023	0	0	0.45	0.35
16	0.81	0	0.0038	0	0	0.19	0.00012	0	0.00085	9.1e-05	0	0.45	0.35
17	0.7	0	0	0	0	0.28	0.0063	0	0.0088	0.0086	0	0.45	0.35
18	0.63	0	0	0	0	0.37	0	0	0.00084	0	0	0.45	0.35
19	0	0.041	0.0054	0.041	0	0	0	0.91	0	0	7	0	0.31
20	0.95	0	0	0	0	0.052	0	0	0	0	0	0.45	0.35
21	0	0.1	0.9	0	0	0	0	0	0	0	2	0.6	0.38
22	0.37	0	0	0	0	0.63	0	0	1.8e-05	0	5	0.55	0
23	0	0	1	0	0	0	0	0	0	0	2	0.6	0.38
24	0	0.12	0.023	0.24	0	0	0	0.61	0	0	7	0	0.31
25	0.69	0	0.31	0	0	0	0	0	0	0	0	0.45	0.35
26	0	0	1	0	0	0	0	0	0	0	2	0.6	0.38
27	0	0	0	0	0	0	0	0	1	0	8	0.55	0.039
28	0	0.00032	0	0.86	0	0	0	0.14	0	0	3	0	0.19
29	0.55	0	0.45	0	0	0	0	0	0	0	0	0.45	0.35
30	0	0.008	0	0.1	0	0	0	0.89	0	0	7	0	0.31
31	0.99	0	0.011	0	0	0	0	0	0	0	0	0.45	0.35
32	0	1	0	0	0	0	0	0	0	0	1	0.05	0.27
33	0.097	0	0.9	0	0	0	0	0	0	0	2	0.6	0.38
34	0.83	0	0.17	0	0	0	0	0	0	0	0	0.45	0.35
35	1.3e-05	0	1	0	0	0	0	0	0	0	2	0.6	0.38
36	0	0	0	0	0	1	0.00012	0	0	0	5	0.55	0
37	0.00037	0.33	5.6e-06	0.11	0	0	0	0.56	0	0	7	0	0.31
