SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster19	cluster	dcf0	dcf1	dcf2	dcf3
0	0.002	0.00013	0	0	0	0	0	0	0.89	0.11	2.9e-06	0	2.7e-06	0.00026	3e-05	0	0	0	0	0	8	0	0.11	0.11	0.12
1	0.0021	1	0	0	0	0	0	0	0	0	3.8e-06	0	5.9e-05	2.1e-05	3.3e-05	0	0	0	0	0	1	0.1	0.12	0.11	0.15
2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
4	0.69	0.26	0	0	0	0	0	0	0	0.015	0.033	0	0.00024	0.0014	0.0031	0	0	0	0	0	0	0.067	0.12	0.11	0.15
5	0.055	0.46	0	0	0	0	0	0	0	0	0.16	0	0.022	0.0029	0.3	0	0	0	0	0	1	0.1	0.12	0.11	0.15
6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.067	0	0.012	0.15
7	0.05	0.77	0	0	0	0	0	0	0	0	0.0052	0	0.0083	0.0056	0.16	0	0	0	0	0	1	0.1	0.12	0.11	0.15
8	0.038	0.78	0	0	0	0	0	0	0	0	0.054	0	0.0076	0.00085	0.12	0	0	0	0	0	1	0.1	0.12	0.11	0.15
9	0.045	0.71	0	0	0	0	0	0	0	0	0.033	0	0.015	0.002	0.2	0	0	0	0	0	1	0.1	0.12	0.11	0.15
10	0.12	0.62	0	0	0.00044	0	0	0.099	0	0	0	0	0	0	0	0.16	0.0013	0	0	0	1	0.1	0.12	0.11	0.15
11	0.23	0.49	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.23	6.8e-05	0	0	0	1	0.1	0.12	0.11	0.15
12	0.56	0.24	0	0	0	0	0	0	0	3.2e-06	0.01	0	0.021	0.085	0.086	0	0	0	0	0	0	0.067	0.12	0.11	0.15
13	0.00088	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0.04	0	0.067
15	2.6e-05	0	0	0	0	0	0	0	0.99	0.0077	1.6e-06	0	0	4.9e-06	1.1e-05	0	0	0	0	0	8	0	0.11	0.11	0.12
16	0.26	0.43	0	0	2.5e-05	0	0	0.069	0	2.5e-05	0	0	0	0	0	0.24	0.001	0	0	0	1	0.1	0.12	0.11	0.15
17	0.073	0.44	0	0	0	0	0	0	0	0	0.34	0	0.015	0.00067	0.13	0	0	0	0	0	1	0.1	0.12	0.11	0.15
18	0.35	0.56	0	0	0	0	0	0	0	0.0098	0.0048	0	0.0047	0.022	0.054	0	0	0	0	0	1	0.1	0.12	0.11	0.15
19	0.21	0.79	0	0	0	0	0	0	0	1.7e-05	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
20	0.026	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
21	0.00013	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
22	0.51	0.45	0	0	0	0	0	0	0	0	0.018	0	0.00052	0.0017	0.011	0	0	0	0	0	0	0.067	0.12	0.11	0.15
23	0.00034	0.11	0	0	0	0	0	0	0	0	0.084	0	0.098	8.7e-05	0.7	0	0	0	0	0	14	0.1	0.093	0.098	0.1
24	0.008	0.99	0	0	0	0	0	0	0	0	0	0	0	0.00012	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
25	0.093	0.51	0	0	0	0	0	0	0	0	0.028	0	0.032	0.02	0.32	0	0	0	0	0	1	0.1	0.12	0.11	0.15
26	0.37	0.35	0	0	0	0	0	0	0	0.00085	0.017	0	0.03	0.089	0.14	0	0	0	0	0	0	0.067	0.12	0.11	0.15
27	2.9e-06	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
28	0.13	0.77	0	0	0	0	0	0	0	0	0.0072	0	0.0047	0.0065	0.082	0	0	0	0	0	1	0.1	0.12	0.11	0.15
