SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1	dcf2	dcf3
0	0	0.00037	0.0056	9.8e-06	0	0	0	0	0	0	0	0	0	2.4e-05	0.99	0	14	0.011	0.12	0.11	0.15
1	2.3e-06	1	2.2e-05	9.5e-05	0	0	0	0	0	0	0	0	0	0.00023	0	0	1	0.1	0.12	0.11	0.15
2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1	0.12	0.11	0.15
4	0.00012	0.58	0.29	0.0047	0	0	0	0	0	0	0	0	0	0.011	0.11	0	1	0.1	0.12	0.11	0.15
5	0.00032	0.77	0.23	0.001	0	0	0	0	0	0	0	0	0	0.0025	0	0	1	0.1	0.12	0.11	0.15
6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0.056	0	0.012	0.15
7	4.3e-05	0.97	0.026	0.00089	0	0	0	0	0	0	0	0	0	0.0022	0	0	1	0.1	0.12	0.11	0.15
8	0.00019	0.97	0.031	0.00072	0	0	0	0	0	0	0	0	0	0.0017	0	0	1	0.1	0.12	0.11	0.15
9	0.0001	0.93	0.067	0.00092	0	0	0	0	0	0	0	0	0	0.0022	0	0	1	0.1	0.12	0.11	0.15
10	0	0.74	0	0.0013	0.066	0	0.046	0.00018	0.0099	0	0.087	0	0	0.0032	0	0.046	1	0.1	0.12	0.11	0.15
11	0	0.72	0	0.0022	0.16	0	0.028	0	0.0041	0	0.053	0	0	0.0053	0	0.028	1	0.1	0.12	0.11	0.15
12	1.7e-05	0.065	0.93	0.00056	0	0	0	0	0	0	0	0	0	0.0014	2.8e-06	0	2	0.067	0.093	0.11	0.12
13	0	1	0	6.1e-05	0	0	0	0	0	0	0	0	0	0.00015	0	0	1	0.1	0.12	0.11	0.15
14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12	0.011	0.013	0	0.083
15	0	2.2e-05	0.021	0	0	0	0	0	0	0	0	0	0	3.1e-06	0.98	0	14	0.011	0.12	0.11	0.15
16	0	0.65	0	0.0024	0.18	0	0.04	2.1e-05	0.0062	0	0.076	0	0	0.0057	0.00012	0.04	1	0.1	0.12	0.11	0.15
17	0.00054	0.63	0.37	0.0012	0	0	0	0	0	0	0	0	0	0.0028	0	0	1	0.1	0.12	0.11	0.15
