SNV	cluster0	cluster1	cluster2	cluster3	cluster	dcf0	dcf1
0	1	0	0	0	0	0.28	0.14
1	0	0	1	0	2	0.28	0
2	0	0	1	0	2	0.28	0
3	0	0	0	1	3	0.031	0.11
4	0.84	0.16	0	5.8e-06	0	0.28	0.14
5	1	0	0	0	0	0.28	0.14
6	1	0	0	0	0	0.28	0.14
7	1	0	0	0	0	0.28	0.14
8	1	0	0	0	0	0.28	0.14
9	1	0	0	0	0	0.28	0.14
10	0.84	0.16	0	3.4e-05	0	0.28	0.14
11	1	0	0	0	0	0.28	0.14
12	0	0	1	0	2	0.28	0
13	0.84	0.16	0	0.00049	0	0.28	0.14
14	0.84	0.16	0	1.2e-05	0	0.28	0.14
15	1	0	0	0	0	0.28	0.14
16	0.84	0.16	0	0	0	0.28	0.14
17	1	0	0	0	0	0.28	0.14
18	0.93	0.073	0	0	0	0.28	0.14
19	0.84	0.16	0	6.1e-05	0	0.28	0.14
20	0.84	0.16	0	0.00033	0	0.28	0.14
21	1	0	0	0	0	0.28	0.14
22	0.84	0.16	0	0	0	0.28	0.14
23	1	0	0	0	0	0.28	0.14
24	0	0	1	0	2	0.28	0
25	1.5e-05	0	1	0	2	0.28	0
26	0.86	0.14	0	0.00057	0	0.28	0.14
27	0	0	1	0	2	0.28	0
28	1	0	0	0	0	0.28	0.14
29	1	0	0	0	0	0.28	0.14
30	1	0	0	0	0	0.28	0.14
31	0.92	0.079	0	0	0	0.28	0.14
32	0.84	0.16	0	3e-06	0	0.28	0.14
33	0.84	0.16	0	0.0011	0	0.28	0.14
34	1	0	0	0	0	0.28	0.14
35	0	0	0	1	3	0.031	0.11
36	1	0	0	0	0	0.28	0.14
37	0	0	1	0	2	0.28	0
38	0.84	0.16	0	3.4e-05	0	0.28	0.14
39	0.84	0.16	0	0	0	0.28	0.14
40	1	0	0	0	0	0.28	0.14
41	0	0	0	1	3	0.031	0.11
42	1	0	0	0	0	0.28	0.14
43	1	0	0	0	0	0.28	0.14
44	1	0	0	0	0	0.28	0.14
45	0.89	0.11	0	1.1e-05	0	0.28	0.14
46	0.84	0.16	0	0	0	0.28	0.14
47	1	0	0	0	0	0.28	0.14
48	0.021	0	0.98	0	2	0.28	0
49	0	0	1	0	2	0.28	0
50	0	0	1	0	2	0.28	0
51	0.84	0.16	0	8.4e-05	0	0.28	0.14
52	1	0	0	0	0	0.28	0.14
53	0.87	0.13	0	0.0002	0	0.28	0.14
54	1	0	0	0	0	0.28	0.14
55	1	0	0	0	0	0.28	0.14
56	0	0	1	0	2	0.28	0
57	1	0	0	0	0	0.28	0.14
58	1	0	0	0	0	0.28	0.14
59	1	0	0	0	0	0.28	0.14
60	1	0	0	0	0	0.28	0.14
61	1	0	0	0	0	0.28	0.14
62	1	0	0	0	0	0.28	0.14
63	1	0	0	0	0	0.28	0.14
64	1	0	0	0	0	0.28	0.14
65	1	0	0	0	0	0.28	0.14
66	1	0	0	0	0	0.28	0.14
67	1	0	0	0	0	0.28	0.14
68	1	0	0	0	0	0.28	0.14
