SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster	dcf0	dcf1
0	1	0	0	0.00013	0	0	0	0	0	0	0	0.28	0.14
1	0	0	0	0	0.013	0	0.49	0	0.5	0	8	0.22	0
2	0	0	0	0	0.00011	0	0.028	0	0.97	0	8	0.22	0
3	0	1	0	0	0	0	0	0	0	0	1	0.031	0.12
4	0.84	8e-06	0	0	0	0.16	0	0	0	0	0	0.28	0.14
5	0.98	0	0	0.021	0	0	0	0	0	0	0	0.28	0.14
6	0.59	0	0	0.41	0	0	0	0	0	0	0	0.28	0.14
7	1	0	0	0.0019	8.7e-06	0	0	0.0023	0	0	0	0.28	0.14
8	0.61	0	0	0.39	0	0	0	0	0	0	0	0.28	0.14
9	1	0	0	0	0	0	0	5.2e-05	0	0	0	0.28	0.14
10	0.84	3.6e-05	0	0	0	0.16	0	0	0	0	0	0.28	0.14
11	0.93	0	0	0.00088	1.2e-05	0	0	0.07	0	0	0	0.28	0.14
12	0	0	0	0	0.0074	0	0.99	0	0.0018	0	6	0.28	0
13	0.84	0.00061	0	0	0	0.16	0	0	0	0	0	0.28	0.14
14	0.84	2.9e-05	0	0	0	0.16	0	0	0	0	0	0.28	0.14
15	0.99	0	0	8e-05	0	0	0	0.0058	0	0	0	0.28	0.14
16	0.84	0	0	0	0	0.16	0	0	0	0	0	0.28	0.14
17	0.99	0	0	0.0083	0	0	0	0	0	0	0	0.28	0.14
18	0.93	0	0	0	0	0.074	0	0	0	0	0	0.28	0.14
19	0.84	7.4e-05	0	0	0	0.16	0	0	0	0	0	0.28	0.14
20	0.84	0.00045	0	0	0	0.16	0	0	0	0	0	0.28	0.14
21	0.99	0	0	0.011	0	0	0	0.00077	0	0	0	0.28	0.14
22	0.84	0	0	0	0	0.16	0	0	0	0	0	0.28	0.14
23	1	0	0	0	0	0	0	0.00018	0	0	0	0.28	0.14
24	0	0	0	0	0.012	0	0.59	0	0	0.4	6	0.28	0
25	1.2e-05	0	0	0	0.038	0	0.57	0	0	0.39	6	0.28	0
26	0.86	0.0011	0	0	0	0.14	0	0	0	0	0	0.28	0.14
27	0	0	0	0	0.0013	0	0.6	0	0	0.4	6	0.28	0
28	1	0	0	0.00017	0	0	0	0	0	0	0	0.28	0.14
29	1	0	0	0	0	0	0	8.3e-05	0	0	0	0.28	0.14
30	0.99	0	0	0.0074	0	0	0	0	0	0	0	0.28	0.14
31	0.92	5.7e-06	0	0	0	0.08	0	0	0	0	0	0.28	0.14
32	0.84	4e-06	0	0	0	0.16	0	0	0	0	0	0.28	0.14
