SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster	dcf0	dcf1
0	0	0	0	0	0	0	0.38	0.0086	0.58	0	0.012	0	0.017	0.0003	0	0	8	0.28	0.22
1	0	0	0.015	0.98	0.00039	0	0	0	0	0	0	0	0	0	0	0	3	0.28	0
2	0	0	0.0024	1	8.6e-05	0	0	0	0	0	0	0	0	0	0	0	3	0.28	0
3	1	0	0	0	0	0	0	3.2e-05	0	0	0	0	0	0	0	0	0	0.031	0.14
4	1.1e-05	0	0	0	0	0	0.83	0	0.00062	0	0	0	0	0	0.17	0	6	0.28	0.14
5	0	0	0	0	0	0	0.85	0.0075	0.078	0	0.05	6e-05	0.016	2.5e-05	0	0	6	0.28	0.14
6	0	0	0	0	0	0	0.8	0.00041	0.012	0	0.16	0.0002	0.028	0	0	0	6	0.28	0.14
7	0	0.0032	7.9e-06	0	1e-05	0	0.95	0.02	0.022	1e-05	0.00082	1.7e-05	0.0082	1.7e-05	0	0	6	0.28	0.14
8	0	0	0	0	0	0	0.73	0.0017	0.068	0	0.13	0.013	0.061	1.8e-05	0	0	6	0.28	0.14
9	0	0.0016	0	0	0	0	1	3e-05	0.00062	0	0	0	0.00091	0	0	0	6	0.28	0.14
10	4.2e-05	0	0	0	0	0	0.83	0	0.00081	0	0	0	0	0	0.17	0	6	0.28	0.14
11	0	0.082	1.1e-05	0	9.6e-05	0	0.9	0.0018	0.0066	0.0009	0.00024	0	0.0096	0	0	0	6	0.28	0.14
12	0	0	0.0044	1	2.1e-06	0	0	0	0	0	0	0	0	0	0	0	3	0.28	0
13	0.00094	0	0	0	0	0	0.82	8.8e-05	0.0094	0	0	0	0	0	0.17	0	6	0.28	0.14
14	7.3e-05	0	0	0	0	0	0.81	0	0.017	0	0	0	0	0	0.17	0	6	0.28	0.14
15	0	0.008	0	0	7.7e-06	0	0.97	0.0093	0.011	1.1e-05	0.00016	0	0.0046	7.8e-06	0	0	6	0.28	0.14
16	3.4e-06	0	0	0	0	0	0.82	0	0.0026	0	0	0	0	0	0.17	0	6	0.28	0.14
17	0	0	0	0	0	0	0.27	0.00026	0.35	0	0.0047	0	0.37	0.00014	0	0	12	0.52	0.22
18	0	0	0	0	0	0	0.58	0	0.37	0	0	0	0	0	0.05	0	6	0.28	0.14
19	0.0001	0	0	0	0	0	0.82	0	0.0023	0	0	0	0	0	0.17	0	6	0.28	0.14
20	0.00076	0	0	0	0	0	0.82	6.4e-05	0.013	0	0	0	0	0	0.17	0	6	0.28	0.14
21	0	0.0043	0	0	0	0	0.34	8.8e-05	0.19	0.00076	0.0037	0	0.46	5.7e-05	0	0	12	0.52	0.22
22	0	0	0	0	0	0	0.83	0	4.7e-06	0	0	0	0	0	0.17	0	6	0.28	0.14
23	0	0.0015	0	0	0	0	1	0.00016	0.00025	0	0	0	0.00018	0	0	0	6	0.28	0.14
24	0	0	0.012	0.97	0	0	0	0	0	0	0	0	0	0	0	0.017	3	0.28	0
25	0	0	0.035	0.91	0	0	1.1e-05	0	0	0	0	0	0	0	0	0.051	3	0.28	0
26	0.0032	0	0	0	0	0	0.79	0.00077	0.064	0	0	0	0	0	0.14	0	6	0.28	0.14
27	0	0	0.0013	1	0	0	0	0	0	0	0	0	0	0	0	0.0019	3	0.28	0
28	0	0	0	0	0	0	0.91	0.024	0.058	0	0.0053	0	0.0062	5.5e-05	0	0	6	0.28	0.14
29	0	0.00022	0	0	0	0	0.99	0.0082	0.0006	0	0	0	6.5e-05	0	0	0	6	0.28	0.14
30	0	0	0	0	0	0	0.87	0.0078	0.07	0	0.022	0	0.026	4.6e-05	0	0	6	0.28	0.14
31	0.00035	0	0	0	0	0	0.8	4.2e-05	0.13	0	0	0	0	0	0.074	0	6	0.28	0.14
32	5.2e-06	0	0	0	0	0	0.83	0	0.00037	0	0	0	0	0	0.17	0	6	0.28	0.14
33	0.0015	0	0	0	0	0	0.82	0.00018	0.0044	0	0	0	0	0	0.17	0	6	0.28	0.14
34	0	0.00079	0	0	0	0	0.98	0.0064	0.0079	0	0	0	0.0017	5.7e-06	0	0	6	0.28	0.14
35	1	0	0	0	0	0	0	0.00013	0	0	0	0	0	0	0	0	0	0.031	0.14
36	0	0.0013	0	0	0	0	0.64	0.0046	0.12	0.0051	0.11	0.00013	0.13	9.1e-05	0	0	6	0.28	0.14
37	0	0	0.0048	1	0.00011	0	0	0	0	0	0	0	0	0	0	0	3	0.28	0
38	5.2e-05	0	0	0	0	0	0.83	0	0.0017	0	0	0	0	0	0.17	0	6	0.28	0.14
39	0	0	0	0	0	0	0.83	0	5.5e-06	0	0	0	0	0	0.17	0	6	0.28	0.14
40	0	0.0017	0	0	0	0	0.98	0.0036	0.012	0	8.7e-06	0	0.0042	7.6e-06	0	0	6	0.28	0.14
41	1	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0.031	0.14
42	0	0	0	0	0	0	0.78	0.00086	0.039	0	0.15	0.00086	0.034	6.5e-06	0	0	6	0.28	0.14
43	0	0	0	0	0	0	0.26	0	0.0087	0	0.21	0	0.52	0	0	0	12	0.52	0.22
44	0	0	0	0	0	0	0.89	0.0039	0.035	0	0.056	3.4e-05	0.014	1.3e-05	0	0	6	0.28	0.14
45	0.0003	0	0	0	0	0	0.76	2.5e-05	0.13	0	0	0	0	0	0.1	0	6	0.28	0.14
46	0	0	0	0	0	0	0.83	0	0.00069	0	0	0	0	0	0.17	0	6	0.28	0.14
47	0	6.2e-06	8.3e-06	0	0	0	0.84	0.015	0.068	0	0.025	0.0025	0.046	5.8e-05	0	0	6	0.28	0.14
48	0	0.00072	0.052	0.93	0.0026	0	0.016	0.00012	3.6e-05	0	0	0	2.5e-05	0	0	0	3	0.28	0
49	0	0	0.004	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0.28	0
50	0	0	0.005	0.99	0	0	0	0	0	0	0	0	0	0	0	0.0072	3	0.28	0
51	0.00027	0	0	0	0	0	0.82	1.3e-05	0.0086	0	0	0	0	0	0.17	0	6	0.28	0.14
52	0	0.089	0	0	0	0	0.91	0.00023	0.00019	0	0	0	0.00042	0	0	0	6	0.28	0.14
53	0.0013	0	0	0	0	0	0.8	0.00022	0.074	0	0	0	0	0	0.13	0	6	0.28	0.14
54	0	0	0	0	0	0	0.12	5.1e-05	0.093	0	0.0039	0	0.79	1.9e-05	0	0	12	0.52	0.22
55	0	0	0	0	0	0	0.19	0.19	0.0027	0	0.42	0.12	0.067	0	0	0	10	0.52	0.3
56	0	0	0.011	0.99	3.2e-05	0	0	0	0	0	0	0	0	0	0	0	3	0.28	0
