SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.019	0	0.9	0	0	0	0	0	0	0	0.00017	0.037	0.04	2	0.28	0.14
1	0	8.4e-06	0	0	0.016	0	0	0	0.98	0	0	0	0	8	0.28	0
2	0	0	0	0	0.0026	0	0	0	1	0	0	0	0	8	0.28	0
3	3.2e-05	0	0	0	0	0	0	0	0	1	0	0	0	9	0.031	0.14
4	0	0	0.83	0	0	0.17	0	0	0	1e-05	0	0	0	2	0.28	0.14
5	0.0073	0	0.91	0	0	0	0	0	0	0	6.2e-06	0.068	0.017	2	0.28	0.14
6	0.00036	0	0.77	0	0	0	0	0	0	0	0	0.2	0.027	2	0.28	0.14
7	0.019	0.00072	0.97	0	8e-06	0	0.00021	0	0	0	4.1e-06	0.0011	0.0083	2	0.28	0.14
8	0.0016	0	0.76	0	0	0	0	0	0	0	2.9e-06	0.17	0.063	2	0.28	0.14
9	2.8e-05	0	1	0	0	0	0	0	0	0	0	0	0.0009	2	0.28	0.14
10	0	0	0.83	0	0	0.17	0	0	0	3.9e-05	0	0	0	2	0.28	0.14
11	0.0018	0.03	0.96	0	1.1e-05	0	0.00012	0	0	0	0	0.00032	0.01	2	0.28	0.14
12	0	0	0	0	0.0046	0	0	0	1	0	0	0	0	8	0.28	0
13	8.2e-05	0	0.83	0	0	0.17	0	0	0	0.00088	0	0	0	2	0.28	0.14
14	0	0	0.83	0	0	0.17	0	0	0	7e-05	0	0	0	2	0.28	0.14
15	0.0086	0.0017	0.98	0	0	0	6.5e-05	0	0	0	0	0.0002	0.0046	2	0.28	0.14
16	0	0	0.83	0	0	0.17	0	0	0	3.1e-06	0	0	0	2	0.28	0.14
17	0.00036	0	0.42	0	0	0	0	0	0	0	5.2e-05	0.0092	0.57	12	0.52	0.22
18	0	0	0.92	0	0	0.076	0	0	0	0	0	0	0	2	0.28	0.14
19	0	0	0.83	0	0	0.17	0	0	0	9.6e-05	0	0	0	2	0.28	0.14
20	5.9e-05	0	0.83	0	0	0.17	0	0	0	0.00072	0	0	0	2	0.28	0.14
21	0.0001	0	0.43	0	0	0	0.0022	0	0	0	1.7e-05	0.0058	0.57	12	0.52	0.22
22	0	0	0.83	0	0	0.17	0	0	0	0	0	0	0	2	0.28	0.14
23	0.00014	0	1	0	0	0	0	0	0	0	0	0	0.00017	2	0.28	0.14
24	0	0	0	0.017	0.012	0	0	0	0.97	0	0	0	0	8	0.28	0
25	0	0	1.2e-05	0.051	0.037	0	0	0	0.91	0	0	0	0	8	0.28	0
26	0.00075	0	0.85	0	0	0.15	0	0	0	0.0031	0	0	0	2	0.28	0.14
27	0	0	0	0.0019	0.0014	0	0	0	1	0	0	0	0	8	0.28	0
