SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster	dcf0	dcf1
0	0.2	0.2	0.6	0	0	0	0	0	2	0.28	0.22
1	0	0	0	0	0.011	0	0.99	0	6	0.25	0
2	0	0	0	0	0.00021	0	1	0	6	0.25	0
3	0	0	0	1	0	0	0	0	3	0.031	0.11
4	0.42	0.42	0.00064	6.3e-06	0	0.16	0	0	1	0.28	0.14
5	0.46	0.46	0.085	0	0	0	0	0	1	0.28	0.14
6	0.49	0.49	0.016	0	0	0	0	0	1	0.28	0.14
7	0.49	0.49	0.023	0	8.9e-06	0	0	0	1	0.28	0.14
8	0.46	0.46	0.086	0	0	0	0	0	1	0.28	0.14
9	0.5	0.5	0.00062	0	0	0	0	0	1	0.28	0.14
10	0.42	0.42	0.00083	3.7e-05	0	0.16	0	0	1	0.28	0.14
11	0.5	0.5	0.0073	0	1.3e-05	0	0	0	1	0.28	0.14
12	0	0	0	0	0.048	0	0.95	0	6	0.25	0
13	0.42	0.42	0.0097	0.00053	0	0.15	0	0	1	0.28	0.14
14	0.41	0.42	0.017	1.3e-05	0	0.15	0	0	1	0.28	0.14
15	0.49	0.5	0.011	0	0	0	0	0	1	0.28	0.14
16	0.42	0.42	0.0027	0	0	0.16	0	0	1	0.28	0.14
17	0.22	0.22	0.57	0	0	0	0	0	2	0.28	0.22
18	0.29	0.29	0.38	0	0	0.044	0	0	2	0.28	0.22
19	0.42	0.42	0.0024	6.6e-05	0	0.16	0	0	1	0.28	0.14
20	0.42	0.42	0.013	0.00036	0	0.15	0	0	1	0.28	0.14
21	0.32	0.32	0.37	0	0	0	0	0	2	0.28	0.22
22	0.42	0.42	4.8e-06	0	0	0.16	0	0	1	0.28	0.14
23	0.5	0.5	0.00026	0	0	0	0	0	1	0.28	0.14
24	0	0	0	0	0.023	0	0	0.98	7	0	0
25	1e-05	1e-05	0	0	0.071	0	0	0.93	7	0	0
26	0.4	0.4	0.066	0.00058	0	0.13	0	0	1	0.28	0.14
27	0	0	0	0	0.0025	0	0	1	7	0	0
28	0.47	0.47	0.06	0	0	0	0	0	1	0.28	0.14
