SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.99	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
1	0.29	0	0	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
2	0.15	0	0	0	0.85	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0.058	0.14
4	0	0	0.25	0	0	0	0.5	0	0	0	0.25	0	0	0	0	0	0	0	6	0	0.16
5	0.98	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
6	0.47	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
7	0	0	0.5	0	0	0	0.0056	0	0	0	0.5	0	0	0	0	0	0	0	2	0	0.12
8	0.4	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
9	1	0	0	0	8.8e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
10	0	0	0	0.5	0	0	0	0	0	0	0	0.5	1.4e-06	0	0	0	0	1.4e-06	3	0.11	0
11	0	0	0.49	0	0	0	0.026	0	0	0	0.49	0	0	0	0	0	0	0	2	0	0.12
12	0.94	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
13	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.00015	0	0	0	0	0.00015	3	0.11	0
14	0.98	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
15	0.26	0	0	0	0.74	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0.058	0.44
17	0.0002	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
18	0.39	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
19	0.95	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0.43	0.27
20	0.39	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
21	2.6e-05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
22	2e-06	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
23	0.99	0	0	0	0.0086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
24	0	0	0.31	0	0	0	0.39	0	0	0	0.31	0	0	0	0	4.3e-05	0	0	6	0	0.16
25	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	3	0.11	0
26	0.013	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
27	0.3	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	15	0.058	0.14
29	1	0	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
30	0	0	0	0.026	0	0	0	0	0	0	0	0.026	0.47	0	0	0	0.0019	0.47	12	0.21	0
31	0.74	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
32	0	0	0.067	0	0	0	0.87	0	0	0	0.067	0	0	0	0	0	0	0	6	0	0.16
33	0.71	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
34	1	0	0	0	0.00086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
35	1	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
36	0.00035	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
37	0	0	0.5	0	0	0	0.0096	0	0	0	0.5	0	0	0	0	0	0	0	2	0	0.12
38	0.99	0	0	0	0.0085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
39	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.00013	0	0	9	0.058	0.44
40	0.16	0	0	0	0.84	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
41	0	0	0	0.29	0	0	0	0	0	0	0	0.29	0.2	0	0	0	0.00081	0.2	3	0.11	0
42	0.00011	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
43	0.39	0	0	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
44	0.98	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
45	0.024	0	0	0	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
46	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.0014	0	0	0	5.5e-06	0.0014	3	0.11	0
47	0	0	0.48	0	0	0	0.047	0	0	0	0.48	0	0	0	0	0	0	0	2	0	0.12
48	0	0	0.3	0	0	0	0.4	0	0	0	0.3	0	0	0	0	0	0	0	6	0	0.16
49	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7.4e-05	0	0	9	0.058	0.44
50	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0.058	0.44
51	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0.0006	0	0	6.8e-06	2.4e-06	0.0006	3	0.11	0
52	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.002	0.5	12	0.21	0
53	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	3	0.11	0
54	0.74	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
55	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0.058	0.44
56	0	0	0	0.5	0	0	0	0	0	0	0	0.5	2.2e-06	0	0	0	0	2.2e-06	3	0.11	0
57	0.38	0	0	0	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
58	0	0	0	0.003	0	0	0	0	0	0	0	0.003	0.5	0	0	0	0.002	0.5	12	0.21	0
59	0	0	0	0.13	0.73	0	0	0	0	0	0	0.13	0	0	0	0	0	0	4	0.52	0.35
60	0.25	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0.52	0.35
61	1	0	0	0	0.0019	0	0	0	0	1.8e-05	0	0	0	0	0	3.8e-06	0	0	0	0.43	0.27
62	0	0	0	0	0	0	0	0	0	0.0045	0	0	0	0	0	1	0	0	15	0.058	0.14
63	0	0	0.46	0	0	0	0.079	0	0	0	0.46	0	0	0	0	0	0	0	2	0	0.12
64	0	0	0.00054	0	0	0	1	0	0	0	0.00054	0	0	0	0	0	0	0	6	0	0.16
65	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	3	0.11	0
66	0.74	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
67	0.79	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0.27
68	0	0	0	4.9e-05	0	0	0	0	0	0	0	4.9e-05	0.5	0	0	0	0.002	0.5	12	0.21	0
69	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0.058	0.44
