SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
1	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
2	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
3	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.058	0.14
4	0.84	0	0	0	0	0	0	0	0	0.0026	0.16	0	0	0	0	0.12
5	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
6	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
7	1	0	0	0	0	0	0	0	0	0	7.9e-06	0	0	0	0	0.12
8	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.0013	2	0.48	0.31
9	0	0	0.5	0.5	0	0	0	0	0	0	0	0	3.3e-05	2	0.48	0.31
10	0	0	0	0	0	1	0	0	0	0	0	2.6e-06	0	5	0.11	0
11	1	0	0	0	0	0	0	0	0	2.7e-06	0.00016	0	0	0	0	0.12
12	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
13	0	0	0	0	0	1	0	0	0	0	0	0.00027	0	5	0.11	0
14	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
15	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
16	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0.058	0.44
17	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
18	0	0	0.5	0.5	0	0	0	0	0	0	0	0	3.8e-05	2	0.48	0.31
19	0	0	0.092	0.092	0.011	0	0	0	0	0	0	0	0.81	12	0.33	0.11
20	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
21	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
22	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
23	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
24	0.84	0	0	0	4.9e-05	0	0	0	0	0.0025	0.15	0	0	0	0	0.12
25	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0.11	0
26	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
27	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
28	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.058	0.14
29	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0.00079	2	0.48	0.31
30	0	0	0	0	0	0.056	0	0.00055	0	0	0	0.94	0	11	0.21	0
31	0	0	0.5	0.5	0	0	0	0	0	0	0	0	1.5e-06	2	0.48	0.31
32	0.12	0	0	0	0	0	0	0	0	0.014	0.87	0	0	10	0	0.19
33	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
34	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
35	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
36	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
37	1	0	0	0	0	0	0	0	0	0	6.1e-06	0	0	0	0	0.12
38	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
39	0	0	0	0	0.00013	0	1	0	0	0	0	0	0	6	0.058	0.44
40	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
41	0	0	0	0	0	0.61	0	0.00023	0	0	0	0.39	0	5	0.11	0
42	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
43	0	0	0.5	0.5	0	0	0	0	0	0	0	0	4.5e-05	2	0.48	0.31
44	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
45	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	2	0.48	0.31
46	0	0	0	0	0	1	0	1.5e-06	0	0	0	0.0025	0	5	0.11	0
47	1	0	0	0	0	0	0	0	0	5.5e-06	0.00034	0	0	0	0	0.12
