SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster	dcf0	dcf1
0	0	0.64	0	0.36	0	0	0	0	0	0	0	1	0.48	0.27
1	0	0.54	0	0.46	0	0	0	0	0	0	0	1	0.48	0.27
2	0	0.87	0	0.13	0	0	0	0	0	0	0	1	0.48	0.27
3	0	0	0	0	0	0	0	0	0	0	1	10	0.11	0.14
4	0.84	0	0	0	0	0	0	0	0.16	0	1.1e-05	0	0	0.12
5	0	0.79	0	0.21	0	0	0	0	0	0	0	1	0.48	0.27
6	0	0.047	0	0.95	0	0	0	0	0	0	0	3	0.46	0.36
7	1	0	0	0	0	0	0	0	8e-06	0	0	0	0	0.12
8	0	0.59	0	0.41	0	0	0	0	0	0.0014	0	1	0.48	0.27
9	0	0.98	0	0.024	0	0	0	0	0	1.2e-05	0	1	0.48	0.27
10	0	0	2.6e-06	0	0	0	0	1	0	0	0	7	0.11	0
11	1	0	0	0	0	0	0	0	0.00017	0	0	0	0	0.12
12	0	0.061	0	0.94	0	0	0	0	0	0	0	3	0.46	0.36
13	0	0	0.00027	0	0	0	0	1	0	0	0	7	0.11	0
14	0	0.99	0	0.014	0	0	0	0	0	0	0	1	0.48	0.27
15	0	0.61	0	0.39	0	0	0	0	0	0	0	1	0.48	0.27
16	0	0	0	0	0	1	0	0	0	0	1.5e-06	5	0.058	0.44
17	0	0.041	0	0.96	0	0	0	0	0	0	0	3	0.46	0.36
18	0	0.39	0	0.61	0	0	0	0	0	3.9e-05	0	3	0.46	0.36
19	0	0.25	0	0.023	0	0	0	0	0	0.72	4.7e-05	9	0.33	0.11
20	0	0.65	0	0.35	0	0	0	0	0	0	0	1	0.48	0.27
21	0	1	0	0	0	0	0	0	0	0	0	1	0.48	0.27
22	0	0.024	0	0.98	0	0	0	0	0	0	0	3	0.46	0.36
23	0	0.96	0	0.039	0	0	0	0	0	0	0	1	0.48	0.27
24	0.84	0	0	0	0	0	0	0	0.16	0	0.003	0	0	0.12
25	0	0	0	0	0	0	0	1	0	0	0	7	0.11	0
26	0	0.028	0	0.97	0	0	0	0	0	0	0	3	0.46	0.36
27	0	0.06	0	0.94	0	0	0	0	0	0	0	3	0.46	0.36
28	0	0	0	0	0	0	0	0	0	0	1	10	0.11	0.14
29	0	0.95	0	0.047	0	0	0	0	0	0.00043	0	1	0.48	0.27
30	0	0	0.94	0	0	0	0	0.056	0	0	0	2	0.21	0
31	0	0.5	0	0.5	0	0	0	0	0	1.7e-06	0	1	0.48	0.27
32	0.12	0	0	0	0	0	0	0	0.88	0	5.9e-05	8	0	0.19
33	0	0.25	0	0.75	0	0	0	0	0	0	0	3	0.46	0.36
34	0	0.47	0	0.53	0	0	0	0	0	0	0	3	0.46	0.36
35	0	0.23	0	0.77	0	0	0	0	0	0	0	3	0.46	0.36
36	0	0.0017	0	1	0	0	0	0	0	0	0	3	0.46	0.36
37	1	0	0	0	0	0	0	0	6.2e-06	0	0	0	0	0.12
38	0	0.31	0	0.69	0	0	0	0	0	0	0	3	0.46	0.36
39	0	0	0	0	0	1	0	0	0	0	0.0011	5	0.058	0.44
40	0	0.59	0	0.41	0	0	0	0	0	0	0	1	0.48	0.27
41	0	0	0.39	0	0	0	0	0.61	0	0	0	7	0.11	0
42	0	0.00035	0	1	0	0	0	0	0	0	0	3	0.46	0.36
43	0	0.91	0	0.092	0	0	0	0	0	3.9e-05	0	1	0.48	0.27
44	0	1	0	0.00086	0	0	0	0	0	0	0	1	0.48	0.27
45	0	0.51	0	0.49	0	0	0	0	0	0	0	1	0.48	0.27
46	0	0	0.0025	0	0	0	0	1	0	0	0	7	0.11	0
47	1	0	0	0	0	0	0	0	0.00034	0	0	0	0	0.12
48	0.98	0	0	0	0	0	0	0	0.02	0	0	0	0	0.12
49	0	0	0	0	0	0.2	0	0	0	0	0.8	10	0.11	0.14
50	0	0	0	0	0	1	0	0	0	0	0	5	0.058	0.44
51	0	0	0.0011	0	0	0	0	1	0	0	1.2e-05	7	0.11	0
52	0	0	1	0	0	0	0	0	0	0	0	2	0.21	0
53	0	0	0	0	0	0	0	1	0	0	0	7	0.11	0
54	0	0.71	0	0.29	0	0	0	0	0	4.6e-06	0	1	0.48	0.27
55	0	0	0	0	0	1	0	0	0	0	0	5	0.058	0.44
56	0	0	4e-06	0	0	0	0	1	0	0	0	7	0.11	0
57	0	0.45	0	0.55	0	0	0	0	0	0	0	3	0.46	0.36
58	0	0	0.99	0	0	0	0	0.0065	0	0	0	2	0.21	0
59	0	0	0	0	0	0	0	1	0	0	0	7	0.11	0
60	0	0.95	0	0.05	0	0	0	0	0	0	0	1	0.48	0.27
61	0	0.036	0	0.96	0	5.4e-05	0	0	0	0	0	3	0.46	0.36
62	0	0	0	0	0	6.9e-06	0	0	0	0	1	10	0.11	0.14
63	1	0	0	0	0	0	0	0	0.00048	0	0	0	0	0.12
64	0.00013	0	0	0	0	0	0	0	1	0	0	8	0	0.19
65	0	0	0	0	0	0	0	1	0	0	0	7	0.11	0
66	0	0.56	0	0.44	0	0	0	0	0	0.001	0	1	0.48	0.27
67	0	0.72	0	0.28	0	0	0	0	0	0	0	1	0.48	0.27
68	0	0	1	0	0	0	0	0.00011	0	0	0	2	0.21	0
69	0	0	0	0	0	1	0	0	0	0	0	5	0.058	0.44
70	0	0	1	0	0	0	0	0.001	0	0	0	2	0.21	0
71	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0.12
72	1	0	0	0	0	0	0	0	0.0022	0	0	0	0	0.12
73	0	0	1	0	0	0	0	0	0	0	0	2	0.21	0
74	0	0	0.96	0	0	0	0	0.042	0	0	0	2	0.21	0
75	0	0	0	0	0	0	0	0	0	1	0	9	0.33	0.11
76	0.57	0	0	0	0	0	0	0	0.43	0	0.00056	0	0	0.12
