SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster	dcf0	dcf1
0	0.91	0	0	0	0	0.053	0	0	0	0	0	0	0	0.034	0	0.43	0.35
1	0.32	0	0	0	0	0.0067	0	0	0	0	0	0	0	0.67	13	0.52	0.29
2	0.024	0	0	0	0	0.0072	0	0	0	0	0	0	0	0.97	13	0.52	0.29
3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0.11	0.14
4	0	0	0	0	0	0	0.28	0.28	0	0.0024	0.28	0	0.16	0	6	0	0.12
5	0.8	0	0	0	0	0.0038	0	0	0	0	0	0	0	0.19	0	0.43	0.35
6	0.98	0	0	0	0	0.00063	0	0	0	0	0	0	0	0.016	0	0.43	0.35
7	0	0	0	0	0	0	0.33	0.33	0	0	0.33	0	7.9e-06	0	6	0	0.12
8	0.31	0	0	0	0	0.077	0	0	0.0013	0	0	0	0	0.61	13	0.52	0.29
9	0.045	0	0	0	0	0.95	0	0	1.1e-06	0	0	0	0	0.00093	5	0.43	0.23
10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.16	0
11	0	0	0	0	0	0	0.33	0.33	0	2.5e-06	0.33	0	0.00017	0	6	0	0.12
12	1	0	0	0	0	0.00095	0	0	0	0	0	0	0	0.0026	0	0.43	0.35
13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0.16	0
14	0.049	0	0	0	0	0.29	0	0	0	0	0	0	0	0.66	13	0.52	0.29
15	0.22	0	0	0	0	0.017	0	0	0	0	0	0	0	0.76	13	0.52	0.29
16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0.058	0.44
17	0.12	0	0	0	0	2.4e-05	0	0	0	0	0	0	0	0.88	13	0.52	0.29
18	0.57	0	0	0	0	0.042	0	0	4e-05	0	0	0	0	0.39	0	0.43	0.35
19	0.042	0	0.0077	0	0	0.23	0	0	0.65	0	0	0	0	0.072	8	0.33	0.11
