SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster18	cluster	dcf0	dcf1
0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0033	0	0	0.43	0.31
1	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	17	0.52	0.35
2	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85	0	17	0.52	0.35
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.11	0.14
4	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	0.12
5	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0	0	0.43	0.31
6	0.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0.43	0.31
7	0	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0.0056	0	0	0	0	1	0	0.12
8	0.44	0	0	0	0	0.00074	0	0	0	0	0	0	0	0	0	0.00074	0	0.56	0	17	0.52	0.35
9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6e-05	0	0	0.43	0.31
10	0	0	0.5	0	0	0	1.4e-06	0	0	0	0	0	1.4e-06	0	0	0	0	0	0.5	2	0.11	0
11	0	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	1	0	0.12
12	0.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094	0	0	0.43	0.31
13	0	0	0.5	0	0	0	0.00015	0	0	0	0	0	0.00015	0	0	0	0	0	0.5	2	0.11	0
14	0.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051	0	0	0.43	0.31
15	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64	0	17	0.52	0.35
16	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0.058	0.44
17	0.0024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.52	0.35
18	0.52	0	0	0	0	1.8e-05	0	0	0	0	0	0	0	0	0	1.8e-05	0	0.48	0	0	0.43	0.31
19	0.18	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0	0.4	0.0086	0.015	0	5	0.33	0.11
20	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	17	0.52	0.35
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.52	0.35
22	6.9e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	17	0.52	0.35
23	0.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0.43	0.31
24	0	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	3.4e-05	0	0	1	0	0.12
