SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster15	cluster16	cluster17	cluster	dcf0	dcf1
0	0.0057	0.66	0.034	0	3.3e-05	0.033	0	0.11	0	0.0015	0.035	0	0	3.3e-05	0	0.09	4.8e-05	0.026	1	0.15	0.29
1	0	0.014	1e-05	0.0073	0	1.3e-05	0.98	0	0	0	0	0	0	0	0	1.1e-06	0	0	6	0.15	0.064
2	0.23	0.31	0.0018	0	0.005	0.32	0	6.6e-05	0	2.4e-06	0.032	0	0	0.005	0	0.098	0.00074	1.7e-05	5	0.23	0.29
3	0.072	0.76	0.017	0	0.00011	0.026	0	0.026	0	0.0042	0.044	0	0	0.00011	0	0.032	0.00024	0.013	1	0.15	0.29
4	2.6e-06	0.27	0.0012	0	0	0.5	0	3.6e-05	0	0	0	0	0	0	0	0.23	0	2.3e-06	5	0.23	0.29
5	0.026	0.88	0.015	0	2.4e-06	0.001	0	0.0042	0	0.01	0.043	0	0	2.4e-06	0	0.00092	1.9e-05	0.018	1	0.15	0.29
6	0.035	0.87	0.018	0	5.9e-06	0.0023	0	0.013	0	0.0071	0.044	0	0	5.9e-06	0	0.0026	4.4e-05	0.013	1	0.15	0.29
7	0.044	0.057	0.00048	0	0.0088	0.6	0	5.4e-05	0	1.3e-06	0.0067	0	0	0.0088	0	0.27	0.00078	0.00011	5	0.23	0.29
8	0.11	0.83	0.0034	0	1.7e-06	0.0003	0	1.5e-05	0	0.00044	0.056	0	0	1.7e-06	0	6.5e-05	6e-05	0.0019	1	0.15	0.29
9	0	0.99	0.0052	0	0	0.00027	0	0.00096	0	0	0	0	0	0	0	0.00015	0	0	1	0.15	0.29
10	0.77	0.016	1.5e-05	0	2.2e-06	0.02	0	3.9e-06	0	0.0004	0.0015	0	0	2.2e-06	0	0.15	0.028	0.018	0	0.31	0.48
11	0.032	0.73	0.024	0	1.8e-05	0.007	0	0.087	0	0.023	0.035	0	0	1.8e-05	0	0.013	8.6e-05	0.046	1	0.15	0.29
12	0.2	0.38	0.002	0	0	3.8e-05	0	7.3e-05	0	0.052	0.02	0	0	0	0	0.00022	0.00078	0.35	1	0.15	0.29
13	0.58	0.35	0.00053	0	0	2.3e-05	0	0	0	0.0029	0.025	0	0	0	0	1.9e-06	0.0015	0.039	0	0.31	0.48
14	0.25	0.41	0.012	0	0.0003	0.047	0	0.043	0	0.022	0.04	0	0	0.0003	1.3e-06	0.072	0.0028	0.11	1	0.15	0.29
15	0.12	0.67	0.015	0	0.00013	0.023	0	0.03	0	0.018	0.038	0	0	0.00013	0	0.028	0.00074	0.058	1	0.15	0.29
16	0.68	0.25	0.00096	0	0.001	0.036	0	2.5e-05	0	4.3e-05	0.024	0	0	0.001	0	0.0075	0.0057	0.00045	0	0.31	0.48
17	0.29	0.5	0.0028	0	1.9e-06	0.00018	0	0.00011	0	0.023	0.03	0	0	1.9e-06	0	0.00018	0.0012	0.15	1	0.15	0.29
18	0.11	0.82	0.0037	0	0	0.00013	0	2.7e-05	0	0.0026	0.05	0	0	0	0	3.1e-05	8.1e-05	0.011	1	0.15	0.29
19	0.13	0.78	0.0099	0	9.7e-05	0.017	0	0.0027	0	0.00058	0.052	0	0	9.7e-05	0	0.012	0.0003	0.0018	1	0.15	0.29
20	0.34	0.3	0.0082	0	0.00043	0.057	0	0.029	0	0.022	0.042	0	0	0.00043	0	0.085	0.0041	0.12	0	0.31	0.48
21	0.52	0.17	0.0035	0	0.0012	0.079	0	0.0081	0	0.011	0.044	0	0	0.0012	0.00097	0.087	0.0075	0.063	0	0.31	0.48
22	0.63	0.21	0.00083	0	8.7e-06	0.0022	0	8e-05	0	0.0089	0.015	0	0	8.7e-06	0	0.021	0.0081	0.11	0	0.31	0.48
23	0.54	0.41	0.00073	0	3.7e-05	0.0017	0	0	0	2.9e-05	0.04	0	0	3.7e-05	0	0.00016	0.00095	0.00031	0	0.31	0.48
24	0.035	0.89	0.01	0	2.1e-05	0.0066	0	0.00078	0	0.00041	0.056	0	0	2.1e-05	0	0.0042	1.8e-05	0.00084	1	0.15	0.29
25	0.011	0.91	0.015	0	0	0.00015	0	0.0018	0	0.0069	0.041	0	0	0	0	0.00013	3.5e-06	0.0096	1	0.15	0.29
26	0.11	0.67	0.016	0	0.0002	0.04	0	0.034	0	0.0069	0.04	0	0	0.0002	0	0.051	0.00067	0.032	1	0.15	0.29
27	0.1	0.59	0.017	0	0.00013	0.029	0	0.067	0	0.02	0.036	0	0	0.00013	0	0.046	0.00076	0.088	1	0.15	0.29
28	0.28	0.41	0.0023	0	1.1e-06	0.00011	0	0.00013	0	0.036	0.023	0	0	1.1e-06	0	0.00076	0.0014	0.25	1	0.15	0.29
29	0.0017	0.86	0.034	0	0	0.0001	0	0.031	0	0.025	0.031	0	0	0	0	0.00022	0	0.015	1	0.15	0.29
30	0.32	0.51	0.0026	0	3.7e-06	0.00031	0	8.4e-05	0	0.018	0.031	0	0	3.7e-06	0	0.00017	0.0013	0.12	1	0.15	0.29
31	0.12	0.74	0.0086	0	6.6e-06	0.0012	0	0.0021	0	0.02	0.04	0	0	6.6e-06	0	0.00076	0.00033	0.069	1	0.15	0.29
32	0.22	0.22	0.0098	0	8.9e-05	0.027	0	0.071	0	0.06	0.036	0	0	8.9e-05	0	0.065	0.0022	0.29	17	0.23	0.52
33	0.21	0.72	0.0018	0	4.5e-05	0.0047	0	2e-06	0	1.3e-06	0.071	0	0	4.5e-05	0	0.00064	0.0001	7.1e-06	1	0.15	0.29
34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0.017	0.29
35	0.18	0.59	0.0088	0	3.8e-05	0.0054	0	0.0087	0	0.034	0.033	0	0	3.8e-05	0	0.0071	0.0012	0.13	1	0.15	0.29
36	0.19	0.51	0.0071	0	1.7e-05	0.0034	0	0.0076	0	0.046	0.028	0	0	1.7e-05	0	0.01	0.0014	0.2	1	0.15	0.29
37	0.16	0.66	0.012	0	0.00028	0.04	0	0.015	0	0.0054	0.042	0	0	0.00028	0	0.039	0.00099	0.021	1	0.15	0.29
