SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster	dcf0	dcf1
0	0.0026	0.13	0.32	0.32	0	0.035	0.032	0.001	0.14	0.0079	0.0015	0.025	0.001	2	0.15	0.29
1	0	0	0.0046	0.0046	0.99	0	7.1e-06	0	1.2e-06	2.3e-06	0	0	0	4	0.15	0.064
2	0.09	6e-05	0.12	0.12	0	0.22	0.0014	0.13	0.12	0.063	2e-06	1.3e-05	0.13	5	0.31	0.52
3	0.032	0.028	0.35	0.35	0	0.14	0.016	0.0033	0.048	0.0061	0.0041	0.012	0.0033	2	0.15	0.29
4	1.7e-06	5.4e-05	0.18	0.18	0	0	0.0015	0	0.48	0.16	0	3e-06	0	8	0.23	0.34
5	0.012	0.0046	0.42	0.42	0	0.11	0.015	7.2e-05	0.0014	0.00023	0.01	0.017	7.2e-05	2	0.15	0.29
6	0.016	0.014	0.41	0.41	0	0.11	0.017	0.00018	0.0039	0.00053	0.0071	0.012	0.00018	2	0.15	0.29
7	0.017	4.9e-05	0.022	0.022	0	0.038	0.00038	0.22	0.34	0.12	1.1e-06	8.6e-05	0.22	8	0.23	0.34
8	0.042	1.4e-05	0.34	0.34	0	0.28	0.0028	4.6e-05	8.5e-05	6e-05	0.00038	0.0015	4.6e-05	2	0.15	0.29
9	0	0.0011	0.5	0.5	0	0	0.0052	0	0.00024	6.7e-05	0	0	0	2	0.15	0.29
10	0.5	6.1e-06	0.011	0.011	0	0.13	2.1e-05	9.7e-05	0.31	0.0067	0.00056	0.023	9.7e-05	0	0.31	0.48
11	0.015	0.095	0.35	0.35	0	0.081	0.023	0.00056	0.019	0.0017	0.023	0.043	0.00056	2	0.15	0.29
12	0.09	7.9e-05	0.18	0.18	0	0.19	0.0018	1.1e-05	0.00033	8.5e-06	0.051	0.32	1.1e-05	11	0.23	0.52
13	0.24	0	0.15	0.15	0	0.42	0.00046	1.4e-05	3.9e-06	5e-06	0.0027	0.033	1.4e-05	5	0.31	0.52
14	0.11	0.046	0.19	0.19	0	0.19	0.011	0.0091	0.11	0.011	0.022	0.1	0.0091	5	0.31	0.52
15	0.055	0.032	0.31	0.31	0	0.15	0.014	0.004	0.041	0.0054	0.018	0.053	0.004	2	0.15	0.29
16	0.32	2.7e-05	0.12	0.12	0	0.36	0.00093	0.032	0.011	0.0086	4.4e-05	0.00042	0.032	5	0.31	0.52
17	0.13	0.00012	0.23	0.23	0	0.26	0.0025	5.7e-05	0.00025	4.1e-05	0.022	0.13	5.7e-05	5	0.31	0.52
18	0.045	2.6e-05	0.34	0.34	0	0.26	0.0031	1.9e-05	4.1e-05	2.6e-05	0.0023	0.0089	1.9e-05	2	0.15	0.29
19	0.055	0.0028	0.35	0.35	0	0.21	0.0089	0.0028	0.016	0.0037	0.00054	0.0016	0.0028	2	0.15	0.29
20	0.15	0.031	0.14	0.14	0	0.24	0.0077	0.013	0.13	0.013	0.022	0.11	0.013	5	0.31	0.52
21	0.23	0.0087	0.078	0.078	0	0.31	0.0033	0.037	0.13	0.018	0.011	0.057	0.037	5	0.31	0.52
22	0.33	0.0001	0.11	0.11	0	0.28	0.0009	0.0003	0.036	0.00059	0.01	0.11	0.0003	0	0.31	0.48
23	0.2	0	0.16	0.16	0	0.48	0.00056	0.00092	0.0002	0.00033	2.4e-05	0.00023	0.00092	5	0.31	0.52
24	0.015	0.00082	0.41	0.41	0	0.15	0.0096	0.00063	0.0061	0.0015	0.0004	0.00075	0.00063	2	0.15	0.29
25	0.0052	0.002	0.44	0.44	0	0.082	0.014	6.9e-06	0.0002	3.6e-05	0.0071	0.009	6.9e-06	2	0.15	0.29
26	0.048	0.036	0.31	0.31	0	0.14	0.015	0.0061	0.075	0.0093	0.0068	0.029	0.0061	2	0.15	0.29
27	0.045	0.073	0.28	0.28	0	0.12	0.016	0.0038	0.069	0.0069	0.02	0.08	0.0038	2	0.15	0.29
28	0.13	0.00014	0.19	0.19	0	0.22	0.0022	3.5e-05	0.0011	2.6e-05	0.036	0.23	3.5e-05	11	0.23	0.52
29	0.00084	0.035	0.43	0.43	0	0.028	0.034	1.9e-06	0.00035	2.6e-05	0.026	0.015	1.9e-06	2	0.15	0.29
30	0.14	8.6e-05	0.23	0.23	0	0.28	0.0023	0.00011	0.00024	7e-05	0.017	0.11	0.00011	5	0.31	0.52
31	0.054	0.0022	0.33	0.33	0	0.19	0.0079	0.00019	0.0011	0.00027	0.019	0.061	0.00019	2	0.15	0.29
32	0.1	0.077	0.1	0.1	0	0.18	0.0092	0.0027	0.098	0.0063	0.06	0.26	0.0027	11	0.23	0.52
33	0.071	1.7e-06	0.25	0.25	0	0.42	0.0013	0.001	0.00073	0.00084	0	4.9e-06	0.001	5	0.31	0.52
34	0	0	0.49	0.49	0.02	0	0.00016	0	0	0	0	0	0	2	0.15	0.29
35	0.082	0.0094	0.27	0.27	0	0.18	0.0083	0.0011	0.011	0.0013	0.034	0.12	0.0011	2	0.15	0.29
36	0.087	0.0084	0.24	0.24	0	0.17	0.0068	0.00053	0.015	0.00081	0.046	0.18	0.00053	2	0.15	0.29
37	0.072	0.016	0.3	0.3	0	0.19	0.011	0.0082	0.057	0.0092	0.0052	0.019	0.0082	2	0.15	0.29
38	0.063	0.028	0.31	0.31	0	0.16	0.013	0.0033	0.031	0.0042	0.018	0.055	0.0033	2	0.15	0.29
39	0.014	0.12	0.32	0.32	0	0.066	0.025	0.0014	0.071	0.0052	0.011	0.052	0.0014	2	0.15	0.29
40	0.00018	0.35	0.29	0.29	0	0.0092	0.05	3.8e-06	0.0028	9.6e-05	0.011	0.0044	3.8e-06	1	0.15	0.43
41	0	0	0.00034	0.00034	1	0	0	0	0	0	0	0	0	4	0.15	0.064
42	0.07	0.00075	0.19	0.19	0	0.21	0.0038	0.06	0.16	0.048	8.8e-06	0.00013	0.06	5	0.31	0.52
43	0.043	0.039	0.33	0.33	3e-05	0.066	0.01	0.00082	0.07	0.0072	0.019	0.08	0.00082	2	0.15	0.29
44	0.083	0.00093	0.3	0.3	0	0.27	0.0058	0.0076	0.025	0.0074	8.2e-05	0.00031	0.0076	2	0.15	0.29
45	0.12	0.0016	0.26	0.26	0	0.27	0.0055	0.014	0.037	0.01	0.00055	0.0024	0.014	5	0.31	0.52
46	0.071	0.00081	0.32	0.32	0	0.24	0.006	0.0012	0.0039	0.0012	0.0051	0.019	0.0012	2	0.15	0.29
47	0.031	0.007	0.34	0.34	0	0.16	0.012	0.008	0.08	0.013	0.00032	0.0011	0.008	2	0.15	0.29
48	0.0062	0.0024	0.44	0.44	0	0.091	0.015	3.1e-05	0.00082	0.00014	0.002	0.0026	3.1e-05	2	0.15	0.29
49	0.22	2.7e-05	0.2	0.2	0	0.38	0.0015	0.00055	0.00035	0.00026	0.0008	0.0063	0.00055	5	0.31	0.52
50	0	0.001	0.49	0.49	0	0	0.006	0	0.0065	0.0016	0	2.4e-06	0	2	0.15	0.29
51	0.00096	0.044	0.087	0.087	0	0.0093	0.0074	0	7.8e-05	4.9e-06	0.38	0.39	0	11	0.23	0.52
52	0.3	5.7e-05	0.15	0.15	0	0.37	0.0013	0.012	0.0063	0.004	0.00016	0.0014	0.012	5	0.31	0.52
53	0.013	0.14	0.3	0.3	0	0.066	0.023	0.00043	0.017	0.0013	0.045	0.083	0.00043	2	0.15	0.29
54	0.033	0.068	0.3	0.3	0	0.11	0.018	0.0039	0.084	0.0082	0.011	0.052	0.0039	2	0.15	0.29
55	0.0003	0.029	0.0081	0.0081	0	0.0018	0.00027	0	1.4e-05	0	0.3	0.65	0	11	0.23	0.52
56	0.0093	0.13	0.32	0.32	0	0.051	0.029	0.0011	0.08	0.0053	0.0075	0.038	0.0011	2	0.15	0.29
57	0.0049	0.41	0.15	0.15	0	0.018	0.024	9e-05	0.023	0.00086	0.043	0.17	9e-05	1	0.15	0.43
58	0.0035	0.0082	0.39	0.39	0	0.052	0.018	2.1e-06	0.00011	1.3e-05	0.067	0.073	2.1e-06	2	0.15	0.29
59	0.045	0.064	0.21	0.21	0	0.083	0.016	0.0057	0.23	0.018	0.012	0.11	0.0057	8	0.23	0.34
60	0.24	0.0021	0.18	0.18	0	0.26	0.0035	0.015	0.067	0.011	0.0037	0.024	0.015	5	0.31	0.52
61	0.011	0.00054	0.064	0.064	0	0.048	0.0018	0.089	0.52	0.11	9.4e-06	0.00058	0.089	8	0.23	0.34
62	0.0028	0.008	0.45	0.45	0	0.057	0.022	8.7e-06	0.00051	6.3e-05	0.0076	0.0071	8.7e-06	2	0.15	0.29
63	0.063	7.9e-05	0.058	0.058	0	0.089	0.0004	0	0.0026	3.2e-06	0.071	0.66	0	11	0.23	0.52
64	2.8e-05	0.034	0.46	0.46	0	1.3e-05	0.017	0	0.018	0.0014	5.9e-05	0.0011	0	2	0.15	0.29
65	0.013	0.0023	0.21	0.21	0	0.096	0.0069	0.032	0.35	0.061	8.9e-06	0.00036	0.032	8	0.23	0.34
66	0.14	0.0032	0.26	0.26	0	0.26	0.0061	0.011	0.031	0.0077	0.0019	0.0085	0.011	5	0.31	0.52
67	0.15	0.021	0.17	0.17	0	0.23	0.0074	0.02	0.11	0.015	0.014	0.063	0.02	5	0.31	0.52
68	0.058	0.015	0.33	0.33	0	0.17	0.012	0.0018	0.015	0.0024	0.016	0.046	0.0018	2	0.15	0.29
69	0.21	0.0014	0.13	0.13	0	0.23	0.0015	0.00026	0.052	0.00098	0.026	0.22	0.00026	5	0.31	0.52
70	0.016	0.0032	0.38	0.38	0	0.11	0.011	1.9e-05	0.00027	5.3e-05	0.033	0.067	1.9e-05	2	0.15	0.29
71	0.039	0.0017	0.26	0.26	0	0.18	0.0066	0.029	0.16	0.037	2.1e-05	0.00017	0.029	2	0.15	0.29
72	0.013	0.14	0.31	0.31	0	0.022	0.016	5.4e-05	0.038	0.0021	0.026	0.11	5.4e-05	2	0.15	0.29
73	0.25	0.0028	0.0071	0.0071	0	0.43	0.00015	0.0017	0.024	0.0065	0.041	0.23	0.0017	5	0.31	0.52
74	0.083	0.002	0.32	0.32	0	0.2	0.0068	0.033	0.0012	0.00033	0.00015	0.00062	0.033	2	0.15	0.29
75	0.08	0.061	0.21	0.21	0	0.16	0.011	0.0036	0.066	0.0071	0.046	0.15	0.0036	2	0.15	0.29
76	0.055	0.012	0.34	0.34	0	0.2	0.012	0.019	0.0032	0.00052	0.001	0.0027	0.019	2	0.15	0.29
77	0.34	0.0032	0.0008	0.0008	0	0.42	0.00017	0.0021	0.037	0.001	0.026	0.17	0.0021	5	0.31	0.52
78	0.0021	0.016	0.43	0.43	0	0.0014	0.016	0.0016	0.082	0.013	0.00015	0.0025	0.0016	2	0.15	0.29
79	0.026	0.25	0.075	0.075	0	0.048	0.012	3.2e-05	0.04	0.0014	0.094	0.38	3.2e-05	11	0.23	0.52
80	0.014	0.087	0.36	0.36	0	0.03	0.017	0.00053	0.037	0.0044	0.022	0.074	0.00053	2	0.15	0.29
81	0.2	1.8e-05	0.0027	0.0027	0	0.75	6.6e-05	0.005	6.3e-06	0	0.0084	0.026	0.005	5	0.31	0.52
82	0.48	0	0.00064	0.00064	0	0.5	0	0.0068	2.6e-05	0	0.00014	0.0017	0.0068	5	0.31	0.52
83	0.046	0.12	0.097	0.097	0	0.041	0.011	1.6e-05	0.23	0.0064	0.033	0.32	1.6e-05	11	0.23	0.52
84	0	0	0.031	0.031	0.94	0	0	0	0	0	0	0	0	4	0.15	0.064
85	0.19	0	2.2e-05	2.2e-05	0	0.8	0	0.0016	0	0	0.00046	0.0022	0.0016	5	0.31	0.52
86	0.058	0.00061	0.018	0.018	0	0.23	0.00043	7.5e-05	0.1	0.025	0.14	0.41	7.5e-05	11	0.23	0.52
87	0.22	0.011	0.031	0.031	0	0.42	0.0019	0.015	0.063	0.0059	0.047	0.14	0.015	5	0.31	0.52
88	0.11	0.00032	0.0035	0.0035	0	0.51	0.00016	0.002	0.00012	0	0.12	0.24	0.002	5	0.31	0.52
89	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0.15	0.064
90	0.19	0.0025	0.11	0.11	0	0.53	0.0033	0.021	0.00031	4.6e-05	0.0037	0.012	0.021	5	0.31	0.52
91	0.076	0.00011	0	0	0	0.25	0	6.2e-05	0.00013	0	0.15	0.53	6.2e-05	11	0.23	0.52
92	0	0.027	0.45	0.45	0	0	0.066	0	1.9e-05	0	0	0	0	2	0.15	0.29
93	0.023	0.033	0.07	0.07	0	0.063	0.0025	2.3e-05	0.0049	6.3e-05	0.18	0.56	2.3e-05	11	0.23	0.52
94	0.0003	0.04	0.46	0.46	0	0.00024	0.017	0	0.017	0.0018	0.00038	0.0033	0	2	0.15	0.29
95	0	0.0014	0.49	0.49	0	0	0.011	0	0.00037	6.7e-05	0	0	0	2	0.15	0.29
96	0	0.0001	0.5	0.5	5.3e-06	0	0.0028	0	0.00053	0.00036	0	0	0	2	0.15	0.29
97	0.0067	0.0002	0.00076	0.00076	0	0.0055	1.4e-06	0	0.0024	0	0.041	0.94	0	11	0.23	0.52
98	0.037	0.001	0.022	0.022	0	0.025	0.0011	0.065	0.68	0.078	0.00015	0.0059	0.065	8	0.23	0.34
99	0.15	0.00039	0.18	0.18	0	0.4	0.0031	0.024	0.026	0.009	0.00019	0.0008	0.024	5	0.31	0.52
100	0.033	0.0032	0.35	0.35	0	0.24	0.011	0.00032	0.0022	0.00041	0.004	0.0078	0.00032	2	0.15	0.29
101	0.0016	0.2	0.36	0.36	0	0.003	0.022	4.1e-06	0.011	0.00071	0.011	0.041	4.1e-06	2	0.15	0.29
102	0.0041	0.0059	0.42	0.42	0	0.11	0.021	0.00027	0.0092	0.0011	0.00011	8.2e-05	0.00027	2	0.15	0.29
103	0	0.0022	0.49	0.49	0	0	0.011	0	0.00013	2.5e-05	0	0	0	2	0.15	0.29
104	0.14	0.00029	0.17	0.17	0	0.31	0.0026	0.00011	0.00062	4.9e-05	0.035	0.18	0.00011	5	0.31	0.52
105	0.0026	0.17	0.32	0.32	0	0.0024	0.026	0	0.083	0.004	0.0073	0.063	0	2	0.15	0.29
106	0.042	0.1	0.36	0.36	0	0.014	0.029	0.00029	0.082	0.003	0.00022	0.0062	0.00029	2	0.15	0.29
107	0.069	0.0097	0.24	0.24	0	0.25	0.0033	0.0059	0.011	0.0049	0.031	0.13	0.0059	5	0.31	0.52
108	0.17	0.35	0.17	0.17	0	0.072	0.032	0.00026	0.024	0.00038	0.00035	0.0093	0.00026	1	0.15	0.43
