SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster	dcf0	dcf1
0	0.008	0.12	0.87	0.00087	0	0	0	2	0.15	0.34
1	0	0	0.0028	0	1	0	0	4	0.1	0.032
2	0.68	0.23	0.093	2.5e-06	0	0	0	0	0.31	0.48
3	0.14	0.22	0.63	0.01	0	0	0	2	0.15	0.34
4	0.00012	0	1	0	0	0	0	2	0.15	0.34
5	0.061	0.25	0.66	0.027	0	0	0	2	0.15	0.34
6	0.071	0.22	0.69	0.019	0	0	0	2	0.15	0.34
7	0.64	0.24	0.13	0	0	0	0	0	0.31	0.48
8	0.35	0.45	0.2	0.00041	0	0	0	1	0.31	0.57
9	0	0	1	0	0	0	0	2	0.15	0.34
10	0.99	0.0049	0.00037	2.8e-05	0	0	0	0	0.31	0.48
11	0.053	0.14	0.74	0.068	0	0	0	2	0.15	0.34
12	0.66	0.17	0.12	0.055	0	0	0	0	0.31	0.48
13	0.89	0.095	0.015	0.00046	0	0	0	0	0.31	0.48
14	0.43	0.17	0.37	0.033	0	1.1e-06	0	0	0.31	0.48
15	0.24	0.19	0.53	0.042	0	0	0	2	0.15	0.34
16	0.9	0.079	0.023	1.3e-05	0	0	0	0	0.31	0.48
17	0.69	0.17	0.12	0.018	0	0	0	0	0.31	0.48
18	0.37	0.4	0.22	0.0027	0	0	0	1	0.31	0.57
19	0.29	0.29	0.42	0.001	0	0	0	2	0.15	0.34
20	0.56	0.17	0.25	0.027	0	0	0	0	0.31	0.48
21	0.74	0.15	0.091	0.011	0	0.0007	0	0	0.31	0.48
22	0.92	0.054	0.022	0.003	0	0	0	0	0.31	0.48
23	0.83	0.15	0.02	5.4e-06	0	0	0	0	0.31	0.48
24	0.096	0.38	0.52	0.00088	0	0	0	2	0.15	0.34
25	0.029	0.26	0.69	0.019	0	0	0	2	0.15	0.34
26	0.21	0.2	0.57	0.014	0	0	0	2	0.15	0.34
27	0.19	0.17	0.6	0.04	0	0	0	2	0.15	0.34
28	0.71	0.15	0.11	0.032	0	0	0	0	0.31	0.48
29	0.0023	0.099	0.81	0.084	0	0	0	2	0.15	0.34
30	0.71	0.17	0.1	0.012	0	0	0	0	0.31	0.48
31	0.31	0.25	0.4	0.036	0	0	0	2	0.15	0.34
32	0.42	0.16	0.33	0.087	0	0	0	0	0.31	0.48
33	0.5	0.42	0.08	0	0	0	0	0	0.31	0.48
34	0	0	0	0	0	0	1	6	0	0.13
35	0.4	0.18	0.36	0.064	0	0	0	0	0.31	0.48
36	0.45	0.16	0.3	0.084	0	0	0	0	0.31	0.48
37	0.33	0.21	0.45	0.011	0	0	0	2	0.15	0.34
38	0.28	0.19	0.5	0.041	0	0	0	2	0.15	0.34
39	0.05	0.14	0.79	0.022	0	0	0	2	0.15	0.34
40	0.00036	0.046	0.9	0.058	0	0	0	2	0.15	0.34
41	0	0	2.7e-05	0	1	0	0	4	0.1	0.032
42	0.48	0.29	0.23	1.4e-05	0	0	0	0	0.31	0.48
43	0.29	0.077	0.59	0.049	0	0	0	2	0.15	0.34
44	0.44	0.29	0.27	0.00012	0	0	0	0	0.31	0.48
45	0.56	0.22	0.22	0.00071	0	0	0	0	0.31	0.48
46	0.41	0.28	0.3	0.0076	0	0	0	0	0.31	0.48
47	0.17	0.29	0.55	0.00078	0	0	0	2	0.15	0.34
48	0.033	0.28	0.68	0.0054	0	0	0	2	0.15	0.34
49	0.82	0.13	0.05	0.00033	0	0	0	0	0.31	0.48
50	2.4e-06	0	1	0	0	0	0	2	0.15	0.34
51	0.0019	0.013	0.13	0.86	0	0	0	3	0.23	0.62
52	0.88	0.09	0.033	5.8e-05	0	0	0	0	0.31	0.48
53	0.045	0.12	0.7	0.14	0	0	0	2	0.15	0.34
54	0.14	0.18	0.67	0.019	0	0	0	2	0.15	0.34
55	0.0022	0.0044	0.017	0.98	0	0	0	3	0.23	0.62
56	0.031	0.13	0.83	0.017	0	0	0	2	0.15	0.34
57	0.019	0.062	0.83	0.088	0	0	0	2	0.15	0.34
58	0.015	0.15	0.65	0.19	0	0	0	2	0.15	0.34
59	0.21	0.15	0.63	0.01	0	0	0	2	0.15	0.34
60	0.8	0.1	0.1	0.003	0	0	0	0	0.31	0.48
61	0.26	0.36	0.38	5.7e-06	0	0	0	2	0.15	0.34
62	0.012	0.19	0.78	0.023	0	0	0	2	0.15	0.34
63	0.78	0.09	0.044	0.087	0	0	0	0	0.31	0.48
64	0.00018	3.5e-06	1	2.9e-05	0	0	0	2	0.15	0.34
65	0.11	0.35	0.53	1.8e-05	0	0	0	2	0.15	0.34
66	0.59	0.18	0.22	0.0023	0	0	0	0	0.31	0.48
67	0.56	0.17	0.25	0.019	0	9.4e-05	0	0	0.31	0.48
68	0.27	0.21	0.49	0.034	0	0	0	2	0.15	0.34
69	0.85	0.08	0.053	0.015	0	0	0	0	0.31	0.48
70	0.093	0.24	0.58	0.083	0	0	0	2	0.15	0.34
71	0.26	0.34	0.39	4.5e-05	0	0	0	2	0.15	0.34
