SNV	cluster0	cluster1	cluster2	cluster3	cluster4	cluster5	cluster6	cluster7	cluster8	cluster9	cluster10	cluster11	cluster12	cluster13	cluster14	cluster	dcf0	dcf1
0	0.69	0.027	0.0061	0	1.5e-05	0	4.7e-05	4.7e-05	4.9e-05	0	0.032	0.12	0.0011	0.089	0.032	0	0.15	0.29
1	0.014	0	0	0	0	0.99	0	0	0	0.00082	0	3.6e-05	0	1.1e-06	1.3e-05	5	0.15	0.064
2	0.32	0.0029	0.25	0	0.00025	0	0.0073	0.0073	0.00076	0	2e-05	0.0063	0	0.097	0.3	0	0.15	0.29
3	0.78	0.014	0.076	0	7.7e-05	0	0.00015	0.00015	0.00024	0	0.015	0.061	0.00039	0.031	0.024	0	0.15	0.29
4	0.29	0	2.9e-06	0	0	0	0	0	0	0	2.8e-06	0.0042	0	0.23	0.48	14	0.23	0.29
5	0.89	0.011	0.027	0	6.1e-06	0	3.3e-06	3.3e-06	1.9e-05	0	0.021	0.052	0	0.00087	0.00092	0	0.15	0.29
6	0.87	0.013	0.036	0	1.4e-05	0	8.1e-06	8.1e-06	4.3e-05	0	0.015	0.063	1.6e-05	0.0024	0.0021	0	0.15	0.29
7	0.061	0.00085	0.049	0	0.00027	0	0.013	0.013	0.00082	0	0.00014	0.0017	0	0.27	0.59	14	0.23	0.29
8	0.87	0.0039	0.12	0	2e-05	0	2.5e-06	2.5e-06	6.1e-05	0	0.0022	0.012	0	6.4e-05	0.00028	0	0.15	0.29
9	0.98	0	0	0	0	0	0	0	0	0	0	0.018	0	0.00014	0.00024	0	0.15	0.29
10	0.016	1.9e-05	0.78	0	0.0087	0	3e-06	3e-06	0.027	0	0.02	5.2e-05	0	0.13	0.018	2	0.31	0.48
11	0.78	0.017	0.035	0	2.9e-05	0	2.7e-05	2.7e-05	8.9e-05	0	0.057	0.088	0.0066	0.013	0.0068	0	0.15	0.29
12	0.38	0.0016	0.21	0	0.00025	0	0	0	0.00076	0	0.4	0.0067	4.7e-06	0.00021	3.5e-05	10	0.23	0.52
13	0.35	0.00061	0.6	0	0.00048	0	0	0	0.0015	0	0.045	0.0018	0	1.8e-06	2.1e-05	2	0.31	0.48
14	0.42	0.012	0.27	1.3e-06	0.00093	0	0.00043	0.00043	0.0029	0	0.13	0.041	0.0066	0.07	0.045	0	0.15	0.29
15	0.69	0.011	0.13	0	0.00024	0	0.00019	0.00019	0.00074	0	0.069	0.051	0.002	0.027	0.022	0	0.15	0.29
16	0.25	0.0013	0.7	0	0.0018	0	0.0014	0.0014	0.0056	0	0.00052	0.0033	0	0.007	0.033	2	0.31	0.48
17	0.51	0.0024	0.3	0	0.00038	0	2.7e-06	2.7e-06	0.0012	0	0.17	0.0095	0	0.00017	0.00017	0	0.15	0.29
18	0.85	0.0037	0.12	0	2.7e-05	0	1e-06	1e-06	8.2e-05	0	0.013	0.013	0	3e-05	0.00012	0	0.15	0.29
19	0.79	0.0096	0.13	0	9.8e-05	0	0.00014	0.00014	0.0003	0	0.0022	0.034	0	0.011	0.016	0	0.15	0.29
20	0.31	0.011	0.36	0	0.0014	0	0.00061	0.00061	0.0042	0	0.14	0.029	0.0044	0.083	0.054	2	0.31	0.48
21	0.17	0.0087	0.56	0.00096	0.0024	0	0.0017	0.0017	0.0075	0	0.075	0.012	0.00093	0.084	0.074	2	0.31	0.48
22	0.21	0.00078	0.64	0	0.0025	0	1.2e-05	1.2e-05	0.0078	0	0.12	0.0028	2.2e-06	0.019	0.002	2	0.31	0.48
23	0.42	0.0011	0.57	0	0.00031	0	5.2e-05	5.2e-05	0.00095	0	0.00037	0.0025	0	0.00016	0.0016	2	0.31	0.48
